7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T,AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
1442.600,1016.600,106.020,826.400,4460.000,2804.500,14970.000,979.000,6800.000,2290.000,877.900,13335,1037.667,1622.667,2103.000,6401.000,1923.333,916.000,1690.750,1713.667,1287.333,3631.000,1561.000,2046.000,5412,1437.000,802.700,5238.000,1080.000,4036.000,42.307,85.540,220.460,139.720,114.020,32.917,106.940,91.880,125.190,189.530,56.270,45.880,38.300,172.120,62.550,107.510,52.930,173.900,153.360,153.420,102.230,254.760,157.580,46.160,99.310,294.910,235.370,135.640,213.660,72.620
1442.600,1016.600,106.020,826.400,4460.000,2804.500,14970.000,979.000,6800.000,2290.000,877.900,13335,1037.667,1622.667,2103.000,6401.000,1923.333,916.000,1690.750,1713.667,1287.333,3631.000,1561.000,2046.000,5412,1437.000,802.700,5238.000,1080.000,4036.000,43.065,85.950,221.160,139.230,114.510,32.863,107.950,90.650,127.580,188.030,56.220,45.540,38.860,173.220,63.490,111.800,53.530,177.000,153.710,154.250,104.410,255.670,157.040,46.850,98.940,296.840,235.640,131.980,215.700,74.950
1442.600,1016.600,106.020,826.400,4460.000,2804.500,14970.000,979.000,6800.000,2290.000,877.900,13335,1037.667,1622.667,2103.000,6401.000,1923.333,916.000,1690.750,1713.667,1287.333,3631.000,1561.000,2046.000,5412,1437.000,802.700,5238.000,1080.000,4036.000,43.057,86.350,223.480,140.560,115.650,33.150,108.060,90.540,128.510,189.010,56.140,45.440,39.170,172.490,63.480,112.280,52.430,180.340,152.440,158.490,105.290,253.290,157.280,45.260,99.550,297.800,235.630,132.400,219.150,75.510
1482.600,1055.800,107.700,847.100,4651.000,2844.500,15480.000,1023.000,7220.000,2421.000,890.500,13995,1079.333,1671.000,2156.000,6516.000,1963.333,947.750,1731.250,1755.333,1328.667,3681.000,1586.667,2095.000,5759,1458.000,844.900,5294.000,1117.500,4144.000,43.258,87.110,224.450,140.550,116.080,33.180,109.040,91.180,128.110,190.510,57.050,46.080,38.990,173.700,63.440,112.230,52.600,179.580,154.500,161.700,106.680,256.830,159.440,44.430,100.850,296.670,238.710,132.400,223.350,71.600
1510.400,1092.800,108.200,866.800,4620.500,2841.500,15613.333,1039.000,7291.667,2435.000,896.600,14085,1082.000,1698.333,2170.000,6568.000,1986.667,961.250,1768.250,1773.667,1340.333,3645.000,1591.000,2121.000,5936,1454.000,847.300,5306.000,1131.250,4172.000,43.750,88.190,228.730,141.710,118.860,33.377,108.340,91.240,127.900,192.500,56.990,46.070,39.530,174.050,63.980,111.620,52.480,180.650,155.580,162.490,108.100,255.520,161.960,44.740,101.080,308.840,240.570,132.160,226.260,72.920
1510.400,1092.800,108.200,866.800,4620.500,2841.500,15613.333,1039.000,7291.667,2435.000,896.600,14085,1082.000,1698.333,2170.000,6568.000,1986.667,961.250,1768.250,1773.667,1340.333,3645.000,1591.000,2121.000,5936,1454.000,847.300,5306.000,1131.250,4172.000,43.587,88.280,224.760,141.890,119.340,33.870,108.500,91.720,128.530,192.040,56.660,46.000,39.940,173.930,64.550,110.020,52.390,180.600,154.740,163.470,108.860,251.810,166.030,44.740,100.150,310.150,239.790,131.450,225.480,73.850
1508.200,1122.400,108.660,863.400,4624.500,2830.500,15796.667,1048.667,7416.667,2458.000,912.500,14075,1079.333,1696.667,2192.500,6647.000,1970.000,964.500,1751.750,1790.333,1336.667,3665.000,1590.000,2128.000,5975,1459.500,838.800,5298.000,1126.250,4194.000,43.583,88.220,225.880,144.140,119.110,33.463,109.050,91.050,127.840,193.100,56.800,46.230,39.690,173.540,64.090,109.940,51.610,183.380,156.010,163.830,109.150,253.940,166.430,43.620,100.520,318.430,241.280,132.470,226.020,73.420
1541.200,1118.200,107.520,876.800,4601.500,2825.000,15600.000,1055.667,7290.000,2412.000,917.500,13950,1087.000,1725.667,2195.000,6666.000,1966.667,967.500,1773.000,1809.667,1367.333,3639.000,1588.667,2150.000,6070,1460.000,831.900,5333.000,1108.750,4254.000,43.572,87.820,224.200,143.970,118.980,33.223,110.250,90.470,128.660,191.800,57.300,46.070,39.910,173.510,64.220,109.470,51.690,182.860,157.090,164.180,108.800,254.330,165.870,42.500,101.220,320.260,241.140,132.110,222.600,74.080
1525.800,1116.800,107.500,881.900,4560.000,2807.500,15600.000,1052.333,7288.333,2392.000,914.300,13815,1090.333,1742.667,2231.000,6545.000,1960.000,978.250,1765.000,1799.000,1342.000,3646.000,1550.667,2160.000,6148,1454.000,825.400,5296.000,1101.250,4218.000,43.820,88.080,225.390,144.790,119.840,33.340,110.840,90.150,132.570,194.680,57.600,46.040,40.100,173.390,64.290,110.990,52.110,181.960,157.920,164.200,109.100,255.130,169.200,43.410,100.730,328.120,242.310,132.340,225.660,75.380
1515.600,1105.000,104.580,873.100,4467.500,2764.000,16536.667,1052.667,7256.667,2389.000,906.300,13660,1091.000,1730.667,2227.000,6445.000,1930.000,977.500,1759.000,1794.333,1322.667,3603.000,1528.667,2171.000,6330,1439.500,813.400,5315.000,1060.000,4176.000,44.273,89.600,228.640,145.760,120.090,33.623,112.670,89.610,133.600,196.420,58.660,46.150,40.870,173.570,64.670,112.470,51.860,185.040,159.070,163.140,110.240,257.030,170.300,43.240,100.970,336.210,244.470,134.730,226.230,76.070
