AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
169.300,394.940,484.110,151.180,267.320,58.850,191.860,163.400,159.630,331.970,128.800,61.930,46.840,274.430,90.340,110.480,39.200,277.370,195.300,164.430,268.690,426.950,331.070,30.370,231.460,171.460,98.440,213.150,78.310,17.340
173.030,397.840,492.970,149.920,267.610,59.710,191.660,163.840,160.730,335.530,128.260,61.990,46.790,273.280,92.410,112.620,38.930,278.390,193.640,164.690,272.130,432.570,335.440,30.510,232.500,178.850,96.810,214.370,77.750,17.530
183.380,406.660,492.450,149.270,268.490,59.820,190.510,164.460,160.250,342.850,127.510,62.170,47.120,270.320,92.150,113.660,38.890,311.290,195.810,165.710,273.660,438.180,336.750,30.900,230.770,179.790,97.150,213.850,77.670,17.810
181.710,413.540,494.380,148.580,272.670,59.870,192.000,164.440,162.300,342.290,127.570,62.350,47.110,269.300,93.360,116.470,39.330,299.480,195.000,168.610,275.630,443.670,342.100,30.970,234.330,178.350,96.590,215.910,78.530,17.260
182.400,409.340,500.960,148.720,276.460,60.620,191.750,165.760,162.670,340.690,130.380,62.620,47.280,267.500,93.780,105.390,39.310,300.300,196.850,168.380,277.180,443.800,345.000,30.680,234.660,176.710,95.540,216.970,79.290,17.350
182.740,410.540,503.210,148.950,277.190,60.300,195.650,165.070,162.540,338.830,129.550,62.850,48.000,268.490,93.590,105.440,39.480,307.310,198.050,169.900,278.970,446.950,344.500,30.000,236.240,180.350,96.350,217.340,78.200,17.230
184.570,412.320,507.030,149.850,278.540,60.440,197.500,166.040,165.450,347.440,130.230,62.880,47.790,267.950,93.390,105.800,39.790,312.860,200.630,166.270,275.170,455.560,351.780,30.090,239.140,181.250,97.330,219.420,78.800,17.250
183.050,414.740,512.810,149.910,280.740,60.480,198.770,166.850,165.820,346.430,130.060,63.260,48.060,275.000,90.940,105.790,40.400,310.150,202.920,167.150,276.670,454.730,354.790,29.850,242.300,178.510,98.930,218.500,78.760,17.190
186.280,413.720,511.740,151.220,279.390,60.410,198.730,165.870,164.530,340.960,129.290,63.580,48.680,271.320,92.720,105.830,40.540,308.450,203.800,167.560,277.520,453.560,356.680,30.510,238.650,178.440,99.630,216.580,78.870,18.120
187.430,416.560,513.880,151.380,277.740,59.860,201.510,165.760,163.610,340.500,128.660,63.100,48.950,270.660,92.790,105.350,40.490,311.410,203.210,167.360,276.800,458.470,358.180,31.050,241.530,180.760,100.080,217.590,78.350,18.350
189.720,423.080,517.550,152.670,281.500,59.830,202.110,166.510,163.050,348.670,131.730,63.130,49.670,273.870,91.670,102.770,40.490,319.040,205.060,168.260,287.540,466.090,360.040,31.270,241.700,176.990,101.240,214.350,78.220,17.890
189.840,420.990,521.270,154.280,279.840,64.010,202.470,167.860,161.090,342.730,130.880,63.320,48.340,273.510,91.770,103.370,40.250,314.720,206.620,168.970,284.680,464.520,350.720,32.030,241.320,182.960,104.860,219.220,77.570,18.340
189.870,420.210,524.630,154.640,280.100,64.650,204.790,167.640,162.670,344.210,131.190,63.030,48.170,272.380,92.180,103.250,40.060,312.470,205.970,169.030,285.610,467.720,356.270,31.830,242.820,184.950,105.260,219.710,79.910,18.180
191.040,425.340,517.230,151.270,278.540,64.180,195.580,167.310,161.140,337.820,130.990,62.570,47.130,267.870,91.770,102.900,40.120,314.540,204.620,169.920,287.070,462.940,362.750,32.100,242.300,186.610,105.210,215.600,79.870,17.820
192.350,429.040,523.550,151.240,275.950,65.150,199.520,168.350,159.970,336.150,130.760,62.910,46.940,265.870,92.820,103.010,39.620,314.850,203.510,173.470,283.760,470.410,359.070,31.740,243.080,184.780,103.140,216.250,79.520,16.680
190.900,430.520,521.350,153.500,275.580,65.250,198.310,167.810,157.570,330.590,131.100,63.000,47.430,265.770,92.500,103.020,39.790,309.410,202.800,173.690,283.820,462.380,355.940,31.420,240.090,186.280,101.490,216.540,78.550,16.470
186.880,427.000,516.830,149.700,274.230,64.840,196.920,165.490,156.940,326.890,131.090,62.090,46.600,257.930,91.400,100.660,39.430,306.500,199.390,170.670,278.570,458.150,350.700,30.080,235.460,172.210,99.510,212.240,78.930,15.950
189.980,430.160,508.170,146.970,274.490,65.380,200.710,165.330,157.750,325.100,129.490,62.000,46.420,258.110,91.750,101.760,39.740,305.840,199.690,170.890,272.290,461.180,348.900,30.720,238.180,174.520,99.670,213.330,81.120,16.030
189.980,430.160,508.170,146.970,274.490,65.380,200.710,165.330,157.750,325.100,129.490,62.000,46.420,258.110,91.750,101.760,39.740,305.840,199.690,170.890,272.290,461.180,348.900,30.720,238.180,174.520,99.670,213.330,81.120,16.030
189.990,430.320,503.680,144.380,270.980,65.040,199.500,163.110,159.040,328.700,126.090,61.820,46.280,253.540,92.000,102.440,39.360,300.190,199.180,169.660,269.830,459.810,346.470,31.060,237.250,175.080,98.680,210.370,82.090,15.380
190.290,429.170,484.720,144.440,268.860,64.920,198.110,161.650,156.900,325.910,125.900,61.700,46.080,249.370,91.670,100.880,39.100,296.370,197.070,167.050,271.620,457.170,338.110,30.130,235.940,171.650,97.560,210.070,81.270,14.890
191.290,414.670,481.650,145.280,271.300,64.890,199.330,162.580,158.260,329.180,124.530,61.970,46.120,252.070,93.450,101.700,40.330,301.000,200.910,165.630,218.010,450.230,339.250,30.190,237.220,172.750,98.200,212.490,81.820,15.390
192.250,415.130,495.370,146.670,272.460,65.760,202.630,164.540,162.300,334.870,125.540,62.930,46.500,258.890,95.050,103.910,41.150,305.850,202.190,166.850,234.440,456.520,338.520,30.850,240.000,177.610,100.140,215.700,82.160,16.220
