AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
179.660,415.500,489.530,162.120,283.160,58.760,185.290,158.850,152.810,384.450,126.960,59.530,48.400,290.730,101.880,111.950,40.200,280.330,198.670,188.200,316.880,388.100,336.700,43.820,219.660,200.000,91.860,218.820,69.560,21.490
175.100,414.920,481.870,159.840,280.530,59.300,186.680,159.560,148.880,380.370,124.050,59.810,49.130,290.940,99.540,113.690,40.310,279.390,199.240,193.060,314.640,392.250,338.650,45.610,218.910,200.540,91.440,219.070,69.640,20.580
170.120,402.650,473.150,159.970,279.380,60.040,188.550,159.320,149.590,378.450,122.830,59.520,48.950,292.540,98.310,112.870,40.350,276.650,197.350,191.950,298.750,390.910,333.530,43.160,217.200,201.140,92.690,219.130,69.000,21.010
169.120,402.090,472.600,159.340,280.430,60.570,189.530,159.570,148.330,377.440,123.750,59.550,49.170,292.930,97.630,110.060,39.930,276.590,200.500,196.160,303.770,389.570,335.630,44.510,218.450,201.000,92.520,220.620,70.280,20.890
169.000,409.140,478.780,158.870,278.260,60.360,187.870,160.620,149.370,376.550,123.990,59.440,48.900,291.110,98.190,110.180,39.530,272.860,202.610,196.540,302.420,388.430,340.220,46.150,223.420,203.030,92.620,219.400,71.190,20.940
170.730,406.220,476.570,159.520,280.040,60.120,188.220,160.350,149.880,373.350,123.500,59.520,49.500,292.550,99.160,110.320,39.510,273.750,200.750,195.950,305.280,386.990,339.190,44.000,223.370,198.490,93.900,218.450,71.400,21.160
172.750,404.520,489.150,161.230,280.560,60.660,188.290,161.550,152.000,371.520,122.770,60.240,50.220,294.820,101.080,112.310,40.130,275.360,200.290,191.730,306.000,386.160,334.970,44.860,220.190,192.490,94.050,219.020,72.150,21.540
173.230,415.280,489.350,162.740,283.920,61.410,189.840,161.930,151.890,374.540,122.660,60.500,50.070,294.310,100.180,112.460,40.130,276.540,199.130,197.780,306.620,388.180,337.240,45.240,222.650,184.240,98.720,220.460,72.040,21.280
171.130,415.100,488.000,161.100,285.140,61.280,191.380,162.300,153.890,378.990,122.160,61.120,50.110,282.860,101.360,112.500,40.260,275.990,199.730,196.700,304.680,392.310,341.520,43.230,222.810,182.350,104.070,223.490,73.780,21.050
173.000,425.220,489.000,159.210,286.410,61.020,187.970,161.500,155.700,375.270,120.510,60.500,49.790,281.730,100.260,112.060,39.770,271.540,196.350,193.430,303.320,388.610,341.920,42.750,220.470,181.150,103.120,221.420,73.810,20.620
172.620,416.420,490.820,158.180,283.040,60.680,190.300,161.380,155.550,373.230,121.520,59.880,48.930,279.140,99.640,111.950,39.490,268.870,197.690,191.070,294.330,387.210,346.970,42.640,218.460,182.530,105.000,220.930,73.430,20.820
173.720,417.320,487.050,156.760,285.050,60.860,192.660,161.210,155.410,371.910,121.440,60.130,49.270,278.580,98.740,113.850,39.930,270.900,196.760,191.690,300.510,384.370,351.900,42.710,220.970,179.840,104.800,221.920,73.520,20.690
176.080,421.410,493.320,156.210,287.350,60.870,193.790,161.830,156.620,379.410,122.200,60.230,49.140,282.870,99.960,114.510,39.970,271.730,199.040,193.340,301.450,388.660,353.900,42.050,221.690,181.140,105.320,223.630,73.720,20.710
178.670,425.230,494.230,155.760,289.280,61.250,196.330,161.990,154.550,384.410,123.850,60.750,49.550,284.450,100.270,116.460,40.120,273.050,201.180,193.960,306.080,396.470,356.450,42.200,227.910,187.780,108.110,224.990,74.510,21.090
171.370,429.370,491.690,155.750,290.370,61.450,199.060,161.860,154.860,395.200,123.620,60.470,49.880,283.530,100.820,116.700,40.540,276.950,201.380,191.900,308.390,413.710,364.560,42.420,229.120,187.700,107.870,226.130,75.060,20.800
172.280,428.740,490.070,155.230,283.260,60.870,196.620,161.660,154.660,390.280,123.850,60.490,49.780,282.630,93.860,115.870,40.370,276.170,200.730,190.840,307.770,406.820,358.110,42.570,225.960,188.850,106.780,224.450,75.740,20.580
170.850,422.860,485.880,155.220,281.210,60.570,194.820,160.190,156.470,383.510,125.310,60.400,49.680,278.620,93.750,119.360,40.870,280.820,198.480,188.790,306.060,404.940,355.950,41.830,226.030,191.410,104.840,225.530,75.940,20.630
169.710,421.650,492.310,155.770,280.600,60.510,195.730,160.550,155.270,379.930,125.520,60.540,49.550,278.620,92.580,119.930,40.850,281.770,201.000,188.500,305.830,406.180,356.390,41.990,224.460,187.500,102.630,225.330,75.540,20.510
173.310,421.430,493.100,157.960,279.020,60.720,199.520,162.610,156.350,385.890,131.750,61.030,49.770,282.020,94.130,120.980,41.540,286.300,205.130,190.800,301.380,415.250,364.650,43.770,227.750,191.950,104.590,228.830,76.500,21.020
171.480,420.720,494.700,158.190,279.080,60.170,200.300,162.250,157.740,383.600,131.950,61.180,49.910,281.950,93.980,122.360,41.960,284.320,205.250,190.960,301.180,417.690,366.430,44.170,227.690,192.990,106.070,230.140,76.670,21.690
171.480,420.720,494.700,158.190,279.080,60.170,200.300,162.250,157.740,383.600,131.950,61.180,49.910,281.950,93.980,122.360,41.960,284.320,205.250,190.960,301.180,417.690,366.430,44.170,227.690,192.990,106.070,230.140,76.670,21.690
