AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
238.030,388.490,467.050,167.280,361.820,97.590,260.620,175.590,153.090,389.690,93.150,72.320,63.480,304.290,78.410,112.790,43.870,310.780,212.020,250.190,293.060,605.260,332.040,22.740,295.490,170.060,153.420,260.840,78.830,10.260
235.930,388.610,474.610,165.420,352.230,94.970,250.250,173.180,152.000,381.680,92.560,70.190,63.260,305.770,77.320,109.010,42.870,312.190,208.000,253.210,287.340,581.140,326.750,21.330,283.470,158.900,145.860,255.700,77.690,10.835
235.740,401.020,475.980,165.120,352.680,95.980,251.530,174.610,150.810,386.350,93.190,70.080,63.960,307.450,77.810,109.310,42.840,316.570,209.620,251.350,291.970,593.070,338.490,20.810,284.180,163.160,147.610,258.030,79.480,10.750
235.330,396.890,487.720,165.830,344.160,94.640,246.540,174.660,152.950,381.730,94.000,70.460,63.410,310.370,77.710,105.430,44.230,317.820,211.260,248.690,286.050,567.670,341.010,20.750,275.640,158.430,146.940,256.020,78.760,10.600
239.070,393.310,493.480,166.690,345.320,91.720,242.280,175.950,156.340,376.800,94.650,71.430,63.940,321.290,78.590,105.510,46.060,324.860,214.520,261.540,282.890,559.670,350.300,20.640,273.210,154.180,146.300,257.700,78.150,11.390
227.480,380.160,480.220,167.700,341.480,87.820,232.220,176.260,157.570,374.650,95.230,71.450,62.060,317.250,76.400,103.080,46.490,327.360,213.820,256.900,272.900,531.660,345.210,19.930,261.320,148.150,147.620,256.610,76.830,11.280
220.840,380.450,486.040,165.860,332.140,87.440,229.140,173.120,154.080,368.160,94.730,71.040,60.670,306.760,74.170,97.900,43.430,318.890,208.590,248.950,277.050,531.430,339.770,19.780,255.390,154.060,147.540,254.560,76.320,11.210
216.980,383.270,481.110,162.850,332.840,85.200,227.900,168.370,152.670,364.730,93.350,69.940,60.460,299.400,73.580,98.760,42.590,312.500,206.350,249.630,284.580,535.710,338.130,20.680,260.750,158.800,150.240,251.990,75.500,11.200
209.680,378.770,481.520,162.990,328.550,84.500,225.190,168.590,153.610,347.250,94.710,69.620,59.670,297.500,72.640,96.870,43.710,312.640,206.690,245.800,271.740,524.810,333.310,23.700,256.430,159.320,146.100,255.940,74.910,11.260
213.490,388.560,488.650,162.810,331.800,85.350,232.440,167.970,157.020,351.310,94.570,69.160,60.500,299.830,71.660,98.640,43.570,313.710,209.470,248.350,279.400,541.410,339.640,24.050,265.630,161.810,150.410,260.910,77.090,11.230
214.000,388.700,499.020,162.840,334.550,87.460,233.930,169.760,158.720,354.130,94.790,70.120,60.890,303.970,73.700,99.360,43.650,317.170,210.420,252.970,280.750,551.340,342.640,25.690,264.380,161.850,153.210,265.130,77.700,11.260
212.690,383.520,503.800,164.250,334.770,85.590,234.970,167.710,160.810,349.570,94.720,69.380,60.300,303.600,73.310,99.350,44.230,318.650,209.740,246.950,278.730,551.780,336.710,25.920,262.720,161.570,150.920,260.500,77.120,11.170
215.240,387.820,503.200,162.990,339.870,86.330,239.110,168.570,164.050,353.420,94.020,69.280,61.120,306.920,72.990,100.290,43.940,315.750,208.650,252.290,279.390,557.340,338.620,24.120,270.650,172.620,153.210,261.320,77.570,11.160
214.100,386.840,511.300,163.020,339.500,85.810,239.010,167.550,164.770,355.520,94.730,69.710,60.620,307.000,71.860,98.860,43.750,315.040,210.890,243.320,279.030,562.680,336.250,23.960,270.830,172.830,151.270,259.540,76.930,11.120
218.270,391.260,516.850,163.630,335.660,85.980,241.630,166.690,164.750,351.150,93.110,68.670,60.300,305.440,67.940,99.460,43.990,316.040,210.120,243.870,280.620,565.140,335.780,24.260,270.510,178.110,150.360,256.700,75.170,11.100
220.730,393.080,516.500,163.290,343.870,87.490,248.060,165.650,165.020,363.770,92.310,68.950,60.970,305.670,67.390,100.180,43.560,314.380,211.850,248.450,285.960,580.100,341.670,24.220,277.860,180.900,153.150,259.440,77.070,11.150
223.750,395.160,513.430,161.020,344.620,84.760,251.130,162.850,165.940,360.990,87.870,68.810,60.990,306.920,66.540,101.610,43.490,306.860,212.120,249.900,288.610,585.940,342.620,24.200,279.280,182.590,153.500,259.450,76.450,11.120
221.530,389.970,518.200,161.720,344.180,85.210,251.030,166.580,167.970,362.130,88.110,70.020,61.800,313.580,65.740,100.780,44.180,305.710,213.120,250.340,280.990,573.920,341.110,23.420,276.000,178.550,152.680,262.260,76.490,11.100
223.850,390.580,515.720,163.130,349.860,85.630,248.120,168.710,166.650,362.730,87.600,70.740,61.400,312.690,65.800,100.450,44.960,305.770,214.170,246.210,277.810,558.920,339.300,23.620,272.020,179.110,148.440,262.680,75.960,11.160
217.900,378.800,516.040,163.710,342.850,85.150,242.850,168.030,166.090,358.150,89.230,70.370,60.860,307.090,63.290,98.070,44.930,306.950,210.340,244.000,269.970,543.120,329.690,22.710,265.480,173.310,144.840,261.790,74.030,11.190
222.130,375.390,523.750,165.840,350.460,87.790,245.300,170.420,167.290,366.490,89.760,71.620,61.710,312.370,63.480,98.700,45.360,311.550,211.750,248.660,268.360,546.290,329.800,22.710,269.050,170.550,146.860,264.460,74.680,11.170
