AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
228.010,410.920,548.180,151.870,345.820,99.540,266.810,168.760,149.340,408.760,99.790,63.350,61.040,290.050,76.590,114.000,39.980,288.870,222.410,260.730,339.240,632.370,361.550,19.380,316.530,175.870,150.040,244.600,76.080,9.760
232.800,412.370,545.450,153.490,345.150,100.770,267.940,168.130,153.220,411.490,90.740,62.670,61.340,289.770,76.720,113.300,39.810,289.020,223.550,264.460,344.140,634.180,361.950,19.290,315.830,176.230,151.680,244.060,77.000,9.890
232.470,413.290,539.810,154.690,349.440,102.460,270.430,169.010,152.990,413.820,89.670,63.120,62.570,288.830,74.570,110.540,40.130,307.810,222.350,263.300,347.930,645.450,358.850,19.650,320.530,181.840,152.450,246.340,77.110,10.120
233.220,415.820,530.040,153.510,347.480,102.850,276.900,168.880,151.900,414.160,88.050,63.360,62.270,294.360,71.740,112.090,39.940,297.780,209.820,253.440,330.810,658.220,365.450,19.380,320.150,184.800,152.320,247.640,77.480,10.050
227.630,409.750,527.030,153.120,348.020,101.150,275.800,167.970,152.620,407.370,87.280,63.840,62.270,294.300,68.680,110.860,39.880,293.540,205.520,252.340,325.830,655.900,363.880,19.100,316.770,181.490,149.870,245.190,75.780,10.120
227.650,412.220,533.370,154.240,351.230,102.920,271.040,167.530,155.770,413.990,86.400,64.550,62.810,308.420,70.940,109.280,39.950,294.790,208.520,249.270,327.200,650.530,363.220,19.770,310.260,180.550,149.690,242.420,76.260,9.970
232.620,411.440,533.920,156.130,350.720,102.470,274.990,169.430,157.440,416.360,86.540,67.600,62.430,310.210,71.340,109.020,40.490,296.660,206.940,254.700,324.400,647.240,362.230,20.970,309.570,180.440,150.070,242.350,81.480,9.360
236.870,409.040,527.400,155.260,351.490,103.610,275.450,169.580,154.900,407.140,85.670,68.710,62.530,307.600,72.260,109.230,40.530,295.060,205.010,255.810,326.120,649.000,352.040,22.480,306.400,186.250,148.870,240.660,81.760,9.470
241.530,410.540,531.180,157.250,355.630,105.050,276.320,171.020,155.880,412.430,84.420,69.500,63.840,310.020,73.210,109.590,41.040,296.970,205.270,259.190,329.850,648.950,353.700,24.130,307.500,185.440,148.720,243.010,84.050,9.750
244.600,408.430,523.510,156.150,353.810,104.040,276.590,162.890,155.340,409.500,83.010,68.870,64.870,308.550,73.040,110.380,40.990,291.160,202.750,261.280,326.540,660.550,353.320,23.600,311.040,184.420,148.620,238.300,83.250,9.700
244.600,408.430,523.510,156.150,353.810,104.040,276.590,162.890,155.340,409.500,83.010,68.870,64.870,308.550,73.040,110.380,40.990,291.160,202.750,261.280,326.540,660.550,353.320,23.600,311.040,184.420,148.620,238.300,83.250,9.700
244.470,409.640,500.730,154.990,356.730,103.780,279.950,165.430,156.160,403.310,83.290,69.050,64.590,304.830,77.590,109.560,41.200,292.800,208.040,263.070,328.960,672.190,354.000,27.390,312.850,184.970,148.990,238.400,84.320,11.060
244.870,414.770,511.040,157.890,355.230,104.000,279.250,166.490,157.230,395.430,85.600,70.070,64.840,301.940,76.780,111.350,42.010,294.270,210.810,264.320,324.530,668.150,353.000,25.720,309.920,186.150,150.200,242.350,82.420,10.790
245.830,416.130,502.420,159.680,350.490,97.210,266.800,167.210,158.790,394.640,87.680,70.040,64.670,303.050,77.230,110.550,42.490,297.930,211.350,264.740,318.430,642.260,349.150,26.090,303.860,180.880,149.080,241.240,82.850,10.510
245.550,408.210,466.420,162.300,348.530,94.780,264.240,170.230,156.920,385.300,89.500,71.350,63.980,304.810,76.500,108.660,42.760,303.010,211.940,261.480,309.800,625.600,340.040,24.870,295.400,177.150,144.980,240.030,81.650,10.160
247.100,404.000,461.520,163.740,349.860,93.670,261.340,170.540,157.890,382.420,91.270,70.590,63.240,307.570,80.280,111.200,43.320,309.720,209.910,261.870,308.320,626.140,338.920,24.270,295.530,179.910,145.480,248.240,81.820,10.820
247.040,397.900,470.380,166.090,352.090,97.690,257.400,172.650,156.420,393.290,91.430,71.490,64.270,310.720,81.720,110.530,43.710,315.630,212.000,257.750,305.880,614.910,342.360,22.990,293.340,178.270,146.540,252.510,81.880,11.380
240.360,399.730,463.590,163.080,350.630,96.200,258.790,171.300,155.140,390.480,89.380,70.800,64.080,304.270,81.170,111.830,43.180,306.380,211.330,255.840,307.330,617.770,342.580,23.520,296.100,173.040,147.430,248.850,81.450,11.040
237.300,392.530,468.560,163.730,355.740,96.790,259.050,171.970,156.670,390.270,90.580,70.870,63.810,309.950,80.020,111.310,43.270,305.820,212.270,253.230,294.900,608.000,340.000,23.090,294.200,173.830,150.520,254.790,80.920,11.230
241.840,396.990,474.960,165.020,362.710,98.610,264.650,173.840,158.620,396.600,92.250,71.210,64.110,308.330,79.430,113.800,43.100,308.060,212.890,252.440,297.850,622.290,343.950,23.730,300.960,174.630,155.120,258.490,81.770,10.680
