Risk,Expected Return
33760.03023293738078791648,22106.52551383397440076806
34086.33061270906182471663,22258.18108221345028141513
34933.38652831449871882796,23204.58174545452129677869
36588.82065877219429239631,23815.04730566539728897624
38186.42504716390249086544,25122.05740184456954011694
39819.46699374722084030509,26127.04935862975980853662
40005.60312974918633699417,26653.30426482211260008626
41522.90801747365185292438,27297.14573412382378592156
42567.94742826894798781723,27969.45992621868936112151
45939.26499552850873442367,28466.46287140974163776264
46736.39042387246445287019,28515.14366403159147012047
47506.37869585365842794999,29262.44429407111965701915
48605.05208202700305264443,29896.16464295127661898732
52211.50064324533013859764,30540.18714782603638013825
54194.55193666963896248490,30569.57816469036697526462
55044.23912121447210665792,31352.99938550720980856568
55187.08719212039432022721,31404.53273649534094147384
58297.18074438250187085941,31740.74907430829625809565
59864.67941784115100745112,32498.79227483534850762226
62455.69962299478356726468,32954.19786903818021528423
64384.69663537038286449388,33339.41487984192644944414
65510.23908039102389011532,33463.96249038206588011235
69485.89494099600415211171,33618.83351541499723680317
70659.71148169606749434024,34385.65561133073060773313
71392.25100087445753160864,34640.84638656129391165450
74951.26887405857269186527,35069.46374861659569432959
76891.42598280269885435700,35647.06905085642210906371
78492.78477595614094752818,36046.62750197634886717424
85230.07194009775412268937,36626.57648063248052494600
86164.73854722801479510963,37182.62337075099640060216
87953.20523970286012627184,37243.84748932806542143226
91675.58294853947882074863,38123.53117733854742255062
94865.14531117073784116656,38356.84046851123275700957
97485.96043667540652677417,39011.14168906453414820135
99246.48512759817822370678,39234.43352226613933453336
103021.52390449430095031857,39964.84471910411957651377
107392.14319912748760543764,40661.41160026353463763371
111639.54943669815838802606,41300.93777628458337858319
113923.67862401828460860997,41789.73929328061785781756
114425.47577751545759383589,41860.86835599473852198571
118685.07545044444850645959,41977.15554018446709960699
119529.93814016248506959528,42534.74220210803468944505
122032.41561692065442912281,42922.27957707511814078316
125527.39465373070561327040,43319.43958287221903447062
127859.99327165525755845010,44004.61893386032170383260
130955.42271293334488291293,44452.93277602106536505744
134460.24985418203868903220,44981.91368089593015611172
137120.28036281274398788810,45413.62102266144211171195
141262.65206126673729158938,46150.09185876155243022367
142138.36260358418803662062,46379.39880948617064859718
146463.09119820210617035627,46820.06135494072805158794
146779.04263598399120382965,47048.50114018447493435815
149910.23320204517222009599,47548.67774387351528275758
153254.39930329416529275477,47977.70568484855903079733
153469.74794393638148903847,48238.74281054016319103539
156169.38816938013769686222,48410.60795546768349595368
159635.36304098993423394859,49074.85314492756879189983
162355.06699041789397597313,49431.69574018442654050887
163504.16197258865577168763,49740.85673939393745968118
165847.38227175612701103091,50148.27983557312109041959
166608.42346007432206533849,50338.10575230565154924989
169369.60157266256283037364,50702.08883820821210974827
171723.82332865687203593552,51053.62874650858429959044
173450.94478921638801693916,51294.97833043482387438416
177038.49878295583766885102,51818.65298787882056785747
181222.83379352069459855556,51996.43958945983467856422
182046.68396463166573084891,52386.99014150197035633028
184173.77034350406029261649,52641.75374598150665406138
187520.39502738227020017803,53295.48332094868965214118
191777.55678955776966176927,53417.50699393939430592582
192432.39838611817685887218,53593.71688063241163035855
195977.80694649118231609464,54156.57356679844087921083
197921.84927855993737466633,54695.35853781293553765863
199610.45171569939702749252,54815.76047404482233105227
202219.57439153548330068588,55083.18388985509227495641
202575.54640741186449304223,55302.48516205533087486401
205148.38939750907593406737,55676.06629749671265017241
208744.40445183674455620348,56238.38586666663468349725
214144.50921120026032440364,56374.60358287223061779514
219276.06061889338889159262,56876.99687088278005830944
219804.65742085545207373798,57685.96448405795672442764
224930.58378019425435923040,58047.13429249011824140325
226674.30100485277944244444,58182.70524901183671317995
228588.98514838182018138468,58625.04548142293788259849
229021.40788373816758394241,58740.71355731225776253268
231681.48316680776770226657,59062.80721870887646218762
236986.62182070282869972289,59069.01855283272016094998
237636.53379391593625769019,59703.51991278001514729112
238705.25342089045443572104,60073.02697101455851225182
243142.61379800990107469261,60790.23676864298613509163
247675.92502742903889156878,61047.69912200259568635374
250107.71689098820206709206,61642.60950619231152813882
254042.80943986802594736218,62086.54242239792802138254
259646.20031393814133480191,62478.60963241108402144164
261145.81004699214827269316,62953.49671673261036630720
263343.92867502605076879263,63334.31529538866016082466
