Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,107044.624389068674645386636257171631,233.779493260797408993312274105847,0.002183944262451640010852527141,15,9433.T 4502.T 6902.T 5108.T AAPL MSFT JNJ V PG CVX KO BA MMM DD WBA 
2,107125.080634904690668918192386627197,369.250889601153915009490447118878,0.003446913527744318531814693429,17,9432.T 9433.T 6902.T 2914.T 5108.T AAPL MSFT V PG CVX KO MCD AMGN BA MMM DD WBA 
3,107226.990866744119557552039623260498,790.142064669465753468102775514126,0.007368872876899169865883010289,14,9432.T 4502.T 6954.T 5108.T AAPL MSFT JNJ V PG CVX KO MMM DD WBA 
4,108457.404951757576782256364822387695,2037.549816297978850343497470021248,0.018786636257840501340599104196,17,9432.T 9433.T 6902.T 2914.T 5108.T AAPL MSFT JNJ V PG CVX KO MCD HON BA MMM DD 
5,108577.709081963286735117435455322266,2486.890752387309930782066658139229,0.022904247781743141548771447447,15,9433.T 6902.T 2914.T 5108.T AAPL MSFT JNJ V PG CVX KO MCD HON BA MMM 
6,109900.595270248857559636235237121582,2509.520009516898880974622443318367,0.022834453292504140048402305752,16,9433.T 6902.T 2914.T 5108.T AAPL MSFT JNJ V PG CVX KO MCD HON BA MMM DD 
7,110533.106909924012143164873123168945,2633.161514681282369565451517701149,0.023822378546068615629005549295,15,9433.T 6902.T 2914.T 5108.T AAPL MSFT JNJ V PG CVX KO MCD BA MMM DD 
8,110753.583551547839306294918060302734,2924.227917318415620684390887618065,0.026403009487791402609691004955,15,9433.T 6902.T 2914.T 5108.T AAPL MSFT JNJ V PG CVX KO CSCO BA MMM DD 
9,112892.222800448987982235848903656006,3051.574943236126728152157738804817,0.027030869510206775169214310495,17,9432.T 9433.T 6902.T 2914.T 5108.T AAPL MSFT JNJ V PG CVX KO MCD GS BA MMM DD 
10,113355.548650234733941033482551574707,3192.669153035810722940368577837944,0.028165089323390606751429388055,15,9432.T 6902.T 2914.T 5108.T AAPL MSFT JNJ V PG KO MCD GS BA MMM DD 
11,113654.838959254047949798405170440674,3636.669233546323994232807308435440,0.031997487012850302223743170771,15,9433.T 6902.T 2914.T 5108.T AAPL MSFT JNJ V PG CVX KO MCD GS BA MMM 
12,114687.422880736441584303975105285645,4130.694065847882484376896172761917,0.036016975201748104018495411083,16,9433.T 6902.T 2914.T 5108.T AAPL MSFT JNJ V WMT PG CVX KO MCD BA MMM DD 
13,116266.113307796171284280717372894287,4347.681714572646342276129871606827,0.037394229418014908461476153434,14,9433.T 6902.T 2914.T 5108.T AAPL JNJ V WMT PG CVX KO BA MMM DD 
