Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,90971.471086985213332809507846832275,3236.813076406006530305603519082069,0.035580529123366892718660636774,15,9433.T 9983.T 4568.T 2914.T 9022.T AAPL MSFT JNJ V WMT PG CVX NKE VZ IBM 
2,92337.300583073942107148468494415283,3493.302392729899111145641654729843,0.037831974409811210124932046028,14,9433.T 9983.T 4568.T 2914.T 9022.T AAPL MSFT JNJ V PG CVX NKE VZ IBM 
3,92385.966882575681665912270545959473,3553.451157742864779720548540353775,0.038463105140842099305409362842,16,9432.T 9433.T 9983.T 4568.T 2914.T 9022.T AAPL MSFT JNJ V WMT PG CVX NKE VZ IBM 
4,92969.971967730467440560460090637207,3779.205822869762869231635704636574,0.040649746825582686038380586524,17,9432.T 9433.T 9983.T 4568.T 2914.T 9022.T AAPL MSFT JNJ V WMT PG CVX MCD NKE VZ IBM 
5,93776.898212719272123649716377258301,3780.281445131396594661055132746696,0.040311436155164540040551912625,15,9433.T 9983.T 4568.T 2914.T 9022.T AAPL MSFT JNJ V PG CVX MCD NKE VZ IBM 
6,93930.994950342166703194379806518555,4146.373518508359666157048195600510,0.044142761616656922551982233927,16,9433.T 4568.T 4519.T 2914.T 9022.T AAPL MSFT JNJ V JPM PG CVX MCD NKE VZ IBM 
7,94020.060509130227728746831417083740,5320.259024330983265826944261789322,0.056586424168641499821141849225,16,9433.T 9983.T 4568.T 6501.T 8766.T 2914.T AAPL MSFT JNJ V PG CVX MCD NKE VZ IBM 
8,96535.712112219407572411000728607178,5375.720481364810439117718487977982,0.055686339943457632828405223790,17,9433.T 9983.T 4568.T 8031.T 8766.T 2914.T 4503.T AAPL MSFT JNJ V JPM PG HD NKE VZ IBM 
9,96943.949136968454695306718349456787,5494.244084041943096963223069906235,0.056674440570595410737730901474,18,9433.T 9983.T 4568.T 8031.T 8766.T 2914.T 4503.T AAPL MSFT JNJ V JPM PG HD MCD NKE VZ IBM 
10,96957.929951491445535793900489807129,5684.356163781991199357435107231140,0.058627037176081461811172346188,14,9433.T 9983.T 4568.T 6501.T 2914.T AAPL MSFT JNJ PG CVX MCD NKE VZ IBM 
11,97091.923704320171964354813098907471,5961.599547842838546785060316324234,0.061401600878751287637680178477,17,9983.T 4568.T 6501.T 8766.T 2914.T 9022.T AAPL MSFT JNJ V JPM PG HD MCD NKE VZ IBM 
