Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,18800
14,6501.T 4502.T 8766.T 2914.T 6702.T 9022.T MSFT UNH JNJ WMT PG KO AMGN IBM ,0.83386501509252808351,12849.20690373599427402951,10714.50410871083113306668,42274
13,6501.T 4502.T 8766.T 2914.T 6702.T 9022.T MSFT UNH JNJ WMT PG KO AMGN ,1.00662009984897893311,13507.83878982634632848203,13597.26203135890864359681,41650
12,6501.T 4502.T 8766.T 2914.T 6702.T 9022.T MSFT UNH JNJ WMT PG AMGN ,1.00354338624693095738,13564.07864352268006769009,13612.14141324042793712579,42185
12,6501.T 4502.T 8766.T 2914.T 6702.T 9022.T MSFT UNH JNJ PG KO AMGN ,0.94352573958785013186,14752.33477411793683131691,13919.20757839718680770602,45685
13,6501.T 4502.T 8766.T 2914.T 6702.T 9022.T MSFT UNH JNJ WMT PG MCD AMGN ,0.93417798999845413910,15222.87682445943573839031,14220.87647386756543710362,65065
13,9432.T 8035.T 6501.T 8316.T 4502.T 2914.T 9022.T MSFT UNH JNJ WMT PG KO ,0.90226620082486019836,15981.42853537008886632975,14419.50280836238016490825,209936
15,9432.T 9983.T 8035.T 6501.T 4502.T 2914.T 9022.T MSFT UNH JNJ WMT PG KO AMGN TRV ,0.93345819963254261786,16188.48236827353503031190,15111.27160627177363494411,220506
14,9432.T 9983.T 8035.T 6501.T 4502.T 2914.T 9022.T MSFT UNH JNJ WMT PG AMGN TRV ,0.94287384094496773379,16214.71589278174360515550,15288.43145365853342809714,258982
15,9432.T 6501.T 4502.T 8766.T 2914.T 8411.T 9022.T MSFT UNH JNJ WMT PG MRK KO IBM ,0.93876273594905879083,16629.70926308774869539775,15611.35136585366126382723,103975
14,6501.T 4502.T 8766.T 2914.T 4503.T 6702.T 9022.T MSFT UNH JNJ WMT PG KO AMGN ,0.93769732208626987990,16660.66342897779395570979,15622.65948153312820068095,43127
12,9432.T 6501.T 4502.T 2914.T 8411.T 9022.T MSFT UNH JNJ WMT PG KO ,0.99198021728235197259,16741.96982647585900849663,16607.70286620210390537977,110899
11,9432.T 6501.T 4502.T 2914.T 8411.T 9022.T MSFT UNH JNJ WMT PG ,1.00506085684332746588,16800.41192244217381812632,16885.43640209058503387496,103909
