Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,7919
8,9433.T 6367.T 2914.T JNJ KO AMGN CRM BA ,0.56613273569245414762,27401.17279944484107545577,15512.70091813137150893454,205963
7,9433.T 6367.T 2914.T JNJ KO IBM CRM ,0.64975513273147356141,29062.17279048318596323952,18883.29593894542267662473,240456
8,9433.T 8316.T 2914.T 4503.T JNJ KO AMGN CRM ,0.60878547845094066471,32188.19314886816937359981,19595.70456660499985446222,116501
9,9433.T 8316.T 2914.T 4503.T JNJ WMT KO IBM CRM ,0.61833524092470260047,32205.36006773456392693333,19913.70907654944676323794,113744
7,9433.T 2914.T 4503.T JNJ WMT KO CRM ,0.60996096523866749628,32739.59482542573823593557,19969.87486123956841765903,116345
10,9433.T 8316.T 4502.T 2914.T 4503.T JNJ KO AMGN IBM CRM ,0.62922293954729546783,33035.34964732260414166376,20786.59981406103906920180,133087
8,9433.T 6367.T 2914.T JNJ KO AMGN IBM CRM ,0.64831005124071394707,33211.86179969825752777979,21531.58382516188794397749,239756
9,9433.T 8316.T 2914.T 4503.T JNJ KO AMGN IBM CRM ,0.65000690386530846077,33579.14669173229049192742,21826.67717553192051127553,115753
10,9433.T 8316.T 2914.T 4503.T JNJ WMT KO AMGN IBM CRM ,0.65312259507193115571,33585.16150650409690570086,21935.22783903788513271138,113437
8,9433.T 2914.T 4503.T JNJ WMT KO AMGN CRM ,0.63911177677419417353,35172.51835334201314253733,22479.17069842736964346841,163183
12,9432.T 9433.T 4519.T 2914.T 3382.T UNH JNJ WMT KO AMGN IBM CRM ,0.65466016969608253895,36082.54528201616631122306,23621.80521739128744229674,247310
11,9433.T 4519.T 2914.T 3382.T UNH JNJ WMT KO AMGN IBM CRM ,0.67183641727426524071,36880.56660984834161354229,24777.70773820540489396080,5436
7,9433.T 4568.T 2914.T JNJ KO IBM CRM ,0.68497990379616469081,37078.34480080888170050457,25397.92105457909201504663,247263
11,9432.T 9433.T 4502.T 4519.T 2914.T UNH JNJ WMT KO IBM CRM ,0.72583571582300776548,37791.07319753155024955049,27430.11066604999723494984,3527
10,9432.T 9433.T 4519.T 2914.T UNH JNJ WMT KO IBM CRM ,0.75880120836470399404,38319.74037788416171679273,29077.06530296023993287235,2915
10,9433.T 4502.T 4519.T 2914.T UNH JNJ WMT KO IBM CRM ,0.75314986187711985277,38667.86252722319477470592,29122.69532146160781849176,2316
11,9433.T 4502.T 4519.T 2914.T UNH JNJ WMT KO AMGN IBM CRM ,0.76044876012573736634,39557.50016812166722957045,30081.45195652177062584087,5904
9,9432.T 9433.T 4519.T 2914.T UNH KO AMGN IBM CRM ,0.75695008930990903551,39771.69862729421583935618,30105.19082793714187573642,16987
9,9433.T 4502.T 4519.T 2914.T UNH KO AMGN IBM CRM ,0.75201406459768305179,40103.77246129632112570107,30158.60093432007488445379,13504
9,9433.T 4519.T 2914.T UNH WMT KO AMGN IBM CRM ,0.78329747516276071462,40127.94160448996262857690,31432.11534227568699861877,5715
7,9433.T 4519.T 2914.T UNH KO AMGN CRM ,0.78185168264849846942,40268.26050908376782899722,31483.80723635522736003622,17787
8,9433.T 4519.T 2914.T UNH KO AMGN IBM CRM ,0.80228234034629997140,40541.04301772498729405925,32525.36287234042538329959,11087
7,9433.T 4519.T 2914.T UNH JNJ AMGN CRM ,0.77108963276742947812,43798.47778171320533147082,33772.55214847365277819335,142902
8,9433.T 4519.T 2914.T UNH JNJ AMGN IBM CRM ,0.77515274086494700967,44543.08504451266344403848,34527.69445883441949263215,142002
8,9433.T 4519.T UNH JNJ WMT KO AMGN CRM ,0.74557022069338207970,46983.96205434751027496532,35029.84295790936448611319,6115
8,9433.T 4519.T 2914.T UNH JNJ WMT KO IBM ,0.74740231176539151381,47202.57220084090658929199,35279.31158418129780329764,2616
8,9433.T 4519.T UNH WMT KO AMGN IBM CRM ,0.74893186043059656321,47256.50209623736009234563,35391.90003237743076169863,8410
6,9433.T 4519.T 2914.T UNH KO IBM ,0.78284421230493750343,47411.73231211813981644809,37116.00023589267948409542,11017
7,9433.T 4519.T 2914.T UNH KO AMGN IBM ,0.75018512073496923520,49994.66352104487305041403,37505.25268963920825626701,12004
6,9433.T 4519.T 2914.T UNH JNJ IBM ,0.74541855462047434955,53374.52070902367267990485,39786.35808048100443556905,192440
7,9433.T 4519.T UNH JNJ WMT KO IBM ,0.71403037286867387934,56455.18840552330220816657,40310.71922756703861523420,2660
6,9433.T 4519.T UNH WMT KO IBM ,0.71883652602499858997,56950.27151639381190761924,40937.93533302495779935271,5510
