Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8719
5,8411.T 6702.T V MCD WBA ,0.21874559736537441124,34138.59146906718524405733,7467.66658411357639124617,3589
8,8411.T 6702.T MSFT V MCD HON BA WBA ,0.23248155581022103555,35968.47911809808283578604,8362.00798550288891419768,210958
6,AAPL MSFT V MCD BA WBA ,0.33274288312699895620,36592.00429755127697717398,12175.72900936274891137145,170208
6,MSFT V KO MCD BA WBA ,0.34861413003474261973,39646.01898905054258648306,13821.16241920874199422542,293922
5,MSFT V MCD BA WBA ,0.34738367105383571865,40529.68681463064422132447,14079.35139232863366487436,168600
7,7203.T MSFT V MCD CRM BA WBA ,0.35852439944058944743,42684.39056780139071634039,15303.39549380855351046193,264055
7,6902.T MSFT V MCD CRM BA WBA ,0.35902783716790698243,42698.58238236248871544376,15329.97968287530238740146,137675
6,MSFT V MCD AMGN BA WBA ,0.35825895673656715790,42964.83795397225912893191,15392.53802174576594552491,170109
8,6902.T 8411.T MSFT V MCD CRM BA WBA ,0.34922528493409077388,45642.99525091371469898149,15939.68802174569282215089,2010
6,MSFT V JPM MCD BA WBA ,0.38544783576451557838,45821.74679215120704611763,17661.89313198431773344055,168950
8,AAPL MSFT V MCD IBM CRM BA WBA ,0.37744909497306478041,47682.78261562551779206842,17997.82314406523801153526,182945
6,6902.T MSFT V CRM BA WBA ,0.37324794682233947141,48437.37912392440921394154,18079.15230746003362582996,137936
8,8411.T MSFT V KO MCD CRM BA WBA ,0.38165954297502291404,48796.99884533079602988437,18623.84027786167280282825,1687
9,8411.T MSFT V KO MCD IBM CRM BA WBA ,0.39362745142687954880,49133.76050194729759823531,19340.39692540019314037636,106040
8,8411.T MSFT V KO CSCO CRM BA WBA ,0.38586054684451231989,50232.46482187126093776897,19382.72634551497321808711,3651
8,8411.T MSFT V MCD IBM CRM BA WBA ,0.39741450948482531791,50807.51498378636460984126,20191.64364542437033378519,103840
9,8411.T MSFT V JPM KO MCD CRM BA WBA ,0.39599547292444736701,51785.81983019103790866211,20506.95021443672521854751,22317
7,8411.T MSFT KO MCD CRM BA WBA ,0.39665526165436637562,52450.68840001468925038353,20804.84153125946613727137,1773
9,8411.T MSFT V JPM MCD IBM CRM BA WBA ,0.40930596300446875357,53506.45484400384157197550,21900.51102688011451391503,105539
8,8411.T MSFT V KO IBM CRM BA WBA ,0.40732239987009277726,53773.77071565424557775259,21903.26133796440262813121,105355
7,MSFT V KO IBM CRM BA WBA ,0.39908648738739255224,55491.47024691525439266115,22145.89594080341339576989,60058
8,8411.T MSFT V JPM CSCO CRM BA WBA ,0.39736591086613232138,56027.18490117890905821696,22263.29336152217365452088,139773
6,MSFT MCD IBM CRM BA WBA ,0.41006452326867415259,56074.08047625344624975696,22993.99107822413861867972,6755
7,8411.T MSFT V IBM CRM BA WBA ,0.41183857244019350663,56436.48739206569007365033,23242.72240108731421059929,14095
6,MSFT V IBM CRM BA WBA ,0.41463586157271320465,57273.64205688034417107701,23747.70591966176289133728,11955
7,8411.T MSFT JPM MCD CRM BA WBA ,0.41908798474328717854,57498.39284024325024802238,24096.88558139539600233547,7102
8,8411.T MSFT V JPM IBM CRM BA WBA ,0.42014089424573430875,58989.32642218807450262830,24783.82835397162125445902,7332
7,8411.T MSFT JPM KO CRM BA WBA ,0.41099494719724155578,63390.23744334626826457679,26053.06729084870312362909,7302
6,8316.T MSFT IBM CRM BA WBA ,0.40516087933114891539,65339.96167422744474606588,26473.19632739356165984645,6383
5,MSFT IBM CRM BA WBA ,0.42409008542254800211,65612.66614438373653683811,27825.68118997282363125123,5755
6,8411.T MSFT JPM CRM BA WBA ,0.43130463766573512441,65629.17690671824675519019,28306.16836605254502501339,6692
6,MSFT IBM CRM CAT BA WBA ,0.40264451148134272618,70501.79203728011634666473,28387.15961340986905270256,8558
7,8411.T MSFT JPM CRM CAT BA WBA ,0.39807747052249253805,72144.96555779967457056046,28719.28540018123749177903,15759
6,MSFT JPM IBM CRM BA WBA ,0.39782580340106565853,73190.08413740266405511647,29116.90402295380772557110,7632
5,MSFT JPM CRM BA WBA ,0.40254328588381715903,74341.46100944925274234265,29925.65599214737812872045,6696
5,8316.T JPM CRM BA WBA ,0.40423645014079434556,79471.75382497967802919447,32125.37965267288018367253,123252
5,8411.T JPM CRM BA WBA ,0.38791978667249815693,83067.77392680365301202983,32223.63314104497840162367,9096
5,IBM CRM CAT BA WBA ,0.36663029438046040864,88160.93479705051868222654,32322.46947749920946080238,50929
5,JPM AMGN CRM BA WBA ,0.36723013430609091623,88702.97410829100408591330,32574.40509513741199043579,25484
6,JPM IBM CRM CAT BA WBA ,0.36477650095715380418,90093.30691583716543391347,32863.92125641802704194561,4928
5,JPM CRM CAT BA WBA ,0.37889222645797071554,90850.22567358519881963730,34422.44427967378578614444,4690
4,JPM CRM BA WBA ,0.37832403675488696093,93115.55016883087228052318,35227.85082452429196564481,4981
2,IBM CRM ,0.32856485921344485979,107945.63264181491103954613,35467.14159166415629442781,8066
4,JPM CRM CAT BA ,0.33750030394092533914,108420.23193751258077099919,36591.86123225611663656309,5246
3,JPM CRM BA ,0.33518752638496085439,114535.28704070278035942465,38390.79954696462664287537,5054
3,CRM GS BA ,0.27030621815780020434,144272.40140859846724197268,38997.72720930233481340110,49008
2,CRM BA ,0.26877889703684515466,148067.80635681905550882220,39797.50167925099231069908,5314
2,CRM DD ,0.25043372713433942334,159741.34743176816846244037,40004.62101479914417723194,8244
2,JPM CRM ,0.24937575264900635474,163279.15028277586679905653,40717.86099365745030809194,5581
