Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4961
12,4502.T 4519.T 8766.T 7267.T MSFT UNH JNJ WMT PG MRK KO MCD ,0.06629920106829800819,18061.77710595017924788408,1197.48139199817251210334,232282
12,8316.T 4502.T 4519.T 8766.T 7267.T MSFT UNH JNJ WMT PG MRK KO ,0.13784741341796027947,18419.22892878412676509470,2539.04306498615915188566,226552
12,4502.T 4519.T 8766.T 2914.T 8411.T MSFT UNH JNJ WMT MRK KO MCD ,0.14137317017653985851,18891.68678015343539300375,2670.77765009252016170649,17771
12,8316.T 4502.T 4519.T 8766.T 7267.T MSFT UNH JNJ WMT PG MRK MCD ,0.17108105981650181815,19316.47940212337925913744,3304.68376803889532311587,226403
10,8316.T 4502.T 4519.T 7267.T 8411.T MSFT UNH JNJ WMT MRK ,0.25249040777283254799,19602.60565223180674365722,4949.46989454204140201909,291245
11,8316.T 4502.T 4519.T 8766.T 7267.T MSFT UNH WMT PG MRK KO ,0.23983568015257275552,20685.03187209015959524550,4961.00868802038894500583,226113
12,8316.T 4502.T 4519.T 8766.T 7267.T AAPL MSFT JNJ WMT PG MRK KO ,0.25171209820066353657,20763.78334549760620575398,5226.49547247919508663472,214038
8,4519.T 8766.T 8411.T MSFT JNJ WMT MRK KO ,0.27708198044905135715,20863.74713186133521958254,5780.96837488435357954586,20097
8,4519.T 8766.T 8411.T MSFT WMT MRK KO MCD ,0.31621487776324369579,21422.89588192135124700144,6774.23840263645706727402,9034
9,8316.T 4519.T 8766.T 2914.T MSFT JNJ WMT MRK MCD ,0.31474184311613329079,21928.56956108125814353116,6901.83840055505334021291,213443
7,8316.T 4519.T 7267.T MSFT JNJ WMT MRK ,0.35138087047373928185,22049.89721296889911172912,7747.91207654948993877042,8715
9,8316.T 4502.T 4519.T 7267.T 8411.T MSFT UNH WMT MRK ,0.36024833815373996648,22678.69449605526824598201,8169.96200370027963799657,293521
7,8316.T 4519.T 7267.T MSFT UNH WMT MRK ,0.37417437212453819040,23767.96102670611435314640,8893.36189384825411252677,9025
11,8316.T 4502.T 4519.T 8766.T 7267.T AAPL MSFT WMT MRK KO MCD ,0.36704636527015382930,24719.13449309989664470777,9073.06846831640359596349,210713
6,8316.T 4519.T 6902.T MSFT WMT MRK ,0.40517386547050510126,24764.56628257094416767359,10033.95504740980686619878,19221
7,4519.T 8766.T 8411.T MSFT WMT MRK KO ,0.39227444879408912559,25649.81158918924120371230,10061.76570282144894008525,9374
9,9433.T 4502.T 4519.T 8766.T AAPL MSFT WMT MRK MCD ,0.40333891331974280892,25768.94452153417660156265,10393.61808071233463124372,105539
6,8316.T 4519.T 7267.T MSFT WMT MRK ,0.49642593987660232902,26279.45204354168163263239,13045.80168015727758756839,8179
7,8316.T 4519.T 7267.T AAPL MSFT WMT MRK ,0.46560111156812428179,28994.88682472491200314835,13500.05153538388003653381,8379
9,7203.T 9433.T 4502.T 4519.T 8766.T AAPL MSFT WMT MRK ,0.46194805936441146743,30591.02194068316748598590,14131.46321947272190300282,105527
8,8316.T 4519.T 7267.T 2914.T AAPL MSFT WMT MRK ,0.46211766993685404747,31317.85782734532403992489,14472.53548658648833225016,8973
7,9433.T 4519.T 8766.T AAPL MSFT WMT MRK ,0.50175309081219332530,32220.55652203078716411255,16166.76382261792059580330,130443
8,7203.T 9433.T 4519.T 8766.T AAPL MSFT WMT MRK ,0.47768122719461048042,34170.41798205520171904936,16322.56719542091377661563,106263
8,9433.T 4519.T 8766.T 2914.T AAPL MSFT WMT MRK ,0.46732037699970879752,35938.12093519845075206831,16794.61622409806659561582,130455
9,7203.T 9433.T 4519.T 8766.T 5108.T AAPL MSFT WMT MRK ,0.45739110443848252086,36727.66296653072640765458,16798.90632770584124955349,106606
8,7203.T 4519.T 8766.T 2914.T AAPL MSFT WMT MRK ,0.46247988234056430779,36747.34638051499496214092,16994.90843038853563484736,205877
6,8316.T 4519.T 7267.T AAPL MSFT MRK ,0.47304126154233688828,37305.26190566713921725750,17646.92815402406631619669,8059
8,9433.T 8001.T 4519.T 8766.T AAPL MSFT WMT MRK ,0.45633669548824645767,39522.87661663437029346824,18035.73891142461434355937,131643
8,7203.T 8316.T 4519.T 7267.T 2914.T AAPL MSFT MRK ,0.43821338321903369195,41286.33137722346145892516,18092.22295351524007855915,7402
10,7203.T 8316.T 4519.T 8766.T 7267.T 2914.T AAPL MSFT WMT MRK ,0.43744663224967311743,41940.39261491885554278269,18346.68350462531452649273,219287
9,9433.T 8001.T 4519.T 8766.T 2914.T AAPL MSFT WMT MRK ,0.43083615987394685565,42744.14256288797332672402,18415.72223889917950145900,134618
7,7203.T 9433.T 4519.T 8766.T AAPL MSFT MRK ,0.47400422787502632938,42832.14417097419209312648,20302.61742599443095969036,108126
8,7203.T 9433.T 4519.T 8766.T 2914.T AAPL MSFT MRK ,0.44647292046758935147,45723.49801113807188812643,20414.30369102682743687183,108273
6,9433.T 4519.T 8766.T AAPL MSFT MRK ,0.44387000268445930828,46758.04499895100161666051,20754.49355920444941148162,108160
7,9433.T 8058.T 4519.T 8766.T AAPL WMT MRK ,0.44806555528400787702,46948.54090251631714636460,21036.02404925992959761061,235748
8,9433.T 8058.T 4519.T 8766.T AAPL MSFT WMT MRK ,0.46987231718755939625,47065.72012208829983137548,22114.87897386676922906190,132040
9,7203.T 8058.T 4519.T 8766.T 2914.T AAPL MSFT WMT MRK ,0.44534449762827088559,49891.66130815319775138050,22218.97684111932539963163,206444
7,9433.T 8001.T 4519.T 8766.T AAPL MSFT MRK ,0.44428236932513387458,50134.09483670067129423842,22273.69443802033492829651,113069
9,7203.T 9433.T 8058.T 4502.T 4519.T 8766.T AAPL MSFT MRK ,0.43652283774152556006,51549.42456763607333414257,22502.50109620721195824444,109454
11,9433.T 6367.T 8058.T 4502.T 4519.T 8766.T AAPL MSFT WMT MRK CRM ,0.43777672189500532740,52173.37230950146476970986,22840.28789986119591048919,103726
7,9433.T 8058.T 4519.T 8766.T MSFT WMT MRK ,0.43377429126460131936,52975.86299725100252544507,22979.56742576317265047692,141706
9,9433.T 8058.T 8001.T 4519.T 8766.T AAPL MSFT WMT MRK ,0.43288556063675137642,53477.48023976707918336615,23149.62901503236571443267,151994
10,7203.T 9433.T 6367.T 8058.T 4519.T 8766.T AAPL MSFT WMT MRK ,0.43244282038826348247,53661.49534372452035313472,23205.52839269190008053556,104818
9,9433.T 6367.T 8058.T 4519.T 8766.T AAPL MSFT WMT MRK ,0.44526275692886430058,53683.18718596437247470021,23903.12392715077658067457,160160
9,9433.T 8058.T 4519.T 8766.T AAPL MSFT WMT MRK CRM ,0.42870582212723590265,56134.48906698147766292095,24065.18228515263035660610,153706
6,6367.T 8058.T 4502.T 4519.T MRK CRM ,0.44088110807363883881,56913.12870408253365894780,25091.92324699352684547193,110185
8,7203.T 9433.T 8058.T 4519.T 8766.T AAPL MSFT MRK ,0.44485997570808410995,57848.68912927891506114975,25734.56644079552643233910,108539
7,6367.T 8058.T 4519.T 2914.T AAPL MRK CRM ,0.44945765772535306581,60751.20533062879258068278,27305.09445189639882300980,104474
5,6367.T 8058.T 4519.T MSFT MRK ,0.44857286601854423624,64264.41755112873215693980,28827.27396392225273302756,5658
6,6367.T 8058.T 4519.T 5108.T MRK CRM ,0.44936374816177399039,64768.03108216648979578167,29104.40520814061164855957,105890
5,6367.T 8058.T 4519.T MRK CRM ,0.47245160837042082802,65143.88705300031870137900,30777.33421369103598408401,105271
9,8035.T 6367.T 8058.T 4519.T 2914.T AAPL WMT MRK CRM ,0.41912982915298363507,75773.76902146924112457782,31759.04686424604733474553,104021
6,6367.T 8058.T 4519.T 7267.T MSFT MRK ,0.41210285238020455401,77540.30871508870040997863,31954.58239592968675424345,4956
8,7203.T 8035.T 6367.T 8058.T 4519.T MSFT WMT MRK ,0.40987958521114958854,78016.93776015243201982230,31977.55008857535358401947,1995
9,9432.T 8035.T 6367.T 8058.T 4519.T 2914.T AAPL MRK CRM ,0.40033406471879584565,79936.81921649705327581614,32001.43175763181352522224,103980
12,7203.T 9433.T 8035.T 6367.T 8058.T 8001.T 4502.T 4519.T 8766.T AAPL MRK CRM ,0.39274933113688870190,82083.83074993493210058659,32238.36962419052360928617,103241
8,8035.T 6367.T 8058.T 4519.T 2914.T WMT MRK CRM ,0.40965624950584245134,82187.59692244583857245743,33668.66271114708069944754,106132
7,8035.T 6367.T 8058.T 4519.T MSFT WMT MRK ,0.40514041264006861454,84264.50636585020401980728,34138.95687997224013088271,4635
7,8035.T 6367.T 8058.T 4519.T WMT MRK CRM ,0.41474115695796354153,85672.09851342737965751439,35531.74525647550035500899,106474
6,9433.T 8035.T 8058.T 4519.T AAPL MRK ,0.41668679051912049793,85873.01315831240208353847,35782.15024514339893357828,6164
5,8035.T 8058.T 8316.T 4519.T MRK ,0.40730323911251786750,89871.84052862507815007120,36605.09175231265544425696,6383
8,8035.T 6367.T 8058.T 4519.T 2914.T AAPL MRK CRM ,0.40987448023033695721,90562.90700792190909851342,37119.42443802033085376024,103966
7,8035.T 6367.T 8058.T 8316.T 4519.T MRK CRM ,0.40382291611658294173,92017.04430744766432326287,37158.59116466233535902575,105280
10,7203.T 8035.T 6367.T 8058.T 8001.T 4519.T 8766.T AAPL MRK CRM ,0.39285282418451822339,95307.16528486149036325514,37441.68904717850818997249,103190
7,8035.T 6367.T 8058.T 4519.T AAPL MRK CRM ,0.41072256873958179479,96112.37231858908489812165,39475.52044634598132688552,104766
7,7203.T 8035.T 6367.T 8058.T 4519.T MRK CRM ,0.40195967980206692705,98685.51711302265175618231,39667.59885985198343405500,106780
