Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10144
12,4568.T 8035.T 4502.T 7267.T 8411.T 6702.T 5108.T 7733.T V PG KO CRM ,0.16283678236488530189,9417.81335959994430595543,1533.56642439028541957668,39903
13,4568.T 8035.T 6367.T 4502.T 7267.T 8411.T 6702.T 5108.T 7733.T V PG KO CRM ,0.34479737833990864448,10060.13250936924669076689,3468.70731498260283842683,37839
14,4568.T 8035.T 6367.T 4502.T 8766.T 7267.T 6702.T 5108.T 7733.T V PG KO CRM AXP ,0.34218674536974236222,10607.76495472685564891435,3629.83656550519526717835,149904
13,4568.T 8035.T 6367.T 4502.T 7267.T 8411.T 4503.T 6702.T 5108.T 7733.T PG KO CRM ,0.51674980623034205696,10627.67806985360584803857,5491.85058327530623500934,16778
14,4568.T 8035.T 6367.T 4502.T 8766.T 7267.T 4503.T 6702.T 5108.T 7733.T PG KO CRM AXP ,0.48689307788391728016,11313.21690072218007117044,5508.32699756097372301156,103507
14,4568.T 8035.T 6367.T 4502.T 8766.T 7267.T 4503.T 6702.T 5108.T 7733.T KO CRM AXP WBA ,0.48248228939477660893,11599.23814030740140879061,5596.42697317072634177748,104534
10,4568.T 8035.T 4502.T 7267.T 8411.T 6702.T 5108.T 7733.T PG CRM ,0.50103574664473815581,11706.23123866247806290630,5865.24030905921244993806,44903
13,4568.T 8035.T 6367.T 4502.T 7267.T 8411.T 6702.T 5108.T 7733.T JPM PG KO CRM ,0.48114948446943800464,12427.96896813630883116275,5979.71086202095830230974,72109
13,4568.T 8035.T 6367.T 4502.T 8766.T 7267.T 4503.T 6702.T 5108.T 7733.T PG CRM AXP ,0.58473764239290071387,12535.55877644733482156880,7330.01308501744915702147,134945
12,4568.T 8035.T 6367.T 4502.T 8766.T 7267.T 6702.T 5108.T 7733.T KO CRM AXP ,0.61792687443477711806,12638.89098065818143368233,7809.91040000000521104084,105809
11,4568.T 8035.T 6367.T 4502.T 7267.T 4503.T 6702.T 5108.T JPM PG CRM ,0.68258606324198678461,13967.07700168065821344499,9533.73210557489255734254,16274
10,4568.T 8035.T 6367.T 4502.T 7267.T 6702.T 5108.T JPM KO CRM ,0.73278831504246355610,14069.40540039322149823420,10309.89587700348602083977,35604
10,4568.T 8035.T 6367.T 4502.T 7267.T 6702.T 5108.T KO CRM AXP ,0.69476539645096879738,15092.34578864992909075227,10485.63960522647721518297,170609
10,4568.T 8035.T 6367.T 4502.T 7267.T 6702.T 5108.T JPM CRM TRV ,0.78938376671305054977,15426.23402860008536663372,12177.21872369337143027224,29227
9,4568.T 8035.T 6367.T 4502.T 7267.T 6702.T 5108.T JPM CRM ,0.84228744546694411799,15937.82080786256665305700,13424.22637456446864234749,22017
10,4568.T 8035.T 6367.T 4502.T 7267.T 4503.T 5108.T JPM PG CRM ,0.82137660360605491139,16775.24189816234866157174,13778.79121498257882194594,16038
10,4568.T 8035.T 6367.T 4502.T 7267.T 4503.T 5108.T JPM KO CRM ,0.83372674695499515707,16782.66978535733505850658,13992.16068536585771653336,25351
8,4568.T 8035.T 6367.T 7267.T 5108.T 9022.T CRM AXP ,0.79995926111149606719,18062.83923570644401479512,14449.53552857146678434219,162097
9,4568.T 8035.T 6367.T 4502.T 7267.T 5108.T 9022.T JPM CRM ,0.84472965265164956516,18509.83502811306971125305,15635.80651393729021947365,15434
8,4568.T 8035.T 4063.T 4502.T 7267.T 5108.T JPM CRM ,0.81309731607219493110,19364.66876267850238946266,15745.36019756096175115090,24645
8,4568.T 8035.T 6367.T 4502.T 7267.T 5108.T JPM CRM ,0.98923361862347647389,19410.82503047692080144770,19201.84068536583799868822,21179
10,4568.T 8035.T 6367.T 4502.T 8766.T 7267.T 4503.T 5108.T AAPL CRM ,0.79923467004388515367,24190.57375394209520891309,19333.94523240417765919119,2196
9,4568.T 8035.T 6367.T 8316.T 4502.T 7267.T 5108.T JPM CRM ,0.79933970110112728680,24832.95507630743668414652,19849.96688815330708166584,22874
9,4568.T 8035.T 6367.T 4502.T 7267.T 8411.T 5108.T JPM CRM ,0.79566048027367131112,25130.20376653674247791059,19995.10999825784892891534,21927
9,4568.T 8035.T 6367.T 4502.T 7267.T 2914.T 5108.T JPM CRM ,0.79238718809287167488,25373.89419761734097846784,20105.94867421603703405708,21651
7,4568.T 8035.T 6367.T 4502.T 7267.T 5108.T CRM ,0.79491867327864074166,25771.52140963237980031408,20486.26360731705790385604,11651
7,4568.T 8035.T 6367.T 7267.T 4503.T 5108.T AXP ,0.83815768117099420653,26831.39327966087876120582,22488.93837386756058549508,158369
8,4568.T 8035.T 6367.T 4502.T 7267.T 4503.T 5108.T JPM ,0.80383757691562907066,28363.95873289086011936888,22800.01585958188661606982,19979
7,4568.T 8035.T 6367.T 7267.T 5108.T JPM AXP ,0.80075521443109742847,29215.66941633193710003980,23394.59962822293528006412,68379
7,4568.T 8035.T 6367.T 8316.T 4502.T 7267.T JPM ,0.76289173447574842868,31119.22151576935721095651,23740.59687770031450781971,48259
6,4568.T 8035.T 6367.T 7267.T 5108.T AXP ,0.82131046069444701985,31234.85042506767786107957,25653.50939233447934384458,157973
7,4568.T 8035.T 6367.T 7267.T 8411.T 5108.T AXP ,0.74130986227606765482,34640.24761569342081202194,25679.15718919856954016723,158354
7,4568.T 8035.T 6367.T 4502.T 7267.T 5108.T AXP ,0.73203762553013351777,35182.46603494491137098521,25754.88889651564386440441,73518
5,4568.T 8035.T 6367.T 4502.T 7267.T ,0.74004471989583520131,35502.75609458459803136066,26273.62718954701631446369,93318
6,4568.T 8035.T 6367.T 7267.T 5108.T AAPL ,0.75184399915869992714,37114.29723236085555981845,27904.16165714285307331011,213581
5,4568.T 8035.T 7267.T 5108.T AAPL ,0.71524301311449101082,39297.40150294538034358993,28107.19185853658200358041,189641
9,4568.T 8035.T 6367.T 8058.T 8316.T 4502.T 7267.T 5108.T JPM ,0.69112793090806656782,40769.68662358746223617345,28177.06915993028087541461,27321
8,4568.T 8035.T 6367.T 8058.T 7267.T 2914.T 5108.T AXP ,0.68169136002536245833,42309.37349493298097513616,28841.93435958188638323918,247081
8,4568.T 8035.T 6367.T 8058.T 8316.T 7267.T 5108.T AAPL ,0.70520435904949896333,42892.79782385665021138266,30248.18799721257164492272,12395
7,4568.T 8035.T 8058.T 8316.T 7267.T 5108.T AAPL ,0.69458794527210476755,44283.24547429683298105374,30758.60848397207155358046,13235
7,4568.T 8035.T 8058.T 7267.T 2914.T 5108.T AAPL ,0.65962956789502724675,47117.17227335388452047482,31079.87998710797910462134,23435
6,4568.T 8035.T 8058.T 7267.T 5108.T AAPL ,0.65497991219000017971,48504.77883034400292672217,31769.65577909409694257192,13629
6,4568.T 8035.T 6367.T 8058.T 7267.T 5108.T ,0.62215534830049867843,51430.20936541272385511547,31997.57982090592122403905,289595
5,4568.T 6367.T 7267.T 5108.T AAPL ,0.58453025281394255241,56189.34717815658950712532,32844.37331149826059117913,213635
7,4568.T 6367.T 8058.T 8316.T 7267.T 5108.T AAPL ,0.55522155892611324557,61438.54702897324750665575,34112.00585958184819901362,12747
