Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,1540.106743165865736955311149358749,654.044198127462891534378286451101,0.424674588972320299351537187249,1,MRK{1%}Cash{99%},100
2,1891.176416299697621070663444697857,859.088402295388959828414954245090,0.454261376617784484732709415766,1,CVX{1%}Cash{99%},100
3,2542.208873197780576447257772088051,1465.364424645107419564737938344479,0.576413858079986352045409603306,2,AMGN{1%}BA{1%}Cash{98%},100
4,2556.541069203201004711445420980453,1513.132600422826044450630433857441,0.591867120247133393640126541868,2,CVX{1%}MRK{1%}Cash{98%},100
5,2677.426406073763700987910851836205,1644.443950468156117494800128042698,0.614188291688511633914515641663,2,CVX{1%}AMGN{1%}Cash{98%},100
6,3330.474544622998109844047576189041,2324.452826940502291108714416623116,0.697934422196169301777501914330,3,CVX{1%}AMGN{1%}BA{1%}Cash{97%},100
7,4118.127574769964667211752384901047,2503.532352763519156724214553833008,0.607929770826335924560623880097,2,CVX{2%}AMGN{1%}Cash{97%},100
8,4204.269695893088282900862395763397,2978.497025067952563404105603694916,0.708445756459790576542445705854,4,CVX{1%}MRK{1%}AMGN{1%}BA{1%}Cash{96%},100
9,4492.835534143755467084702104330063,3111.622129266069350705947726964951,0.692574234159916146680302517780,3,CVX{1%}AMGN{2%}BA{1%}Cash{96%},100
10,4782.718045728577635600231587886810,3183.541229235895571036962792277336,0.665634310615299762403651584464,3,CVX{2%}AMGN{1%}BA{1%}Cash{96%},100
11,5358.357428595451892761047929525375,3290.701655089082123595289885997772,0.614125074510315061004916969978,2,CVX{2%}AMGN{2%}Cash{96%},100
12,5385.495726478570759354624897241592,3632.541223195395104994531720876694,0.674504522459367872322388848261,4,CVX{1%}MRK{2%}AMGN{1%}BA{1%}Cash{95%},100
13,5481.390344517832090787123888731003,3837.585427363339476869441568851471,0.700111684474627682384095805901,4,CVX{2%}MRK{1%}AMGN{1%}BA{1%}Cash{95%},100
14,5570.139222318491192709188908338547,3970.710531561457173665985465049744,0.712856604310996955220502968587,3,CVX{2%}AMGN{2%}BA{1%}Cash{95%},100
15,6365.964266329496240359731018543243,4008.761066143169500719523057341576,0.629717808399598677482345010503,5,CVX{1%}MRK{2%}NKE{1%}AMGN{1%}BA{1%}Cash{94%},100
16,6448.313834892803242837544530630112,4312.550099667770155065227299928665,0.668787253550208404817567497957,4,CVX{1%}MRK{2%}AMGN{1%}BA{2%}Cash{94%},100
17,6463.418084536700007447507232427597,4445.675203865897856303490698337555,0.687821079453591499586195823213,4,CVX{1%}MRK{1%}AMGN{2%}BA{2%}Cash{94%},100
18,6477.711468851918652944732457399368,4491.629625490802936838008463382721,0.693397606097278074166467831674,4,CVX{2%}MRK{2%}AMGN{1%}BA{1%}Cash{94%},100
19,6559.769647212616291653830558061600,4624.754729688904262729920446872711,0.705017855566629436658843133046,4,CVX{2%}MRK{1%}AMGN{2%}BA{1%}Cash{94%},100
20,6662.521607774509902810677886009216,4650.719408033838590199593454599380,0.698041924938285318624764386186,3,CVX{2%}AMGN{2%}BA{2%}Cash{94%},100
21,6948.604931931715327664278447628021,4757.879833887053791841026395559311,0.684724470666424944731431878608,3,CVX{2%}AMGN{3%}BA{1%}Cash{94%},100
22,7001.458937271423565107397735118866,4829.798933856852272583637386560440,0.689827502686047200342045471189,3,CVX{3%}AMGN{2%}BA{1%}Cash{94%},100
23,7429.404217411264653492253273725510,5304.763606161291136231739073991776,0.714022746767399185685576412652,4,CVX{2%}MRK{1%}AMGN{2%}BA{2%}Cash{93%},100
24,7618.719916015596027136780321598053,5437.888710359416108985897153615952,0.713753592506823464347576191358,3,CVX{2%}AMGN{3%}BA{2%}Cash{93%},100
25,7849.329865624623380426783114671707,5483.843131984302090131677687168121,0.698638383895708092730103544454,4,CVX{3%}MRK{1%}AMGN{2%}BA{1%}Cash{93%},100
26,8023.411937496749487763736397027969,5509.807810329205494781490415334702,0.686716306385762864650246228848,3,CVX{3%}AMGN{2%}BA{2%}Cash{93%},100
27,8083.046170902336598373949527740479,5616.968236182424334401730448007584,0.694907355150661487641627900302,3,CVX{3%}AMGN{3%}BA{1%}Cash{93%},100
28,8411.109168118502566358074545860291,5958.807804288711849949322640895844,0.708444948839208721302895810368,4,CVX{2%}MRK{2%}AMGN{2%}BA{2%}Cash{92%},100
29,8583.974876172524091089144349098206,6091.932908486893211374990642070770,0.709686712317499468483106284111,4,CVX{2%}MRK{1%}AMGN{3%}BA{2%}Cash{92%},100
30,8704.563009766628965735435485839844,6163.852008456666226265951991081238,0.708117340473122802713135115482,4,CVX{3%}MRK{1%}AMGN{2%}BA{2%}Cash{92%},100
31,8780.056190593775681918486952781677,6296.977112654801203461829572916031,0.717190981009991790351421059313,3,CVX{3%}AMGN{3%}BA{2%}Cash{92%},100
32,9345.933732346946271718479692935944,6342.931534279682637134101241827011,0.678683555429709706174890015973,4,CVX{4%}MRK{1%}AMGN{2%}BA{1%}Cash{92%},100
33,9462.624201401791651733219623565674,6476.056638477807609888259321451187,0.684382735765671212924132760236,3,CVX{4%}AMGN{3%}BA{1%}Cash{92%},100
34,9541.557808398329143528826534748077,6612.852002416196228296030312776566,0.693057898427829832677105059702,4,CVX{2%}MRK{3%}AMGN{2%}BA{2%}Cash{91%},100
35,9586.842693187478289473801851272583,6817.896206584122410276904702186584,0.711172220592395709637401068903,4,CVX{3%}MRK{2%}AMGN{2%}BA{2%}Cash{91%},100
36,9660.048832519696588860824704170227,6951.021310782242835557553917169571,0.719563785990630533362377718731,4,CVX{3%}MRK{1%}AMGN{3%}BA{2%}Cash{91%},100
37,9945.261926876601137337274849414825,7084.146414980391455173958092927933,0.712313709489723945189609821682,3,CVX{3%}AMGN{4%}BA{2%}Cash{91%},100
38,10163.020059825112184626050293445587,7156.065514950168108043726533651352,0.704127854990508783572522588656,3,CVX{4%}AMGN{3%}BA{2%}Cash{91%},100
39,10577.984771224844735115766525268555,7293.718393234686118375975638628006,0.689518708050676498721998086694,4,CVX{2%}MRK{3%}AMGN{2%}BA{3%}Cash{90%},100
40,10607.258481230615871027112007141113,7426.843497432806543656624853610992,0.700166165515292648890977034171,4,CVX{2%}MRK{2%}AMGN{3%}BA{3%}Cash{90%},100
41,10620.242276781475084135308861732483,7471.940404711565861362032592296600,0.703556492401977484618669222982,4,CVX{3%}MRK{3%}AMGN{2%}BA{2%}Cash{90%},100
42,10690.535896017177947214804589748383,7605.065508909699929063208401203156,0.711383001084446298101227057487,4,CVX{3%}MRK{2%}AMGN{3%}BA{2%}Cash{90%},100
43,10721.731510984873239067383110523224,7631.887701600733635132201015949249,0.711814849474782795901717236120,4,CVX{3%}MRK{1%}AMGN{3%}BA{3%}Cash{90%},100
44,10869.245616325482842512428760528564,7765.012805798854060412850230932236,0.714402183913839694540115488053,3,CVX{3%}AMGN{4%}BA{3%}Cash{90%},100
45,10959.085668690335296560078859329224,7810.109713077611559128854423761368,0.712660704477452777716450782464,4,CVX{4%}MRK{1%}AMGN{3%}BA{2%}Cash{90%},100
46,11142.906866127750618034042418003082,7943.234817275751993292942643165588,0.712851225690634304754667027737,3,CVX{4%}AMGN{4%}BA{2%}Cash{90%},100
47,11607.228655922073812689632177352905,8285.931899728200733079575002193451,0.713859625355159344017863531917,4,CVX{3%}MRK{2%}AMGN{3%}BA{3%}Cash{89%},100
48,11747.414687878366748918779194355011,8419.057003926296602003276348114014,0.716673176832137048819504343555,4,CVX{3%}MRK{1%}AMGN{4%}BA{3%}Cash{89%},100
49,11902.100579800229752436280250549316,8464.153911205052281729876995086670,0.711147906577942801042979681370,4,CVX{4%}MRK{2%}AMGN{3%}BA{2%}Cash{89%},100
50,11988.954184222553521976806223392487,8490.976103896124186576344072818756,0.708233259834309514246797334636,4,CVX{4%}MRK{1%}AMGN{3%}BA{3%}Cash{89%},100
51,12057.823994889628011151216924190521,8624.101208094210960553027689456940,0.715228652512202467406154937635,3,CVX{4%}AMGN{4%}BA{3%}Cash{89%},100
52,12411.271909674627750064246356487274,8669.198115373021209961734712123871,0.698493931843951698645867054438,4,CVX{5%}MRK{1%}AMGN{3%}BA{2%}Cash{89%},100
53,12415.569685317193943774327635765076,8730.404119601336788036860525608063,0.703181919225665530426283567067,3,CVX{4%}AMGN{5%}BA{2%}Cash{89%},100
54,12512.937646106916872668080031871796,8802.323219571118897874839603900909,0.703457770550765748573951441358,3,CVX{5%}AMGN{4%}BA{2%}Cash{89%},100
55,12619.185596097862799069844186306000,8939.976097855633270228281617164612,0.708443189917111304509944602614,4,CVX{3%}MRK{3%}AMGN{3%}BA{3%}Cash{88%},100
56,12751.739528026890184264630079269409,9073.101202053745510056614875793457,0.711518705515595595301192588522,4,CVX{3%}MRK{2%}AMGN{4%}BA{3%}Cash{88%},100
57,12809.944501410240263794548809528351,9145.020302023545809788629412651062,0.713900072011769859514629388286,4,CVX{4%}MRK{2%}AMGN{3%}BA{3%}Cash{88%},100
58,12877.880116436675962177105247974396,9278.145406221705343341454863548279,0.720471484617996149601992783573,4,CVX{4%}MRK{1%}AMGN{4%}BA{3%}Cash{88%},100
59,13106.014465969854427385143935680389,9411.270510419830316095612943172455,0.718087908025469290329567684239,3,CVX{4%}AMGN{5%}BA{3%}Cash{88%},100
60,13371.929343879301086417399346828461,9456.367417698576900875195860862732,0.707180480431345959146938184858,4,CVX{5%}MRK{1%}AMGN{4%}BA{2%}Cash{88%},100
61,13408.759644001311244210228323936462,9483.189610389614244922995567321777,0.707238392078428868003925344965,3,CVX{5%}AMGN{4%}BA{3%}Cash{88%},100
62,13624.028564478243424673564732074738,9589.492521896720063523389399051666,0.703866149172593602578729132802,3,CVX{5%}AMGN{5%}BA{2%}Cash{88%},100
63,13729.668266471700917463749647140503,9594.020295983091273228637874126434,0.698780196999515434974625804898,4,CVX{3%}MRK{4%}AMGN{3%}BA{3%}Cash{87%},100
64,13754.933347265741758747026324272156,9799.064500151016545714810490608215,0.712403633864130081398968741269,4,CVX{4%}MRK{3%}AMGN{3%}BA{3%}Cash{87%},100
65,13821.444593659538440988399088382721,9932.189604349123328574933111667633,0.718607200357727071704516674799,4,CVX{4%}MRK{2%}AMGN{4%}BA{3%}Cash{87%},100
