Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,940.616651618055357175762765109539,246.841377227434094265845487825572,0.262425055736378698423294508757,1,KO{1%}Cash{99%},100
2,1700.872197580567444674670696258545,396.123968589553612673626048490405,0.232894610866722612252388557863,2,JNJ{1%}KO{1%}Cash{98%},100
3,1877.910252004325229790993034839630,482.505309574150771823042305186391,0.256937363784645600439660029224,2,PG{1%}KO{1%}Cash{98%},100
4,1881.824886035872850698069669306278,493.838000604041781116393394768238,0.262425055736364543079730538011,1,KO{2%}Cash{98%},100
5,2530.446717514143983862595632672310,643.120591966190545463177841156721,0.254152987104971861409552502664,2,JNJ{1%}KO{2%}Cash{97%},100
6,2729.845332058957410481525585055351,716.777894895815165909880306571722,0.262570881389530164096157704989,2,MRK{1%}KO{2%}Cash{97%},100
7,2751.409597502748056285781785845757,729.501932950752802753413561731577,0.265137525729672529628544452862,2,PG{1%}KO{2%}Cash{97%},100
8,2822.441537653867726476164534687996,740.679377831487158800882752984762,0.262425055736378864956748202530,1,KO{3%}Cash{97%},100
9,3248.800443840110801829723641276360,866.060486257930278952699154615402,0.266578542212410896095065027112,3,JNJ{1%}MRK{1%}KO{2%}Cash{96%},100
10,3417.780637969521194463595747947693,889.961969193613413153798319399357,0.260391775676490855317979367101,2,JNJ{1%}KO{3%}Cash{96%},100
11,3502.853859914995609869947656989098,963.619272123253836070944089442492,0.275095482329553442379932448603,2,MRK{1%}KO{3%}Cash{96%},100
12,3658.072831576717817370081320405006,976.343310178173396707279607653618,0.266901003651517199077858322198,2,PG{1%}KO{3%}Cash{96%},100
13,3763.649772071244569815462455153465,987.676001208098227834852878004313,0.262425055736403400885592418490,1,KO{4%}Cash{96%},100
14,3995.930563782048011489678174257278,1015.343077620031749574991408735514,0.254094274515880236275933157231,3,JNJ{2%}MRK{1%}KO{2%}Cash{95%},100
15,4028.124441745544118020916357636452,1112.901863485344165383139625191689,0.276282890357548160942258164141,3,JNJ{1%}MRK{1%}KO{3%}Cash{95%},100
16,4324.331891081721551017835736274719,1125.625901540324548477656207978725,0.260300534254032878145324048091,3,JNJ{1%}PG{1%}KO{3%}Cash{95%},100
17,4328.255653712312778225168585777283,1136.958592570212204009294509887695,0.262682864307021979310974302280,2,JNJ{1%}KO{4%}Cash{95%},100
18,4343.055838204987594508565962314606,1210.615895499826592640602029860020,0.278747485779547721218563083312,2,MRK{1%}KO{4%}Cash{95%},100
19,4579.037328599459215183742344379425,1223.339933554834033202496357262135,0.267160943614540014046099258849,2,PG{1%}KO{4%}Cash{95%},100
20,4704.266423689405201002955436706543,1234.517378435532236835570074617863,0.262425055736392576211102323214,1,KO{5%}Cash{95%},100
21,4742.541073326541663846001029014587,1262.184454847499637253349646925926,0.266140964375912225658993293109,3,JNJ{2%}MRK{1%}KO{3%}Cash{94%},100
22,4799.112189722439325123559683561325,1334.439178495928672418813221156597,0.278059592220765983139330046470,3,MRK{2%}KO{3%}IBM{1%}Cash{94%},100
