Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},all%
1,1656.911764861334631859790533781052,76.642213438729086760758946184069,0.046256062069269694714268581492,1,JNJ{1%}Cash{99%},100
2,3316.364805436151527828769758343697,153.401976284602653777255909517407,0.046256062069271658421243387238,1,JNJ{2%}Cash{98%},100
3,3398.621226355038288602372631430626,352.440711462450565250037470832467,0.103701085819568383783462195424,1,WMT{1%}Cash{99%},100
4,4205.827043870334819075651466846466,429.082924901179694643360562622547,0.102021058028654465488216374069,2,JNJ{1%}WMT{1%}Cash{98%},100
5,5416.650470580166256695520132780075,505.842687747053219027293380349874,0.093386621583665424539688615369,2,JNJ{2%}WMT{1%}Cash{97%},100
6,6800.263449355706143251154571771622,705.194703557327557064127177000046,0.103701085819570937296418833284,1,WMT{2%}Cash{98%},100
7,7468.463841247674281476065516471863,781.836916996048785222228616476059,0.104685104409026077942890253780,2,JNJ{1%}WMT{2%}Cash{97%},100
8,8416.073683198714206810109317302704,858.596679841896843754511792212725,0.102018674284653873551853564550,2,JNJ{2%}WMT{2%}Cash{96%},100
9,9557.955489214971748879179358482361,935.238893280619095094152726233006,0.097849262254456628729037959147,2,JNJ{3%}WMT{2%}Cash{95%},100
10,10201.905672356268041767179965972900,1057.948695652151627655257470905781,0.103701085819567676016283996887,1,WMT{3%}Cash{97%},100
11,10817.081990985379889025352895259857,1134.590909090910145096131600439548,0.104888814750266567976666465256,2,JNJ{1%}WMT{3%}Cash{96%},100
12,11638.850020007972489111125469207764,1211.350671936767867009621113538742,0.104078209604417437628143261463,2,JNJ{2%}WMT{3%}Cash{95%},100
13,12624.700430729808431351557374000549,1287.992885375495006883284077048302,0.102021659241940426676720221622,2,JNJ{3%}WMT{3%}Cash{94%},100
14,13600.526898711328612989746034145355,1410.389407114602136061876080930233,0.103701085819567676016283996887,1,WMT{4%}Cash{96%},100
15,14187.942545020436227787286043167114,1487.031620553360653502750210464001,0.104809532166823329846216950045,2,JNJ{1%}WMT{4%}Cash{95%},100
16,14938.188742970822204370051622390747,1563.791383399218602789915166795254,0.104684136096155705475396757720,2,JNJ{2%}WMT{4%}Cash{94%},100
17,15826.013786934616291546262800693512,1640.433596837945742663578130304813,0.103654250458964480863244261855,2,JNJ{3%}WMT{4%}Cash{93%},100
18,16832.147366398003214271739125251770,1717.193359683783910440979525446892,0.102018674284649807360025874914,2,JNJ{4%}WMT{4%}Cash{92%},100
19,17002.169121711980551481246948242188,1763.143399209486915424349717795849,0.103701085819569396861972165880,1,WMT{5%}Cash{95%},100
20,17572.511228227605897700414061546326,1839.785612648219967013574205338955,0.104696795395576705556273111597,2,JNJ{1%}WMT{5%}Cash{94%},100
21,18276.929255800318060209974646568298,1916.545375494072004585177637636662,0.104861453949428737320026527868,2,JNJ{2%}WMT{5%}Cash{93%},100
22,19098.570280778218148043379187583923,1993.187588932810740516288205981255,0.104363183192767952633950301333,2,JNJ{3%}WMT{5%}Cash{92%},100
23,20025.360976652606041170656681060791,2069.947351778668689803453162312508,0.103366294080391468712676328323,2,JNJ{4%}WMT{5%}Cash{91%},100
24,20403.811344712728896411135792732239,2115.897391304341454087989404797554,0.103701085819568564194703697012,1,WMT{6%}Cash{94%},100
25,20962.607845832935709040611982345581,2192.539604743094969308003783226013,0.104592883713127332567793814633,2,JNJ{1%}WMT{6%}Cash{93%},100
26,21635.275425772735616192221641540527,2269.299367588929271732922643423080,0.104888859648426591153480558205,2,JNJ{2%}WMT{6%}Cash{92%},100
27,22409.605100982596923131495714187622,2345.941581027677784732077270746231,0.104684646179901447160531802183,2,JNJ{3%}WMT{6%}Cash{91%},100
28,23277.700040015737613430246710777283,2422.701343873504356452031061053276,0.104078209604417021294509027030,2,JNJ{4%}WMT{6%}Cash{90%},100
29,23805.453567713142547290772199630737,2468.651383399212591029936447739601,0.103701085819570132384725980046,1,WMT{7%}Cash{93%},100
30,24226.977213661702990066260099411011,2499.343557312246502988273277878761,0.103163656582912668935314570717,2,JNJ{5%}WMT{6%}Cash{89%},100
31,24355.924210687939194031059741973877,2545.293596837940640398301184177399,0.104504085939017957174179684898,2,JNJ{1%}WMT{7%}Cash{92%},100
32,25005.329074082870647544041275978088,2622.053359683798589685466140508652,0.104859782165453011004707661868,2,JNJ{2%}WMT{7%}Cash{91%},100
