Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
8,7203.T  6902.T  7733.T  AAPL  V  WMT  CVX  CRM ,0.50349554939706575585,20178.73811067703718435951,10159.90483117484291142318
7,7203.T  6902.T  7733.T  AAPL  V  WMT  CRM ,0.53928520756100728484,21218.86572129523119656369,11443.02040471784130204469
6,7203.T  6902.T  7733.T  WMT  CSCO  CRM ,0.58194540094763758109,23633.77506610887940041721,13753.56670675301211304031
5,7203.T  7733.T  V  WMT  CRM ,0.55997707164645560418,25432.58056033057437161915,14241.66198658648863784038
10,7203.T  6902.T  4503.T  7733.T  MSFT  V  WMT  JPM  DIS  CRM ,0.56321749744286453421,27496.82369962399388896301,15486.69223172987403813750
4,6902.T  WMT  CSCO  CRM ,0.66350466528704277192,28505.24641986377537250519,18913.36398473638837458566
9,7203.T  6902.T  4503.T  V  WMT  JPM  CVX  CSCO  CRM ,0.57186763351617964091,33622.74949406173254828900,19227.76218547640746692196
8,7203.T  6902.T  4503.T  JNJ  WMT  JPM  CSCO  CRM ,0.58273032643994848723,33785.10796149664383847266,19687.60699121184006799012
8,7203.T  6902.T  4503.T  WMT  JPM  CSCO  DIS  CRM ,0.60719141824633926507,34409.68305077399418223649,20893.26425300648406846449
6,7203.T  6902.T  WMT  JPM  CSCO  CRM ,0.59416597798992731860,35192.67745624086819589138,20910.29161887142254272476
8,7203.T  6902.T  4503.T  V  WMT  JPM  CSCO  CRM ,0.60555359342248094023,35473.93511707174184266478,21481.36888297873156261630
7,7203.T  6902.T  4503.T  WMT  JPM  CSCO  CRM ,0.61885014863437859400,36227.30222536553628742695,22419.27136679001705488190
5,7203.T  4503.T  WMT  CSCO  CRM ,0.56690266614583439964,41010.57178275912156095728,23249.00248381127312313765
6,7203.T  4503.T  V  WMT  JPM  CRM ,0.58686090706923921267,41358.38000748251943150535,24271.61640610548056429252
4,7203.T  WMT  JPM  CRM ,0.52582340924616277622,47168.12997758710844209418,24802.10691258098449907266
7,7203.T  4503.T  V  WMT  JPM  CSCO  CRM ,0.53498336198352558490,47289.39575710799545049667,25299.03992830710558337159
6,7203.T  4503.T  WMT  JPM  CSCO  CRM ,0.56100915528202854876,48171.46967918515292694792,27024.63551341351558221504
4,7203.T  4503.T  JPM  CSCO ,0.50015469158694181306,56356.13009703295392682776,28186.78286771508646779694
7,7203.T  4503.T  WMT  JPM  CSCO  CRM  GS ,0.46205812568165882670,61594.46067587275319965556,28460.22105226640633190982
6,7203.T  8306.T  4503.T  WMT  JPM  CRM ,0.46817306112631029702,62102.48558390845573740080,29074.71077937097652466036
7,7203.T  8306.T  4503.T  WMT  JPM  CSCO  CRM ,0.45814895645258507662,64203.60672864145453786477,29414.81542321925371652469
4,7203.T  4503.T  JPM  GS ,0.43363870006171434390,68237.82559089528513140976,29590.56198427381605142727
4,7203.T  JPM  CSCO  CRM ,0.45050503389007634514,71169.37038761719304602593,32062.15961840888121514581
5,7203.T  4503.T  JPM  CRM  TRV ,0.41302574494177918263,80813.22148748372273985296,33377.94100601295940577984
6,7203.T  8306.T  4503.T  JPM  CSCO  CRM ,0.39571059909764755291,85705.80936326837399974465,33914.69716928769776131958
6,7203.T  4503.T  JPM  CRM  GS  TRV ,0.38556797037107065629,88178.87044196081114932895,33998.94810592042631469667
5,7203.T  8306.T  JPM  CSCO  CRM ,0.38236330740071877710,89967.93522081735136453062,34400.43727104533900273964
4,7203.T  8306.T  JPM  CRM ,0.37829600712746891400,92882.79252856000675819814,35137.18954440335073741153
7,7203.T  8306.T  4503.T  JPM  CRM  GS  TRV ,0.35403135224583665019,99968.00050890495185740292,35391.80640148010570555925
5,7203.T  8306.T  JPM  CRM  GS ,0.34596191874637499675,102680.55010373771074227989,35523.56013182239257730544
5,7203.T  8306.T  JPM  CRM  TRV ,0.33629351024005343929,106570.40564629124128259718,35838.93580249769001966342
5,8411.T  4503.T  JPM  CSCO  CRM ,0.33562681689007667352,108794.71800431686278898269,36514.42489824238145956770
5,9984.T  4503.T  JPM  CSCO  CRM ,0.32539221138407226075,113685.21170254591561388224,36992.28243755782750668004
4,8411.T  4503.T  JPM  CRM ,0.32304945898377290803,116969.22961125084839295596,37786.84634366329555632547
2,4503.T  JPM ,0.32583778178162531303,118700.12395862265839241445,38676.98508788156323134899
4,4503.T  JPM  CSCO  CRM ,0.31600105755021723475,123253.29707572179904673249,38948.17222247918834909797
3,8411.T  JPM  CRM ,0.31912209409506953062,124989.08722827718884218484,39886.77925531912478618324
5,8306.T  4503.T  JPM  CSCO  CRM ,0.31174000997391160261,128008.70050048230041284114,39905.43357076781830983236
