Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
15,9433.T  4568.T  8001.T  7267.T  3382.T  4503.T  9022.T  AAPL  V  WMT  PG  CVX  KO  CSCO  DIS ,1.17320569280880881990,16422.88660400858134380542,19267.42405617639451520517
16,9432.T  9433.T  4568.T  8001.T  7267.T  3382.T  4503.T  9022.T  AAPL  V  WMT  PG  CVX  KO  CSCO  DIS ,1.19655567360130965504,16680.89158488827524706721,19959.61546662640830618329
10,9433.T  4568.T  8001.T  7267.T  3382.T  AAPL  V  WMT  PG  CVX ,1.29393968026341887878,17121.83752165116675314493,22154.62496828752045985311
15,9433.T  4568.T  8001.T  7267.T  3382.T  5108.T  AAPL  V  WMT  PG  CVX  KO  CSCO  MCD  DIS ,1.36216615100770210844,17594.70955025354123790748,23966.91778616732335649431
14,9433.T  4568.T  8001.T  7267.T  3382.T  5108.T  AAPL  V  WMT  PG  CVX  KO  CSCO  DIS ,1.41306389111775554390,18267.65453305506161996163,25813.36299607369073783047
15,9433.T  4568.T  8001.T  7267.T  3382.T  5108.T  AAPL  V  WMT  PG  CVX  KO  CSCO  DIS  TRV ,1.41450659262191202892,19100.69068845133369904943,27018.05290244637944852002
14,9433.T  4568.T  8001.T  7267.T  3382.T  AAPL  V  WMT  PG  CVX  KO  CSCO  DIS  TRV ,1.51363069432150498805,19235.88942740072889137082,29116.03266988826362648979
16,6758.T  9432.T  4568.T  8001.T  7267.T  3382.T  5108.T  AAPL  V  WMT  PG  CVX  HD  KO  CSCO  DIS ,1.44134920075369454828,20585.03509663594741141424,29670.22388402297292486764
15,6758.T  9433.T  4568.T  8001.T  7267.T  3382.T  AAPL  V  WMT  PG  CVX  HD  KO  CSCO  DIS ,1.53776342260840914733,20687.39045816462021321058,31812.31235578377163619734
12,9433.T  4568.T  3382.T  5108.T  9022.T  AAPL  V  WMT  CVX  HD  KO  DIS ,1.53380758903674685456,21630.17853770746660302393,33176.53199335547833470628
13,6758.T  9433.T  4568.T  4502.T  3382.T  5108.T  AAPL  V  WMT  CVX  HD  KO  DIS ,1.53919221519662285935,22965.66839061661084997468,35348.57800362424313789234
12,6758.T  4568.T  3382.T  5108.T  9022.T  AAPL  V  WMT  CVX  HD  KO  DIS ,1.52642064940249055915,24013.40240016048846882768,36654.55328601630026241764
13,6758.T  9433.T  4568.T  4502.T  3382.T  8411.T  AAPL  V  WMT  PG  CVX  HD  KO ,1.52924970738547005844,24268.84464564672816777602,37113.12357293868990382180
12,6758.T  9433.T  4568.T  3382.T  5108.T  AAPL  V  WMT  CVX  HD  KO  DIS ,1.63103392199147467778,24378.69862086961074965075,39762.48442464511754224077
16,6758.T  9433.T  4568.T  3382.T  8411.T  5108.T  AAPL  V  WMT  PG  CVX  HD  MRK  KO  CSCO  DIS ,1.52329396371007774746,26363.02606222601752961054,40158.63846572035254212096
13,6758.T  9433.T  9983.T  4568.T  3382.T  8411.T  AAPL  V  WMT  PG  CVX  HD  KO ,1.53399004515272685545,26410.62379822538059670478,40513.63399275143456179649
9,6758.T  5108.T  AAPL  V  WMT  CVX  HD  KO  DIS ,1.53747857780927787985,27071.55086486408981727436,41621.92952280276949750260
15,6758.T  9433.T  9983.T  4568.T  3382.T  8411.T  5108.T  AAPL  WMT  PG  CVX  HD  KO  CSCO  DIS ,1.55659588267110748916,27100.33430485397911979817,42184.26879794627166120335
11,6758.T  9433.T  4568.T  3382.T  AAPL  V  WMT  CVX  HD  KO  DIS ,1.56075607412585903866,27924.74159734111526631750,43583.71006644518638495356
14,6758.T  9433.T  9983.T  4568.T  3382.T  8411.T  5108.T  AAPL  V  WMT  PG  HD  KO  DIS ,1.52639124152697136516,28578.24141067401069449261,43621.57738749621057650074
14,6758.T  9433.T  9983.T  4568.T  3382.T  8411.T  AAPL  MSFT  V  WMT  PG  HD  KO  DIS ,1.56552140949979845530,28742.71593151539855170995,44997.33715795829630224034
15,6758.T  9433.T  9983.T  4568.T  3382.T  8411.T  AAPL  V  WMT  PG  CVX  HD  KO  CSCO  DIS ,1.54337318573219572926,29528.46837339023841195740,45573.44630323167802998796
14,6758.T  9433.T  9983.T  4568.T  3382.T  8411.T  AAPL  V  WMT  PG  HD  KO  CSCO  DIS ,1.56793425399810648635,29591.00841371171554783359,46396.75570220476947724819
13,6758.T  9433.T  4568.T  3382.T  8411.T  AAPL  V  WMT  PG  HD  KO  CSCO  DIS ,1.56888603974883333869,30547.51992523442822857760,47925.57755964961688732728
13,6758.T  4568.T  3382.T  8411.T  AAPL  V  WMT  PG  CVX  HD  KO  CSCO  DIS ,1.52588292127542901611,31620.79918653907952830195,48249.63743581996095599607
