Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
5,9432.T  AAPL  PG  MRK  MCD ,0.03873227165052046950,33142.03582566326076630503,1283.66633465087079457589
5,9432.T  PG  MRK  MCD  DD ,0.05751597273881960126,33279.29240677589405095205,1914.09087483532857731916
4,PG  MRK  MCD  DD ,0.08789328736821834520,35460.10928798862005351111,3116.70557575761222324218
9,9432.T  9433.T  JNJ  WMT  PG  MRK  MCD  NKE  IBM ,0.12325897091160323282,36568.77137999377737287432,4507.42912779972175485454
8,9432.T  9433.T  JNJ  PG  MRK  MCD  NKE  IBM ,0.12236585150099670016,37300.52381753808731446043,4564.31035836625596857630
7,9432.T  JNJ  WMT  MRK  MCD  NKE  IBM ,0.12309384300691107728,37669.00270453010307392105,4636.82230513833746954333
7,9432.T  JNJ  PG  MRK  MCD  NKE  IBM ,0.15205957606531944615,37831.71883452175825368613,5752.67512779973912984133
9,9432.T  9433.T  WMT  PG  MRK  MCD  NKE  IBM  DD ,0.16364163337943840593,38071.76255264946667011827,6230.12540974969579110621
7,9432.T  9433.T  WMT  PG  MRK  NKE  IBM ,0.22061057972210990075,38732.94770208824775181711,8544.89804690385244612116
5,9432.T  PG  MRK  NKE  IBM ,0.30158821731157636759,39466.93559336293401429430,11902.76274835312869981863
7,9432.T  MSFT  WMT  PG  MRK  NKE  IBM ,0.26569487023312032825,44920.64712263727415120229,11935.18550803690050088335
6,9432.T  MSFT  PG  MRK  NKE  IBM ,0.28239920702769732985,46917.52445191102015087381,13249.47170092227133864071
4,9432.T  PG  NKE  IBM ,0.28965853895163590215,47615.57279234798625111580,13792.25724637678467843216
4,PG  MRK  NKE  IBM ,0.30400660903232190613,51323.87365792433411115780,15602.79679314888744556811
5,MSFT  PG  MRK  NKE  IBM ,0.29574371925130099603,55720.13201419459801400080,16478.87907905139581998810
7,6758.T  UNH  PG  MRK  NKE  VZ  IBM ,0.28343613261008521187,58951.43346651758474763483,16708.96631357049409416504
8,6758.T  MSFT  UNH  PG  MRK  NKE  VZ  IBM ,0.28200239231827911590,60704.06649007678788620979,17118.69197364953652140684
7,6702.T  UNH  PG  MRK  NKE  VZ  AMGN ,0.28534303685023143515,60757.79363855031260754913,17336.81334914362014387734
6,UNH  PG  MRK  NKE  VZ  DD ,0.28490160054304458637,61226.78210813822079217061,17443.60821870882500661537
7,MSFT  UNH  PG  MRK  NKE  VZ  DD ,0.28094509223425973010,63381.71002019552543060854,17806.78036758893722435459
5,7733.T  UNH  MRK  NKE  VZ ,0.27646217690156438263,65597.47766900829446967691,18135.22147562578902579844
4,MSFT  PG  NKE  IBM ,0.29684358463789006777,65731.31898492293839808553,19511.92035046112141571939
6,6758.T  UNH  PG  MRK  NKE  VZ ,0.28548101576970580373,69110.08903964381897822022,19729.61841897232807241380
7,6758.T  MSFT  UNH  PG  MRK  NKE  VZ ,0.28541410887337970159,69260.33823192081763409078,19767.87771673254974302836
6,MSFT  UNH  PG  MRK  NKE  VZ ,0.29105778799477116658,70127.64520227086904924363,20411.19728985508481855504
5,UNH  PG  MRK  NKE  VZ ,0.27706745393081610995,73979.38855408712697681040,20497.28083003947904217057
4,9433.T  UNH  NKE  VZ ,0.27524573255139711536,74956.08599332744779530913,20631.34279841892930562608
5,MSFT  UNH  MRK  NKE  VZ ,0.29496002051515213260,74998.50044291881204117090,22121.55922924897822667845
4,UNH  MRK  NKE  VZ ,0.29581729168711201616,76590.37280841442407108843,22656.75665349138216697611
5,6758.T  UNH  PG  NKE  VZ ,0.27697762637172712585,82350.66066718008369207382,22809.29052173909076373093
5,MSFT  UNH  PG  NKE  VZ ,0.28057125604291055510,84203.14924994611646980047,23624.98334782604433712550
4,UNH  V  NKE  VZ ,0.26924022752484938481,88960.95768331219733227044,23951.86848748347620130517
4,MSFT  UNH  NKE  VZ ,0.29693273371609996136,89467.67127467850514221936,26565.88021080367980175652
3,UNH  NKE  VZ ,0.29312307180507352067,98115.60575972321385052055,28759.94775230563391232863
3,MSFT  NKE  VZ ,0.25765145052802096437,113318.03090222769242245704,29196.55503293806759756990
2,PG  NKE ,0.22442135505025267994,132554.71555315746809355915,29748.10888274040189571679
3,9983.T  NKE  VZ ,0.21534596469515487893,141795.47670610286877490580,30535.08372068508469965309
2,MSFT  NKE ,0.23542299471058372728,143607.76226394253899343312,33808.56945586291112704203
1,NKE ,0.21671439199548189758,219801.27868033439153805375,47634.10046903814509278163

Runtime,1.91399999999999992362
