Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
15,9983.T  8058.T  4502.T  4519.T  4503.T  AAPL  MSFT  V  WMT  PG  MRK  MCD  NKE  VZ  TRV ,1.10205171360487264032,17845.16526149685523705557,19666.29495599475558265112
13,9983.T  4519.T  2914.T  4503.T  7733.T  AAPL  MSFT  WMT  PG  MRK  NKE  VZ  TRV ,1.20003320441989402845,18380.95961683379573514685,22057.76186930172843858600
14,9983.T  4519.T  2914.T  4503.T  7733.T  AAPL  MSFT  WMT  JPM  PG  MRK  NKE  VZ  TRV ,1.33919299485705711739,18619.95749641997463186271,24935.71664374177635181695
13,9983.T  4519.T  2914.T  4503.T  7733.T  AAPL  MSFT  WMT  JPM  PG  NKE  VZ  TRV ,1.39114431650672543128,19560.00092261416284600273,27210.78411436099850106984
14,9983.T  4519.T  2914.T  4503.T  7733.T  AAPL  MSFT  V  WMT  JPM  PG  NKE  VZ  TRV ,1.37055011979964769253,20319.03242159582441672683,27848.25231963108308264054
15,9983.T  4519.T  2914.T  4503.T  7733.T  AAPL  MSFT  UNH  WMT  JPM  PG  NKE  VZ  AXP  TRV ,1.34733809316052943750,21637.76210175131927826442,29153.38113043479461339302
15,9983.T  4502.T  4519.T  2914.T  6702.T  5108.T  AAPL  MSFT  WMT  PG  KO  NKE  VZ  BA  TRV ,1.40050401581856864830,22047.40076114707335364074,30877.47330434784089447930
15,9983.T  4502.T  4519.T  2914.T  6702.T  7733.T  AAPL  MSFT  WMT  PG  MRK  NKE  VZ  BA  TRV ,1.38968531847595766493,22250.86026708435383625329,30921.69383662715335958637
15,9983.T  4519.T  2914.T  6702.T  7733.T  AAPL  MSFT  UNH  WMT  PG  MRK  NKE  VZ  BA  TRV ,1.38852884099103701665,22457.24572861106207710691,31182.53338339923357125372
14,9983.T  4519.T  2914.T  6702.T  7733.T  AAPL  MSFT  WMT  PG  MRK  NKE  VZ  BA  TRV ,1.45052764831510971888,22517.82885676047226297669,32662.73333675888352445327
14,9983.T  4502.T  4519.T  2914.T  6702.T  7733.T  AAPL  MSFT  WMT  PG  NKE  VZ  BA  TRV ,1.46965483535623819833,22914.11788371055445168167,33675.84414571806701133028
13,9983.T  4519.T  2914.T  6702.T  7733.T  AAPL  MSFT  WMT  PG  NKE  VZ  BA  TRV ,1.53208727862937088560,23190.40354439789734897204,35529.72225665349105838686
