Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn
0,,-nan(ind),0.00000000000000000000,0.00000000000000000000
2,PG  VZ ,0.15192696055126886368,60050.10509125803946517408,9123.22994729910897149239
3,UNH  PG  CAT ,0.28279158483913718891,61730.90758105850545689464,17456.98118840584356803447
3,PG  KO  CAT ,0.33472414155358520826,63015.09333775158302159980,21092.67302239794662455097
3,9433.T  UNH  PG ,0.39182745494800785835,67290.08442054597253445536,26366.10252173912158468738
4,9433.T  UNH  PG  CAT ,0.37159419614562294587,71447.67708198525360785425,26549.54213175235781818628
3,9433.T  PG  KO ,0.41864870679276716681,71663.41103875008411705494,30001.79435573123919311911
5,9433.T  PG  KO  MCD  CAT ,0.39952279648648547639,76750.58391655721061397344,30663.60791831361348158680
2,9433.T  PG ,0.43834861716114686958,78781.76855672031524591148,34533.87930434787267586216
5,9433.T  PG  MRK  KO  NKE ,0.39097925974987896014,88440.42462617193814367056,34578.37175230566936079413
3,9433.T  PG  MCD ,0.39078986262928794293,89807.49901435204083099961,35095.86020289854786824435
4,9433.T  PG  KO  NKE ,0.44047622260559504692,91907.73878304680692963302,40483.17360737820854410529
4,9433.T  PG  NKE  TRV ,0.36345372681363613543,112904.31393566528277006000,41035.49367325429921038449
4,9433.T  PG  NKE  CAT ,0.35430906070690620924,118607.60984802427992690355,42023.75083794468082487583
3,9433.T  PG  NKE ,0.39484626061123939689,119029.08422847659676335752,46998.18881159423472126946
3,9433.T  KO  NKE ,0.36137584992942634043,135373.03281353102647699416,48920.54479051389353116974
1,9433.T ,0.36607655890398599352,147163.34046805783873423934,53873.04927536231843987480
3,9433.T  MCD  NKE ,0.31051744658662533416,173950.32463212235597893596,54014.61063768118765437976
2,9433.T  NKE ,0.31776791633454354313,197980.58846894625457935035,62911.87907246380927972496
1,NKE ,0.22340435389847554393,322067.31416068039834499359,71951.24023188414867036045

Runtime,1.89900000000000002132
