Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
42,29960.73177,10217.55892,0.341032,8,UNH{16.624041%} V{0.255754%} PG{25.575448%} CVX{24.296675%} KO{12.276215%} AMGN{1.534527%} CRM{2.046036%} TRV{17.391304%} ,
43,29961.06934,10223.35798,0.341221,6,UNH{16.710183%} PG{25.065274%} CVX{24.804178%} KO{13.315927%} CRM{2.610966%} TRV{17.493473%} ,
44,30126.27189,10307.49885,0.342143,8,UNH{16.580311%} V{0.259067%} PG{25.906736%} CVX{24.611399%} KO{13.212435%} AMGN{0.259067%} CRM{2.072539%} TRV{17.098446%} ,
45,30134.41135,10309.36517,0.342113,8,UNH{18.735363%} V{0.234192%} WMT{0.234192%} PG{26.229508%} CVX{25.058548%} KO{10.070258%} AMGN{3.747073%} TRV{15.690867%} ,
46,30147.11712,10310.53665,0.342007,6,UNH{18.897638%} PG{24.934383%} CVX{24.934383%} KO{13.123360%} CRM{1.049869%} TRV{17.060367%} ,
47,30150.59554,10400.22656,0.344943,6,UNH{17.232376%} PG{25.065274%} CVX{24.804178%} KO{13.315927%} CRM{2.088773%} TRV{17.493473%} ,
48,30191.29004,10412.80142,0.344894,7,UNH{18.652850%} PG{24.870466%} CVX{24.611399%} KO{13.212435%} AMGN{0.259067%} CRM{1.036269%} TRV{17.357513%} ,
49,30245.25598,10473.43194,0.346283,6,UNH{16.753927%} PG{25.130890%} CVX{24.869110%} KO{13.350785%} CRM{2.356021%} TRV{17.539267%} ,
50,30296.60552,10495.11546,0.346412,8,UNH{16.927083%} V{0.260417%} PG{26.041667%} CVX{24.739583%} KO{12.500000%} AMGN{1.041667%} CRM{1.562500%} TRV{16.927083%} ,
51,30312.52317,10614.5947,0.350172,7,UNH{16.452442%} PG{24.678663%} CVX{24.421594%} KO{13.110540%} AMGN{2.056555%} CRM{2.056555%} TRV{17.223650%} ,
52,30377.6288,10631.44494,0.349976,7,UNH{16.797900%} PG{25.196850%} CVX{24.934383%} KO{13.385827%} AMGN{0.262467%} CRM{2.099738%} TRV{17.322835%} ,
53,30386.82647,10670.20904,0.351146,7,UNH{16.623377%} PG{24.935065%} CVX{24.675325%} KO{13.246753%} AMGN{1.038961%} CRM{2.077922%} TRV{17.402597%} ,
54,30462.50569,10698.87085,0.351214,7,UNH{16.710183%} PG{25.065274%} CVX{24.804178%} KO{13.315927%} AMGN{0.522193%} CRM{2.088773%} TRV{17.493473%} ,
55,30509.56632,10712.27982,0.351112,7,UNH{16.753927%} PG{25.130890%} CVX{24.869110%} KO{13.350785%} AMGN{0.261780%} CRM{2.094241%} TRV{17.539267%} ,
56,30555.34939,10762.2845,0.352223,6,UNH{16.623377%} PG{24.935065%} CVX{24.675325%} KO{14.285714%} CRM{2.077922%} TRV{17.402597%} ,
57,30600.56981,10796.72453,0.352828,6,UNH{16.452442%} PG{24.678663%} CVX{24.421594%} KO{15.167095%} CRM{2.056555%} TRV{17.223650%} ,
58,30654.31592,10802.38019,0.352393,6,UNH{18.997361%} PG{25.329815%} CVX{25.065963%} KO{9.234828%} AMGN{4.485488%} TRV{16.886544%} ,
59,30747.43666,10844.32608,0.35269,7,UNH{16.710183%} PG{25.065274%} CVX{24.804178%} MRK{0.522193%} KO{13.315927%} CRM{2.088773%} TRV{17.493473%} ,
60,30813.19221,10906.60746,0.353959,9,UNH{16.372796%} V{0.251889%} WMT{0.251889%} PG{25.188917%} CVX{25.944584%} KO{12.090680%} AMGN{1.511335%} CRM{2.015113%} TRV{16.372796%} ,
61,30930.81178,10941.72311,0.353748,8,UNH{19.277108%} V{0.240964%} WMT{0.240964%} PG{24.096386%} CVX{25.783133%} KO{10.361446%} AMGN{3.855422%} TRV{16.144578%} ,
62,30939.67949,10956.44836,0.354123,7,UNH{17.021277%} PG{25.797872%} CVX{24.734043%} KO{9.308511%} AMGN{4.521277%} CRM{1.063830%} TRV{17.553191%} ,
63,30972.96681,10959.57475,0.353843,7,UNH{16.623377%} PG{24.935065%} CVX{24.675325%} MRK{1.038961%} KO{13.246753%} CRM{2.077922%} TRV{17.402597%} ,
64,30976.69684,10983.99465,0.354589,8,UNH{15.513126%} V{0.238663%} PG{27.684964%} CVX{26.491647%} KO{11.455847%} AMGN{1.431981%} CRM{1.909308%} TRV{15.274463%} ,
65,30981.77744,11082.8614,0.357722,6,UNH{18.320611%} PG{24.173028%} CVX{24.173028%} KO{12.722646%} AMGN{4.071247%} TRV{16.539440%} ,
66,31070.56472,11200.43047,0.360484,6,UNH{18.701299%} PG{24.675325%} CVX{24.675325%} KO{12.987013%} AMGN{2.077922%} TRV{16.883117%} ,
67,31119.07339,11214.73629,0.360381,6,UNH{18.508997%} PG{24.678663%} CVX{24.421594%} KO{13.110540%} AMGN{2.313625%} TRV{16.966581%} ,
68,31236.20681,11215.70049,0.359061,7,UNH{16.842105%} PG{25.263158%} CVX{25.000000%} KO{13.421053%} AMGN{0.263158%} CRM{1.578947%} TRV{17.631579%} ,
69,31238.9732,11239.96521,0.359806,6,UNH{19.764706%} PG{22.588235%} CVX{26.117647%} KO{12.000000%} AMGN{3.764706%} TRV{15.764706%} ,
70,31265.50791,11261.92788,0.360203,6,UNH{18.897638%} PG{24.934383%} CVX{24.934383%} KO{13.123360%} AMGN{1.049869%} TRV{17.060367%} ,
71,31291.01452,11264.21237,0.359982,7,UNH{19.331742%} V{0.238663%} PG{23.866348%} CVX{26.491647%} KO{11.455847%} AMGN{3.102625%} TRV{15.513126%} ,
72,31376.66468,11350.99998,0.361766,6,UNH{20.143885%} PG{23.021583%} CVX{26.618705%} KO{12.230216%} AMGN{1.918465%} TRV{16.067146%} ,
73,31439.5869,11433.36506,0.363661,7,UNH{19.331742%} V{0.238663%} PG{23.866348%} CVX{26.491647%} KO{13.365155%} AMGN{1.193317%} TRV{15.513126%} ,
74,31611.39803,11520.92922,0.364455,5,UNH{20.143885%} PG{23.021583%} CVX{26.618705%} KO{14.148681%} TRV{16.067146%} ,
75,31715.46117,11561.27478,0.364531,8,UNH{16.543210%} V{0.246914%} PG{24.691358%} CVX{27.407407%} KO{11.851852%} AMGN{1.481481%} CRM{1.975309%} TRV{15.802469%} ,
76,31731.73944,11605.08212,0.365725,7,UNH{15.533981%} PG{26.941748%} CVX{26.941748%} KO{11.893204%} AMGN{0.970874%} CRM{1.941748%} TRV{15.776699%} ,
77,31856.09801,11633.71115,0.365196,8,UNH{16.089109%} V{0.247525%} PG{24.752475%} CVX{27.475248%} KO{11.881188%} AMGN{1.485149%} CRM{2.227723%} TRV{15.841584%} ,
78,31896.2445,11672.76622,0.365961,6,UNH{15.647922%} PG{27.139364%} CVX{27.139364%} KO{12.224939%} CRM{1.955990%} TRV{15.892421%} ,
79,31993.80978,11759.61023,0.367559,8,UNH{16.049383%} V{0.246914%} PG{25.185185%} CVX{27.407407%} KO{11.851852%} AMGN{1.481481%} CRM{1.975309%} TRV{15.802469%} ,
80,32067.22678,11766.12427,0.366921,6,UNH{15.496368%} PG{27.118644%} CVX{26.876513%} KO{12.348668%} CRM{1.937046%} TRV{16.222760%} ,
81,32086.33578,11817.0202,0.368288,8,UNH{16.089109%} V{0.247525%} PG{25.000000%} CVX{27.475248%} KO{11.881188%} AMGN{1.485149%} CRM{1.980198%} TRV{15.841584%} ,
82,32174.91359,11858.73072,0.368571,8,UNH{16.089109%} V{0.247525%} PG{24.752475%} CVX{27.475248%} KO{11.881188%} AMGN{1.732673%} CRM{1.980198%} TRV{15.841584%} ,
83,32180.57504,11873.66411,0.36897,8,UNH{16.129032%} V{0.248139%} PG{24.813896%} CVX{27.543424%} KO{11.910670%} AMGN{1.488834%} CRM{1.985112%} TRV{15.880893%} ,
84,32184.09575,11880.67129,0.369147,8,UNH{16.089109%} V{0.247525%} PG{24.752475%} CVX{27.475248%} KO{12.128713%} AMGN{1.485149%} CRM{1.980198%} TRV{15.841584%} ,
85,32189.42341,11886.55684,0.369269,8,UNH{16.049383%} V{0.246914%} PG{24.691358%} CVX{27.407407%} KO{12.345679%} AMGN{1.481481%} CRM{1.975309%} TRV{15.802469%} ,
86,32209.91544,11899.5732,0.369438,8,UNH{15.970516%} V{0.245700%} PG{24.570025%} CVX{27.272727%} KO{12.776413%} AMGN{1.474201%} CRM{1.965602%} TRV{15.724816%} ,
87,32280.15998,11922.42204,0.369342,8,UNH{15.815085%} V{0.243309%} PG{24.330900%} CVX{27.007299%} KO{13.625304%} AMGN{1.459854%} CRM{1.946472%} TRV{15.571776%} ,
88,32297.63192,11948.14717,0.369939,8,UNH{16.089109%} V{0.247525%} PG{24.752475%} CVX{27.475248%} KO{11.881188%} AMGN{1.485149%} CRM{1.980198%} TRV{16.089109%} ,
89,32329.32651,11962.36959,0.370016,8,UNH{16.089109%} WMT{0.247525%} PG{24.752475%} CVX{27.475248%} KO{11.881188%} AMGN{1.485149%} CRM{1.980198%} TRV{16.089109%} ,
90,32381.18079,12060.75346,0.372462,6,UNH{16.957606%} PG{23.940150%} CVX{27.680798%} KO{12.718204%} CRM{1.995012%} TRV{16.708229%} ,
91,32502.05399,12063.54203,0.371162,8,UNH{18.204489%} V{0.249377%} WMT{0.249377%} PG{24.937656%} CVX{26.683292%} KO{11.970075%} AMGN{1.496259%} TRV{16.209476%} ,
92,32578.64123,12166.6607,0.373455,8,UNH{18.069307%} V{0.247525%} PG{24.752475%} CVX{27.475248%} KO{11.881188%} AMGN{0.990099%} CRM{0.495050%} TRV{16.089109%} ,
93,32667.81795,12225.24542,0.374229,6,UNH{15.802469%} PG{25.679012%} CVX{27.407407%} KO{12.592593%} CRM{1.975309%} TRV{16.543210%} ,
94,32756.03644,12306.22346,0.375693,6,UNH{18.136020%} PG{23.929471%} CVX{27.959698%} KO{12.594458%} CRM{1.007557%} TRV{16.372796%} ,
95,32837.29563,12379.37278,0.376991,7,UNH{17.910448%} PG{23.880597%} CVX{27.611940%} KO{12.686567%} AMGN{0.248756%} CRM{0.995025%} TRV{16.666667%} ,
96,32885.3872,12381.08226,0.376492,6,UNH{16.541353%} PG{24.060150%} CVX{27.819549%} KO{12.781955%} CRM{2.005013%} TRV{16.791980%} ,
97,32996.86691,12432.10192,0.376766,5,UNH{19.764706%} PG{22.588235%} CVX{28.000000%} KO{13.882353%} TRV{15.764706%} ,
98,33035.5263,12464.10851,0.377294,6,UNH{15.960100%} PG{24.937656%} CVX{27.680798%} KO{12.718204%} CRM{1.995012%} TRV{16.708229%} ,
99,33075.35103,12467.66713,0.376947,8,UNH{16.250000%} V{0.250000%} PG{25.000000%} CVX{27.750000%} KO{12.000000%} AMGN{1.000000%} CRM{1.500000%} TRV{16.250000%} ,
100,33158.56642,12543.16764,0.378278,6,UNH{16.331658%} PG{24.120603%} CVX{27.889447%} KO{12.814070%} CRM{2.010050%} TRV{16.834171%} ,
101,33233.43339,12583.68676,0.378645,6,UNH{16.040100%} PG{24.561404%} CVX{27.819549%} KO{12.781955%} CRM{2.005013%} TRV{16.791980%} ,
102,33293.0494,12598.32713,0.378407,6,UNH{15.347722%} PG{26.618705%} CVX{28.537170%} KO{11.990408%} CRM{1.918465%} TRV{15.587530%} ,
103,33313.69377,12614.63879,0.378662,7,UNH{18.069307%} V{0.247525%} PG{24.752475%} CVX{27.475248%} KO{11.881188%} AMGN{1.485149%} TRV{16.089109%} ,
104,33337.19362,12644.28285,0.379285,6,UNH{16.080402%} PG{24.371859%} CVX{27.889447%} KO{12.814070%} CRM{2.010050%} TRV{16.834171%} ,
105,33400.50804,12668.22148,0.379282,7,UNH{16.040100%} PG{24.060150%} CVX{27.819549%} KO{12.781955%} AMGN{0.501253%} CRM{2.005013%} TRV{16.791980%} ,
106,33419.09939,12686.67634,0.379624,7,UNH{16.080402%} PG{24.120603%} CVX{27.889447%} KO{12.814070%} AMGN{0.251256%} CRM{2.010050%} TRV{16.834171%} ,
107,33443.57782,12705.15024,0.379898,6,UNH{16.120907%} PG{24.181360%} CVX{27.959698%} KO{12.846348%} CRM{2.015113%} TRV{16.876574%} ,
108,33480.25817,12720.55642,0.379942,6,UNH{15.960100%} PG{23.940150%} CVX{27.680798%} KO{13.715711%} CRM{1.995012%} TRV{16.708229%} ,
109,33555.82368,12733.03189,0.379458,6,UNH{15.802469%} PG{23.703704%} CVX{27.407407%} KO{14.567901%} CRM{1.975309%} TRV{16.543210%} ,
110,33560.8887,12798.83102,0.381362,6,UNH{18.227848%} PG{24.050633%} CVX{28.101266%} KO{12.658228%} CRM{0.506329%} TRV{16.455696%} ,
111,33631.31603,12805.53164,0.380762,8,UNH{17.250000%} V{0.250000%} PG{25.000000%} CVX{27.750000%} KO{12.000000%} AMGN{1.000000%} CRM{0.500000%} TRV{16.250000%} ,
112,33724.56179,12807.87502,0.379779,7,UNH{16.040100%} PG{24.060150%} CVX{27.819549%} MRK{0.501253%} KO{12.781955%} CRM{2.005013%} TRV{16.791980%} ,
113,33742.70659,12872.49155,0.38149,5,UNH{19.580420%} PG{22.377622%} CVX{28.671329%} KO{13.752914%} TRV{15.617716%} ,
114,33886.44955,12886.64889,0.380289,7,UNH{19.058824%} V{0.235294%} PG{23.529412%} CVX{28.941176%} KO{11.294118%} AMGN{1.176471%} TRV{15.764706%} ,
115,33894.80178,12922.31571,0.381248,8,UNH{16.250000%} V{0.250000%} PG{25.000000%} CVX{27.750000%} KO{12.000000%} AMGN{1.500000%} CRM{1.000000%} TRV{16.250000%} ,
116,33903.75265,12970.82798,0.382578,5,UNH{18.734177%} PG{24.050633%} CVX{28.101266%} KO{12.658228%} TRV{16.455696%} ,
117,33948.33774,13024.12159,0.383645,7,UNH{17.085427%} PG{24.120603%} CVX{27.889447%} KO{12.814070%} AMGN{0.251256%} CRM{1.005025%} TRV{16.834171%} ,
118,34005.13192,13048.67851,0.383727,6,UNH{18.274112%} PG{24.111675%} CVX{28.172589%} KO{12.690355%} CRM{0.253807%} TRV{16.497462%} ,
119,34117.70516,13089.8553,0.383668,8,UNH{17.718447%} V{0.242718%} PG{24.271845%} CVX{28.883495%} KO{11.650485%} AMGN{0.970874%} CRM{0.485437%} TRV{15.776699%} ,
120,34167.24841,13112.18498,0.383765,6,UNH{18.136020%} PG{24.181360%} CVX{27.959698%} KO{10.831234%} AMGN{2.267003%} TRV{16.624685%} ,
121,34175.64529,13134.24255,0.384316,6,UNH{18.090452%} PG{24.120603%} CVX{27.889447%} KO{12.814070%} CRM{0.251256%} TRV{16.834171%} ,
122,34178.62334,13146.35687,0.384637,6,UNH{18.227848%} PG{24.303797%} CVX{28.101266%} KO{12.911392%} AMGN{0.253165%} TRV{16.202532%} ,
123,34209.49241,13147.14394,0.384313,6,UNH{15.496368%} PG{25.181598%} CVX{28.813559%} KO{12.348668%} CRM{1.937046%} TRV{16.222760%} ,
124,34289.74169,13181.41037,0.384413,7,UNH{16.161616%} PG{24.242424%} CVX{28.030303%} KO{12.878788%} AMGN{0.252525%} CRM{1.515152%} TRV{16.919192%} ,
125,34304.4121,13220.37371,0.385384,6,UNH{18.136020%} PG{23.929471%} CVX{27.959698%} KO{12.594458%} AMGN{1.007557%} TRV{16.372796%} ,
126,34350.06957,13244.07983,0.385562,6,UNH{17.777778%} PG{23.456790%} CVX{29.382716%} KO{12.345679%} CRM{0.987654%} TRV{16.049383%} ,
127,34376.31859,13258.21086,0.385679,6,UNH{18.227848%} PG{24.050633%} CVX{28.101266%} KO{12.658228%} AMGN{0.506329%} TRV{16.455696%} ,
128,34421.83907,13278.30752,0.385752,6,UNH{18.274112%} PG{24.111675%} CVX{28.172589%} KO{12.690355%} AMGN{0.253807%} TRV{16.497462%} ,
129,34436.69952,13305.49404,0.386375,7,UNH{17.560976%} PG{23.414634%} CVX{29.024390%} KO{12.439024%} AMGN{0.243902%} CRM{0.975610%} TRV{16.341463%} ,
130,34482.00498,13309.68909,0.385989,5,UNH{18.136020%} PG{23.929471%} CVX{27.959698%} KO{13.602015%} TRV{16.372796%} ,
131,34523.79419,13313.54507,0.385634,6,UNH{16.216216%} PG{23.587224%} CVX{29.238329%} KO{12.530713%} CRM{1.965602%} TRV{16.461916%} ,
132,34531.25672,13318.59323,0.385697,5,UNH{17.955112%} PG{23.690773%} CVX{27.680798%} KO{14.463840%} TRV{16.209476%} ,
133,34579.55338,13350.80517,0.38609,7,UNH{16.666667%} PG{24.242424%} CVX{28.030303%} KO{12.878788%} AMGN{0.252525%} CRM{1.010101%} TRV{16.919192%} ,
134,34630.42731,13375.36134,0.386231,6,UNH{15.094340%} PG{26.179245%} CVX{29.716981%} KO{11.792453%} CRM{1.886792%} TRV{15.330189%} ,
135,34651.02215,13389.22336,0.386402,6,UNH{15.647922%} PG{24.449878%} CVX{29.095355%} KO{12.469438%} CRM{1.955990%} TRV{16.381418%} ,
136,34707.99973,13391.06242,0.385821,6,UNH{15.763547%} PG{23.645320%} CVX{29.310345%} KO{12.561576%} CRM{2.216749%} TRV{16.502463%} ,
137,34709.72218,13419.09302,0.386609,6,UNH{15.094340%} PG{26.179245%} CVX{29.952830%} KO{11.792453%} CRM{1.886792%} TRV{15.094340%} ,
138,34729.4198,13427.73782,0.386639,6,UNH{14.988290%} PG{26.229508%} CVX{29.742389%} KO{11.943794%} CRM{1.873536%} TRV{15.222482%} ,
139,34759.2374,13440.95581,0.386687,5,UNH{18.227848%} PG{24.050633%} CVX{28.101266%} KO{12.658228%} TRV{16.962025%} ,
140,34783.95314,13450.45033,0.386686,6,UNH{14.953271%} PG{26.168224%} CVX{29.439252%} KO{11.915888%} CRM{1.869159%} TRV{15.654206%} ,
141,34821.08077,13473.11439,0.386924,6,UNH{16.009852%} PG{23.645320%} CVX{29.310345%} KO{12.561576%} CRM{1.970443%} TRV{16.502463%} ,
142,34830.46106,13483.00272,0.387104,6,UNH{15.094340%} PG{26.179245%} CVX{29.952830%} KO{11.556604%} CRM{1.886792%} TRV{15.330189%} ,
143,34830.87569,13485.40211,0.387168,6,UNH{15.058824%} PG{26.117647%} CVX{29.882353%} KO{11.764706%} CRM{1.882353%} TRV{15.294118%} ,
144,34853.75175,13493.40102,0.387143,6,UNH{14.953271%} PG{26.168224%} CVX{29.672897%} KO{11.915888%} CRM{1.869159%} TRV{15.420561%} ,
145,34887.8018,13512.06756,0.387301,6,UNH{15.724816%} PG{24.078624%} CVX{29.238329%} KO{12.530713%} CRM{1.965602%} TRV{16.461916%} ,
146,34914.05369,13515.6841,0.387113,7,UNH{16.455696%} PG{24.303797%} CVX{28.101266%} KO{12.911392%} AMGN{0.253165%} CRM{1.012658%} TRV{16.962025%} ,
147,34933.75215,13543.74357,0.387698,6,UNH{15.094340%} PG{25.943396%} CVX{29.952830%} KO{11.792453%} CRM{1.886792%} TRV{15.330189%} ,
148,34969.42746,13574.05131,0.388169,5,UNH{18.765432%} PG{23.456790%} CVX{29.382716%} KO{12.345679%} TRV{16.049383%} ,
149,35032.38276,13596.99993,0.388127,6,UNH{15.347722%} PG{24.940048%} CVX{29.496403%} KO{12.230216%} CRM{1.918465%} TRV{16.067146%} ,
150,35039.89469,13602.73092,0.388207,6,UNH{15.130024%} PG{25.768322%} CVX{30.023641%} KO{11.820331%} CRM{1.891253%} TRV{15.366430%} ,
151,35067.17056,13624.28994,0.38852,6,UNH{16.494845%} PG{24.484536%} CVX{28.608247%} KO{12.628866%} CRM{1.030928%} TRV{16.752577%} ,
152,35130.1078,13633.39714,0.388083,6,UNH{15.802469%} PG{23.703704%} CVX{29.382716%} KO{12.592593%} CRM{1.975309%} TRV{16.543210%} ,
153,35160.78605,13639.12553,0.387907,6,UNH{16.666667%} PG{25.396825%} CVX{29.365079%} KO{10.582011%} CRM{1.058201%} TRV{16.931217%} ,
154,35177.42584,13640.83322,0.387772,6,UNH{15.647922%} PG{23.471883%} CVX{29.095355%} KO{13.447433%} CRM{1.955990%} TRV{16.381418%} ,
