DailyRisk,ExpectedReturn
0,0
24998.8948384571012866217643023,4197.89618815332505619153380394
28778.499447320689796470105648,7365.78657839724473888054490089
29054.6550109645759221166372299,7678.09347735192750405985862017
29082.5787967648575431667268276,9738.27010452959257236216217279
31842.8198967016905953641980886,13571.4808641115469072246924043
31944.5375226466276217252016068,14109.8870313588759017875418067
32428.6972595476436254102736712,14661.9987700348901853431016207
33813.5521487106525455601513386,14808.7190243902987276669591665
33927.2849860322166932746767998,15269.873707317112348391674459
34024.6040113934504915960133076,16169.7203449477456160821020603
35571.3269695956114446744322777,17061.2432264808157924562692642
37210.3820137064249138347804546,17441.3382439024680934380739927
37245.9657425016921479254961014,17867.6261777004147006664425135
37459.5693590971714002080261707,18443.5958606272142787929624319
37662.7485963737490237690508366,20470.8547038327560585457831621
39604.0079041927674552425742149,20935.7664529616849904414266348
39974.8561949201612151227891445,21246.1149268292901979293674231
40486.7078826529977959580719471,21656.011491289194964338093996
41453.5658353493199683725833893,21663.6967282230361888650804758
42033.8334340786022949032485485,21821.2546132404422678519040346
42287.8658806552921305410563946,21939.4742648083520180080085993
43250.9510960094266920350492001,21966.9280348432039318140596151
43692.7181607966267620213329792,22677.169947735241294139996171
44197.1996434116590535268187523,22727.870369337997544789686799
44531.492873848270392045378685,22868.9440801393939182162284851
44921.9151876569740124978125095,22996.1697247387310198973864317
44954.4047043556274729780852795,23026.5019651568327390123158693
45192.4622291094783577136695385,23457.3244076655500975903123617
45616.025649426694144494831562,23902.6633379790946491993963718
48827.578204087454651016741991,24881.0184947735251625999808311
49192.9409378947384539060294628,24915.626296167269174475222826
49696.2341972794019966386258602,25637.8385888501798035576939583
53049.3373292796386522240936756,25921.2145574913520249538123608
55379.0760562837822362780570984,26765.278522648102807579562068
59845.8306880202071624808013439,27859.7079686411161674186587334
66044.7025635894242441281676292,29112.4765783972507051657885313
73361.0325447947834618389606476,29809.8909337979457632172852755
74200.78549004858359694480896,30128.8950418118729430716484785
78161.5271336185978725552558899,30168.0675958188476215582340956
83712.3981400211487198248505592,31023.3453240418493805918842554
86614.4721170141565380617976189,31381.1712264808484178502112627
87186.1196350683312630280852318,31862.4806480836050468496978283
97387.3757090032013365998864174,32252.9391707317226973827928305
103321.901537178477155975997448,32700.4690522648306796327233315
123585.13982489294721744954586,35803.7864808362282929010689259
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
139392.773746131191728636622429,38656.5702857142969151027500629
Runtime,1068
