Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,33142.03582566326076630503,1283.66633465087079457589,0.03873227165052046950,5,9432.T AAPL PG MRK MCD 
2,33279.29240677589405095205,1914.09087483532857731916,0.05751597273881960126,5,9432.T PG MRK MCD DD 
3,35460.10928798862005351111,3116.70557575761222324218,0.08789328736821834520,4,PG MRK MCD DD 
4,36348.33776385224336991087,3907.82163267460055067204,0.10751032572831591139,5,9432.T WMT PG MRK DD 
5,36568.77137999377737287432,4507.42912779972175485454,0.12325897091160323282,9,9432.T 9433.T JNJ WMT PG MRK MCD NKE IBM 
6,37300.52381753808731446043,4564.31035836625596857630,0.12236585150099670016,8,9432.T 9433.T JNJ PG MRK MCD NKE IBM 
7,37669.00270453010307392105,4636.82230513833746954333,0.12309384300691107728,7,9432.T JNJ WMT MRK MCD NKE IBM 
8,37831.71883452175825368613,5752.67512779973912984133,0.15205957606531944615,7,9432.T JNJ PG MRK MCD NKE IBM 
9,38071.76255264946667011827,6230.12540974969579110621,0.16364163337943840593,9,9432.T 9433.T WMT PG MRK MCD NKE IBM DD 
10,38732.94770208824775181711,8544.89804690385244612116,0.22061057972210990075,7,9432.T 9433.T WMT PG MRK NKE IBM 
11,39466.93559336293401429430,11902.76274835312869981863,0.30158821731157636759,5,9432.T PG MRK NKE IBM 
12,44920.64712263727415120229,11935.18550803690050088335,0.26569487023312032825,7,9432.T MSFT WMT PG MRK NKE IBM 
13,46917.52445191102015087381,13249.47170092227133864071,0.28239920702769732985,6,9432.T MSFT PG MRK NKE IBM 
14,47615.57279234798625111580,13792.25724637678467843216,0.28965853895163590215,4,9432.T PG NKE IBM 
15,51323.87365792433411115780,15602.79679314888744556811,0.30400660903232190613,4,PG MRK NKE IBM 
16,55720.13201419459801400080,16478.87907905139581998810,0.29574371925130099603,5,MSFT PG MRK NKE IBM 
17,58951.43346651758474763483,16708.96631357049409416504,0.28343613261008521187,7,6758.T UNH PG MRK NKE VZ IBM 
18,60704.06649007678788620979,17118.69197364953652140684,0.28200239231827911590,8,6758.T MSFT UNH PG MRK NKE VZ IBM 
19,61226.78210813822079217061,17443.60821870882500661537,0.28490160054304458637,6,UNH PG MRK NKE VZ DD 
20,63381.71002019552543060854,17806.78036758893722435459,0.28094509223425973010,7,MSFT UNH PG MRK NKE VZ DD 
21,65597.47766900829446967691,18135.22147562578902579844,0.27646217690156438263,5,7733.T UNH MRK NKE VZ 
22,65731.31898492293839808553,19511.92035046112141571939,0.29684358463789006777,4,MSFT PG NKE IBM 
23,69110.08903964381897822022,19729.61841897232807241380,0.28548101576970580373,6,6758.T UNH PG MRK NKE VZ 
24,69260.33823192081763409078,19767.87771673254974302836,0.28541410887337970159,7,6758.T MSFT UNH PG MRK NKE VZ 
25,70127.64520227086904924363,20411.19728985508481855504,0.29105778799477116658,6,MSFT UNH PG MRK NKE VZ 
26,73979.38855408712697681040,20497.28083003947904217057,0.27706745393081610995,5,UNH PG MRK NKE VZ 
27,74956.08599332744779530913,20631.34279841892930562608,0.27524573255139711536,4,9433.T UNH NKE VZ 
28,74998.50044291881204117090,22121.55922924897822667845,0.29496002051515213260,5,MSFT UNH MRK NKE VZ 
29,76590.37280841442407108843,22656.75665349138216697611,0.29581729168711201616,4,UNH MRK NKE VZ 
30,82350.66066718008369207382,22809.29052173909076373093,0.27697762637172712585,5,6758.T UNH PG NKE VZ 
31,84203.14924994611646980047,23624.98334782604433712550,0.28057125604291055510,5,MSFT UNH PG NKE VZ 
32,88960.95768331219733227044,23951.86848748347620130517,0.26924022752484938481,4,UNH V NKE VZ 
33,89467.67127467850514221936,26565.88021080367980175652,0.29693273371609996136,4,MSFT UNH NKE VZ 
34,98115.60575972321385052055,28759.94775230563391232863,0.29312307180507352067,3,UNH NKE VZ 
35,113318.03090222769242245704,29196.55503293806759756990,0.25765145052802096437,3,MSFT NKE VZ 
36,132554.71555315746809355915,29748.10888274040189571679,0.22442135505025267994,2,PG NKE 
37,141795.47670610286877490580,30535.08372068508469965309,0.21534596469515487893,3,9983.T NKE VZ 
38,143607.76226394253899343312,33808.56945586291112704203,0.23542299471058372728,2,MSFT NKE 
39,219801.27868033439153805375,47634.10046903814509278163,0.21671439199548189758,1,NKE 

fitness_time:,96604
execution time:,0.59994899999999995455 s
Exp_times:,1
gen:,7000
theta:,0.00029999999999999997
market:,NIKKEI30&DJIA30
