Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,15944
11,8306.T 8001.T 6902.T 2914.T 5108.T UNH V WMT NKE VZ CAT ,0.00931704563147658579,34188.21417371068673674017,318.53315151515704428675,135527
13,6501.T 8001.T 6902.T 2914.T 5108.T UNH V WMT PG CVX NKE VZ CAT ,0.01919307266879355725,34616.02847022883361205459,664.38794993412864187121,4645
10,8316.T 8001.T 6902.T 2914.T 5108.T UNH WMT NKE VZ CAT ,0.02493808142207212114,35337.56911137553834123537,881.25117575758395105368,135050
12,6501.T 8001.T 6902.T 2914.T 5108.T UNH V PG CVX NKE VZ CAT ,0.02491557684640548567,35518.35223300439247395843,884.96023451911878510145,5276
10,8306.T 8001.T 6902.T 2914.T 5108.T UNH WMT NKE VZ CAT ,0.04397293271934493708,35558.62950149565585888922,1563.61722266138258419232,135297
12,6501.T 8001.T 6902.T 2914.T 5108.T UNH WMT PG CVX NKE VZ CAT ,0.04845217056885520179,35808.73710791856137802824,1735.01103820816479128553,6692
8,8306.T 6902.T 2914.T 5108.T WMT CVX NKE VZ ,0.06311661373771224048,36582.29102104392222827300,2308.95033201580781678786,39567
11,8058.T 8001.T 6902.T 2914.T 5108.T UNH WMT CVX NKE VZ CAT ,0.06350023247518368774,37032.98255225316825089976,2351.60300131749772845069,262348
11,8306.T 8001.T 6902.T 2914.T 5108.T UNH WMT CVX NKE VZ CAT ,0.06383054973421894984,37923.80110375314689008519,2420.69707246374264286715,134218
11,8306.T 8001.T 6902.T 2914.T 6702.T 5108.T UNH CVX NKE VZ CAT ,0.07046626965436365853,38185.17046953446697443724,2690.76651910406008028076,150518
7,8306.T 6902.T 2914.T 5108.T CVX NKE VZ ,0.07597675587913843565,38377.00308804545784369111,2915.76019499337144225137,21150
13,8306.T 8001.T 6902.T 2914.T 8411.T 6702.T 5108.T UNH WMT CVX NKE VZ CAT ,0.08080693679244696503,39765.47841322320891777053,3213.32650065874213396455,134418
12,8058.T 8001.T 6902.T 2914.T 8411.T 5108.T UNH WMT CVX NKE VZ CAT ,0.08344910830238529142,39999.15267031062830938026,3337.89362318839539511828,262651
12,8306.T 8001.T 6902.T 2914.T 8411.T 5108.T UNH WMT CVX NKE VZ CAT ,0.08497397743448839580,40007.30294242066156584769,3399.57965744399461982539,164140
8,8001.T 6902.T 2914.T 5108.T PG CVX NKE VZ ,0.09642771245559421389,40334.37008717044227523729,3889.35104084319209505338,28111
8,8001.T 6902.T 2914.T 5108.T WMT CVX NKE VZ ,0.10235373778239804932,41471.86244836224068421870,4244.80013438734931696672,31069
11,6501.T 8001.T 6902.T 2914.T 5108.T UNH V PG CVX NKE CAT ,0.10300884095687856679,41513.08875104558683233336,4276.21515678523974202108,10810
11,6758.T 8306.T 8001.T 6902.T 2914.T 5108.T UNH WMT CVX NKE CAT ,0.10676366019456540180,41885.18484177379286848009,4471.81564163369876041543,195265
9,8001.T 6902.T 2914.T 5108.T UNH WMT CVX NKE CAT ,0.11057652535257586623,41887.08595101036917185411,4631.72842160742220585234,124718
8,8306.T 6501.T 2914.T UNH WMT CVX NKE CAT ,0.11335247685372405735,42640.38619029514666181058,4833.39338866928574134363,114973
11,6501.T 8001.T 6902.T 2914.T 5108.T UNH WMT PG CVX NKE CAT ,0.12188760035414814009,42690.77907938908174401149,5203.47661923580471921014,7223
8,8001.T 6902.T 2914.T 5108.T UNH CVX NKE CAT ,0.12677676996816350519,43087.19558719386986922473,5462.45548353094636695459,91059
10,8316.T 8001.T 6902.T 2914.T 5108.T UNH WMT CVX NKE CAT ,0.13035191321485842253,43111.65163087276596343145,5619.68627193673637520988,124418
10,8306.T 8001.T 6902.T 2914.T 5108.T UNH WMT CVX NKE CAT ,0.14502448289809174997,43455.09249820240074768662,6302.05231884054956026375,134494
9,8001.T 6902.T 2914.T 8411.T 5108.T UNH CVX NKE CAT ,0.14479656124837075870,44403.97319572587730363011,6429.54262450593523681164,127394
9,8316.T 8001.T 6902.T 2914.T 5108.T UNH CVX NKE CAT ,0.14520629452130770498,44458.79138920128752943128,6455.69635652174110873602,124518
9,8306.T 8001.T 6902.T 2914.T 5108.T UNH CVX NKE CAT ,0.16049133612395102833,44955.53646419083815999329,7214.97411330698923848104,134340
12,8306.T 6501.T 8001.T 6902.T 2914.T 5108.T UNH WMT CVX NKE CAT AXP ,0.15237824591579701705,47930.15773626039299415424,7303.51336231882760330336,106154
9,8001.T 6902.T 8766.T 2914.T 5108.T UNH CVX NKE CAT ,0.15952824014675887065,48114.20867247041314840317,7675.57503557312884368002,127673
10,8306.T 8001.T 6902.T 2914.T 8411.T 5108.T UNH CVX NKE CAT ,0.16391136823612784124,48314.19180065117689082399,7919.24528326744348305510,135263
7,6501.T 8001.T 2914.T UNH CVX NKE CAT ,0.16406215349315617091,48900.87971485313028097153,8022.78363372860076196957,108126
11,8306.T 6501.T 8001.T 6902.T 2914.T 5108.T UNH CVX NKE CAT AXP ,0.16299777992448580277,49980.81545413393905619159,8146.76195783926323201740,144691
8,8058.T 8001.T 6902.T 2914.T UNH V CVX NKE ,0.16409470380764915043,49991.81165107976994477212,8203.39152569171892537270,240215
8,8058.T 8001.T 6902.T 2914.T UNH WMT CVX NKE ,0.18594647526827803863,50974.11021194104250753298,9478.45612384717423992697,239887
7,8316.T 8001.T 6902.T 2914.T UNH CVX NKE ,0.19791376352039069531,51770.26806284596386831254,10246.04859077733090089168,239144
7,8058.T 8001.T 6902.T 2914.T UNH CVX NKE ,0.21164706041177547280,52523.24263869102287571877,11116.38990777338040061295,239681
6,8001.T 6902.T 2914.T PG CVX NKE ,0.21055327280760549602,53487.81746408021717797965,11262.03502239788758743089,75341
8,8058.T 8001.T 6902.T 2914.T 8411.T UNH CVX NKE ,0.20983227848535496163,54805.45327001480472972617,11499.95313306985372037161,240995
4,8001.T 2914.T WMT NKE ,0.23435841237310092722,54878.32413082270795712247,12861.19691699604300083593,82405
