Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4599
21,6758.T 9984.T 4063.T 6902.T 8766.T 2914.T 3382.T 6954.T 9022.T MSFT JNJ V JPM PG CVX MRK MCD DIS CAT MMM TRV ,0.05932562664427847715,18421.88011657331298920326,1092.88958188148558292596,4497
19,6758.T 9984.T 4063.T 6902.T 8766.T 2914.T 3382.T 6954.T 9022.T JNJ V JPM PG CVX MRK MCD DIS CAT MMM ,0.07882096281558768902,18706.98604656443058047444,1474.50265156797263443877,12094
18,6758.T 4063.T 6902.T 2914.T 6954.T 5108.T 9022.T MSFT JNJ JPM PG CVX MRK CSCO MCD CAT AXP MMM ,0.30402053956377733668,18804.67759898128861095756,5717.00822996516853891080,118056
18,6758.T 4063.T 6902.T 2914.T 6954.T 5108.T 9022.T MSFT JNJ PG CVX MRK CSCO MCD GS CAT AXP MMM ,0.30479304384106203907,19197.96452068350481567904,5851.40604181184153276263,151968
16,6758.T 4063.T 6902.T 2914.T 6954.T 5108.T MSFT JNJ PG CVX MRK CSCO MCD CAT AXP MMM ,0.32498791156495659971,19325.08590815458956058137,6280.41931010453299677465,154982
18,6758.T 4063.T 6902.T 2914.T 6954.T 5108.T 9022.T MSFT JNJ PG CVX MRK CSCO MCD CAT AXP BA MMM ,0.33244819871963338098,19369.73412493293653824367,6439.43321951216876186663,121903
17,6758.T 4063.T 6902.T 2914.T 6954.T 5108.T 9022.T MSFT JNJ JPM PG CVX MRK CSCO MCD CAT MMM ,0.40352656627924854416,19522.14693693563822307624,7877.70491986058732436504,111523
20,6758.T 4063.T 6902.T 2914.T 6954.T 5108.T 9022.T MSFT JNJ V JPM PG CVX MRK CSCO MCD VZ CAT AXP MMM ,0.39555076297668673169,19954.27177459987433394417,7892.92742508714491123101,187122
15,6758.T 4063.T 6902.T 2914.T 6954.T 9022.T MSFT JNJ V JPM CVX MRK CSCO MCD MMM ,0.39462231478609133273,20298.70361489204879035242,8010.32140766550037369598,108051
