Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%}
1,99284.40858416695846244693,342.54731729880290913570,0.00345016223779399597,7,UNH{0.6535947712%} JNJ{1.3071895425%} V{0.6535947712%} CVX{33.3333333333%} AMGN{58.8235294118%} BA{0.6535947712%} TRV{4.5751633987%} 
2,99579.51759450881218072027,607.09603839043256812147,0.00609659549529601406,4,JNJ{1.9607843137%} CVX{33.3333333333%} AMGN{59.4771241830%} TRV{5.2287581699%} 
3,100061.06542570330202579498,819.01304116562630497356,0.00818513212587921798,4,JNJ{1.3422818792%} CVX{34.2281879195%} AMGN{59.0604026846%} TRV{5.3691275168%} 
4,100330.18448314719717018306,985.01057816839579572843,0.00981768929502817127,3,CVX{38.0645161290%} AMGN{56.7741935484%} TRV{5.1612903226%} 
5,100706.31111281334597151726,1016.60336725264403412439,0.01009473344837170591,4,JNJ{0.6756756757%} CVX{34.4594594595%} AMGN{59.4594594595%} TRV{5.4054054054%} 
6,101360.05488614970818161964,1215.82222941724421616527,0.01199508258734555653,3,CVX{34.6938775510%} AMGN{59.8639455782%} TRV{5.4421768707%} 
7,102372.40488305492908693850,1350.95863783538993629918,0.01319651169061288390,4,AAPL{1.3071895425%} CVX{35.9477124183%} AMGN{57.5163398693%} TRV{5.2287581699%} 
8,102831.66339413242531009018,1356.28882978726892361010,0.01318940864146965486,4,CVX{37.1069182390%} AMGN{55.3459119497%} HON{2.5157232704%} TRV{5.0314465409%} 
9,104241.84859404286544304341,2096.42627197042793341097,0.02011117703922062766,4,UNH{1.2422360248%} CVX{36.6459627329%} AMGN{54.6583850932%} TRV{7.4534161491%} 
10,104340.32841394457500427961,2111.84019426460690738168,0.02023992282146554883,3,CVX{37.1069182390%} AMGN{55.3459119497%} TRV{7.5471698113%} 
11,106478.92847876463201828301,2209.56489130437466883450,0.02075119390166509786,7,MSFT{0.6024096386%} UNH{1.2048192771%} CVX{35.5421686747%} MCD{1.2048192771%} AMGN{53.0120481928%} AXP{1.2048192771%} TRV{7.2289156627%} 
12,107058.00378649444610346109,2310.23242599446302847355,0.02157925932003883218,4,CVX{34.6153846154%} HD{1.2820512821%} AMGN{56.4102564103%} TRV{7.6923076923%} 
13,108440.32524402122362516820,3183.39422525442205369473,0.02935618477804165585,3,CVX{36.1963190184%} AMGN{53.9877300613%} TRV{9.8159509202%} 
14,121176.24206557747675105929,3476.91034690105288973427,0.02869300357589434081,12,UNH{30.0242130751%} JNJ{0.7263922518%} PG{0.9685230024%} CVX{28.0871670702%} HD{0.2421307506%} MRK{0.2421307506%} MCD{0.2421307506%} NKE{0.2421307506%} DIS{7.7481840194%} VZ{0.4842615012%} AMGN{30.5084745763%} BA{0.4842615012%} 
15,122592.71913810404657851905,3651.39203654022276168689,0.02978473813299491180,15,UNH{13.8181818182%} JNJ{20.1818181818%} WMT{0.3636363636%} CVX{23.0909090909%} HD{0.3636363636%} MRK{6.0000000000%} KO{0.3636363636%} MCD{1.0909090909%} NKE{0.1818181818%} DIS{0.5454545455%} VZ{0.1818181818%} AMGN{12.3636363636%} HON{0.5454545455%} GS{0.3636363636%} TRV{20.5454545455%} 
16,123025.35039020328258629888,5542.05706753004233178217,0.04504809008836089396,10,UNH{27.2727272727%} JNJ{0.6818181818%} PG{0.9090909091%} CVX{26.8181818182%} HD{0.2272727273%} NKE{0.2272727273%} VZ{0.4545454545%} AMGN{28.6363636364%} CAT{0.4545454545%} TRV{14.3181818182%} 
17,128114.00252001591434236616,7028.69188945422229153337,0.05486279213200050825,4,CVX{29.4797687861%} AMGN{52.0231213873%} BA{0.5780346821%} TRV{17.9190751445%} 
