7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T,AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
1233.800,341.000,63.600,629.000,3784.000,2088.333,11151.667,628.333,2310.667,1257.400,750.000,6680,717.667,1431.000,1313.000,4722.000,969.667,821.000,1215.750,1118.667,1182.667,3703.000,1457.333,2070.000,3574,1352.000,763.000,3608.000,900.000,2922.000,23.380,41.870,81.890,105.870,53.562,25.093,57.570,79.280,130.540,81.820,58.510,42.290,25.080,101.000,39.000,86.470,49.370,120.310,94.590,186.350,59.200,166.810,109.170,30.980,95.350,128.150,144.560,95.210,154.620,73.780
1241.800,344.200,64.280,635.000,3813.000,2095.000,11111.667,628.667,2321.667,1251.800,747.000,6746,713.000,1438.000,1331.000,4739.000,970.333,827.500,1202.500,1118.333,1185.000,3694.000,1472.333,2080.000,3571,1360.000,765.000,3737.000,896.250,2902.000,23.370,41.900,82.490,105.860,53.710,25.207,56.970,79.560,130.230,81.980,59.050,42.290,25.030,100.530,38.895,86.440,49.660,121.030,94.280,188.390,58.910,166.890,109.560,30.980,95.210,127.620,145.230,94.620,154.560,73.040
1233.600,339.200,64.340,629.000,3820.000,2091.667,11125.000,628.000,2323.667,1236.600,751.000,6804,715.333,1428.667,1333.000,4709.000,963.000,828.500,1193.000,1116.000,1178.333,3705.000,1452.667,2060.000,3532,1359.000,772.000,3701.000,902.500,2928.000,23.508,41.800,83.350,105.420,54.127,25.250,57.050,79.980,131.190,82.050,59.200,42.230,25.190,100.980,39.225,86.840,49.710,122.850,94.880,188.530,58.760,169.460,111.080,31.140,95.840,128.510,145.410,94.840,156.150,73.980
1240.200,344.000,65.000,630.000,3831.000,2101.000,11140.000,630.667,2378.000,1241.000,775.000,6868,720.333,1441.000,1341.000,4721.000,953.667,831.000,1201.250,1115.333,1190.000,3685.000,1482.333,2060.000,3545,1359.000,778.000,3724.000,922.500,2957.000,23.508,41.800,83.350,105.420,54.127,25.250,57.050,79.980,131.190,82.050,59.200,42.230,25.190,100.980,39.225,86.840,49.710,122.850,94.880,188.530,58.760,169.460,111.080,31.140,95.840,128.510,145.410,94.840,156.150,73.980
1234.000,346.000,64.170,625.000,3818.000,2087.000,11193.333,625.000,2366.333,1237.600,770.000,6794,714.333,1432.000,1312.000,4686.000,946.000,824.500,1188.000,1111.333,1192.333,3679.000,1475.333,2050.000,3537,1344.000,772.000,3709.000,921.250,2950.000,23.992,41.990,82.220,106.470,54.185,25.357,56.670,80.190,130.470,81.420,58.520,42.140,25.230,100.170,39.325,86.590,49.750,120.160,94.380,188.040,57.340,167.780,110.160,31.030,95.400,129.090,144.910,94.550,153.690,73.580
1226.200,343.600,65.120,625.000,3768.500,2074.667,11073.333,625.333,2400.000,1229.200,767.000,6772,713.000,1425.000,1310.000,4684.000,949.000,825.500,1181.750,1079.000,1191.667,3676.000,1477.667,2040.000,3527,1353.000,774.000,3661.000,913.750,2960.000,23.837,41.780,81.930,105.720,53.815,25.550,55.760,80.560,129.900,80.760,58.170,41.940,25.070,100.090,38.835,85.860,48.760,119.960,94.210,187.220,54.890,164.910,109.460,30.790,94.570,126.790,144.560,94.140,152.970,71.120
1212.400,339.400,65.470,616.000,3786.500,2081.667,11080.000,625.000,2395.333,1225.400,769.000,6744,707.333,1409.667,1313.000,4678.000,952.667,829.500,1178.000,1082.000,1198.333,3713.000,1475.333,2030.000,3532,1352.000,774.000,3720.000,913.750,2964.000,23.848,41.670,82.740,106.040,54.040,25.737,56.020,81.670,131.390,80.730,58.550,41.950,25.440,101.070,39.345,87.220,48.900,119.570,94.540,188.420,54.600,164.670,110.140,30.890,94.740,126.790,144.680,94.700,153.600,71.950
1200.600,337.600,64.370,605.000,3743.000,2060.667,11168.333,618.333,2396.333,1211.200,764.000,6685,705.333,1384.000,1301.000,4655.000,949.000,815.500,1170.500,1081.000,1191.000,3700.000,1453.000,2010.000,3528,1339.000,766.000,3702.000,905.000,2958.000,23.759,41.685,82.080,105.800,53.885,25.687,55.560,81.610,130.250,79.400,58.580,42.260,25.440,100.580,38.750,86.860,49.640,118.950,94.280,187.700,54.300,163.420,109.360,31.260,94.460,126.790,143.890,94.300,153.360,71.530
1196.200,334.800,65.500,599.000,3740.000,2068.333,10951.667,619.333,2368.333,1215.000,753.000,6699,700.000,1372.667,1295.000,4663.000,948.667,813.500,1167.250,1074.333,1171.667,3719.000,1446.667,2010.000,3465,1349.000,762.000,3690.000,906.250,2966.000,23.805,42.090,82.870,105.100,54.250,25.607,55.800,81.160,128.470,79.610,58.440,41.970,25.520,100.370,38.645,86.890,50.320,119.770,94.900,188.000,54.210,164.800,109.960,31.250,94.470,128.090,144.310,94.680,154.800,71.660
1204.200,336.200,67.230,600.000,3824.500,2096.667,10920.000,627.667,2385.333,1238.600,757.000,6751,714.667,1378.000,1314.000,4723.000,948.667,815.000,1186.500,1085.667,1185.667,3740.000,1452.667,2000.000,3500,1374.000,770.000,3748.000,927.500,3000.000,24.113,42.140,84.270,105.380,55.258,25.517,56.290,81.320,129.260,79.460,58.180,42.380,25.440,100.470,38.975,86.760,50.530,118.980,95.740,189.860,54.730,167.000,110.090,31.490,94.540,129.520,145.000,95.560,154.500,71.490
1204.600,335.000,67.920,606.000,3846.000,2105.333,11016.667,630.000,2409.667,1252.000,768.000,6795,711.333,1379.000,1310.000,4726.000,964.333,821.000,1200.000,1103.000,1202.333,3792.000,1465.000,2010.000,3474,1380.000,770.000,3874.000,932.500,3052.000,23.830,42.450,83.900,103.280,55.445,25.613,58.270,81.260,129.260,79.860,57.910,42.100,25.670,100.300,39.015,86.150,50.710,116.860,95.960,188.490,53.740,169.170,109.850,31.710,94.450,129.100,145.060,95.950,154.620,71.590
1208.800,336.000,67.150,605.000,3876.500,2078.667,10963.333,630.667,2394.333,1248.200,768.000,6731,713.333,1381.333,1306.000,4731.000,977.333,821.000,1202.250,1086.333,1207.000,3752.000,1465.000,2010.000,3483,1391.000,761.000,3824.000,923.750,3060.000,23.695,44.080,83.760,102.220,55.667,25.620,58.710,80.940,130.890,79.660,58.150,42.120,25.980,99.270,38.460,85.350,50.960,117.710,96.390,192.360,53.950,170.470,111.400,34.650,94.470,127.420,146.170,95.620,156.210,71.420
