Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
23,101624.005379201626055873930454254150,27826.766183980977075407281517982483,0.273820797361289669513695343994,6,9432.T 6902.T AAPL PG HD CSCO 
24,103048.371675612754188477993011474609,28085.709929300854128086939454078674,0.272548798904966749212519516732,7,8001.T 6902.T 2914.T AAPL PG HD MCD 
25,103104.464877652892027981579303741455,28430.803413146139064338058233261108,0.275747548342189174874761192768,7,6902.T AAPL PG CVX HD CSCO MCD 
26,103158.772559172604815103113651275635,29701.999548056021012598648667335510,0.287925096540080915907822145527,6,6902.T 2914.T AAPL PG HD MCD 
27,104300.451039084946387447416782379150,29712.254413442024087999016046524048,0.284871773011871498582081585482,6,6902.T 2914.T AAPL PG HD CSCO 
28,108483.739783944562077522277832031250,30973.989378398491680854931473731995,0.285517345180817561089980927136,6,6902.T AAPL PG CVX HD CSCO 
29,113863.944842949858866631984710693359,31982.947026453501166542991995811462,0.280887396537744304936268235906,7,8001.T 6902.T AAPL UNH PG HD MCD 
30,114875.603996301026199944317340850830,33000.158597749454202130436897277832,0.287268640596762880878856094569,5,6902.T 2914.T AAPL PG HD 
31,117826.991668260743608698248863220215,34247.567131533032807055860757827759,0.290659777073459468788030335418,6,6902.T AAPL UNH PG HD MCD 
32,126561.670588943903567269444465637207,34302.301744422111369203776121139526,0.271032308476960581700154762075,8,8035.T 6902.T 2914.T AAPL UNH PG HD MCD 
33,126915.657472739840159192681312561035,34557.542463247671548742800951004028,0.272287463591088185754784944947,8,8035.T 8001.T 6902.T AAPL UNH PG HD MCD 
34,126944.601541609168634749948978424072,35115.820973056790535338222980499268,0.276623192688873253963777187892,6,8001.T 6902.T AAPL UNH PG HD 
35,129677.535344787218491546809673309326,35257.337508085001900326460599899292,0.271884697795517438212442584700,4,6902.T AAPL HD CSCO 
36,129751.990914624286233447492122650146,35703.809779230978165287524461746216,0.275169648862835458658082643524,6,8035.T 2914.T AAPL UNH PG HD 
37,130375.468533427541842684149742126465,36042.943990267383924219757318496704,0.276454952727753167085467111974,6,8035.T 8001.T AAPL UNH PG HD 
38,132412.448307066311826929450035095215,37154.817235490343591663986444473267,0.280599125765938595122861443087,4,6902.T AAPL PG HD 
39,135282.552410354313906282186508178711,38455.578485324571374803781509399414,0.284261183723653942934106453322,5,6902.T AAPL UNH PG HD 
40,148822.899793261371087282896041870117,39533.546930555683502461761236190796,0.265641557754042245687031709167,5,8035.T AAPL UNH PG HD 
41,151579.594226867833640426397323608398,40863.670732496095297392457723617554,0.269585566189970149419963263426,6,8035.T 6902.T AAPL UNH PG HD 
42,170239.125375700939912348985671997070,41608.615919037758430931717157363892,0.244412768376315675533660964902,2,6902.T AAPL 
43,176157.195258732244838029146194458008,42853.129394109419081360101699829102,0.243266415153627707512740130369,4,6902.T AAPL UNH HD 
44,187235.815233162604272365570068359375,44940.107588220882462337613105773926,0.240018756733360455468684335756,4,8035.T 6902.T AAPL UNH 
45,222852.948687327268999069929122924805,45166.110611450589203741401433944702,0.202672259341834776202873058537,4,8035.T 6902.T AAPL HD 
46,230667.818145134340738877654075622559,45368.909444914861524011939764022827,0.196685041761521794967393361731,3,8035.T 6902.T AAPL 
47,243216.850787271861918270587921142578,47115.494457769244036171585321426392,0.193718051628661708241097016980,4,8035.T 6902.T UNH HD 
48,253361.943714187567820772528648376465,47969.059586619201581925153732299805,0.189330168862029718512829390420,3,8035.T 6902.T UNH 
49,261468.774219451122917234897613525391,48281.889234041693271137773990631104,0.184656425526050133045785628383,2,8035.T UNH 
50,324497.837717586720827966928482055664,50133.346046357401064597070217132568,0.154495162121816326239454042479,2,8035.T 6902.T 
51,474046.587926760897971689701080322266,52992.586333591789298225194215774536,0.111787718091916787876982652961,1,8035.T 

fitness_time:,172225
execution time:,0.685998855000000018478090169083 s
Exp_times:,1
gen:,10000
theta:,0.000299999999999999973718939339
market:,NIKKEI30&DJIA30
