Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,28208.737039053063199389725923538208,16746.835457097095058998093008995056,0.593675478413381307873919467966,19,9432.T 8316.T 4519.T 2914.T 3382.T 6702.T MSFT JNJ V WMT PG CVX KO CSCO DIS VZ HON MMM TRV 
2,28281.179427749175374628975987434387,17529.982448128968826495110988616943,0.619846229995936748302653995779,18,9432.T 4519.T 2914.T 3382.T 8411.T 6702.T MSFT JNJ V WMT PG CVX KO DIS VZ HON MMM TRV 
3,28825.848235034885874483734369277954,17729.295709219011769164353609085083,0.615048534380017164480136671045,18,9432.T 4519.T 2914.T 3382.T 8411.T MSFT JNJ V WMT PG CVX KO DIS VZ HON CAT MMM TRV 
4,28989.091645089880330488085746765137,18432.822151059619500301778316497803,0.635853733422576450351471066824,19,9432.T 8316.T 4519.T 2914.T 3382.T 6702.T MSFT JNJ V WMT JPM PG CVX KO CSCO DIS VZ MMM TRV 
5,29211.912366565706179244443774223328,18491.134850370999629376456141471863,0.632999805638705836940971494187,17,9432.T 4519.T 2914.T 3382.T 8411.T MSFT JNJ V WMT PG CVX DIS VZ HON CAT MMM TRV 
6,29674.900975350246881134808063507080,18623.792412096292537171393632888794,0.627594087931964139670526492409,19,9432.T 8316.T 4519.T 2914.T 3382.T MSFT JNJ V WMT JPM PG CVX KO CSCO DIS VZ CAT MMM TRV 
7,29774.882456666087819030508399009705,19509.130086307584861060604453086853,0.655221061399684057136028059176,18,9432.T 4519.T 2914.T 3382.T 8411.T MSFT JNJ V WMT JPM PG CVX KO DIS VZ CAT MMM TRV 
8,29963.451751378081098664551973342896,20375.431865478032705141231417655945,0.680009500725860971392933151947,17,9432.T 4519.T 2914.T 3382.T 8411.T MSFT JNJ V WMT JPM PG CVX DIS VZ CAT MMM TRV 
9,30740.011641028460871893912553787231,20993.535230011199018917977809906006,0.682938428103627814813592067367,15,9432.T 8316.T 4519.T 2914.T 3382.T MSFT JNJ WMT PG CVX DIS VZ CAT MMM TRV 
10,31085.149824703603371744975447654724,21139.607109048192796763032674789429,0.680054856684280339962356265460,15,9432.T 8316.T 4519.T 2914.T 3382.T MSFT WMT PG CVX KO DIS VZ CAT MMM TRV 
11,32034.322908057467429898679256439209,21721.182093033683486282825469970703,0.678059659802275338513766200776,14,9432.T 8316.T 4519.T 2914.T 3382.T MSFT WMT JPM PG CVX DIS VZ MMM TRV 
12,32257.270110924542677821591496467590,21903.676182608229282777756452560425,0.679030683851642113957325364026,18,9432.T 8316.T 4519.T 2914.T 3382.T 8411.T MSFT JNJ V WMT JPM PG CVX DIS VZ CAT MMM TRV 
13,32420.399243536823632894083857536316,22132.962365664865501457825303077698,0.682686298814694225711718900129,16,8316.T 4519.T 2914.T 3382.T 8411.T MSFT V WMT JPM PG CVX KO DIS VZ MMM TRV 
14,32732.896633954274875577539205551147,22298.140480585050681838765740394592,0.681215009167715712656843152217,14,9432.T 8316.T 4519.T 2914.T 3382.T MSFT WMT PG CVX DIS VZ CAT MMM TRV 
15,33273.758265297183243092149496078491,22403.378946778408135287463665008545,0.673304733662863030829726085358,16,9432.T 8316.T 4519.T 2914.T 3382.T 8411.T MSFT WMT PG CVX KO DIS VZ CAT MMM TRV 
16,33560.185492681848700158298015594482,22457.303198099602013826370239257812,0.669165049847434634244791595847,16,9432.T 8316.T 4519.T 3382.T 8411.T MSFT V WMT PG CVX KO DIS VZ CAT MMM TRV 
17,33604.684129753986780997365713119507,22571.344953440453537041321396827698,0.671672581902221121907814449514,14,8316.T 4519.T 2914.T 3382.T 8411.T MSFT WMT PG CVX KO DIS VZ MMM TRV 
18,33739.193229890130169223994016647339,22680.987490375282504828646779060364,0.672244512067401989163784037373,20,9432.T 8058.T 4519.T 2914.T 3382.T 8411.T MSFT JNJ WMT JPM PG CVX KO CSCO DIS VZ IBM CAT MMM TRV 
19,34087.471124936259002424776554107666,23443.588124955953389871865510940552,0.687747942316732641110377244331,14,8316.T 4519.T 2914.T 3382.T 8411.T MSFT V WMT PG CVX DIS VZ MMM TRV 
20,34557.914541759048006497323513031006,23801.699527838569338200613856315613,0.688748144772367676402780034550,18,9432.T 8058.T 4519.T 2914.T 8411.T MSFT JNJ WMT JPM PG CVX KO DIS VZ IBM CAT MMM TRV 
21,35217.095349342664121650159358978271,23925.693561138097720686346292495728,0.679377254819076847880410241487,13,8316.T 4519.T 2914.T 3382.T 8411.T MSFT WMT PG CVX DIS VZ MMM TRV 
22,35746.529885716663557104766368865967,24105.059043495442892890423536300659,0.674332840713782522001906727382,19,9432.T 8058.T 4519.T 2914.T 3382.T 8411.T MSFT JNJ WMT JPM PG CVX KO DIS VZ IBM CAT MMM TRV 
23,36099.551174178151995874941349029541,24154.709261303571111056953668594360,0.669113838694518903160712852696,17,9983.T 8316.T 4519.T 2914.T 3382.T 8411.T MSFT JNJ V WMT PG CVX DIS VZ CAT MMM TRV 
24,36158.448042585172515828162431716919,24244.349715144398942356929183006287,0.670503050534439704044586960663,15,8316.T 4519.T 7267.T 3382.T 8411.T MSFT V WMT PG CVX KO DIS VZ MMM TRV 
25,36171.759016116360726300626993179321,24314.773064111454004887491464614868,0.672203224987703351622769787355,16,9432.T 8316.T 4519.T 7267.T 3382.T 8411.T MSFT WMT PG CVX KO DIS VZ CAT MMM TRV 
26,36346.098680208036967087537050247192,24431.644272140059911180287599563599,0.672194407633744384078511302505,15,8316.T 4519.T 7267.T 2914.T 8411.T MSFT V WMT JPM PG CVX DIS VZ MMM TRV 
27,36477.020320782248745672404766082764,24486.525534767519275192171335220337,0.671286341905966477128231417737,18,9432.T 9983.T 8316.T 4519.T 2914.T 3382.T 8411.T MSFT JNJ WMT PG CVX DIS VZ CAT AXP MMM TRV 
28,36717.291553526578354649245738983154,24781.517868947841634508222341537476,0.674927719895168976016464057466,18,7203.T 9432.T 8316.T 4519.T 2914.T 8411.T MSFT V WMT JPM PG CVX KO DIS VZ CAT MMM TRV 
