Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio
1,142603.711731926945503801107406616211,22544.888415630171948578208684921265,0.158094681700930023149354042289,4,9433.T 8001.T 2914.T MSFT 
2,148773.962130226515000686049461364746,26997.635206427155935671180486679077,0.181467474683475044061609082746,3,8001.T 2914.T MSFT 
3,149143.724003618553979322314262390137,29912.405515048292727442458271980286,0.200560940226506306816034452822,4,9433.T 8001.T 2914.T AAPL 
4,158467.193649422988528385758399963379,33503.456323503982275724411010742188,0.211422033494350181115351006156,5,9433.T 8001.T 2914.T 6702.T AAPL 
5,159089.669764379010302945971488952637,35398.469484844921680632978677749634,0.222506398669832544667812612715,3,9433.T 8001.T AAPL 
6,163841.111187556874938309192657470703,37329.658914418396307155489921569824,0.227840611210731625035919023503,6,9433.T 6367.T 8001.T 2914.T AAPL MSFT 
7,165490.525495210109511390328407287598,38160.020629135739000048488378524780,0.230587343383837573007610899367,6,8058.T 8001.T 2914.T 6702.T AAPL MSFT 
8,166975.616116803605109453201293945312,39105.012115849014662671834230422974,0.234195944445529602440103644767,7,9433.T 4568.T 8001.T 2914.T 6702.T AAPL MSFT 
9,170533.874169033981161192059516906738,40896.925372519079246558248996734619,0.239817019180493445906776628362,4,8001.T 2914.T AAPL MSFT 
10,171537.353216036222875118255615234375,42290.512967501206730958074331283569,0.246538215581769082351826227750,5,8001.T 2914.T 6702.T AAPL MSFT 
11,172526.527928778465138748288154602051,42959.615599220611329656094312667847,0.249002956907328376612298370674,5,6367.T 8001.T 2914.T AAPL MSFT 
12,173577.035098177526379004120826721191,48506.472820124909048900008201599121,0.279452133703568528222405120687,2,8001.T AAPL 
13,185481.951995983137749135494232177734,49337.209860321330779697746038436890,0.265994665946742869788721463920,7,6367.T 8001.T 2914.T 6954.T 6702.T AAPL MSFT 
14,189295.160763818654231727123260498047,50340.114685496162564959377050399780,0.265934503990331416733994274182,4,6367.T 8001.T AAPL MSFT 
15,193141.664158278348622843623161315918,50732.545358041941653937101364135742,0.262670126506039380842594255228,7,8001.T 4519.T 2914.T 6954.T 6702.T AAPL MSFT 
16,194099.039128584234276786446571350098,51212.490765088368789292871952056885,0.263847214262414642149678911665,6,8001.T 4519.T 2914.T 6954.T AAPL MSFT 
17,195666.193334093579323962330818176270,55352.291616067901486530900001525879,0.282891442169346474244662204001,6,6367.T 8001.T 6954.T 6702.T AAPL MSFT 
18,200791.519187446770956739783287048340,56969.947296930520678870379924774170,0.283726860215380072283153367607,4,8001.T 6954.T 6702.T AAPL 
19,209007.727213275560643523931503295898,58784.492356344417203217744827270508,0.281255115014764855985163194418,5,8001.T 4519.T 6954.T AAPL MSFT 
20,222395.429539973090868443250656127930,60213.437883809318009298294782638550,0.270749439448289663801006099675,4,8001.T 4519.T 6954.T AAPL 
21,223973.487746302154846489429473876953,61801.909737116293399594724178314209,0.275934041832309018271729428307,6,4568.T 6367.T 6954.T 6702.T AAPL MSFT 
22,230639.475143974152160808444023132324,63554.071682069086818955838680267334,0.275555915319336208746392458124,5,6367.T 6954.T 6702.T AAPL MSFT 
23,232163.135022471426054835319519042969,66171.603689393028616905212402343750,0.285022011280939069344242398074,4,6367.T 6954.T 6702.T AAPL 
24,247419.358556153310928493738174438477,66641.287781230988912284374237060547,0.269345487637364267019535191139,4,4568.T 6954.T 6702.T AAPL 
25,248430.219996691186679527163505554199,66975.462111749307950958609580993652,0.269594665707905190021875796447,2,6367.T AAPL 
26,255464.845336992206284776329994201660,68576.450983686532708816230297088623,0.268437917135819770209081980283,4,4519.T 6954.T 6702.T AAPL 
27,257225.162430128722917288541793823242,71147.179520610690815374255180358887,0.276594944477629500756421521146,3,6954.T 6702.T AAPL 
28,267618.037121167872101068496704101562,75478.502003363057156093418598175049,0.282038172072793025257908539061,3,4519.T 6954.T AAPL 
29,304324.807525635405909270048141479492,76316.627309421863174065947532653809,0.250773599201219166143772554278,4,4519.T 6954.T AAPL HD 
30,318586.794920371205080300569534301758,77210.335587113630026578903198242188,0.242352592192064564269315951606,5,9983.T 4519.T 6954.T AAPL CRM 
31,321164.821792971692048013210296630859,79237.986355597095098346471786499023,0.246720627474808718027077247825,5,4519.T 6954.T 6702.T AAPL DD 
32,335692.152491915854625403881072998047,79907.088987316485145129263401031494,0.238036809601144344616940884407,5,6367.T 4519.T 6954.T AAPL DD 
33,346026.038637315738014876842498779297,80746.969705460942350327968597412109,0.233355183394435811150557924520,6,9983.T 4519.T 6954.T 6702.T AAPL DD 
34,359546.250168094062246382236480712891,81307.575235808471916243433952331543,0.226139405425020506568145606252,6,9983.T 6367.T 4519.T 6954.T AAPL DD 
35,363671.299466975382529199123382568359,81622.562790604817564599215984344482,0.224440484883566881979533036429,6,9983.T 4519.T 6954.T AAPL MSFT DD 
36,367852.875972808105871081352233886719,85497.466027939983177930116653442383,0.232422991941647893998634799573,2,9983.T AAPL 
37,381170.335433090105652809143066406250,87088.429700389693607576191425323486,0.228476409638328298301601648745,4,4519.T 6954.T AAPL DD 
38,390811.284952306945342570543289184570,88461.900629744282923638820648193359,0.226354519523508185274707216195,3,4519.T AAPL DD 
39,457365.322153011686168611049652099609,88588.605473624091246165335178375244,0.193693315130670867807438639829,3,4519.T 6954.T DD 
40,467527.383429908542893826961517333984,89425.126090973164536990225315093994,0.191272488543721280729315026292,5,9983.T 6954.T AAPL CRM DD 
41,475056.362224957963917404413223266602,90951.827328105486230924725532531738,0.191454813702792187024570580434,4,9983.T AAPL CRM DD 
42,480606.042197379807475954294204711914,91573.458845150278648361563682556152,0.190537468955794014879856490552,5,9984.T 9983.T 6954.T AAPL DD 
