Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%}
1,57923.96763457000633934513,19682.86285955206039943732,0.33980515602327271418,28,NVDA{1.1419249592%} V{0.1631321370%} SHW{0.1631321370%} CSCO{0.4893964111%} DIS{1.3050570962%} TRV{8.6460032626%} JPM{0.6525285481%} MCD{0.4893964111%} AMZN{6.1990212072%} MRK{0.1631321370%} AMGN{1.4681892333%} VZ{1.1419249592%} MSFT{14.5187601958%} AAPL{0.6525285481%} UNH{0.3262642741%} MMM{0.1631321370%} WMT{2.1207177814%} GS{0.1631321370%} CVX{5.3833605220%} PG{19.9021207178%} CAT{1.3050570962%} KO{13.0505709625%} HON{0.4893964111%} HD{0.1631321370%} JNJ{18.2707993475%} BA{1.1419249592%} CRM{0.1631321370%} NKE{0.1631321370%} 
2,58588.40201929455361096188,19807.71593438737545511685,0.33808254281904159821,28,NVDA{1.1272141707%} V{0.1610305958%} SHW{2.7375201288%} CSCO{0.4830917874%} DIS{1.2882447665%} TRV{8.5346215781%} JPM{0.6441223833%} MCD{0.4830917874%} AMZN{6.1191626409%} MRK{0.1610305958%} AMGN{0.1610305958%} VZ{1.1272141707%} MSFT{14.3317230274%} AAPL{0.6441223833%} UNH{0.3220611916%} MMM{0.1610305958%} WMT{2.0933977456%} GS{0.1610305958%} CVX{5.3140096618%} PG{19.6457326892%} CAT{1.2882447665%} KO{12.8824476651%} HON{0.4830917874%} HD{0.1610305958%} JNJ{18.0354267311%} BA{1.1272141707%} CRM{0.1610305958%} NKE{0.1610305958%} 
3,58806.07664797958568669856,20720.54474387351001496427,0.35235380295661011818,28,NVDA{1.2048192771%} V{0.1721170396%} SHW{0.1721170396%} CSCO{0.5163511188%} DIS{1.3769363167%} TRV{9.1222030981%} JPM{0.6884681583%} MCD{0.5163511188%} AMZN{6.5404475043%} MRK{0.1721170396%} AMGN{1.5490533563%} VZ{1.2048192771%} MSFT{15.3184165232%} AAPL{0.6884681583%} UNH{0.3442340792%} MMM{0.1721170396%} WMT{2.2375215146%} GS{0.1721170396%} CVX{5.6798623064%} PG{20.9982788296%} CAT{1.3769363167%} KO{8.2616179002%} HON{0.5163511188%} HD{0.1721170396%} JNJ{19.2771084337%} BA{1.2048192771%} CRM{0.1721170396%} NKE{0.1721170396%} 
4,59670.92782117317983647808,20864.35159710150401224382,0.34965689924630527496,24,NVDA{1.6129032258%} V{0.4032258065%} SHW{0.6048387097%} CSCO{0.2016129032%} DIS{0.2016129032%} TRV{18.5483870968%} JPM{1.2096774194%} MCD{0.2016129032%} AMZN{6.4516129032%} MRK{1.0080645161%} AMGN{0.2016129032%} VZ{1.0080645161%} MSFT{12.2983870968%} AAPL{0.4032258065%} AXP{0.4032258065%} WMT{4.0322580645%} CVX{3.4274193548%} PG{23.3870967742%} CAT{0.8064516129%} KO{0.2016129032%} HON{0.4032258065%} JNJ{21.5725806452%} BA{1.2096774194%} NKE{0.2016129032%} 
5,59890.44643342857307288796,21447.12590777342484216206,0.35810596155119750472,18,NVDA{1.9867549669%} V{0.4415011038%} SHW{0.2207505519%} CSCO{0.4415011038%} DIS{1.7660044150%} TRV{18.9845474614%} JPM{1.7660044150%} AMZN{0.6622516556%} AMGN{0.2207505519%} MSFT{7.0640176600%} IBM{0.2207505519%} WMT{1.7660044150%} GS{0.2207505519%} CVX{15.8940397351%} PG{27.8145695364%} KO{2.6490066225%} JNJ{16.3355408389%} BA{1.5452538631%} 
6,60047.81786362691491376609,21462.68979894601579871960,0.35742664034335752676,28,NVDA{1.2567324955%} V{0.1795332136%} SHW{0.1795332136%} CSCO{0.5385996409%} DIS{1.4362657092%} TRV{9.5152603232%} JPM{0.7181328546%} MCD{0.5385996409%} AMZN{6.8222621185%} MRK{0.1795332136%} AMGN{1.6157989228%} VZ{1.2567324955%} MSFT{15.9784560144%} AAPL{0.7181328546%} UNH{0.3590664273%} MMM{0.1795332136%} WMT{2.3339317774%} GS{0.1795332136%} CVX{5.9245960503%} PG{21.9030520646%} CAT{1.4362657092%} KO{2.8725314183%} HON{0.5385996409%} HD{0.1795332136%} JNJ{21.5439856373%} BA{1.2567324955%} CRM{0.1795332136%} NKE{0.1795332136%} 
7,60065.08444786805921467021,21575.41689249019691487774,0.35920064195058315493,28,NVDA{1.2567324955%} V{0.1795332136%} SHW{0.1795332136%} CSCO{0.5385996409%} DIS{1.4362657092%} TRV{9.5152603232%} JPM{0.7181328546%} MCD{0.5385996409%} AMZN{6.8222621185%} MRK{0.1795332136%} AMGN{1.6157989228%} VZ{1.2567324955%} MSFT{15.9784560144%} AAPL{0.7181328546%} UNH{0.3590664273%} MMM{0.1795332136%} WMT{2.3339317774%} GS{0.1795332136%} CVX{5.9245960503%} PG{21.9030520646%} CAT{1.4362657092%} KO{4.3087971275%} HON{0.5385996409%} HD{0.1795332136%} JNJ{20.1077199282%} BA{1.2567324955%} CRM{0.1795332136%} NKE{0.1795332136%} 
8,60144.80736968637938844040,22075.47418998684952384792,0.36703873792957097955,24,NVDA{1.6129032258%} V{0.4032258065%} SHW{0.6048387097%} CSCO{0.2016129032%} DIS{0.2016129032%} TRV{18.5483870968%} JPM{1.2096774194%} MCD{0.2016129032%} AMZN{9.6774193548%} MRK{1.0080645161%} AMGN{0.2016129032%} VZ{1.0080645161%} MSFT{12.2983870968%} AAPL{0.4032258065%} AXP{0.4032258065%} WMT{4.0322580645%} CVX{0.2016129032%} PG{23.3870967742%} CAT{0.8064516129%} KO{0.2016129032%} HON{0.4032258065%} JNJ{21.5725806452%} BA{1.2096774194%} NKE{0.2016129032%} 
9,60343.20560050622589187697,22452.08910223978818976320,0.37207319165111496506,24,NVDA{3.1746031746%} V{0.3968253968%} SHW{0.5952380952%} CSCO{0.1984126984%} DIS{0.1984126984%} TRV{18.2539682540%} JPM{1.1904761905%} MCD{0.1984126984%} AMZN{6.3492063492%} MRK{0.9920634921%} AMGN{0.1984126984%} VZ{0.9920634921%} MSFT{12.1031746032%} AAPL{0.3968253968%} AXP{0.3968253968%} WMT{3.9682539683%} CVX{3.3730158730%} PG{23.0158730159%} CAT{0.7936507937%} KO{0.1984126984%} HON{0.3968253968%} JNJ{21.2301587302%} BA{1.1904761905%} NKE{0.1984126984%} 
10,60359.42860447170824045315,22487.22699077730067074299,0.37255533245905086970,18,NVDA{2.1377672209%} V{0.4750593824%} SHW{0.2375296912%} CSCO{0.4750593824%} DIS{1.9002375297%} TRV{20.4275534442%} JPM{1.9002375297%} AMZN{0.7125890736%} AMGN{0.2375296912%} MSFT{7.6009501188%} IBM{0.2375296912%} WMT{1.9002375297%} GS{0.2375296912%} CVX{9.5011876485%} PG{29.9287410926%} KO{2.8503562945%} JNJ{17.5771971496%} BA{1.6627078385%} 
11,60480.11493411780247697607,22926.61727299080303055234,0.37907694616594606041,24,NVDA{1.6129032258%} V{0.4032258065%} SHW{0.6048387097%} CSCO{0.2016129032%} DIS{0.2016129032%} TRV{18.5483870968%} JPM{1.2096774194%} MCD{0.2016129032%} AMZN{6.4516129032%} MRK{1.0080645161%} AMGN{0.2016129032%} VZ{1.0080645161%} MSFT{12.2983870968%} AAPL{0.4032258065%} AXP{0.4032258065%} WMT{4.0322580645%} CVX{0.2016129032%} PG{23.3870967742%} CAT{0.8064516129%} KO{0.2016129032%} HON{0.4032258065%} JNJ{21.5725806452%} BA{4.4354838710%} NKE{0.2016129032%} 
12,60730.56835511204553768039,25340.93155994729022495449,0.41726814430206460305,18,NVDA{2.1377672209%} V{0.4750593824%} SHW{0.2375296912%} CSCO{0.4750593824%} DIS{1.9002375297%} TRV{20.4275534442%} JPM{1.9002375297%} AMZN{8.3135391924%} AMGN{0.2375296912%} MSFT{7.6009501188%} IBM{0.2375296912%} WMT{1.9002375297%} GS{0.2375296912%} CVX{1.9002375297%} PG{29.9287410926%} KO{2.8503562945%} JNJ{17.5771971496%} BA{1.6627078385%} 
13,61856.26732810986140975729,25657.58371225301743834279,0.41479359845874869128,22,NVDA{5.5813953488%} V{0.4651162791%} SHW{0.4651162791%} CSCO{0.2325581395%} DIS{0.2325581395%} TRV{6.5116279070%} JPM{1.3953488372%} AMZN{0.6976744186%} MRK{0.2325581395%} AMGN{0.2325581395%} VZ{1.1627906977%} MSFT{13.9534883721%} AAPL{0.9302325581%} AXP{0.4651162791%} WMT{4.6511627907%} GS{0.2325581395%} CVX{2.0930232558%} PG{26.9767441860%} KO{0.2325581395%} HON{0.4651162791%} JNJ{24.8837209302%} BA{7.9069767442%} 
