Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%}
1,30027.35234984566704952158,11723.46437326547129487153,0.39042617666308254698,29,AAPL{0.9708737864%} MSFT{10.3265666372%} UNH{10.1500441306%} JNJ{7.1491615181%} V{8.1200353045%} WMT{7.1491615181%} JPM{1.4121800530%} PG{5.4721977052%} CVX{2.1182700794%} HD{10.1500441306%} MRK{0.7060900265%} KO{10.1500441306%} CSCO{0.6178287732%} MCD{3.8834951456%} NKE{0.0882612533%} DIS{1.3239187996%} VZ{1.8534863195%} AMGN{2.2947925861%} HON{0.7060900265%} IBM{1.1473962930%} CRM{0.1765225066%} GS{7.0609002648%} CAT{1.0591350397%} INTC{1.7652250662%} AXP{0.6178287732%} BA{0.3530450132%} TRV{2.5595763460%} DD{0.2647837599%} WBA{0.3530450132%} 
2,30265.65632083068703650497,12147.15600138760964910034,0.40135115104136004360,29,AAPL{0.9777777778%} MSFT{10.4000000000%} UNH{10.2222222222%} JNJ{7.2000000000%} V{8.1777777778%} WMT{7.2000000000%} JPM{1.4222222222%} PG{5.5111111111%} CVX{2.1333333333%} HD{10.2222222222%} MRK{0.7111111111%} KO{10.2222222222%} CSCO{0.6222222222%} MCD{3.9111111111%} NKE{0.0888888889%} DIS{1.3333333333%} VZ{1.8666666667%} AMGN{2.3111111111%} HON{0.7111111111%} IBM{1.1555555556%} CRM{0.1777777778%} GS{7.1111111111%} CAT{1.0666666667%} INTC{1.0666666667%} AXP{0.6222222222%} BA{0.3555555556%} TRV{2.5777777778%} DD{0.2666666667%} WBA{0.3555555556%} 
3,30276.14473688032376230694,13201.59628584640449844301,0.43603954204133277273,29,AAPL{0.9507346586%} MSFT{10.1123595506%} UNH{9.9394987035%} JNJ{9.7666378565%} V{7.9515989628%} WMT{7.0008643042%} JPM{1.3828867761%} PG{5.3586862576%} CVX{2.0743301642%} HD{9.9394987035%} MRK{0.6914433881%} KO{9.9394987035%} CSCO{0.6050129646%} MCD{3.8029386344%} NKE{0.0864304235%} DIS{1.2964563526%} VZ{1.8150388937%} AMGN{2.2471910112%} HON{0.6914433881%} IBM{2.5064822818%} CRM{0.1728608470%} GS{6.9144338807%} CAT{0.3457216940%} INTC{0.3457216940%} AXP{0.6050129646%} BA{0.3457216940%} TRV{2.5064822818%} DD{0.2592912705%} WBA{0.3457216940%} 
4,30366.54346031126988236792,17510.46432469937644782476,0.57663673007714411067,27,AAPL{0.1921229587%} MSFT{8.9337175793%} UNH{10.5667627281%} JNJ{5.0912584054%} V{11.2391930836%} WMT{9.8943323727%} JPM{0.5763688761%} PG{6.6282420749%} CVX{0.1921229587%} HD{7.3006724304%} MRK{5.3794428434%} KO{11.2391930836%} CSCO{0.0960614793%} MCD{0.3842459174%} NKE{1.0566762728%} DIS{2.1133525456%} VZ{3.5542747358%} HON{2.4975984630%} IBM{0.8645533141%} GS{1.1527377522%} CAT{0.0960614793%} INTC{2.4015369837%} AXP{0.8645533141%} BA{0.0960614793%} MMM{0.1921229587%} TRV{7.3006724304%} WBA{0.0960614793%} 
5,30584.21634963649194105528,18000.73721322849087300710,0.58856297010998737118,27,AAPL{0.1951219512%} MSFT{9.0731707317%} UNH{9.1707317073%} JNJ{5.1707317073%} V{11.4146341463%} WMT{10.0487804878%} JPM{0.5853658537%} PG{6.7317073171%} CVX{0.1951219512%} HD{7.4146341463%} MRK{5.4634146341%} KO{11.4146341463%} CSCO{0.0975609756%} MCD{0.3902439024%} NKE{1.0731707317%} DIS{2.1463414634%} VZ{3.6097560976%} HON{2.5365853659%} IBM{0.8780487805%} GS{1.1707317073%} CAT{0.0975609756%} INTC{2.4390243902%} AXP{0.8780487805%} BA{0.0975609756%} MMM{0.1951219512%} TRV{7.4146341463%} WBA{0.0975609756%} 
6,30904.36466116198789677583,18276.96011332099806168117,0.59140384582278593406,27,AAPL{0.1863932898%} MSFT{8.6672879776%} UNH{7.2693383038%} JNJ{10.9040074557%} V{10.9040074557%} WMT{9.5992544268%} JPM{0.5591798695%} PG{6.4305684995%} CVX{0.1863932898%} HD{7.0829450140%} MRK{5.2190121156%} KO{10.9040074557%} CSCO{0.0931966449%} MCD{0.3727865797%} NKE{1.0251630941%} DIS{2.0503261883%} VZ{3.4482758621%} HON{2.4231127679%} IBM{0.8387698043%} GS{1.1183597390%} CAT{0.0931966449%} INTC{2.3299161230%} AXP{0.8387698043%} BA{0.0931966449%} MMM{0.1863932898%} TRV{7.0829450140%} WBA{0.0931966449%} 
7,30932.47149917598289903253,18729.81603145230474183336,0.60550661242672609852,24,AAPL{0.1945525292%} MSFT{12.1595330739%} UNH{12.3540856031%} JNJ{6.7120622568%} V{9.9221789883%} WMT{10.0194552529%} JPM{0.4863813230%} PG{7.0038910506%} HD{5.1556420233%} MRK{2.8210116732%} KO{8.0739299611%} CSCO{1.9455252918%} MCD{0.3891050584%} DIS{0.3891050584%} VZ{3.3073929961%} AMGN{0.0972762646%} IBM{1.0700389105%} CRM{1.5564202335%} GS{6.3229571984%} CAT{0.1945525292%} INTC{0.0972762646%} AXP{0.4863813230%} MMM{0.7782101167%} TRV{8.4630350195%} 
8,31119.17329216896905563772,19289.45568917671698727645,0.61985758773453147885,25,AAPL{0.2926829268%} MSFT{10.2439024390%} UNH{10.8292682927%} JNJ{6.7317073171%} V{11.1219512195%} WMT{12.1951219512%} PG{7.1219512195%} CVX{3.1219512195%} HD{6.7317073171%} MRK{8.8780487805%} KO{0.2926829268%} CSCO{0.1951219512%} MCD{0.1951219512%} DIS{2.5365853659%} VZ{1.2682926829%} AMGN{0.4878048780%} HON{0.6829268293%} IBM{0.6829268293%} CRM{2.9268292683%} GS{3.4146341463%} CAT{0.3902439024%} INTC{3.2195121951%} AXP{0.0975609756%} TRV{6.2439024390%} WBA{0.0975609756%} 
9,31131.96373084735751035623,19586.78171137837125570513,0.62915342831299303494,25,AAPL{0.2926829268%} MSFT{10.2439024390%} UNH{10.8292682927%} JNJ{6.7317073171%} V{11.1219512195%} WMT{12.1951219512%} PG{7.1219512195%} CVX{3.1219512195%} HD{6.7317073171%} MRK{8.8780487805%} KO{0.2926829268%} CSCO{0.1951219512%} MCD{0.1951219512%} DIS{2.5365853659%} VZ{1.2682926829%} AMGN{0.4878048780%} HON{0.6829268293%} IBM{0.6829268293%} CRM{1.3658536585%} GS{3.4146341463%} CAT{0.3902439024%} INTC{3.2195121951%} AXP{0.0975609756%} TRV{7.8048780488%} WBA{0.0975609756%} 
10,31181.57498981918251956813,20500.92764801110388361849,0.65746927968534873976,24,AAPL{0.1784121320%} MSFT{10.6155218555%} UNH{8.2069580731%} JNJ{7.8501338091%} V{9.9910793934%} WMT{5.3523639607%} JPM{0.0892060660%} PG{8.6529884032%} CVX{1.6057091882%} HD{9.5450490633%} MRK{4.2818911686%} KO{8.6529884032%} CSCO{0.5352363961%} DIS{8.3853702052%} VZ{2.4977698483%} AMGN{1.4272970562%} IBM{0.4460303301%} CRM{0.3568242640%} GS{0.1784121320%} INTC{2.2301516503%} AXP{0.5352363961%} BA{0.0892060660%} TRV{8.1177520071%} DD{0.1784121320%} 
