Risk,Expected Return
30148.73325284456223016605,14491.48032467532175360247
30304.47999952375175780617,14670.56258290548612421844
30496.31923656641447450966,15757.26491180918310419656
30913.90845802090188954026,16772.10797493200516328216
31130.43322428701503667980,18216.17023890061682322994
31186.98875340528320521116,18332.46368982174317352474
31466.02200699220338719897,19228.23821111445431597531
31911.41702490379248047248,19349.65591060098449815996
33076.43289909590384922922,20531.71287224397747195326
33200.28754111573653062806,20675.28972515856003155932
33652.77207203945727087557,21609.68199546967662172392
34963.02246534493315266445,22266.04429960736888460815
34990.14492432620318140835,22725.74435306554732960649
35182.33570233618956990540,23221.13672304436840931885
35691.24984514308744110167,23519.99560857743563246913
36127.47235581833956530318,24195.14828933857643278316
36253.23700146842747926712,24337.87303684687867644243
36781.26503891477477736771,24864.87294472965368186124
36815.65217771404422819614,25408.79176411962544079870
37676.72888229416275862604,25637.80327876773299067281
38489.98951054229110013694,26628.53417094534597708844
39032.14631701036705635488,26865.72805134400186943822
39979.47213030540297040716,27367.52016792509311926551
40251.11463084805291146040,27834.51518876468617236242
41051.15110105657367967069,28111.40639383871894096956
41430.40127157344250008464,28459.85295197814048151486
42155.74707886175747262314,29384.18357897914756904356
43436.16942006766475969926,29709.19515826036149519496
43743.98721229625516571105,30316.25636726064840331674
44399.36720784097269643098,30936.74908215034156455658
44839.87981685687555000186,31365.03394442764329141937
46345.20467585509322816506,32024.10222802775024319999
46826.69754394853225676343,32049.05877680455159861594
47417.01133483813464408740,32433.76985502871320932172
48613.13498577498103259131,33192.65736635453504277393
48638.60862895981699693948,33248.92255209905852098018
50089.19165621126740006730,33871.46358199935639277101
50262.09105120755702955648,34755.67064633038535248488
51896.35959887031640391797,35083.12636061610101023689
52802.57966655619384255260,35393.76917849592427955940
54112.13327070088416803628,36436.49407731799146858975
55150.65058440680149942636,37041.75768347925622947514
56026.25147682551323669031,37472.62458773783873766661
57404.63004250742960721254,38196.25160676530504133552
59561.29089799517532810569,38609.80511325880070216954
59777.07079157242696965113,38691.91295832076139049605
60142.84110585535381687805,39307.43085774690553080291
61610.68954935719375498593,39591.91282996069639921188
62248.21844969916128320619,39954.79197825424489565194
63957.17049475990643259138,40909.61671398366888752207
64123.92624998604878783226,41148.23433403806848218665
65260.64263879793725209311,41476.79986408931290498003
66824.52106002572691068053,42195.57622168522357242182
67842.69432115909876301885,42563.36672002413979498670
68440.89335831529751885682,43147.83117789185780566186
69461.23431463424640242010,43309.31223497434984892607
70447.72307029120565857738,43882.39522198729537194595
71178.75481249782023951411,44081.86514044090290553868
71504.25740095092623960227,44321.72080036241095513105
72224.23383221362018957734,44776.89022047715843655169
72912.85379497439134865999,44819.10899124127172399312
74269.53162099405017215759,45232.31201449711079476401
74594.07125734028522856534,45356.19190576861001318321
75586.34763955496600829065,45829.11218967078457353637
76563.43634047232626471668,46303.64735427362757036462
77308.53266362092108465731,46800.90961945026356261224
79457.27748572180280461907,47061.54221383267577039078
79493.80049889534711837769,47116.47938991234696004540
80921.48550038332177791744,47401.74384475991246290505
81953.77423759987868834287,47435.00749018425267422572
82114.42269202494935598224,48161.91337662339356029406
83933.41350491440971381962,48382.18023557832930237055
85289.36682486330391839147,48590.65157354276743717492
85334.13914807121909689158,49409.42486559947428759187
85858.23365885156090371311,49561.37900634240213548765
86956.16282652803056407720,49674.15388704318320378661
87585.12807102655642665923,50382.91551495010935468599
88577.45672669479972682893,50966.64653880995319923386
88697.69450263865292072296,51028.93147991543082753196
89559.86388176881882827729,51412.02293264865147648379
90713.89956164876639377326,51835.09733917239645961672
91990.92064428194134961814,52295.17774388397810980678
92438.17757228916161693633,52533.74250347321503795683
93445.91682518243032973260,52878.46681063119467580691
95047.52999732163152657449,53066.70336152215895708650
95705.70354458555812016129,53539.60253941405244404450
96860.75800874203559942544,54467.23622470548434648663
97908.40924326849926728755,54620.41992449407553067431
98853.57290182236465625465,54720.38724554516375064850
99297.29516452994721475989,55106.02647840531426481903
100961.49162030829756986350,55579.14091150703461607918
102873.38918640426709316671,56142.18577771064883563668
125261.02482216531643643975,58357.14168529138987651095
