Risk,Expected Return
105403.27269873932527843863,74373.12205678045575041324
105521.78240170425851829350,74771.69007248566776979715
105654.08181594533380120993,74871.54047719723894260824
105751.36112335529469419271,75279.50797644216800108552
106036.73012014449341222644,76131.98711869526596274227
106454.82372038811445236206,76173.24555723345838487148
106870.03303847572533413768,76539.32044397466233931482
107044.33998759147652890533,76735.36576864993548952043
107100.47951837211439851671,77048.61924494114646222442
108343.27536692109424620867,77304.88423739052086602896
108463.52792585190036334097,77655.24514648146578110754
108544.66116038199106696993,77837.14149803687178064138
108705.30399389995727688074,78145.43161884631263092160
109020.20243573654443025589,78292.87013591063441708684
109631.41120413123280741274,78575.55590456062054727226
109811.92477956907532643527,78843.39874358200177084655
110266.96530435312888585031,79015.24390818485699128360
110961.85670267730893101543,79291.83613409847021102905
111567.22554139587737154216,79409.50576865002221893519
112265.31374767969828099012,79470.43495318639907054603
112666.07016657289932481945,79781.37812745393603108823
113377.03593169146915897727,79982.34767139836912974715
113471.01989287401374895126,80004.25549984900862909853
115411.55227401622687466443,80258.97778012690832838416
116072.85061005968600511551,80435.95947749921469949186
116358.87238145009905565530,80496.51376925401564221829
116947.31371628714259713888,80658.01027182121470104903
119296.49139296522480435669,80923.02826940502563957125
120623.10465337340428959578,81190.19236484452267177403
122625.55685015936614945531,81355.53996677741815801710
124203.30499981329194270074,81521.74148595593578647822
125655.97057774159475229681,81905.16914225308573804796
126061.10397048019513022155,82070.24777408641239162534
127231.75119699258357286453,82300.40469344613666180521
128260.26046188076725229621,82435.20418302627513185143
129280.07670219478313811123,82544.48308970105426851660
131443.97355748931295238435,82757.15845665968663524836
133673.40039078428526408970,83102.04302023566560819745
136453.81130156124709174037,83350.59040471160551533103
136786.59573465888388454914,83443.55495922686532139778
139287.11270316669833846390,83545.29043793414894025773
139702.00581677933223545551,83646.75329507704009301960
143059.24451386835426092148,83773.52681063124327920377
143594.35565363010391592979,83846.05097251596453133970
146805.04951422443264164031,84045.14340682575129903853
150641.27642287695198319852,84228.48617034133349079639
152217.74938115119584836066,84312.84855934770894236863
156062.84795678235241211951,84365.71171851411054376513
156698.78145842530648224056,84483.98343400788144208491
157798.17281939915847033262,84552.32864391429757233709
159162.84901763833477161825,84799.04854424642689991742
164900.19856520241592079401,84826.14524010872992221266
166763.51649539655772969127,84912.45864391425857320428
168312.19818378190393559635,85078.56299003327148966491
170610.92810030616237781942,85150.59840229543624445796
177668.63423716716351918876,85287.99355179708800278604
179063.09492072922876104712,85569.80638779826404061168
180898.36261033586924895644,85794.09500151014071889222
186908.99920019539422355592,85798.45547266690118703991
188089.46359540391131304204,85936.07400483240780886263
198207.43068544362904503942,86339.39046511625929269940
210370.47392519030836410820,86354.24828450621862430125
213495.75259385441313497722,86431.01627302933775354177
214786.78688752153539098799,86598.94677438850339967757
217849.64259083484648726881,86635.50778918758442159742
218561.40448556147748604417,86737.59133192394801881164
220708.96790341922314837575,86845.77121715493558440357
224530.76001531147630885243,86965.33181214141950476915
226915.24550273502245545387,87173.19883418911194894463
227385.35271197740803472698,87266.24863485356036107987
231274.23687268502544611692,87295.50698278471827507019
232157.07310850574867799878,87413.72846270010631997138
235340.20890039770165458322,87441.08410752042254898697
238062.25017415112233720720,87494.83105708245420828462
241486.62945837873849086463,87561.26817879796726629138
245301.30300021811854094267,87633.39128057993366383016
247492.50028325189487077296,87720.32371791002515237778
251142.34592928938218392432,87791.95675022657087538391
254257.89629682141821831465,87798.72986408940050750971
257908.93168796307872980833,87864.38821504084626212716
259897.89375039443257264793,87985.47803080650919582695
263300.15742812503594905138,88004.90847478108480572701
265038.44195772823877632618,88171.11454243438492994756
268958.32572005304973572493,88246.62515252192679326981
