DailyRisk,ExpectedReturn
39203.065822934891912154853344,2753.68083056478417347534559667
39210.6200929562983219511806965,3036.81068257327478931983932853
39212.4066345753890345804393291,3144.2232316521185566671192646
39220.1385214576730504631996155,3169.73335548174009090871550143
39224.5751144235255196690559387,3193.60110540623327324283309281
39231.9617078244409640319645405,3195.22345816971483145607635379
39240.1321233748749364167451859,3200.0754817276147150550968945
39244.496354557290032971650362,3255.27582301419852228718809783
39259.2820856833350262604653835,3268.84664451830576581414788961
39262.5000203470117412507534027,3346.94668378138430853141471744
39264.2181579723837785422801971,3355.93994261552143143489956856
39278.6016006870122510008513927,3397.02429779523436081944964826
39332.3643553892397903837263584,3461.15089096950941893737763166
39352.4719483683220460079610348,4133.36786469347043748712167144
39383.6722680894745280966162682,4239.70176985801208502380177379
39393.16156034129380714148283,4268.73633947447979153366759419
39409.0775065631532925181090832,4297.6298761703601485351100564
39411.6599093444237951189279556,4302.44621564483441034099087119
39415.6781397287195431999862194,4315.423340380571971763856709
39423.875651438655040692538023,4351.26815161582635482773184776
39424.7728588442550972104072571,4351.30186650560972339008003473
39431.6485367893255897797644138,4356.49748414378427696647122502
39444.9675701895903330296278,4380.77844759894560411339625716
39460.4225622563390061259269714,4414.78224403506465023383498192
39464.695037331322964746505022,4455.09536695865335786947980523
39476.276475671336811501532793,4462.67886439143694587983191013
39478.6998597319616237655282021,4521.16237390513924765400588512
39500.9201069164118962362408638,4575.29607369376026326790452003
39509.143013849046838004142046,4604.84993959533312590792775154
39531.7004691439360613003373146,4632.19848686196928611025214195
39541.0698103343675029464066029,4644.77663243737151788081973791
39550.2599120100203435868024826,4670.44992449415440205484628677
39591.3979358839351334609091282,4783.86913017214010324096307158
39674.5199850826029432937502861,5035.32277861673537699971348047
39734.3663358409903594292700291,5099.39115675023276708088815212
39968.0327949288766831159591675,5181.56032920568395638838410378
39986.7178071138259838335216045,5271.47486257931359432404860854
40011.9589038937192526645958424,5940.68415886442289775004610419
40045.6915054345736280083656311,6305.23579885228900820948183537
40066.7622171591647202149033546,6402.7326276049952866742387414
40144.2738068599355756305158138,6545.15061008762131677940487862
40206.0557553816179279237985611,6603.56419208701026946073397994
40206.3160934555635321885347366,6729.93707037148578820051625371
40272.2912244835097226314246655,6801.40995167623532324796542525
40316.0230335219239350408315659,6893.58625188768928637728095055
40334.1335166767239570617675781,6908.13533977652332396246492863
41095.1685128097597043961286545,7524.38659921474845759803429246
41106.9058563575235893949866295,7591.09259740259039972443133593
41199.705545982476905919611454,8336.04708245242727571167051792
42146.4216208482976071536540985,8848.61054062218136095907539129
42867.78071845966769615188241,9281.16945937787750153802335262
43241.9197965525672771036624908,9320.29377529441262595355510712
43418.7603606441916781477630138,10415.719528843272200901992619
43453.2095608622621512040495872,10661.2528299607838562224060297
43474.3854909588480950333178043,10666.2313621262564993230625987
43481.1927187213877914473414421,10675.5361945031618233770132065
43789.2564986019278876483440399,11860.3038900634401215938851237
44291.7763001935090869665145874,12714.1642041679224348627030849
45391.4070821924178744666278362,14716.950513440004215226508677
45603.4477460259513463824987411,16104.0590123830297670792788267
45614.0992330257795401848852634,16179.2463092721500288462266326
45618.2599464275117497891187668,16229.5084687405651493463665247
45694.8867253893185988999903202,16289.3370824524045019643381238
45726.123875631921691820025444,16422.8085442464580410160124302
45795.4772333179935230873525143,16631.890525521001109154894948
45806.679440293912193737924099,16658.1653337359930446837097406
45835.797548198279400821775198,16659.4660767140048847068101168
45894.1836198705714195966720581,17831.7266445182904135435819626
46040.3054630969854770228266716,18004.303186348530289251357317
46162.7520819252822548151016235,18742.7556810631249391008168459
46209.3092112540471134707331657,18999.3923950468270049896091223
46605.5407485442701727151870728,19545.2380308064421114977449179
46620.2588734048549667932093143,20131.3433826638574828393757343
46643.2582217699309694580733776,20169.0898761703501804731786251
46699.3601363667257828637957573,20307.0772395046806195750832558
46714.034696129441726952791214,20559.2722591362180537544190884
46742.8016408504263381473720074,20677.2349592268983542453497648
46856.7606383846577955409884453,20896.5102506795810768380761147
46872.0928893837481155060231686,20981.1535819994387566111981869
46972.7915588506730273365974426,21125.6537722742468758951872587
46982.0213272121472982689738274,21137.575871337976423092186451
47018.6177205485728336498141289,21233.8453790396197291556745768
47060.74248415506735909730196,21260.1499124131987628061324358
47062.2753994428712758235633373,21263.2280881908809533342719078
47105.5430107371867052279412746,21299.9569012382999062538146973
47123.1482197559162159450352192,21398.9588070069730747491121292
47138.3966992180357920005917549,21459.660604047123342752456665
47150.6496681637727306224405766,21483.2170945334401039872318506
47158.1868972129450412467122078,21488.8180398671174771152436733
47171.5531264321543858386576176,21522.323437028113403357565403
47195.1724806624988559633493423,21576.4397583811769436579197645
47255.6871644881102838553488255,21577.0892086982785258442163467
47301.4707055949038476683199406,21587.3407157958718016743659973
47305.5866792796150548383593559,21620.9444699486703029833734035
47458.6352192624763119965791702,21811.1515735427783511113375425
47505.5904562051728134974837303,21938.4566354576127196196466684
47668.7047124198434175923466682,22123.2595983087303466163575649
47704.1305120784527389332652092,22181.2757777106489811558276415
47926.0211988119044690392911434,22486.9146481425523234065622091
48812.591260470115230418741703,22585.3092962851369520649313927
48814.5237200348565238527953625,22800.8828360012012126389890909
49220.1405045602004975080490112,23061.4792358803715615067631006
49253.6705014494291390292346478,23402.7466837813553865998983383
49309.025100758917687926441431,23856.4336484445630048867315054
49450.8693061485537327826023102,24104.3581636967755912337452173
50070.4555903830623719841241837,24365.4418997282264172099530697
51151.6348763310961658135056496,24739.055702204783301567658782
51807.4704309005028335377573967,25009.4438296587359218392521143
