7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T,AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
1449.200,1270.000,103.620,552.800,4315.000,2839.500,21166.667,2165.000,7015.000,2336.000,823.800,14150,889.000,1241.333,2270.500,3760.000,2753.333,891.000,1205.250,1928.000,956.167,2408.500,1378.000,1665.000,4092,1532.500,855.300,4274.000,1452.000,4456.000,56.148,137.070,217.210,129.990,174.290,39.283,115.550,123.850,116.010,231.080,83.610,54.650,47.740,209.020,92.280,129.550,59.850,193.190,164.190,143.660,147.690,202.690,122.370,50.760,116.700,374.940,158.380,145.550,67.950,54.700
1431.800,1240.000,105.340,550.000,4200.000,2924.500,21253.333,2180.333,6938.333,2298.000,814.600,14145,876.333,1235.333,2248.500,3769.000,2733.333,886.000,1182.500,1940.667,939.333,2400.000,1372.000,1665.000,4001,1511.000,861.200,4266.000,1454.000,4486.000,54.740,134.650,216.750,132.000,169.830,38.707,113.250,121.080,112.290,225.550,81.620,53.080,46.560,206.270,91.490,129.140,58.910,189.210,161.080,141.690,144.220,198.250,119.960,49.390,112.860,367.360,155.650,142.390,67.240,52.830
1396.400,1229.600,104.980,541.900,4115.000,2918.500,20426.667,2191.667,6951.667,2253.000,801.200,13900,873.833,1222.667,2213.000,3683.000,2696.667,866.750,1159.000,1906.000,914.167,2342.000,1342.000,1642.000,3896,1479.000,855.200,4195.000,1448.000,4338.000,55.205,136.280,215.360,131.190,172.870,38.770,112.190,121.740,113.150,226.810,82.740,53.840,47.060,210.030,92.220,128.150,59.010,192.620,161.520,142.020,147.000,197.240,120.040,50.030,112.550,372.070,155.230,141.730,68.120,52.600
1399.000,1243.000,104.700,537.700,4120.000,2942.000,20300.000,2208.667,7010.000,2273.000,802.600,14020,875.167,1215.667,2210.000,3640.000,2716.667,865.000,1164.500,1910.000,918.333,2365.500,1347.000,1632.000,3838,1496.500,859.900,4205.000,1471.000,4498.000,56.752,138.120,219.800,133.660,175.980,39.387,114.620,124.000,113.850,227.930,85.000,54.540,47.520,211.690,93.070,130.270,59.900,195.590,163.630,142.990,148.030,200.800,121.040,50.920,114.410,375.700,155.820,144.960,68.150,52.970
1397.200,1241.400,105.680,532.800,4157.000,2939.000,20150.000,2208.667,6948.333,2243.000,801.200,14080,879.500,1205.667,2209.000,3621.000,2723.333,865.000,1144.500,1909.000,910.000,2346.000,1373.000,1619.000,3850,1505.500,862.600,4131.000,1445.000,4514.000,56.765,137.120,221.240,133.160,174.900,39.077,114.370,122.840,113.260,226.740,84.390,53.870,47.770,211.920,93.170,130.900,60.250,197.170,163.180,141.280,148.800,200.400,120.250,50.620,113.650,376.540,153.520,143.150,66.700,52.760
1417.400,1240.400,108.360,535.400,4191.000,2955.000,20386.667,2206.000,7043.333,2231.000,802.400,14215,880.000,1209.333,2194.500,3694.000,2753.333,868.500,1156.500,1891.000,908.000,2346.000,1358.667,1629.000,3918,1535.500,869.600,4166.000,1446.000,4513.000,56.100,135.670,220.110,131.840,172.420,39.193,111.820,120.930,111.710,226.670,83.290,53.580,46.390,211.110,91.750,128.470,59.720,196.080,158.620,138.380,145.910,197.370,117.970,49.725,112.540,374.100,150.740,140.630,64.920,52.090
1425.000,1234.800,107.740,531.600,4158.000,2921.000,20360.000,2207.333,7075.000,2228.000,793.800,14050,875.000,1204.667,2191.500,3699.000,2733.333,865.000,1148.250,1877.333,914.333,2346.500,1368.000,1615.000,3854,1525.000,874.200,4136.000,1442.000,4514.000,56.758,138.240,222.080,129.220,174.880,39.643,112.630,121.980,113.140,228.940,84.180,53.830,46.840,212.830,92.520,129.330,59.220,196.690,159.840,139.670,147.050,196.850,119.440,50.480,113.920,374.960,150.990,141.300,64.810,52.075
1421.600,1227.200,107.760,529.700,4190.000,2958.500,20550.000,2165.333,7125.000,2310.000,786.200,14070,879.000,1205.000,2188.500,3687.000,2716.667,869.000,1156.000,1849.667,921.667,2356.500,1387.667,1607.000,3840,1547.500,879.100,4141.000,1430.000,4503.000,57.523,139.100,223.730,129.060,174.880,39.870,114.210,121.940,114.590,231.610,83.760,53.660,46.150,211.760,93.000,129.340,59.830,198.680,160.970,141.130,146.410,199.870,122.690,51.110,115.020,371.000,152.310,141.560,63.140,52.930
1453.800,1246.000,108.220,535.300,4156.000,2965.500,21090.000,2172.667,7168.333,2340.000,800.400,14125,893.667,1217.000,2236.500,3720.000,2700.000,880.500,1175.000,1853.333,942.833,2369.500,1455.667,1621.000,3893,1586.000,882.800,4204.000,1450.000,4529.000,59.053,139.680,222.070,131.330,177.060,40.080,116.140,121.090,116.150,234.660,84.340,53.300,46.560,209.020,93.880,130.020,59.930,200.800,163.530,142.760,149.370,204.680,128.400,52.090,116.400,374.920,158.100,142.600,65.160,53.990
1453.800,1246.000,108.220,535.300,4156.000,2965.500,21090.000,2172.667,7168.333,2340.000,800.400,14125,893.667,1217.000,2236.500,3720.000,2700.000,880.500,1175.000,1853.333,942.833,2369.500,1455.667,1621.000,3893,1586.000,882.800,4204.000,1450.000,4529.000,58.968,139.550,220.590,130.720,177.360,39.723,116.450,120.050,116.180,234.180,84.690,53.300,46.050,208.380,94.880,129.700,59.600,202.890,162.980,142.040,149.370,205.820,128.380,51.640,116.390,373.180,160.510,143.110,64.800,53.670
