7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T,AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
1329.200,951.200,95.100,558.800,5450.000,2421.000,17496.667,1840.333,5453.333,1907.200,733.800,12925,1039.667,1312.333,2036.000,4575.000,2546.667,873.250,1098.500,1812.667,1025.000,2774.500,1419.000,1733.000,3867,1694.500,803.500,4331.000,1212.000,5231.000,47.810,119.020,245.540,138.980,157.260,32.607,104.640,103.640,124.940,195.640,83.300,46.720,54.980,188.390,85.230,112.510,59.090,191.770,161.470,143.300,161.180,196.740,140.250,54.510,111.700,391.540,211.940,138.020,163.260,63.490
1337.800,936.000,93.200,568.200,5415.000,2383.500,17266.667,1829.333,5621.667,1950.000,745.600,13030,1038.000,1332.000,2008.500,4552.000,2500.000,875.750,1110.250,1819.333,1036.667,2746.500,1395.000,1741.000,4039,1673.500,802.200,4362.000,1188.000,5075.000,48.505,119.190,244.410,137.710,157.780,32.313,105.140,103.750,124.930,194.310,83.210,46.570,55.290,188.350,84.370,111.960,58.530,192.430,161.040,143.000,160.510,197.500,140.190,54.360,111.000,390.750,212.130,136.810,109.470,55.360
1345.600,945.000,93.520,570.000,5452.500,2382.500,18206.667,1790.000,5781.667,2033.000,751.200,12955,1042.000,1340.333,2006.000,4560.000,2433.333,883.500,1122.500,1859.000,1045.000,2725.000,1412.333,1749.000,4149,1645.000,803.300,4401.000,1196.000,5070.000,48.837,119.970,245.840,137.170,158.460,32.397,105.350,103.690,123.890,198.610,83.180,46.180,55.630,188.350,84.470,112.520,58.870,192.920,160.290,143.630,162.620,200.860,139.260,55.480,110.560,384.740,213.130,136.600,112.050,54.840
1354.800,932.400,93.700,567.600,5470.000,2400.000,18160.000,1766.333,5811.667,2029.000,739.600,13025,1047.333,1340.000,2002.000,4506.000,2430.000,881.750,1155.500,1834.333,1054.667,2711.000,1408.000,1748.000,4147,1647.000,801.500,4436.000,1202.000,4987.000,48.922,119.360,247.390,135.570,157.640,32.703,105.560,103.430,124.800,200.450,81.850,46.480,55.140,189.870,85.280,114.750,58.990,192.330,161.070,142.780,158.520,202.230,140.130,55.920,110.120,395.860,215.030,136.520,113.340,54.150
1368.000,963.200,93.460,571.800,5460.000,2406.000,18186.667,1756.333,5895.000,2066.000,755.000,13090,1053.667,1348.000,2022.000,4499.000,2400.000,891.250,1168.000,1839.333,1059.667,2697.500,1362.000,1748.000,4197,1650.500,784.300,4448.000,1209.000,4974.000,49.250,119.890,248.780,136.180,157.650,32.943,105.310,103.650,126.420,202.060,81.150,46.470,55.210,190.710,85.400,115.000,59.090,195.410,161.700,143.280,158.560,202.380,140.360,55.600,110.960,391.930,215.410,136.400,113.700,54.690
1357.600,961.000,92.000,566.800,5437.500,2418.500,18256.667,1763.667,5801.667,2041.000,745.400,13160,1054.667,1334.667,2023.500,4443.000,2386.667,885.000,1144.250,1812.333,1043.667,2672.500,1360.333,1741.000,4166,1654.000,779.500,4433.000,1230.000,4982.000,50.025,119.930,248.750,136.140,157.750,33.077,105.650,104.970,126.680,203.550,80.950,46.550,55.490,189.850,84.730,114.960,59.130,194.880,162.060,143.390,158.470,202.540,139.820,55.680,110.700,374.520,215.020,135.880,114.420,55.060
1366.200,1050.000,91.560,566.400,5415.000,2412.500,18280.000,1759.667,5856.667,2072.000,747.600,13180,1039.667,1329.000,2016.000,4449.000,2393.333,887.250,1147.500,1819.333,1048.000,2639.000,1325.000,1736.000,4260,1643.000,788.400,4406.000,1227.000,4893.000,49.875,119.280,248.790,135.570,157.490,32.897,104.870,104.660,125.540,200.900,80.800,46.670,55.180,190.080,84.280,116.860,58.400,192.980,160.850,142.110,156.970,200.620,136.350,55.320,109.850,369.040,211.960,135.190,114.660,54.500
1359.000,1024.200,91.240,560.600,5492.500,2384.000,18406.667,1746.000,5805.000,2090.000,735.400,13120,1022.333,1318.333,2004.500,4412.000,2356.667,875.750,1164.250,1825.667,1037.000,2609.000,1299.333,1726.000,4258,1616.500,793.400,4383.000,1241.000,4851.000,50.155,120.190,246.030,135.580,158.560,33.200,105.340,104.650,125.490,199.430,80.820,46.640,55.820,189.220,84.880,117.160,58.610,193.890,159.970,143.020,160.240,202.980,137.530,55.750,110.160,364.940,212.110,135.460,115.500,54.510
1348.200,1025.200,92.100,552.800,5470.000,2417.000,18500.000,1753.000,5820.000,2108.000,728.000,13265,1016.667,1297.667,2001.500,4390.000,2370.000,871.750,1185.750,1848.000,1024.667,2625.500,1314.333,1716.000,4246,1618.000,796.200,4397.000,1240.000,4873.000,49.737,120.330,235.420,135.210,157.860,33.600,106.230,104.750,125.990,201.480,79.840,46.710,55.600,188.880,85.000,116.600,58.560,192.110,160.900,143.780,160.730,202.830,138.870,55.800,109.850,370.160,213.530,136.280,116.670,53.440
1357.800,1040.200,91.540,555.300,5737.500,2402.500,19960.000,1738.333,5828.333,2102.000,724.600,13265,1013.333,1307.667,2001.500,4293.000,2326.667,877.000,1198.500,1865.667,1028.333,2626.000,1278.333,1717.000,4208,1570.000,797.900,4385.000,1210.000,4858.000,49.718,120.950,223.220,135.980,159.640,33.853,111.210,105.060,119.760,203.850,79.430,46.740,56.290,191.600,86.240,130.060,58.740,191.420,162.470,144.350,160.710,207.840,141.200,56.420,110.910,379.640,217.420,137.720,118.410,53.450
1366.200,1044.000,92.360,563.500,5912.500,2385.000,20143.333,1770.667,5855.000,2122.000,731.000,13355,1019.667,1332.000,2019.000,4277.000,2326.667,893.250,1213.500,1905.667,1039.667,2624.500,1292.333,1736.000,4316,1577.500,810.200,4432.000,1242.000,4883.000,49.807,121.050,230.200,136.520,160.440,34.143,109.940,105.730,120.140,204.860,78.530,47.000,56.560,191.850,86.830,132.040,58.710,191.200,162.000,143.900,160.090,199.910,140.250,56.280,110.530,375.460,215.830,136.790,116.700,54.240
1363.000,1070.800,93.760,563.400,5987.500,2524.500,20610.000,1737.000,5870.000,2118.000,740.000,13320,1008.000,1329.667,2000.000,4269.000,2306.667,891.000,1210.500,1909.000,1046.000,2623.000,1276.667,1736.000,4304,1574.500,811.300,4426.000,1223.000,4844.000,49.812,120.770,220.960,138.020,160.230,34.310,111.100,106.420,121.170,204.470,77.560,46.950,56.950,191.700,87.800,129.900,58.790,188.050,162.860,145.140,158.690,201.840,142.030,56.710,111.880,381.720,216.900,138.340,117.450,54.840
1390.600,1072.600,92.760,573.100,5895.000,2503.000,20800.000,1726.000,5916.667,2108.000,752.200,13245,1006.667,1351.000,2000.000,4219.000,2313.333,894.500,1228.500,1911.667,1056.667,2604.000,1265.333,1755.000,4322,1565.500,815.800,4422.000,1193.000,4806.000,50.782,121.770,216.840,138.520,160.440,34.387,114.300,105.850,120.270,206.550,73.920,47.280,56.310,191.610,88.730,131.750,57.780,182.470,162.890,139.110,155.340,207.900,142.740,58.560,111.760,377.520,217.640,135.870,117.600,55.140
1395.200,1059.800,93.400,569.900,5767.500,2483.000,21090.000,1654.333,5915.000,2101.000,736.000,13225,998.167,1359.333,2000.500,4070.000,2250.000,890.000,1256.500,1894.333,1071.333,2574.000,1279.000,1756.000,4329,1515.500,802.900,4436.000,1163.000,4773.000,50.965,123.370,221.750,137.520,160.160,34.393,113.460,106.050,119.860,205.660,73.190,47.480,56.400,194.910,89.200,132.450,58.040,177.470,169.060,140.330,155.990,205.910,143.360,58.490,113.670,380.070,218.880,138.930,117.000,54.630
1391.600,1066.200,91.720,565.600,5772.500,2467.000,21530.000,1670.333,6051.667,2108.000,729.000,13470,996.167,1353.667,2000.000,4059.000,2263.333,888.250,1295.500,1871.333,1066.000,2564.000,1228.333,1743.000,4391,1511.500,797.600,4427.000,1180.000,4734.000,50.965,123.370,221.750,137.520,160.160,34.393,113.460,106.050,119.860,205.660,73.190,47.480,56.400,194.910,89.200,132.450,58.040,177.470,169.060,140.330,155.990,205.910,143.360,58.490,113.670,380.070,218.880,138.930,117.000,54.630
1392.600,1062.000,91.500,560.600,5735.000,2479.000,21510.000,1665.333,5981.667,2114.000,729.400,13400,1006.667,1353.667,2003.000,4118.000,2260.000,894.500,1289.750,1876.333,1055.667,2579.500,1257.667,1742.000,4329,1516.500,800.000,4422.000,1200.000,4795.000,51.133,123.760,227.110,137.830,160.400,34.123,113.600,106.010,121.900,204.780,73.460,47.400,56.340,193.920,87.360,131.680,58.370,176.360,168.240,138.890,158.760,204.600,142.380,58.820,112.330,375.170,218.540,136.610,114.960,54.100
1398.600,1057.600,91.680,559.800,5752.500,2489.000,21113.333,1709.333,5966.667,2118.000,730.200,13630,1014.000,1351.333,2018.500,4101.000,2283.333,899.000,1277.500,1877.333,1060.667,2595.500,1269.000,1741.000,4311,1524.000,801.300,4395.000,1218.000,4889.000,51.870,125.440,230.580,139.900,161.660,34.357,113.740,103.160,122.020,206.050,74.600,48.210,56.690,195.260,87.430,133.360,57.150,179.760,171.810,140.440,161.230,204.140,142.030,58.780,113.970,374.020,219.500,138.010,114.840,53.220
1378.200,1035.800,91.080,551.500,5775.000,2475.000,21473.333,1738.000,5891.667,2093.000,719.800,13720,1008.333,1335.667,1999.500,4146.000,2293.333,887.000,1252.000,1867.667,1031.333,2574.500,1249.333,1728.000,4283,1520.000,795.400,4371.000,1220.000,4858.000,51.790,125.010,230.350,139.200,161.490,34.510,113.550,103.690,118.280,206.720,74.730,47.980,56.880,197.630,88.390,135.100,57.080,178.300,171.290,139.950,159.560,200.540,137.730,58.720,114.020,375.460,219.080,139.180,114.870,53.470
