AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
191.240,374.510,547.160,158.380,256.450,51.447,156.840,152.660,144.810,319.620,103.460,58.640,48.470,285.960,113.480,92.580,38.580,272.450,197.780,160.550,260.000,348.430,256.760,43.740,173.760,233.870,99.850,181.980,72.410,20.790
189.430,369.140,548.280,158.880,254.440,51.433,157.990,152.060,144.870,324.020,105.060,58.570,48.050,286.130,115.150,92.010,38.040,272.540,198.360,161.100,250.660,349.390,254.750,42.350,173.250,234.870,103.440,183.190,71.760,20.790
193.420,372.520,550.260,158.550,254.610,51.910,157.970,146.760,142.860,323.500,106.230,58.660,47.930,286.540,115.410,90.790,38.420,270.870,196.950,161.390,251.020,341.750,255.190,41.920,170.680,234.160,101.690,183.660,70.880,20.510
192.320,368.800,549.530,156.620,254.290,51.347,156.310,146.650,142.530,326.110,105.630,58.600,47.700,286.860,116.110,91.500,38.500,269.350,197.790,160.280,249.130,341.970,255.970,41.270,167.510,236.890,102.790,183.130,70.630,21.380
194.270,370.950,548.270,155.400,255.820,50.820,156.790,146.500,142.420,326.170,103.880,58.740,48.260,286.790,114.810,92.350,38.650,271.310,197.790,160.220,248.850,344.620,257.410,42.150,168.620,237.330,103.280,181.910,70.720,22.910
195.710,374.230,549.770,154.420,255.740,50.287,158.520,145.150,144.310,326.470,103.750,58.610,48.380,285.530,115.910,92.820,38.250,269.120,194.610,161.960,250.810,350.830,259.500,42.700,168.430,244.700,103.370,181.260,70.890,23.160
193.180,371.300,543.680,155.060,256.520,50.413,159.100,145.820,144.350,331.330,104.370,59.040,49.390,289.150,118.610,92.200,37.670,272.140,200.390,163.510,252.100,351.760,260.920,44.540,168.390,248.080,103.160,182.350,71.380,23.000
194.710,374.380,545.720,155.070,259.560,50.453,160.520,145.940,142.500,333.200,104.360,59.420,49.330,291.420,119.640,91.070,37.300,273.990,201.510,164.710,256.450,352.610,261.430,44.040,171.040,248.630,102.560,183.660,70.910,22.930
197.960,374.370,549.010,155.790,262.380,51.350,161.060,148.580,144.610,343.400,107.110,59.930,49.690,295.930,121.170,92.830,36.990,281.620,203.080,163.620,257.320,362.730,267.970,44.570,174.560,250.910,104.190,185.220,71.890,24.630
198.110,365.930,534.240,156.870,258.730,50.723,163.990,144.660,149.930,351.810,105.880,59.040,49.440,290.020,121.020,93.940,37.870,276.320,203.410,162.910,257.210,383.470,285.170,45.180,178.860,256.240,107.040,182.770,73.420,25.140
197.570,370.730,531.120,155.160,258.030,50.913,165.230,143.960,149.350,354.000,105.110,58.600,49.870,287.270,121.550,93.460,37.370,275.450,203.400,162.230,261.600,380.510,285.740,46.160,180.510,264.270,106.980,182.810,73.230,25.200
195.890,372.650,526.550,155.440,258.370,51.657,166.230,146.170,149.680,350.810,106.040,59.020,50.240,290.230,121.140,92.860,37.670,275.480,205.100,162.740,263.590,376.400,285.710,45.690,182.760,260.410,105.870,183.410,73.590,24.980
196.940,373.260,524.040,156.460,259.990,51.843,168.450,146.170,151.640,352.070,106.490,58.830,50.180,290.730,122.640,93.930,37.570,278.440,204.600,161.560,264.340,382.450,292.960,46.660,185.750,263.510,106.250,186.180,74.120,26.030
194.830,370.620,515.930,153.270,257.110,51.237,166.550,143.910,150.250,348.660,105.360,57.610,49.800,288.990,121.430,91.270,37.300,275.180,202.900,160.050,260.250,377.520,289.710,45.760,180.650,260.250,103.670,183.840,73.270,25.400
194.680,373.540,519.880,154.840,259.540,51.600,167.500,144.260,150.710,348.970,106.390,57.990,49.700,291.390,122.530,92.020,37.430,279.330,205.050,160.780,267.250,380.570,290.070,47.080,184.790,262.020,105.560,185.570,74.360,26.060
193.600,374.580,520.310,155.460,258.430,52.217,167.400,145.280,151.050,348.590,107.700,58.320,50.090,291.700,108.040,91.020,37.490,284.160,205.640,162.140,266.340,380.650,290.360,48.000,185.570,260.440,106.330,185.800,75.530,26.220
193.600,374.580,520.310,155.460,258.430,52.217,167.400,145.280,151.050,348.590,107.700,58.320,50.090,291.700,108.040,91.020,37.490,284.160,205.640,162.140,266.340,380.650,290.360,48.000,185.570,260.440,106.330,185.800,75.530,26.220
193.050,374.660,520.030,156.140,259.160,52.137,168.390,145.940,152.410,349.310,107.630,58.560,50.280,292.860,108.020,90.950,37.480,283.900,208.040,163.210,266.220,381.610,295.630,50.500,185.960,262.790,108.110,187.090,76.510,26.610
193.150,374.070,522.790,156.350,258.930,52.627,169.400,146.060,151.910,348.530,107.980,58.710,50.440,294.550,107.130,90.380,37.310,286.530,209.020,163.460,266.720,384.480,298.120,50.760,187.060,262.100,108.740,188.620,76.930,26.640
193.580,375.280,524.900,156.580,260.400,52.523,170.300,145.730,149.770,347.360,108.770,58.750,50.480,295.840,108.820,90.400,37.490,288.460,209.170,163.750,265.580,386.410,296.880,50.390,187.800,260.350,109.690,189.330,77.040,26.600
192.530,376.040,526.470,156.740,260.350,52.550,170.100,146.540,149.160,346.550,109.020,58.930,50.520,296.510,108.570,90.290,37.700,288.020,209.710,163.550,263.140,385.770,295.670,50.250,187.340,260.660,109.320,190.490,76.930,26.110
