AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
239.590,430.980,608.520,154.800,316.650,92.640,246.250,179.700,162.210,426.960,100.610,63.650,59.430,292.440,79.090,117.160,43.850,278.100,229.950,227.390,331.010,601.710,402.510,23.930,302.260,156.540,132.890,263.510,83.720,8.980
242.650,431.200,605.230,152.360,313.010,93.510,244.820,175.420,161.920,429.350,101.850,63.520,59.480,294.500,78.860,116.450,43.830,278.320,226.960,229.000,331.430,602.080,399.260,22.470,302.110,155.000,131.150,260.590,82.940,8.950
243.010,437.420,610.790,150.470,309.900,94.450,243.400,175.110,158.320,427.920,101.370,62.210,59.620,295.090,78.370,116.990,42.520,278.260,229.790,233.490,367.870,598.710,399.510,21.960,302.600,158.280,130.450,261.780,82.520,8.740
243.040,442.620,578.970,149.520,309.080,95.300,245.480,176.030,159.330,426.540,103.550,62.920,60.020,299.470,78.580,116.500,42.550,274.330,226.290,234.750,361.380,596.800,394.980,20.800,300.530,156.670,133.330,263.260,81.740,8.470
242.840,443.570,549.620,149.310,311.010,95.700,247.360,173.820,155.240,431.370,103.090,62.530,59.890,298.980,78.890,116.730,42.370,272.580,226.380,238.040,361.990,599.680,395.030,20.920,303.990,153.930,133.110,261.150,82.820,8.560
246.750,446.020,560.620,149.600,308.300,93.830,243.810,170.790,157.080,429.180,103.790,62.600,58.950,301.370,77.640,114.610,42.360,277.630,225.090,230.000,351.570,594.120,399.260,20.810,296.720,157.040,131.490,251.920,83.540,8.850
247.770,443.330,565.190,149.230,312.380,94.550,242.860,172.280,157.000,422.590,101.000,62.910,58.720,300.710,76.740,114.730,42.300,275.750,229.080,231.720,348.820,585.030,388.390,20.160,302.110,164.100,129.770,247.650,82.080,10.420
246.490,448.990,533.530,146.640,313.790,94.960,243.530,170.630,156.210,421.380,99.750,62.640,58.590,296.100,78.850,114.610,41.990,273.410,229.060,230.120,354.850,592.560,388.870,20.120,302.340,165.960,129.770,245.140,81.930,9.840
247.960,449.560,515.760,146.240,314.230,94.090,241.530,170.850,154.710,414.420,101.250,63.840,58.850,296.630,77.960,114.900,42.080,274.060,227.690,232.260,358.030,591.610,380.780,20.780,300.300,167.750,129.750,243.880,81.560,9.730
248.130,447.270,520.480,146.620,314.740,94.250,239.940,171.060,153.870,416.980,102.000,63.120,58.620,296.600,77.250,113.340,42.280,270.620,227.620,230.820,354.310,585.480,380.510,20.340,302.140,169.650,129.920,246.300,80.840,10.390
251.040,451.590,498.500,143.850,315.890,94.870,239.580,171.140,149.360,410.710,100.060,62.550,58.350,297.710,77.200,112.110,40.880,266.500,236.000,229.330,357.230,586.330,378.920,20.830,303.570,173.170,129.470,246.270,80.070,10.180
253.480,454.460,485.520,146.410,318.300,95.420,238.360,170.330,148.110,408.470,100.060,63.400,58.520,296.080,78.000,113.020,40.780,265.950,233.130,228.970,350.970,574.680,375.800,20.440,301.340,173.030,128.050,243.640,80.130,9.970
248.050,437.390,499.720,144.750,309.780,93.550,230.370,169.080,144.080,393.820,98.340,62.850,57.530,290.880,76.900,111.350,40.240,258.780,226.860,220.170,337.230,550.250,363.890,19.300,287.780,172.620,125.530,236.030,77.620,9.700
249.790,437.030,489.250,143.580,314.880,93.400,232.960,169.190,141.150,385.020,99.520,62.450,57.630,290.230,77.100,111.370,39.970,261.190,226.880,223.920,336.230,553.990,360.370,19.060,293.080,177.040,127.130,237.710,76.850,9.350
254.490,436.600,500.130,144.470,317.710,92.240,237.600,168.060,142.850,392.600,98.050,62.550,58.520,292.680,76.940,112.030,39.930,263.380,228.320,223.360,343.650,566.100,366.040,19.520,298.650,177.350,129.280,240.760,77.280,9.550
255.270,435.250,506.340,145.270,317.220,90.350,238.390,168.110,142.970,392.450,99.370,62.380,58.980,291.290,76.760,111.400,39.940,264.000,227.140,221.930,342.900,570.780,365.390,20.200,298.800,177.690,128.980,241.360,76.880,9.300
258.200,439.330,506.100,145.850,320.650,92.680,242.310,168.940,143.840,396.140,99.450,62.840,59.850,293.990,76.790,112.560,39.800,264.490,228.900,224.410,344.430,582.790,367.570,20.400,303.460,179.340,130.360,242.880,77.250,9.190
258.200,439.330,506.100,145.850,320.650,92.680,242.310,168.940,143.840,396.140,99.450,62.840,59.850,293.990,76.790,112.560,39.800,264.490,228.900,224.410,344.430,582.790,367.570,20.400,303.460,179.340,130.360,242.880,77.250,9.190
259.020,438.110,511.150,145.580,320.910,92.790,243.140,170.160,143.980,395.140,99.870,62.570,59.980,294.800,76.940,112.550,39.960,263.180,231.860,224.890,341.720,581.230,367.120,20.440,303.990,180.380,131.180,243.730,77.240,9.680
255.590,430.530,509.990,145.050,318.660,91.660,241.170,169.530,144.000,392.860,99.700,62.450,59.610,293.620,76.420,111.550,39.920,262.650,229.510,222.780,338.450,576.180,364.860,20.300,301.050,180.720,130.180,241.410,76.630,9.620
252.200,424.830,507.800,143.340,315.310,90.570,239.320,167.090,143.070,389.430,98.370,62.030,59.190,289.600,74.650,110.800,39.600,259.300,226.600,220.250,335.740,573.550,363.010,19.820,297.330,176.550,129.130,239.870,75.950,9.260
250.420,421.500,505.860,144.620,316.040,90.350,239.710,167.650,144.840,388.990,99.480,62.260,59.200,289.890,75.670,111.350,39.990,260.640,225.890,219.830,334.330,572.620,362.760,20.050,296.790,177.000,129.090,240.890,76.250,9.330
