AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
170.030,424.570,489.700,157.780,278.280,60.000,198.940,160.580,159.080,368.030,130.990,60.680,50.040,280.220,92.560,121.530,42.280,283.040,202.010,189.830,302.260,413.510,363.740,44.520,227.610,189.500,94.020,228.160,77.200,19.540
168.840,421.440,458.140,157.730,278.440,59.160,198.860,160.570,159.780,363.000,130.350,60.150,49.360,277.740,90.950,122.820,42.540,276.210,200.230,188.880,304.000,410.150,364.830,43.940,225.530,188.040,92.840,227.850,76.830,18.720
169.650,420.450,459.740,154.260,276.960,59.430,198.300,156.150,160.440,359.900,129.900,59.830,48.740,275.540,90.330,118.980,42.840,274.420,197.970,190.900,304.740,414.000,375.790,40.330,226.630,184.920,93.190,229.060,77.120,18.500
168.820,417.880,455.380,152.500,274.000,59.500,195.650,155.450,160.690,357.680,127.660,59.300,48.110,270.090,89.070,117.090,42.450,268.090,196.050,187.940,294.140,406.250,369.790,39.730,219.590,183.290,90.540,228.500,75.750,18.980
169.580,425.520,455.740,152.390,277.140,59.850,197.450,156.100,161.600,357.870,127.990,59.510,48.550,266.690,88.840,118.380,42.120,269.950,197.150,189.140,301.910,408.070,379.300,38.710,222.460,183.140,91.030,230.890,75.530,19.130
168.450,424.590,456.000,151.590,277.760,59.780,198.480,156.040,161.270,362.050,126.560,59.270,48.240,267.560,90.000,117.350,41.730,269.200,197.760,189.820,301.730,410.540,373.470,37.980,224.110,181.560,91.930,230.590,76.280,19.160
169.670,426.280,459.720,152.290,276.720,59.790,197.150,156.660,162.000,361.420,126.710,59.720,50.010,269.440,91.000,117.970,40.840,270.360,198.410,189.310,302.370,410.710,371.900,38.330,219.840,178.120,92.610,223.840,77.280,19.180
167.780,423.260,450.050,150.200,274.480,60.620,195.470,157.240,162.670,350.560,126.750,58.920,49.210,268.670,89.000,117.190,40.520,266.450,195.650,186.040,299.620,400.760,372.070,37.200,217.650,174.630,92.630,224.380,76.190,18.020
175.040,427.930,441.720,148.790,275.680,60.090,195.430,155.840,161.890,347.370,126.150,59.050,49.530,268.620,92.000,117.150,40.160,270.000,196.870,185.900,299.150,397.480,371.980,37.630,218.200,173.360,93.180,220.400,76.240,18.080
176.550,421.900,439.200,147.520,275.960,60.140,182.790,155.330,158.960,342.870,125.740,58.280,48.490,267.390,92.000,114.010,39.720,267.280,196.160,182.270,294.320,389.490,365.630,35.690,218.200,169.550,91.310,221.100,73.800,17.850
172.690,413.640,445.630,147.590,271.280,59.930,182.890,155.450,157.590,337.930,126.190,58.140,48.240,266.230,93.100,112.950,40.110,265.510,194.040,181.250,272.900,400.880,363.910,36.310,218.400,167.820,91.300,221.060,73.440,17.650
169.380,414.580,468.890,144.450,271.350,59.840,180.800,155.950,156.280,334.830,125.060,58.060,47.920,265.430,93.390,113.880,39.770,265.640,190.720,183.750,277.410,396.860,359.880,36.260,218.340,170.550,91.050,223.120,72.570,17.640
168.000,411.840,478.990,144.770,272.690,59.650,180.080,156.960,156.400,332.830,125.370,58.510,47.790,269.950,94.840,112.940,39.780,264.070,190.360,183.100,276.320,403.910,358.320,35.680,217.670,170.210,90.960,206.580,73.090,17.630
167.040,404.270,493.180,145.740,271.370,59.260,181.250,157.290,157.570,332.890,125.230,58.910,48.110,270.980,95.740,112.430,40.130,262.750,191.080,181.470,271.920,403.110,357.930,35.040,217.500,170.230,91.480,210.420,73.530,17.590
165.000,399.120,501.130,147.910,269.780,59.530,185.800,158.140,160.000,335.360,125.780,60.170,48.320,271.990,94.530,112.610,40.490,268.930,194.260,181.580,270.370,404.000,354.660,34.200,231.040,169.820,92.270,214.070,73.890,18.240
165.840,400.960,491.230,149.120,272.330,60.140,189.410,160.540,161.920,336.110,126.940,60.550,48.140,275.580,94.190,111.990,38.600,271.910,195.580,181.900,273.810,417.350,357.610,34.410,233.000,170.480,92.620,214.270,73.910,18.220
166.900,407.570,486.180,149.560,274.110,59.090,192.140,161.500,162.850,339.000,126.880,60.640,48.320,276.880,94.020,113.710,39.700,273.540,196.160,182.190,276.680,424.000,363.250,34.280,238.960,169.180,93.000,214.320,73.800,18.050
169.020,409.060,487.300,148.530,275.020,59.870,193.080,162.600,163.570,333.010,127.000,61.550,48.350,276.750,94.640,113.920,39.490,273.010,194.790,184.100,276.190,423.040,363.520,34.500,239.120,164.330,92.020,213.430,73.960,17.810
169.890,399.040,493.860,146.820,275.160,60.210,193.370,162.550,165.280,331.980,130.720,61.740,48.100,275.600,93.940,112.770,39.220,269.380,193.020,168.910,273.140,420.050,338.000,35.110,237.100,166.810,91.410,213.990,73.500,17.600
169.300,406.320,495.350,146.140,274.520,60.160,193.490,161.290,165.890,335.090,131.200,61.740,47.860,273.090,94.120,112.730,39.680,269.980,193.450,167.130,274.290,427.570,343.380,31.880,235.640,167.220,91.830,213.450,73.710,17.700
173.500,402.250,489.030,146.820,271.840,60.240,193.280,161.660,166.330,336.800,130.120,62.040,47.780,273.550,94.060,112.080,40.090,276.380,193.770,167.430,275.740,430.810,349.800,31.360,238.920,173.490,92.160,212.900,73.900,18.020
170.330,389.330,483.700,144.590,268.610,59.350,191.740,163.200,161.270,334.220,129.220,61.770,46.980,273.040,92.260,111.100,39.490,273.940,192.730,166.200,268.940,426.710,334.570,30.470,234.030,167.840,96.510,212.160,72.500,17.730
