AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
229.000,417.140,590.200,165.860,276.370,77.230,224.800,171.540,147.950,368.500,118.450,72.470,50.540,288.660,83.320,90.380,41.780,333.830,207.910,202.130,252.900,510.250,356.100,22.040,258.650,173.740,134.690,228.070,84.250,9.250
222.770,409.440,598.680,167.160,278.540,77.170,220.300,174.520,144.660,364.740,116.580,73.010,50.060,285.520,81.320,89.130,42.930,330.510,204.860,201.280,248.060,487.460,340.240,20.100,254.310,161.020,130.850,227.870,82.120,8.970
220.850,408.900,604.180,167.360,280.490,77.240,219.330,175.900,142.070,364.670,115.800,72.560,49.700,288.030,81.020,89.250,41.480,330.640,205.540,204.110,247.680,490.640,336.750,19.430,251.740,163.220,132.150,231.420,81.700,8.650
222.380,408.390,595.490,164.990,278.620,76.960,217.630,175.470,140.930,361.850,118.590,71.170,49.130,287.970,80.830,88.650,41.310,324.360,202.980,202.590,246.120,487.880,333.560,19.400,251.840,162.150,131.400,231.850,81.380,8.740
220.820,401.700,596.880,164.380,279.370,76.640,212.460,175.590,138.560,360.050,117.840,71.140,48.500,289.510,80.630,87.940,41.150,320.560,198.130,200.740,243.970,479.610,329.360,18.890,244.060,157.620,128.600,234.460,79.140,8.770
220.910,405.720,594.100,166.610,285.610,77.340,216.810,176.060,140.300,365.520,115.410,71.850,48.700,291.290,79.490,88.340,42.730,325.920,201.160,203.530,245.760,488.570,334.040,19.070,250.920,162.910,128.460,241.100,79.560,8.910
220.110,414.200,599.030,167.380,285.340,78.810,205.560,177.790,138.230,370.870,115.330,71.550,48.790,291.270,78.090,88.400,43.650,328.930,200.950,205.320,246.160,467.130,334.160,18.980,245.420,160.070,130.090,238.850,79.510,8.880
222.660,423.040,589.750,164.820,283.960,78.840,207.230,173.920,137.880,370.490,114.710,71.080,49.110,290.230,78.400,88.320,43.800,329.980,204.040,209.890,249.570,471.170,335.000,19.640,254.180,161.330,130.230,231.300,79.910,8.740
222.770,427.000,588.420,164.640,285.370,79.660,206.600,173.470,139.210,374.430,115.250,71.230,49.610,292.350,78.400,89.300,43.860,330.060,204.670,211.610,253.370,474.060,339.580,19.360,255.150,162.770,132.030,234.110,80.410,8.840
222.500,430.590,594.320,165.520,287.350,80.600,204.320,174.080,140.610,379.990,115.860,71.410,49.800,296.530,79.010,90.550,44.430,332.450,204.150,214.790,254.570,478.990,345.310,19.660,259.000,156.770,133.180,237.830,81.420,9.210
216.320,431.340,589.140,166.990,290.480,80.560,207.860,177.240,142.090,382.010,117.960,72.100,51.030,296.690,79.800,91.850,45.000,335.260,204.680,217.160,256.910,485.160,347.960,20.910,261.090,155.550,134.610,242.260,82.000,9.020
216.790,435.150,577.960,167.070,291.560,78.600,209.250,175.880,143.410,383.240,118.290,71.800,50.610,293.750,80.640,92.860,44.080,332.800,204.240,214.130,255.190,485.390,353.690,21.470,265.400,156.390,133.570,241.540,82.860,9.060
220.690,430.810,580.650,166.150,288.480,79.030,207.530,173.920,143.960,384.010,118.640,71.750,50.570,292.030,80.900,93.580,43.880,332.920,201.640,214.940,252.430,484.580,355.120,20.770,262.180,155.110,133.360,239.750,82.840,9.010
228.870,438.690,577.070,164.820,285.240,78.040,210.480,171.540,144.990,390.340,117.230,70.620,51.440,293.850,80.980,93.450,43.940,335.950,203.700,213.890,265.990,503.830,373.310,21.140,268.750,154.590,133.840,237.580,83.180,8.980
228.200,435.270,575.000,164.160,284.770,79.060,211.090,174.220,145.680,389.860,117.170,71.640,51.970,296.830,86.520,93.750,44.330,337.380,203.350,217.700,266.800,498.430,368.820,21.840,268.990,153.290,134.770,238.530,83.340,8.710
226.470,433.510,573.410,163.220,288.630,80.330,211.440,173.770,147.540,391.960,115.630,71.730,52.190,299.060,86.200,92.970,44.260,335.610,203.770,220.500,264.210,497.410,371.170,22.560,267.300,156.300,135.640,239.350,84.110,8.560
227.370,429.170,575.190,162.780,272.780,80.670,211.590,173.240,147.450,400.660,114.960,71.330,52.520,300.270,87.460,93.690,44.660,330.920,205.270,220.970,270.440,498.020,385.930,22.810,266.210,155.810,137.220,237.980,87.110,8.530
226.370,432.110,576.310,160.600,269.630,81.400,210.190,172.260,143.970,396.930,114.730,71.450,52.650,300.470,88.000,93.920,44.550,312.860,206.780,221.230,274.090,491.140,378.250,23.540,266.170,152.220,136.600,236.320,85.940,8.250
227.520,431.310,574.810,161.390,271.690,79.920,209.780,173.210,141.990,396.700,113.090,71.400,52.850,303.650,89.390,95.200,44.620,319.100,207.030,223.430,275.760,496.920,390.960,23.920,268.150,154.580,139.440,236.050,89.190,8.520
227.790,428.020,581.850,161.400,275.170,79.780,210.500,173.550,145.490,399.530,113.690,71.790,53.020,303.690,89.440,96.010,44.890,322.670,207.630,220.840,276.640,498.510,391.080,23.910,271.060,156.320,137.300,236.110,89.540,9.060
233.000,430.300,584.680,162.060,274.950,80.750,210.860,173.200,147.270,405.200,113.560,71.860,53.220,304.510,88.400,96.190,44.910,322.210,206.710,221.080,273.710,495.110,391.120,23.460,271.200,152.040,136.700,234.120,89.110,8.960
