AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
218.360,417.110,572.770,160.760,265.930,69.790,207.960,165.690,152.620,358.580,113.820,67.960,47.390,268.750,73.850,93.050,40.850,335.530,204.580,189.660,253.060,500.120,331.520,29.050,248.680,178.310,126.470,212.050,82.660,11.810
219.860,408.490,589.830,164.140,266.580,68.460,199.140,170.080,148.550,355.430,115.200,69.330,46.660,276.690,74.010,89.570,40.970,333.990,203.690,189.120,243.970,470.640,320.870,21.480,232.280,169.950,125.240,214.530,79.120,11.480
209.270,395.150,569.960,161.250,256.440,67.590,194.900,168.060,144.660,350.010,112.310,68.100,44.740,268.450,71.420,87.780,39.800,325.220,199.710,183.310,239.010,459.020,316.800,20.110,225.920,167.030,124.610,208.610,77.840,10.720
207.230,399.610,568.350,158.970,258.260,67.740,200.340,168.090,143.230,353.910,111.150,68.050,45.160,270.060,72.500,89.970,40.260,328.950,198.800,186.800,238.420,470.220,326.440,19.830,231.120,165.040,124.890,208.280,78.050,10.910
209.820,398.430,566.080,158.900,256.520,66.910,200.400,170.020,142.410,342.400,112.490,68.460,45.120,269.370,72.620,85.960,40.280,312.500,197.920,186.800,240.040,473.010,325.800,18.990,228.800,163.240,122.830,209.370,77.220,10.780
213.310,402.690,566.240,160.220,259.830,67.660,204.060,170.870,144.490,348.340,113.920,68.730,45.830,271.190,74.190,85.960,40.520,324.690,199.820,192.610,249.120,485.770,336.160,20.490,233.540,168.870,125.130,211.680,78.520,10.860
216.240,406.020,558.760,160.620,259.760,67.950,205.800,170.540,144.990,348.640,114.550,68.680,45.470,267.910,74.340,86.210,40.750,322.490,198.230,191.450,252.530,490.260,338.260,19.710,237.850,167.910,124.170,212.480,78.530,10.680
217.530,406.810,565.290,159.880,259.890,68.700,206.190,166.810,145.020,345.810,113.480,68.170,44.860,269.460,74.640,85.950,40.530,320.000,196.790,189.480,251.310,485.500,336.030,19.360,237.050,164.130,123.360,209.730,78.330,10.200
221.270,414.010,574.240,158.390,260.130,68.130,207.940,167.290,144.150,350.070,114.390,68.460,45.370,270.310,78.500,85.600,40.780,323.450,196.730,190.990,254.600,491.940,338.800,20.470,238.990,168.760,125.350,210.880,78.830,10.560
221.720,416.860,579.670,158.480,261.140,68.660,210.240,168.800,144.670,355.660,113.580,68.580,45.440,271.150,78.520,86.300,40.900,322.730,197.600,192.320,255.320,498.700,337.590,19.920,243.760,168.500,126.170,214.090,78.750,10.430
224.720,421.030,579.610,159.090,266.800,73.180,211.550,167.920,146.800,360.070,113.310,68.650,48.530,274.870,82.500,88.790,40.040,325.390,198.460,193.950,262.790,499.020,345.640,20.690,249.500,176.410,127.160,216.430,80.280,10.820
226.050,418.470,577.680,159.390,267.380,73.450,213.970,167.890,147.270,362.060,113.670,69.180,49.460,278.490,83.230,89.300,40.610,321.440,198.500,193.780,262.910,504.260,343.480,20.870,251.710,179.990,127.050,216.570,80.180,10.920
225.890,421.530,578.780,159.630,266.470,73.720,215.450,168.420,146.830,363.070,114.420,68.980,49.980,287.550,83.280,90.820,40.740,327.970,199.040,194.730,265.380,504.680,344.650,21.520,254.050,179.640,127.080,218.950,80.140,10.850
226.510,424.800,580.650,160.160,268.040,74.540,214.520,170.410,144.690,367.270,115.140,69.380,50.240,285.630,83.560,89.740,40.850,328.550,200.070,196.030,261.840,497.340,343.300,20.990,253.080,172.100,127.700,217.020,79.260,10.730
226.400,424.140,578.070,161.430,268.200,75.240,214.600,170.160,145.320,370.460,116.030,69.570,50.450,289.710,84.000,90.720,41.050,329.150,201.420,197.210,261.090,496.460,342.970,21.410,246.300,173.430,129.230,216.920,80.310,10.390
224.530,415.550,578.720,162.350,267.940,75.580,216.630,170.150,145.730,365.360,116.550,69.330,50.220,289.210,83.410,89.920,40.870,324.530,200.140,195.960,258.590,497.750,342.360,20.100,247.760,172.760,128.600,217.860,80.290,10.030
226.840,416.790,584.510,164.130,267.440,75.700,218.310,169.170,147.620,375.590,116.600,69.790,50.740,289.520,84.050,90.560,41.210,328.800,202.480,196.100,264.000,509.420,348.410,20.540,251.300,174.960,130.550,221.820,81.100,10.300
227.180,413.490,587.130,164.610,268.210,76.030,219.170,170.350,148.500,374.110,116.270,70.840,50.790,288.680,84.280,91.780,41.490,326.780,203.850,197.980,265.280,507.870,351.160,20.130,253.880,173.480,131.850,222.780,81.640,10.380
228.030,413.840,587.350,162.950,270.720,76.130,220.180,169.250,146.950,373.180,116.500,71.500,50.710,289.640,85.290,90.900,41.450,326.930,206.110,198.730,264.200,507.260,351.120,20.070,255.030,173.050,131.400,223.640,82.490,9.450
226.490,410.600,588.540,163.920,269.190,76.080,221.290,169.060,146.000,372.690,117.400,71.750,49.850,287.050,82.790,89.490,41.490,329.490,204.995,198.460,258.900,503.330,348.200,19.610,257.090,170.710,131.610,224.400,82.530,9.380
229.790,413.120,591.570,164.230,274.320,76.420,222.210,170.030,147.420,367.060,117.460,72.050,50.390,287.860,83.260,89.810,41.250,331.010,207.510,198.900,257.010,510.100,351.640,20.130,259.840,172.260,132.910,226.330,83.420,9.250
229.000,417.140,590.200,165.860,276.370,77.230,224.800,171.540,147.950,368.500,118.450,72.470,50.540,288.660,83.320,90.380,41.780,333.830,207.910,202.130,252.900,510.250,356.100,22.040,258.650,173.740,134.690,228.070,84.250,9.250
