Risk,Expected Return,Remaining Fund,Selected Stocks
31249.75417405920597957447,23193.46727876776640187018,0.00000000000000000000,V:0.0038809832; WMT:0.1500646831; PG:0.1565329884; CVX:0.0763260026; HD:0.0012936611; MRK:0.0025873221; KO:0.0142302717; CSCO:0.0957309185; MCD:0.0012936611; DIS:0.1345407503; AMGN:0.0025873221; HON:0.0012936611; IBM:0.0776196636; CAT:0.0853816300; AXP:0.0025873221; BA:0.0297542044; TRV:0.0025873221; DD:0.1591203105; WBA:0.0025873221; 
31657.6331663882,23999.2421624886,0.0000000000,UNH:0.0012870013; V:0.0038610039; WMT:0.1492921493; PG:0.1557271557; CVX:0.0759330759; HD:0.0012870013; MRK:0.0025740026; KO:0.0141570142; CSCO:0.0952380952; MCD:0.0012870013; DIS:0.1338481338; AMGN:0.0025740026; HON:0.0012870013; IBM:0.0772200772; GS:0.0051480051; CAT:0.0849420849; AXP:0.0025740026; BA:0.0244530245; MMM:0.0038610039; DD:0.1634491634; 
32255.6316132720,24576.4430836606,0.0000000000,V:0.0038412292; WMT:0.1485275288; PG:0.1446862996; CVX:0.0755441741; HD:0.0012804097; MRK:0.0025608195; KO:0.0140845070; CSCO:0.0947503201; MCD:0.0038412292; DIS:0.1382842510; AMGN:0.0025608195; HON:0.0012804097; IBM:0.0768245839; GS:0.0051216389; CAT:0.0845070423; AXP:0.0025608195; BA:0.0243277849; MMM:0.0115236876; TRV:0.0012804097; DD:0.1626120359; 
32495.2381070257,24884.8185684083,0.0000000000,V:0.0038071066; WMT:0.1472081218; PG:0.1535532995; CVX:0.0748730964; HD:0.0012690355; MRK:0.0025380711; KO:0.0139593909; CSCO:0.0939086294; MCD:0.0012690355; DIS:0.1319796954; AMGN:0.0025380711; HON:0.0012690355; IBM:0.0761421320; CAT:0.0837563452; AXP:0.0025380711; BA:0.0279187817; MMM:0.0215736041; TRV:0.0012690355; DD:0.1586294416; 
33028.8367066537,25585.7167592872,0.0000000000,UNH:0.0013986014; WMT:0.1622377622; JPM:0.0251748252; PG:0.1104895105; CVX:0.0489510490; MRK:0.0027972028; KO:0.0013986014; CSCO:0.1034965035; MCD:0.0041958042; DIS:0.1454545455; IBM:0.0839160839; GS:0.0055944056; CAT:0.0923076923; AXP:0.0027972028; BA:0.0265734266; MMM:0.0013986014; TRV:0.0041958042; DD:0.1776223776; 
33081.6153320367,25607.3715403201,0.0000000000,UNH:0.0014005602; WMT:0.1624649860; JPM:0.0252100840; PG:0.1106442577; CVX:0.0476190476; MRK:0.0028011204; KO:0.0014005602; CSCO:0.1036414566; MCD:0.0042016807; DIS:0.1456582633; IBM:0.0840336134; GS:0.0056022409; CAT:0.0924369748; AXP:0.0028011204; BA:0.0266106443; MMM:0.0014005602; TRV:0.0042016807; DD:0.1778711485; 
33320.6410179979,26829.3729386892,0.0000000000,WMT:0.1657142857; JPM:0.0257142857; PG:0.1128571429; CVX:0.0485714286; MRK:0.0028571429; KO:0.0014285714; CSCO:0.1057142857; MCD:0.0042857143; DIS:0.1485714286; IBM:0.0857142857; GS:0.0057142857; CAT:0.0942857143; AXP:0.0028571429; BA:0.0085714286; MMM:0.0014285714; TRV:0.0042857143; DD:0.1814285714; 
33948.5732314004,27141.3819359710,0.0000000000,WMT:0.1593406593; JPM:0.0247252747; PG:0.1085164835; CVX:0.0467032967; MRK:0.0027472527; KO:0.0013736264; CSCO:0.1016483516; MCD:0.0041208791; DIS:0.1428571429; IBM:0.0824175824; GS:0.0054945055; CAT:0.0906593407; AXP:0.0027472527; BA:0.0247252747; MMM:0.0233516484; TRV:0.0041208791; DD:0.1744505495; 
34159.7580404739,27947.5333887043,0.0000000000,JNJ:0.0032102729; WMT:0.1861958266; JPM:0.0032102729; PG:0.0224719101; CVX:0.0545746388; MRK:0.0032102729; KO:0.0048154093; CSCO:0.1187800963; MCD:0.0080256822; DIS:0.1733547352; VZ:0.0016051364; AMGN:0.0032102729; HON:0.0048154093; IBM:0.0963081862; CAT:0.1059390048; INTC:0.0016051364; AXP:0.0032102729; BA:0.0032102729; MMM:0.0016051364; DD:0.2006420546; 
34850.0314949896,28850.2256357596,0.0000000000,WMT:0.1847133758; JPM:0.0031847134; PG:0.0222929936; CVX:0.0541401274; MRK:0.0031847134; KO:0.0047770701; CSCO:0.1178343949; MCD:0.0079617834; DIS:0.1719745223; VZ:0.0015923567; AMGN:0.0031847134; HON:0.0047770701; IBM:0.0955414013; CAT:0.1050955414; INTC:0.0015923567; AXP:0.0031847134; BA:0.0031847134; MMM:0.0143312102; DD:0.1974522293; 
