Risk,Expected Return
53226.33634678241651272401,92.80860606063849616021
53791.82885623069887515157,1064.58911198946748299932
53980.42310584684310015291,1875.49668247697195511137
54759.69705106712353881449,2571.16714097493786539417
54840.40935704471485223621,2856.75172332014608400641
55272.86654447871114825830,3392.00149670621976838447
55639.38977442411851370707,3826.70546772067837082432
56161.41312467600073432550,5174.38165480895440850873
56405.61769899898354196921,5883.66841370223301055375
57208.10097655151912476867,7304.92048748355864518089
57570.52041177653882186860,7666.66620553359371115221
57639.84839020588697167113,8536.75810540185011632275
58036.11727238314051646739,9128.70123583663917088415
58817.77011243466404266655,9591.71760579710462479852
59249.17513533361488953233,10356.45042951250979967881
60042.80785773856041487306,10896.63157312256043951493
60128.75271765141224022955,11421.86625032941992685664
61350.05792788176040630788,12453.29813965745233872440
62376.44216427896026289091,12974.88067984192821313627
62991.61383745373314013705,13526.46330961793137248605
64117.38121888539899373427,13961.84301449270969897043
65548.58707620778295677155,14742.15752042164240265265
66547.71394966440857388079,15310.22191831356394686736
66910.66677338621229864657,15697.94022397893240849953
68445.83670931779488455504,16391.36145454546931432560
69927.38285333248495589942,16740.62634255601005861536
71665.33264406272792257369,17202.50892700922486255877
73018.54479497492138762027,17765.82463768115485436283
74238.07563558775291312486,18427.30891172594056115486
74492.97289360275317449123,18519.65107246375191607513
76243.99206574031268246472,19030.09122002635558601469
77249.42726252169813960791,19555.47822661395184695721
79687.48831631326174829155,19884.75030092228917055763
81606.09821776635362766683,20331.29269565214417525567
82235.90051128892810083926,20797.16236890644722734578
83546.40153246150293853134,21164.50936758890384226106
84075.31530111693427897990,21314.36448748354814597405
85334.76638369052670896053,21714.69364953886906732805
85968.23789753124583512545,21801.80418972330517135561
87904.34932116296840831637,21998.64614967062880168669
88513.61697521201858762652,22415.66390250326730892994
89200.01102180665475316346,22452.17074571806733729318
91342.64913899179373402148,23193.13996574441989650950
93030.91063025509356521070,23326.42523583662114106119
93677.41542365282657556236,23743.95144400531353312545
94494.39524035048088990152,23844.41707193679030751809
95253.70746941321704071015,24448.85452437416097382084
96565.31140318479447159916,24762.00989986828062683344
98815.15271789526741486043,24831.55882213437143946066
99281.90425311891885939986,25204.66100131753046298400
100376.09810831249342299998,25469.48298814233203302138
103013.97448462292959447950,26041.66475098813316435553
103622.94770905681070871651,26205.68351778658325201832
104802.49779146001674234867,26453.93069565219047944993
106267.98131388945330400020,27046.62857444003020646051
108843.93092782581516075879,27371.15507773383069434203
109488.26136126856727059931,27515.97959683794761076570
110639.17389516890398226678,27811.22537022397227701731
112406.63041365919343661517,28017.83754413700808072463
114250.43363818063517101109,28514.41241370225179707631
115644.60806300377589650452,28790.13723320163990138099
117148.39323165541281923652,29123.57823188409020076506
118723.87263212737161666155,29785.54324374181669554673
121183.47150709069683216512,29973.83217654808322549798
121685.91208098012430127710,30118.49073254285030998290
122571.09186478203628212214,30373.18757048746192594990
124069.92733970459084957838,30494.06803162053984124213
125206.35153884605097118765,30932.99469565220351796597
127293.71107124861737247556,31002.71359947302698856220
127372.98292409183341078460,31297.48486166006114217453
128857.31949745312158484012,31692.83779446638436638750
131495.89491943395114503801,31859.49933860340752289630
132231.55110373062780126929,32141.07589986826496897265
132884.22403637322713620961,32602.57945454542277730070
135113.02618910218006931245,33072.41033728591719409451
138380.84797930650529451668,33208.04878787881170865148
140274.63950049935374408960,33984.80054281951743178070
140603.15036259315093047917,34055.54397628458536928520
141880.35986033952212892473,34329.61773386039567412809
143478.41355798690347000957,34699.63737549413053784519
144829.54112344133318401873,34957.27077997367450734600
147721.49976825717021711171,35360.32079578392585972324
147961.89893658776418305933,35675.96614756259077694267
152148.90656801941804587841,35724.20947562580113299191
153114.30121263818000443280,36015.62627404476370429620
155675.54475593031384050846,36338.61179710144642740488
158476.54619627597276121378,37510.46595520419214153662
160355.43076565323281101882,37691.37270092224935069680
162573.72678755762171931565,38088.60706982873671222478
164119.30214916725526563823,38252.77445586299290880561
164558.40458464177208952606,38579.27010276679357048124
166161.57306909744511358440,38855.36191567852074513212
166533.14820858437451533973,38934.65319894597632810473
