Risk,Expected Return,Remaining Fund,Selected Stocks
209119.20050008030375465751,148.87893017124341099588,0.00000000000000000000,WMT:0.0061728395; KO:0.0061728395; MCD:0.0061728395; VZ:0.0864197531; IBM:0.7716049383; BA:0.1234567901; 
211481.8449957636,580.2900922266,0.0000000000,KO:0.0061349693; MCD:0.0061349693; VZ:0.0858895706; IBM:0.7668711656; BA:0.1349693252; 
211683.2966363986,693.9190355731,0.0000000000,KO:0.0061728395; VZ:0.0864197531; IBM:0.7716049383; BA:0.1358024691; 
213472.5705295580,917.9789907773,0.0000000000,KO:0.0065359477; MCD:0.0065359477; VZ:0.0392156863; IBM:0.8169934641; BA:0.1307189542; 
213835.4302053650,1151.9853386034,0.0000000000,VZ:0.0397350993; IBM:0.8278145695; BA:0.1324503311; 
217396.4740070091,1312.8199262187,0.0000000000,JNJ:0.0279720280; WMT:0.0069930070; KO:0.0069930070; VZ:0.0419580420; IBM:0.7622377622; BA:0.1538461538; 
217869.7526114678,1313.3892094861,0.0000000000,WMT:0.0071428571; KO:0.0071428571; VZ:0.0428571429; IBM:0.7785714286; BA:0.1571428571; TRV:0.0071428571; 
219970.4399503158,1837.0602239788,0.0000000000,WMT:0.0058479532; KO:0.0058479532; VZ:0.0701754386; IBM:0.7426900585; BA:0.1754385965; 
220808.7785414601,2013.6529117259,0.0000000000,KO:0.0059523810; VZ:0.0714285714; IBM:0.7440476190; BA:0.1785714286; 
222940.3667880557,2363.7884993412,0.0000000000,WMT:0.0060606061; VZ:0.0424242424; IBM:0.7696969697; BA:0.1818181818; 
226277.9797087294,2841.0875151515,0.0000000000,KO:0.0062500000; VZ:0.0125000000; IBM:0.7937500000; BA:0.1875000000; 
230223.0762254719,3013.2868221343,0.0000000000,WMT:0.0069444444; KO:0.0069444444; VZ:0.0138888889; IBM:0.7569444444; BA:0.2083333333; TRV:0.0069444444; 
230600.1077280131,3298.6160316205,0.0000000000,WMT:0.0069930070; KO:0.0069930070; VZ:0.0139860140; IBM:0.7622377622; BA:0.2097902098; 
233106.4913490270,3565.3740461133,0.0000000000,WMT:0.0099009901; KO:0.0099009901; IBM:0.7623762376; BA:0.2178217822; 
234084.6192669550,3801.3622503293,0.0000000000,KO:0.0100000000; IBM:0.7700000000; BA:0.2200000000; 
236446.7735350590,4064.4839683795,0.0000000000,WMT:0.0060975610; KO:0.0060975610; IBM:0.7560975610; BA:0.2317073171; 
239609.2991271380,4300.2984927536,0.0000000000,KO:0.0092592593; MCD:0.0092592593; VZ:0.0185185185; IBM:0.7129629630; BA:0.2500000000; 
241414.5534994152,4572.9009354413,0.0000000000,JNJ:0.0186915888; KO:0.0093457944; IBM:0.7196261682; BA:0.2523364486; 
245251.3143471378,5066.9657957839,0.0000000000,WMT:0.0135135135; IBM:0.7162162162; BA:0.2702702703; 
248475.3632383500,5495.2023188405,0.0000000000,VZ:0.0320855615; IBM:0.6791443850; BA:0.2887700535; 
252838.7596844899,5706.0392476943,0.0000000000,JNJ:0.0099502488; WMT:0.0049751244; KO:0.0049751244; MCD:0.0049751244; VZ:0.0348258706; IBM:0.6318407960; BA:0.3084577114; 
254907.6928651646,6059.1755480896,0.0000000000,WMT:0.0050761421; KO:0.0050761421; VZ:0.0304568528; IBM:0.6446700508; BA:0.3147208122; 
258442.2781047495,6322.6689683794,0.0000000000,WMT:0.0050000000; CSCO:0.0100000000; VZ:0.0300000000; IBM:0.6250000000; BA:0.3300000000; 
