Risk,Expected Return,Remaining Fund,Selected Stocks
43736.06936058306018821895,40.39897496712949731545,0.00000000000000000000,AAPL:0.0014265335; UNH:0.0071326676; JNJ:0.0756062767; V:0.0028530670; WMT:0.0385164051; PG:0.0057061341; CVX:0.0014265335; HD:0.0085592011; MRK:0.1611982882; KO:0.1383737518; CSCO:0.0684736091; MCD:0.1198288160; NKE:0.0713266762; DIS:0.1184022825; VZ:0.0099857347; HON:0.0014265335; IBM:0.0014265335; GS:0.0042796006; CAT:0.0042796006; BA:0.1583452211; TRV:0.0014265335; 
43790.3759729354,766.0048722003,0.0000000000,AAPL:0.0013927577; UNH:0.0236768802; JNJ:0.0738161560; V:0.0027855153; WMT:0.0376044568; PG:0.0069637883; CVX:0.0013927577; HD:0.0083565460; MRK:0.1573816156; KO:0.1378830084; CSCO:0.0668523677; MCD:0.1169916435; NKE:0.0696378830; DIS:0.1114206128; HON:0.0013927577; IBM:0.0013927577; GS:0.0013927577; CAT:0.0013927577; BA:0.1768802228; MMM:0.0013927577; 
44512.7867064400,1828.7050065876,0.0000000000,AAPL:0.0013812155; UNH:0.0069060773; JNJ:0.0732044199; V:0.0027624309; WMT:0.0372928177; PG:0.0055248619; CVX:0.0013812155; HD:0.0082872928; MRK:0.1560773481; KO:0.1339779006; CSCO:0.0662983425; MCD:0.1270718232; NKE:0.0690607735; DIS:0.1146408840; VZ:0.0096685083; HON:0.0013812155; IBM:0.0013812155; GS:0.0027624309; CAT:0.0041436464; BA:0.1754143646; MMM:0.0013812155; 
45239.7077693430,2965.9835494072,0.0000000000,AAPL:0.0014204545; UNH:0.0014204545; JNJ:0.0752840909; V:0.0028409091; WMT:0.0383522727; PG:0.0071022727; CVX:0.0014204545; HD:0.0085227273; MRK:0.1605113636; KO:0.1406250000; CSCO:0.0681818182; MCD:0.1193181818; NKE:0.0710227273; DIS:0.1136363636; VZ:0.0028409091; HON:0.0014204545; IBM:0.0014204545; GS:0.0014204545; CAT:0.0014204545; BA:0.1803977273; TRV:0.0014204545; 
45381.4661049004,3165.0169038208,0.0000000000,AAPL:0.0014245014; UNH:0.0014245014; JNJ:0.0754985755; V:0.0028490028; WMT:0.0384615385; PG:0.0071225071; CVX:0.0014245014; HD:0.0085470085; MRK:0.1609686610; KO:0.1410256410; CSCO:0.0683760684; MCD:0.1196581197; NKE:0.0712250712; DIS:0.1139601140; HON:0.0014245014; IBM:0.0014245014; GS:0.0014245014; CAT:0.0014245014; BA:0.1809116809; MMM:0.0014245014; 
46622.1927910391,4049.6847035573,0.0000000000,AAPL:0.0016286645; UNH:0.0048859935; JNJ:0.0016286645; V:0.0016286645; HD:0.0097719870; MRK:0.1840390879; KO:0.1579804560; CSCO:0.0781758958; MCD:0.1368078176; NKE:0.0814332248; DIS:0.1351791531; VZ:0.0114006515; HON:0.0016286645; IBM:0.0016286645; GS:0.0048859935; CAT:0.0048859935; BA:0.1807817590; TRV:0.0016286645; 
47399.0137923576,4547.1012806324,0.0000000000,AAPL:0.0016366612; WMT:0.0016366612; CVX:0.0016366612; HD:0.0098199673; MRK:0.1849427169; KO:0.1587561375; CSCO:0.0785597381; MCD:0.1374795417; NKE:0.0818330606; DIS:0.1358428805; VZ:0.0114566285; HON:0.0016366612; IBM:0.0016366612; GS:0.0049099836; CAT:0.0049099836; BA:0.1816693944; TRV:0.0016366612; 
48304.2929546514,6560.3004637681,0.0000000000,AAPL:0.0016155089; PG:0.0129240711; CVX:0.0016155089; HD:0.0096930533; MRK:0.1825525040; KO:0.1599353796; CSCO:0.0775444265; MCD:0.1357027464; NKE:0.0807754443; DIS:0.1292407108; HON:0.0016155089; IBM:0.0016155089; GS:0.0016155089; CAT:0.0016155089; BA:0.2003231018; MMM:0.0016155089; 
50413.7049018782,8483.5871989460,0.0000000000,AAPL:0.0019047619; UNH:0.0095238095; JNJ:0.1009523810; V:0.0038095238; WMT:0.0514285714; PG:0.0114285714; CVX:0.0019047619; HD:0.0038095238; MRK:0.2380952381; KO:0.1257142857; CSCO:0.1561904762; MCD:0.0380952381; NKE:0.0057142857; DIS:0.0019047619; VZ:0.0019047619; HON:0.0019047619; IBM:0.0019047619; GS:0.0038095238; CAT:0.0019047619; AXP:0.0019047619; BA:0.2342857143; MMM:0.0019047619; 
51066.2344460720,9589.7418656127,0.0000000000,AAPL:0.0018656716; UNH:0.0093283582; JNJ:0.0988805970; V:0.0037313433; WMT:0.0503731343; JPM:0.0149253731; CVX:0.0018656716; HD:0.0037313433; MRK:0.2332089552; KO:0.1268656716; CSCO:0.1567164179; MCD:0.0298507463; DIS:0.0018656716; VZ:0.0018656716; IBM:0.0018656716; CRM:0.0223880597; GS:0.0018656716; CAT:0.0018656716; BA:0.2350746269; MMM:0.0018656716; 
