Risk,Expected Return
29104.94542144592196564190,18351.65478954676655121148
29164.79832261409319471568,18844.14788852913625305519
29562.00792320690015912987,19318.12102913972194073722
29754.88749720704072387889,19633.98949121187251876108
29847.58423802865945617668,20076.24456753008416853845
29969.89275731672387337312,20262.07993524520134087652
30073.99695943015831289813,20620.19081174840539461002
30243.05403349685730063356,20955.20535846439815941267
30339.78768562969344202429,21334.92263413502951152623
30499.27671275557804619893,21502.23258325624556164257
30654.79447126576269511133,21826.60105920444402727298
30741.31302334175416035578,21919.46929232192997005768
30835.89546246875397628173,22203.30110314527701120824
31042.81227719429080025293,22666.22568455132204690017
31369.28436905283524538390,23113.89361702128007891588
31375.67423146123110200278,24134.29487511563274892978
31580.07251867578816018067,24460.25963228494947543368
31746.71955331589197157882,25120.35991674372780835256
31753.93439476608182303607,25139.24074930615824996494
32592.60258653398705064319,25349.64213228489825269207
32717.75732350708130979910,26458.95247918594395741820
32868.39044165434461319819,26812.98970860313056618907
32931.46688674278993858024,26866.56675069376069586724
33144.06483990197739331052,27282.46342506934888660908
33252.37418048644030932337,27551.23153561512663145550
33337.16247439619473880157,27901.32282377427691244520
33427.85688662702887086198,28142.07268270120403030887
34046.63090362423099577427,28302.30321692879442707635
34096.95387321794987656176,28810.16839037928366451524
34215.18167867331794695929,29004.29888760403991909698
34285.44600020100187975913,29213.54656567994607030414
34958.50650749848136911169,29708.89020582791272317991
35073.70369818351173307747,29779.95263413503926130943
35161.06445897789672017097,30154.87742368175531737506
35368.14556171844742493704,30260.31933163734720437787
35496.11053643074410501868,30885.93550416281141224317
36041.51060495062120025977,30996.37332331170546240173
36043.76060778992541600019,31437.63170675302171730436
36223.34268158318445784971,31788.76981961149431299418
36428.67149020473880227655,31988.05073543014077586122
36645.42433422582689672709,32366.38029833487962605432
36981.29209958698629634455,32495.61550647546755499206
37138.11969046440208330750,32745.01758788159349933267
37232.84329241435625590384,32933.25766419977298937738
37457.18641861670766957104,33166.45633441255631623790
37874.73929566584411077201,33857.20445883438515011221
37983.50880270939524052665,34027.79550647547875996679
38329.79960147789824986830,34347.07105920441972557455
38513.07454820165730779991,34476.25867252540047047660
38813.89907762252551037818,34610.37890148012229474261
38964.18563433581584831700,34939.22476179463410517201
39132.38599271740531548858,35175.58762025900068692863
39202.22908564209501491860,35458.51265957442228682339
39351.37104511181678390130,35551.10914662347204284742
39717.90983812355261761695,35682.44686170212662545964
39840.98330269123107427731,35782.04203977798169944435
39880.14400981261132983491,36114.02533071224752347916
40333.40904314233193872496,36202.45870952818222576752
40393.12175225419196067378,36344.83426225717266788706
40465.52653854854725068435,36600.99067761334299575537
40873.73682694768649525940,36966.48561285847972612828
41077.11779022833798080683,37042.47684551336715230718
41367.50684646876470651478,37248.51344357075868174434
41732.95128626129007898271,37555.67280758555716602132
42226.86593343505955999717,37810.29998843666544416919
42367.43171188460837583989,38134.86787002773053245619
42407.86411475672503001988,38245.34153330245317192748
42839.31845760177384363487,38320.51265263646928360686
42921.08558072528103366494,38472.45546716005628695711
43168.74301157391892047599,38650.15510175761301070452
43493.48159245058195665479,38844.80155642924364656210
43809.83078791875595925376,39174.71319842737284488976
43897.39715360217815032229,39247.36716928768146317452
44275.63932201587886083871,39447.29030296021664980799
44659.25968797825044021010,39649.10555966699030250311
44971.88077477745537180454,39812.42375578164501348510
45174.36875752171908970922,39865.23682238665060140193
45545.36972297986358171329,40196.35306197963654994965
45737.86367359042924363166,40423.31063598516630008817
46170.93169714851683238521,40444.01254394080751808360
46269.86698715657257707790,40778.33930388531007338315
46364.15456934519170317799,40974.20660499540099408478
47047.58686852636310504749,41084.36606614245829405263
47284.73055291756463702768,41280.74310823311679996550
47904.02261895485571585596,41387.84861239593010395765
48121.44627835691062500700,41425.18847826085402630270
48865.81457620303262956440,41589.81156336722051491961
49203.27873747954436112195,41714.91098751152458135039
49252.92079141968861222267,41810.32240980569622479379
50304.16927968624077038839,42037.72007169286371208727
52158.83431274344911798835,42238.48753006476181326434
52309.16949785697215702385,42513.36728492136899149045
52428.01979154627770185471,42559.86160499537800205871
58118.37769692738947924227,42930.83885985197412082925
