Risk,Expected Return
41761.21429498151701409370,9664.48003020235591975506
41788.34031184376362944022,10315.74395046813151566312
41913.46743727850116556510,10549.74747206280335376505
42315.23838630218961043283,11398.52379341589585237671
42656.93498517903208266944,12060.18493506494451139588
42700.60038192968204384670,12614.23119601325197436381
43135.89954816907265922055,13364.53099063730951456819
43444.37436679009260842577,14027.65714889763512474019
44072.22573187883972423151,15281.29843551798512635287
44163.70589956705225631595,15487.67723648447281448171
44546.08862534221407258883,16561.57321655097257462330
45186.60077259178797248751,17502.88276049537307699211
45412.78283596473193028942,17794.62767441863616113551
46000.69157106566854054108,18707.36209906375006539747
46372.83124216741998679936,19434.89018121414119377732
46794.00875470077153295279,20086.14461189977009780705
47144.56407669540203642100,20491.14683177288679871708
47200.81529069642419926822,21100.38697070373746100813
48050.15473278700665105134,21840.21799758382985601202
48683.13146774269989691675,22361.80424947146093472838
48978.27489736075949622318,23070.81685291456233244389
49721.80433454321610042825,23751.75169737242322298698
50310.46043315666611306369,24161.40186348538554739207
50538.07531615217158105224,24592.00041981276081060059
50896.42126263130194274709,25112.30667774090034072287
51440.88787028000660939142,25819.83755058894530520774
52333.23155597734876209870,27073.56585019634803757071
52542.05718093945324653760,27580.77614013893617084250
53143.52692861083778552711,28079.15097251586848869920
53738.71263852871197741479,28634.66869525823494768701
54512.89797105734032811597,29455.56786771376573597081
54986.57490778864303138107,29773.90581697373272618279
55418.36406771602923981845,30195.33911809124401770532
56062.98795135095861041918,30528.95298399276725831442
56404.36891722078144084662,31374.31089700995653402060
57073.18735149059648392722,31675.85106614317919593304
57534.35330965770117472857,32384.63800664454538491555
58291.53817495381372282282,32870.94051646029402036220
58982.21713705295405816287,33195.00376019328541588038
59640.65148822208720957860,33416.86578375113458605483
59643.90857729523850139230,34049.43885231050808215514
61523.50034092152054654434,35085.51075807913730386645
62177.24535717947583179921,35625.33250377528020180762
62347.14598354858753737062,35698.68704016915580723435
63480.66111710162658710033,36492.58333131983090424910
64833.16621410082007059827,36665.21967683484399458393
65178.14890652723988750950,37494.51803986710001481697
66788.57156255650625098497,38527.46156750226509757340
67528.22936675595701672137,38996.39364542432304006070
68353.30214112221437972039,39590.00448807009524898604
68791.57256846180825959891,39951.28604047113185515627
69896.93205557584587950259,40305.09483539713983191177
71348.58925051061669364572,40696.75644216248474549502
71913.89528999992762692273,41385.64220477194612612948
72709.05114304232120048255,41646.42453639378800289705
73014.52858473986270837486,42177.83799154336884384975
73556.22098378090595360845,42435.46066143156349426135
74567.00532200120505876839,43201.05453035336540779099
74877.86484348635713104159,43521.69132588338834466413
76118.75195956105017103255,44084.63356991847831523046
76953.54699839696695562452,44537.65077620054944418371
78357.87780767277581617236,44832.20565388096292736009
79912.15821060237067285925,45365.60615221984335221350
80482.30702277792443055660,46372.90464512231119442731
82232.13579773753008339554,46847.66082150408328743652
82954.01475498096260707825,47433.77651162788242800161
83128.77003547575441189110,47626.16943823615292785689
83979.95243859780021011829,48144.58079130171972792596
84388.26890647881373297423,48510.86529447296925354749
85666.43046289504854939878,48677.27827544548927107826
88063.65129052690463140607,49184.80772576259187189862
88723.41301395892514847219,49682.40896707943466026336
89099.89097708510234951973,50471.65613711874175351113
90653.06146624904067721218,50631.76359408031566999853
91321.23720890616823453456,51585.79411054060619790107
91376.03030822040454950184,51612.42106614307704148814
92947.05284096630930434912,51984.61002718206145800650
93587.91490466130198910832,52263.55837813353718956932
94207.15476907504489645362,52631.72446994871279457584
94590.10845329223957378417,52836.71334944119735155255
97298.79037140989385079592,53041.76570220477151451632
97427.97038430698739830405,53252.92836907276796409860
102085.00236543550272472203,53309.68454243426822358742
103487.05659574450692161918,53859.87204167925665387884
104217.85964831402816344053,54091.43302929630590369925
107985.19121958283358253539,54775.90582301419635768980
108554.09460500636487267911,55141.02123527630465105176
112276.65900527035410050303,55653.17515554209239780903
117549.24240455064864363521,55808.31591664149891585112
117970.43683386023622006178,56098.10276351553329732269
121740.17335220571840181947,56252.32878284504840848967
148142.82199664448853582144,56455.56617336152703501284
148954.63809362682513892651,56794.29915433407586533576
151653.24106495603336952627,56854.72946843852696474642
160772.24766327894758433104,57053.44965871336171403527
166043.43912389807519502938,57085.00496224706876091659
166585.31099371652817353606,57319.39866505585086997598
