Risk,Expected Return,Remaining Fund,Selected Stocks
105403.27269873932527843863,74373.12205678045575041324,0.00000000000000000000,CVX:0.2455357143; MRK:0.1941964286; NKE:0.0133928571; DIS:0.0022321429; AMGN:0.2767857143; BA:0.2678571429; 
105521.7824017043,74771.6900724857,0.0000000000,CVX:0.2715517241; MRK:0.1875000000; NKE:0.0129310345; DIS:0.0021551724; AMGN:0.2672413793; BA:0.2586206897; 
105654.0818159453,74871.5404771972,0.0000000000,CVX:0.2488687783; MRK:0.1968325792; DIS:0.0022624434; AMGN:0.2805429864; BA:0.2714932127; 
105751.3611233553,75279.5079764422,0.0000000000,CVX:0.2766884532; MRK:0.1895424837; DIS:0.0021786492; AMGN:0.2701525054; BA:0.2614379085; 
106036.7301201445,76131.9871186953,0.0000000000,CVX:0.3098958333; MRK:0.1692708333; AMGN:0.2812500000; BA:0.2395833333; 
106454.8237203881,76173.2455572335,0.0000000000,CVX:0.2975000000; MRK:0.1675000000; NKE:0.0025000000; AMGN:0.3125000000; BA:0.2200000000; 
106870.0330384757,76539.3204439747,0.0000000000,CVX:0.2991913747; MRK:0.1159029650; DIS:0.0026954178; AMGN:0.3342318059; BA:0.2479784367; 
107044.3399875915,76735.3657686499,0.0000000000,CVX:0.3139841689; MRK:0.1134564644; DIS:0.0026385224; AMGN:0.3271767810; BA:0.2427440633; 
107100.4795183721,77048.6192449411,0.0000000000,CVX:0.3307291667; MRK:0.1119791667; NKE:0.0026041667; AMGN:0.3255208333; BA:0.2291666667; 
108343.2753669211,77304.8842373905,0.0000000000,CVX:0.3569131833; MRK:0.0868167203; MCD:0.0032154341; AMGN:0.2958199357; BA:0.2572347267; 
108463.5279258519,77655.2451464815,0.0000000000,CVX:0.3273273273; MRK:0.0330330330; DIS:0.0030030030; AMGN:0.3723723724; BA:0.2642642643; 
108544.6611603820,77837.1414980369,0.0000000000,CVX:0.3198757764; MRK:0.0093167702; AMGN:0.3850931677; BA:0.2857142857; 
108705.3039939000,78145.4316188463,0.0000000000,CVX:0.3607954545; MRK:0.0369318182; AMGN:0.3522727273; BA:0.2500000000; 
109020.2024357365,78292.8701359106,0.0000000000,CVX:0.3649425287; MRK:0.0258620690; AMGN:0.3563218391; BA:0.2528735632; 
109631.4112041312,78575.5559045606,0.0000000000,CVX:0.3705882353; MRK:0.0029411765; AMGN:0.3676470588; BA:0.2588235294; 
109811.9247795691,78843.3987435820,0.0000000000,CVX:0.3730407524; MRK:0.0031347962; AMGN:0.3887147335; BA:0.2351097179; 
110266.9653043531,79015.2439081849,0.0000000000,CVX:0.3883792049; MRK:0.0030581040; AMGN:0.3792048930; BA:0.2293577982; 
110961.8567026773,79291.8361340985,0.0000000000,CVX:0.3981191223; MRK:0.0031347962; AMGN:0.3887147335; BA:0.2100313480; 
111567.2255413959,79409.5057686500,0.0000000000,CVX:0.3916349810; MRK:0.0038022814; AMGN:0.4106463878; BA:0.1939163498; 
112265.3137476797,79470.4349531864,0.0000000000,CVX:0.4226804124; MRK:0.0309278351; AMGN:0.3711340206; BA:0.1752577320; 
