Risk,Expected Return,Remaining Fund,Selected Stocks
71894.60952902419376187027,12260.02652266417499049567,0.00000000000000000000,AAPL:0.0066006601; MSFT:0.0264026403; UNH:0.0858085809; JNJ:0.3333333333; V:0.0066006601; WMT:0.0297029703; PG:0.0363036304; MRK:0.0231023102; KO:0.4158415842; NKE:0.0066006601; AMGN:0.0033003300; HON:0.0198019802; CAT:0.0033003300; INTC:0.0033003300; 
72464.6653153406,13611.2768711841,0.0000000000,AAPL:0.0197368421; UNH:0.0855263158; JNJ:0.3289473684; V:0.0065789474; WMT:0.0296052632; PG:0.0361842105; MRK:0.0230263158; KO:0.4144736842; NKE:0.0065789474; AMGN:0.0032894737; HON:0.0197368421; INTC:0.0263157895; 
72597.7972949841,15072.0832798335,0.0000000000,AAPL:0.0192307692; MSFT:0.0256410256; UNH:0.0865384615; JNJ:0.3237179487; V:0.0064102564; WMT:0.0288461538; PG:0.0352564103; MRK:0.0160256410; KO:0.4038461538; NKE:0.0064102564; AMGN:0.0032051282; HON:0.0192307692; INTC:0.0256410256; 
73481.0708529492,16159.8467594820,0.0000000000,AAPL:0.0189873418; MSFT:0.0253164557; UNH:0.0854430380; JNJ:0.3196202532; V:0.0063291139; WMT:0.0284810127; PG:0.0348101266; MRK:0.0158227848; KO:0.3987341772; NKE:0.0063291139; AMGN:0.0031645570; HON:0.0189873418; INTC:0.0379746835; 
73522.3991026311,17703.5086110083,0.0000000000,AAPL:0.0397727273; MSFT:0.0227272727; UNH:0.0767045455; JNJ:0.2840909091; V:0.0056818182; WMT:0.0028409091; PG:0.1420454545; MRK:0.0198863636; KO:0.3579545455; NKE:0.0056818182; AMGN:0.0028409091; HON:0.0170454545; INTC:0.0227272727; 
74088.7603539511,19245.7236905643,0.0000000000,AAPL:0.0401606426; MSFT:0.0401606426; UNH:0.1084337349; JNJ:0.1485943775; V:0.0080321285; WMT:0.0361445783; PG:0.0120481928; MRK:0.0120481928; KO:0.5100401606; MCD:0.0160642570; NKE:0.0080321285; AMGN:0.0040160643; HON:0.0240963855; INTC:0.0321285141; 
75310.9399269719,20544.9804861240,0.0000000000,AAPL:0.0454545455; MSFT:0.0259740260; UNH:0.0876623377; JNJ:0.1168831169; V:0.0064935065; WMT:0.0032467532; PG:0.1623376623; MRK:0.0227272727; KO:0.4090909091; CSCO:0.0129870130; NKE:0.0584415584; AMGN:0.0032467532; HON:0.0194805195; INTC:0.0259740260; 
75678.3141754066,21683.5779606846,0.0000000000,AAPL:0.0555555556; MSFT:0.0396825397; UNH:0.1071428571; JNJ:0.1468253968; V:0.0079365079; WMT:0.0357142857; PG:0.0119047619; MRK:0.0119047619; KO:0.5039682540; MCD:0.0158730159; NKE:0.0079365079; AMGN:0.0039682540; HON:0.0039682540; INTC:0.0476190476; 
76074.3167580135,23825.1985952822,0.0000000000,AAPL:0.0545454545; MSFT:0.0363636364; UNH:0.0136363636; V:0.0090909091; WMT:0.0045454545; PG:0.2272727273; MRK:0.0318181818; KO:0.5727272727; NKE:0.0090909091; AMGN:0.0045454545; HON:0.0272727273; CAT:0.0045454545; INTC:0.0045454545; 
76536.3236495118,24729.3655742369,0.0000000000,AAPL:0.0642201835; MSFT:0.0366972477; UNH:0.0137614679; V:0.0091743119; WMT:0.0045871560; PG:0.2293577982; MRK:0.0321100917; KO:0.5779816514; NKE:0.0091743119; AMGN:0.0045871560; HON:0.0091743119; CAT:0.0045871560; INTC:0.0045871560; 
