Risk,Expected Return,Remaining Fund,Selected Stocks
33760.03023293738078791648,22106.52551383397440076806,0.00000000000000000000,AAPL:0.0407166124; MSFT:0.0016286645; UNH:0.0276872964; JNJ:0.1986970684; V:0.0048859935; WMT:0.0504885993; JPM:0.0016286645; PG:0.0065146580; HD:0.2068403909; MRK:0.2003257329; KO:0.0358306189; CSCO:0.0016286645; MCD:0.0097719870; NKE:0.0276872964; DIS:0.0016286645; VZ:0.1758957655; CRM:0.0016286645; GS:0.0016286645; CAT:0.0048859935; 
34086.3306127091,22258.1810822135,0.0000000000,AAPL:0.0390625000; MSFT:0.0046875000; UNH:0.0265625000; JNJ:0.1906250000; V:0.0046875000; WMT:0.0484375000; JPM:0.0015625000; PG:0.0062500000; HD:0.1984375000; MRK:0.1984375000; KO:0.0343750000; CSCO:0.0015625000; MCD:0.0093750000; NKE:0.0296875000; DIS:0.0015625000; VZ:0.1687500000; AMGN:0.0093750000; HON:0.0203125000; CRM:0.0015625000; CAT:0.0046875000; 
34933.3865283145,23204.5817454545,0.0000000000,AAPL:0.0409836066; MSFT:0.0049180328; UNH:0.0016393443; JNJ:0.2000000000; V:0.0049180328; WMT:0.0245901639; JPM:0.0016393443; PG:0.0065573770; HD:0.2081967213; MRK:0.2081967213; KO:0.0360655738; CSCO:0.0016393443; MCD:0.0098360656; NKE:0.0311475410; DIS:0.0016393443; VZ:0.1770491803; AMGN:0.0098360656; HON:0.0147540984; CRM:0.0016393443; GS:0.0016393443; CAT:0.0049180328; INTC:0.0016393443; AXP:0.0065573770; 
36588.8206587722,23815.0473056654,0.0000000000,AAPL:0.1472868217; MSFT:0.0015503876; JNJ:0.1937984496; V:0.0031007752; WMT:0.0015503876; PG:0.0062015504; CVX:0.0062015504; HD:0.1968992248; MRK:0.1968992248; KO:0.0341085271; CSCO:0.0015503876; MCD:0.0093023256; NKE:0.0356589147; DIS:0.0015503876; VZ:0.1131782946; AMGN:0.0093023256; HON:0.0201550388; CRM:0.0015503876; GS:0.0015503876; CAT:0.0046511628; BA:0.0015503876; WBA:0.0124031008; 
38186.4250471639,25122.0574018446,0.0000000000,AAPL:0.1873156342; UNH:0.0014749263; JNJ:0.1843657817; WMT:0.0073746313; PG:0.0088495575; HD:0.1873156342; MRK:0.1873156342; KO:0.0442477876; MCD:0.0088495575; NKE:0.0280235988; DIS:0.0014749263; VZ:0.1120943953; AMGN:0.0073746313; CRM:0.0073746313; CAT:0.0265486726; 
39819.4669937472,26127.0493586298,0.0000000000,AAPL:0.2304900181; UNH:0.0018148820; JNJ:0.2268602541; WMT:0.0090744102; PG:0.0108892922; HD:0.1724137931; MRK:0.1996370236; KO:0.0036297641; CSCO:0.0018148820; MCD:0.0036297641; NKE:0.0617059891; DIS:0.0018148820; VZ:0.0580762250; AMGN:0.0108892922; HON:0.0018148820; CAT:0.0054446461; 
40005.6031297492,26653.3042648221,0.0000000000,AAPL:0.2178387650; UNH:0.0017152659; JNJ:0.2144082333; WMT:0.0085763293; PG:0.0102915952; HD:0.2178387650; MRK:0.1886792453; KO:0.0034305317; CSCO:0.0017152659; MCD:0.0034305317; NKE:0.0583190395; DIS:0.0017152659; VZ:0.0548885077; AMGN:0.0102915952; HON:0.0017152659; CAT:0.0051457976; 
41522.9080174737,27297.1457341238,0.0000000000,AAPL:0.2185886403; UNH:0.0137693632; JNJ:0.2185886403; V:0.0051635112; WMT:0.0103270224; JPM:0.0017211704; PG:0.0068846816; HD:0.2117039587; MRK:0.1290877797; KO:0.0034423408; CSCO:0.0017211704; MCD:0.0034423408; NKE:0.0877796902; VZ:0.0757314974; AMGN:0.0034423408; CRM:0.0017211704; GS:0.0017211704; CAT:0.0051635112; 
42567.9474282689,27969.4599262187,0.0000000000,AAPL:0.2113676732; JNJ:0.2255772647; V:0.0053285968; WMT:0.0124333925; JPM:0.0017761989; PG:0.0071047957; HD:0.2184724689; MRK:0.1332149201; KO:0.0053285968; CSCO:0.0017761989; MCD:0.0035523979; NKE:0.0870337478; VZ:0.0781527531; CRM:0.0017761989; GS:0.0017761989; CAT:0.0053285968; 
45939.2649955285,28466.4628714097,0.0000000000,AAPL:0.2485322896; UNH:0.0039138943; JNJ:0.1859099804; V:0.0019569472; WMT:0.0136986301; PG:0.0117416830; HD:0.2367906067; MRK:0.1467710372; KO:0.0058708415; CSCO:0.0019569472; MCD:0.0039138943; NKE:0.0958904110; VZ:0.0254403131; CRM:0.0019569472; GS:0.0019569472; CAT:0.0058708415; MMM:0.0078277886; 
