Risk,Expected Return,Remaining Fund,Selected Stocks
44020.42960641698300605640,23308.43636678997791022994,0.00000000000000000000,AAPL:0.0029069767; MSFT:0.1453488372; UNH:0.0029069767; V:0.0029069767; WMT:0.1366279070; JPM:0.0029069767; MRK:0.0058139535; CSCO:0.0029069767; NKE:0.0930232558; DIS:0.0116279070; VZ:0.2093023256; HON:0.0029069767; IBM:0.0058139535; AXP:0.0087209302; DD:0.3662790698; 
44577.1709841597,24135.7746230342,0.0000000000,AAPL:0.0029325513; MSFT:0.1466275660; UNH:0.0029325513; V:0.0029325513; WMT:0.1378299120; JPM:0.0029325513; MRK:0.0058651026; CSCO:0.0029325513; NKE:0.0938416422; VZ:0.2111436950; HON:0.0029325513; IBM:0.0058651026; GS:0.0029325513; AXP:0.0087976540; DD:0.3695014663; 
44579.7506447857,24488.1988691027,0.0000000000,AAPL:0.0028653295; MSFT:0.1661891117; JNJ:0.0028653295; V:0.0028653295; WMT:0.1346704871; JPM:0.0028653295; MRK:0.0057306590; CSCO:0.0028653295; NKE:0.0916905444; VZ:0.2063037249; HON:0.0028653295; IBM:0.0057306590; GS:0.0028653295; AXP:0.0085959885; DD:0.3610315186; 
45337.5920126312,25177.8542275670,0.0000000000,AAPL:0.0030030030; MSFT:0.1741741742; JNJ:0.0030030030; V:0.0030030030; WMT:0.1411411411; JPM:0.0030030030; MRK:0.0060060060; CSCO:0.0030030030; NKE:0.0960960961; VZ:0.1681681682; IBM:0.0060060060; GS:0.0060060060; AXP:0.0090090090; DD:0.3783783784; 
46192.3655670576,25403.5427266420,0.0000000000,AAPL:0.0031645570; MSFT:0.1835443038; JNJ:0.0031645570; V:0.0031645570; WMT:0.1487341772; JPM:0.0031645570; MRK:0.0063291139; CSCO:0.0031645570; VZ:0.2278481013; HON:0.0031645570; IBM:0.0063291139; CRM:0.0031645570; GS:0.0031645570; AXP:0.0031645570; DD:0.3987341772; 
46847.4493674798,25839.3780804810,0.0000000000,AAPL:0.0032894737; MSFT:0.1907894737; JNJ:0.0032894737; V:0.0032894737; WMT:0.1546052632; JPM:0.0032894737; MRK:0.0065789474; CSCO:0.0032894737; VZ:0.2368421053; HON:0.0032894737; IBM:0.0065789474; CRM:0.0032894737; GS:0.0032894737; AXP:0.0032894737; DD:0.3750000000; 
47580.0005563911,26462.2326248844,0.0000000000,AAPL:0.0150150150; MSFT:0.1501501502; UNH:0.0030030030; JNJ:0.0120120120; V:0.0030030030; WMT:0.1891891892; JPM:0.0030030030; MRK:0.0060060060; CSCO:0.0030030030; NKE:0.0030030030; DIS:0.0030030030; VZ:0.2162162162; HON:0.0030030030; IBM:0.0060060060; GS:0.0030030030; AXP:0.0030030030; DD:0.3783783784; 
47907.7980974592,26701.1538621647,0.0000000000,AAPL:0.0151057402; MSFT:0.1510574018; UNH:0.0030211480; JNJ:0.0120845921; V:0.0030211480; WMT:0.1903323263; JPM:0.0030211480; MRK:0.0060422961; CSCO:0.0030211480; VZ:0.2175226586; HON:0.0030211480; IBM:0.0060422961; GS:0.0030211480; AXP:0.0030211480; DD:0.3806646526; 
48695.6577569592,27164.2529139685,0.0000000000,AAPL:0.0156739812; MSFT:0.1567398119; UNH:0.0031347962; JNJ:0.0125391850; V:0.0031347962; WMT:0.1974921630; JPM:0.0031347962; MRK:0.0062695925; CSCO:0.0031347962; VZ:0.2257053292; HON:0.0031347962; IBM:0.0062695925; GS:0.0031347962; AXP:0.0031347962; DD:0.3573667712; 
49481.6766917420,27800.0770767808,0.0000000000,AAPL:0.0318021201; MSFT:0.1766784452; UNH:0.0035335689; V:0.0035335689; WMT:0.1660777385; MRK:0.0070671378; CSCO:0.0106007067; VZ:0.1413427562; HON:0.0035335689; AXP:0.0106007067; DD:0.4452296820; 
