Risk,Expected Return,Remaining Fund,Selected Stocks
20892.79028725466196192428,2182.84722863186789254542,0.00000000000000000000,AAPL:0.0038314176; MSFT:0.0593869732; UNH:0.2413793103; JNJ:0.0019157088; V:0.0593869732; WMT:0.0249042146; CVX:0.2432950192; KO:0.1360153257; NKE:0.0651340996; AMGN:0.1226053640; HON:0.0019157088; CAT:0.0019157088; INTC:0.0153256705; AXP:0.0019157088; BA:0.0153256705; MMM:0.0038314176; TRV:0.0019157088; 
20965.2670665588,2406.9787831471,0.0000000000,AAPL:0.0038461538; MSFT:0.0596153846; UNH:0.2423076923; JNJ:0.0019230769; V:0.0596153846; WMT:0.0250000000; CVX:0.2442307692; KO:0.1365384615; NKE:0.0653846154; AMGN:0.1230769231; HON:0.0019230769; CAT:0.0019230769; INTC:0.0153846154; AXP:0.0019230769; BA:0.0153846154; TRV:0.0019230769; 
21145.7859851348,2875.5990003020,0.0000000000,MSFT:0.0588235294; UNH:0.2409867173; JNJ:0.0018975332; V:0.0588235294; WMT:0.0246679317; CVX:0.2409867173; KO:0.1347248577; NKE:0.0645161290; AMGN:0.1214421252; HON:0.0018975332; CAT:0.0018975332; INTC:0.0151802657; AXP:0.0018975332; BA:0.0151802657; TRV:0.0170777989; 
21165.9973565402,2922.6919776503,0.0000000000,MSFT:0.0589353612; UNH:0.2414448669; JNJ:0.0019011407; V:0.0589353612; WMT:0.0247148289; CVX:0.2414448669; KO:0.1330798479; NKE:0.0646387833; AMGN:0.1216730038; HON:0.0019011407; CAT:0.0019011407; INTC:0.0152091255; AXP:0.0019011407; BA:0.0152091255; TRV:0.0171102662; 
21331.2774313111,3601.6612201751,0.0000000000,MSFT:0.0597302505; UNH:0.2427745665; JNJ:0.0019267823; V:0.0558766859; WMT:0.0250481696; CVX:0.2447013487; KO:0.1368015414; NKE:0.0655105973; AMGN:0.1233140655; CAT:0.0019267823; INTC:0.0173410405; MMM:0.0077071291; TRV:0.0173410405; 
21438.4368538207,3927.5624424646,0.0000000000,MSFT:0.0600775194; UNH:0.2441860465; JNJ:0.0019379845; V:0.0562015504; WMT:0.0251937984; CVX:0.2461240310; KO:0.1375968992; NKE:0.0658914729; AMGN:0.1240310078; CAT:0.0019379845; INTC:0.0174418605; BA:0.0019379845; TRV:0.0174418605; 
21761.2459002493,4166.1479241921,0.0000000000,MSFT:0.0620000000; UNH:0.2440000000; JNJ:0.0020000000; V:0.0540000000; WMT:0.0260000000; PG:0.0020000000; CVX:0.2460000000; HD:0.0020000000; KO:0.1260000000; MCD:0.0020000000; NKE:0.0680000000; AMGN:0.1280000000; CAT:0.0020000000; INTC:0.0180000000; TRV:0.0180000000; 
21891.2663588994,4660.4120422833,0.0000000000,MSFT:0.0687622790; UNH:0.2495088409; JNJ:0.0019646365; V:0.0294695481; WMT:0.0255402750; CVX:0.2495088409; KO:0.1394891945; NKE:0.0667976424; AMGN:0.1257367387; HON:0.0019646365; CAT:0.0019646365; INTC:0.0176817289; MMM:0.0039292731; TRV:0.0176817289; 
22147.5517648325,4927.3835394141,0.0000000000,MSFT:0.0693069307; UNH:0.2514851485; JNJ:0.0019801980; V:0.0217821782; WMT:0.0257425743; CVX:0.2514851485; KO:0.1405940594; NKE:0.0673267327; AMGN:0.1267326733; HON:0.0019801980; CAT:0.0019801980; INTC:0.0178217822; MMM:0.0039603960; TRV:0.0178217822; 
22767.1036572906,5266.2083820598,0.0000000000,MSFT:0.0671785029; UNH:0.2437619962; JNJ:0.0019193858; V:0.0211132438; WMT:0.0249520154; CVX:0.2437619962; KO:0.1362763916; NKE:0.0652591171; AMGN:0.1228406910; HON:0.0019193858; CAT:0.0019193858; INTC:0.0172744722; MMM:0.0038387716; TRV:0.0479846449; 
22802.3838038098,5606.8783385684,0.0000000000,MSFT:0.0628803245; UNH:0.2555780933; JNJ:0.0020283976; V:0.0588235294; WMT:0.0182555781; PG:0.0020283976; CVX:0.2494929006; MRK:0.0020283976; KO:0.1054766734; MCD:0.0020283976; NKE:0.0567951318; VZ:0.0020283976; AMGN:0.1338742394; HON:0.0020283976; GS:0.0040567951; INTC:0.0243407708; TRV:0.0182555781; 
23010.9175512350,6061.7326082754,0.0000000000,MSFT:0.0715746421; UNH:0.2597137014; JNJ:0.0020449898; V:0.0633946830; WMT:0.0265848671; PG:0.0020449898; CVX:0.2515337423; KO:0.0756646217; MCD:0.0020449898; NKE:0.0572597137; DIS:0.0020449898; VZ:0.0081799591; AMGN:0.1349693252; HON:0.0020449898; INTC:0.0204498978; AXP:0.0020449898; TRV:0.0184049080; 
23194.6613168277,6273.5939915434,0.0000000000,MSFT:0.0720164609; UNH:0.2613168724; JNJ:0.0020576132; V:0.0637860082; WMT:0.0267489712; PG:0.0020576132; CVX:0.2530864198; HD:0.0020576132; KO:0.0761316872; MCD:0.0020576132; NKE:0.0576131687; DIS:0.0020576132; AMGN:0.1358024691; HON:0.0020576132; INTC:0.0205761317; AXP:0.0020576132; TRV:0.0185185185; 
23417.1128594173,6537.2264781033,0.0000000000,MSFT:0.0647181628; UNH:0.2630480167; JNJ:0.0020876827; V:0.0605427975; WMT:0.0271398747; PG:0.0020876827; CVX:0.2567849687; HD:0.0020876827; KO:0.0772442589; MCD:0.0020876827; NKE:0.0584551148; DIS:0.0020876827; AMGN:0.1377870564; HON:0.0020876827; INTC:0.0208768267; AXP:0.0020876827; TRV:0.0187891441; 
23802.0192163203,6759.0560758079,0.0000000000,MSFT:0.0851528384; UNH:0.2663755459; JNJ:0.0087336245; V:0.0043668122; WMT:0.0109170306; PG:0.0021834061; CVX:0.2685589520; KO:0.1135371179; MCD:0.0021834061; NKE:0.0611353712; DIS:0.0021834061; AMGN:0.1419213974; GS:0.0021834061; INTC:0.0218340611; AXP:0.0021834061; MMM:0.0043668122; TRV:0.0021834061; 
24038.5189935606,7239.6778704318,0.0000000000,MSFT:0.0815899582; UNH:0.2656903766; JNJ:0.0083682008; V:0.0041841004; WMT:0.0271966527; PG:0.0020920502; CVX:0.2573221757; KO:0.1087866109; MCD:0.0020920502; NKE:0.0585774059; DIS:0.0020920502; AMGN:0.1359832636; HON:0.0020920502; CRM:0.0041841004; CAT:0.0020920502; INTC:0.0188284519; TRV:0.0188284519; 
24292.4620825716,7452.6506399879,0.0000000000,MSFT:0.0670995671; UNH:0.2640692641; JNJ:0.0021645022; V:0.0541125541; WMT:0.0108225108; PG:0.0086580087; CVX:0.2662337662; HD:0.0021645022; KO:0.1147186147; NKE:0.0303030303; AMGN:0.1450216450; HON:0.0021645022; GS:0.0043290043; INTC:0.0259740260; TRV:0.0021645022; 
24427.8638898034,7693.0223273935,0.0000000000,MSFT:0.0831556503; UNH:0.2707889126; JNJ:0.0021321962; V:0.0213219616; WMT:0.0277185501; PG:0.0021321962; CVX:0.2622601279; HD:0.0021321962; KO:0.0788912580; MCD:0.0021321962; NKE:0.0597014925; DIS:0.0021321962; AMGN:0.1407249467; HON:0.0021321962; INTC:0.0213219616; AXP:0.0021321962; TRV:0.0191897655; 
24676.1906518977,7745.2463201450,0.0000000000,MSFT:0.0799180328; UNH:0.2602459016; JNJ:0.0020491803; V:0.0204918033; WMT:0.0266393443; PG:0.0020491803; CVX:0.2520491803; KO:0.0758196721; MCD:0.0020491803; NKE:0.0573770492; DIS:0.0020491803; VZ:0.0081967213; AMGN:0.1352459016; HON:0.0020491803; INTC:0.0204918033; AXP:0.0020491803; TRV:0.0512295082; 
24708.2528346890,8212.7324648142,0.0000000000,MSFT:0.0853391685; UNH:0.2669584245; JNJ:0.0021881838; V:0.0590809628; WMT:0.0109409190; PG:0.0021881838; CVX:0.2691466083; KO:0.0809628009; NKE:0.0284463895; VZ:0.0021881838; AMGN:0.1444201313; HON:0.0021881838; CAT:0.0021881838; INTC:0.0196936543; MMM:0.0043763676; TRV:0.0196936543; 
25002.2796088845,8632.6815952884,0.0000000000,MSFT:0.0849673203; UNH:0.2657952070; JNJ:0.0021786492; V:0.0588235294; WMT:0.0108932462; PG:0.0021786492; CVX:0.2679738562; KO:0.0806100218; NKE:0.0283224401; VZ:0.0021786492; AMGN:0.1525054466; HON:0.0021786492; CAT:0.0021786492; INTC:0.0196078431; TRV:0.0196078431; 
25054.5806403285,8720.5320649351,0.0000000000,MSFT:0.0851528384; UNH:0.2663755459; JNJ:0.0021834061; V:0.0589519651; WMT:0.0109170306; PG:0.0021834061; CVX:0.2685589520; KO:0.0807860262; NKE:0.0283842795; AMGN:0.1528384279; HON:0.0021834061; CAT:0.0021834061; INTC:0.0196506550; TRV:0.0196506550; 
25591.1622017319,8961.2182817880,0.0000000000,MSFT:0.0835117773; UNH:0.2719486081; JNJ:0.0085653105; V:0.0042826552; WMT:0.0256959315; CVX:0.2719486081; HD:0.0021413276; KO:0.1134903640; CSCO:0.0085653105; MCD:0.0021413276; NKE:0.0278372591; VZ:0.0021413276; AMGN:0.1370449679; INTC:0.0192719486; MMM:0.0021413276; TRV:0.0192719486; 
25803.1747070019,9316.5556182422,0.0000000000,MSFT:0.0842332613; UNH:0.2742980562; JNJ:0.0086393089; V:0.0043196544; WMT:0.0259179266; CVX:0.2742980562; HD:0.0021598272; KO:0.1144708423; MCD:0.0021598272; NKE:0.0280777538; VZ:0.0021598272; AMGN:0.1447084233; HON:0.0021598272; GS:0.0043196544; INTC:0.0259179266; TRV:0.0021598272; 
26106.8793641284,9575.3180009061,0.0000000000,MSFT:0.0886363636; UNH:0.2863636364; V:0.0295454545; WMT:0.0022727273; PG:0.0022727273; CVX:0.2795454545; HD:0.0022727273; KO:0.0840909091; NKE:0.0295454545; VZ:0.0022727273; AMGN:0.1500000000; GS:0.0136363636; INTC:0.0272727273; TRV:0.0022727273; 
26360.3295815704,9925.4584862579,0.0000000000,MSFT:0.0849673203; UNH:0.2766884532; JNJ:0.0021786492; V:0.0217864924; WMT:0.0283224401; PG:0.0021786492; CVX:0.2679738562; HD:0.0021786492; KO:0.0806100218; NKE:0.0283224401; AMGN:0.1437908497; HON:0.0021786492; GS:0.0130718954; INTC:0.0261437908; TRV:0.0196078431; 
26852.3021249781,10326.7683427967,0.0000000000,MSFT:0.0698198198; UNH:0.2770270270; V:0.0202702703; WMT:0.0202702703; PG:0.0022522523; CVX:0.2770270270; HD:0.0022522523; KO:0.0833333333; NKE:0.0292792793; DIS:0.0045045045; AMGN:0.1509009009; HON:0.0022522523; GS:0.0135135135; INTC:0.0270270270; TRV:0.0202702703; 
27153.3915587429,10533.8895659921,0.0000000000,MSFT:0.0855263158; UNH:0.2763157895; JNJ:0.0043859649; V:0.0219298246; WMT:0.0285087719; CVX:0.2785087719; MRK:0.0021929825; KO:0.0416666667; CSCO:0.0065789474; MCD:0.0021929825; NKE:0.0307017544; DIS:0.0197368421; AMGN:0.1447368421; HON:0.0021929825; IBM:0.0043859649; GS:0.0043859649; INTC:0.0263157895; TRV:0.0197368421; 
