Risk,Expected Return,Remaining Fund,Selected Stocks
30148.73325284456223016605,14491.48032467532175360247,0.00000000000000000000,AAPL:0.0302648172; MSFT:0.0012610340; V:0.0958385876; WMT:0.0453972257; JPM:0.0012610340; PG:0.1046658260; HD:0.1601513241; MRK:0.1286254729; KO:0.0176544767; CSCO:0.0025220681; MCD:0.0226986129; NKE:0.0012610340; DIS:0.0012610340; VZ:0.0138713745; AMGN:0.1034047919; HON:0.0063051702; IBM:0.0983606557; CRM:0.0012610340; INTC:0.0037831021; BA:0.0176544767; MMM:0.1412358134; WBA:0.0012610340; 
30304.4799995238,14670.5625829055,0.0000000000,AAPL:0.0300375469; MSFT:0.0012515645; V:0.0951188986; WMT:0.0450563204; JPM:0.0012515645; PG:0.1038798498; HD:0.1589486859; MRK:0.1276595745; KO:0.0175219024; CSCO:0.0025031289; MCD:0.0225281602; NKE:0.0012515645; DIS:0.0012515645; VZ:0.0137672090; AMGN:0.1026282854; HON:0.0062578223; IBM:0.0976220275; CRM:0.0012515645; INTC:0.0037546934; BA:0.0175219024; MMM:0.1489361702; 
30496.3192365664,15757.2649118092,0.0000000000,AAPL:0.0323014805; MSFT:0.0013458950; V:0.0915208614; WMT:0.0484522207; JPM:0.0013458950; PG:0.1117092867; HD:0.1709286676; MRK:0.1372812921; KO:0.0188425303; CSCO:0.0026917900; MCD:0.0242261104; NKE:0.0013458950; DIS:0.0013458950; VZ:0.0148048452; AMGN:0.1103633917; HON:0.0026917900; IBM:0.0632570659; GS:0.0013458950; INTC:0.0040376851; AXP:0.0026917900; BA:0.0107671602; MMM:0.1413189771; TRV:0.0053835801; 
30913.9084580209,16772.1079749320,0.0000000000,AAPL:0.0318725100; V:0.1009296149; WMT:0.0478087649; JPM:0.0013280212; PG:0.1102257636; HD:0.1686586985; MRK:0.1354581673; KO:0.0185922975; CSCO:0.0026560425; MCD:0.0239043825; NKE:0.0013280212; DIS:0.0013280212; VZ:0.0146082337; AMGN:0.1088977424; HON:0.0026560425; IBM:0.0624169987; CRM:0.0013280212; GS:0.0013280212; INTC:0.0039840637; AXP:0.0026560425; BA:0.0185922975; MMM:0.1394422311; 
31130.4332242870,18216.1702389006,0.0000000000,AAPL:0.0451977401; V:0.0527306968; WMT:0.0037664783; PG:0.0602636535; HD:0.2335216573; MRK:0.2372881356; KO:0.0018832392; CSCO:0.0037664783; MCD:0.0112994350; NKE:0.0018832392; VZ:0.0150659134; AMGN:0.0037664783; HON:0.0037664783; IBM:0.0866290019; CRM:0.0018832392; GS:0.0018832392; INTC:0.0131826742; AXP:0.0037664783; BA:0.0263653484; MMM:0.1902071563; WBA:0.0018832392; 
31186.9887534053,18332.4636898217,0.0000000000,AAPL:0.0450281426; V:0.0525328330; WMT:0.0037523452; PG:0.0600375235; HD:0.2326454034; MRK:0.2363977486; KO:0.0018761726; CSCO:0.0037523452; MCD:0.0112570356; NKE:0.0018761726; VZ:0.0150093809; AMGN:0.0037523452; HON:0.0037523452; IBM:0.0863039400; CRM:0.0018761726; GS:0.0018761726; INTC:0.0131332083; AXP:0.0037523452; BA:0.0262664165; MMM:0.1951219512; 
31466.0220069922,19228.2382111145,0.0000000000,AAPL:0.0459770115; V:0.0536398467; WMT:0.0038314176; PG:0.0613026820; HD:0.2375478927; MRK:0.2413793103; KO:0.0019157088; CSCO:0.0038314176; MCD:0.0114942529; NKE:0.0019157088; AMGN:0.0038314176; HON:0.0038314176; IBM:0.0881226054; CRM:0.0019157088; GS:0.0019157088; INTC:0.0057471264; AXP:0.0038314176; BA:0.0268199234; MMM:0.2011494253; 
31911.4170249038,19349.6559106010,0.0000000000,AAPL:0.0485829960; V:0.0566801619; WMT:0.0040485830; PG:0.0647773279; HD:0.2510121457; MRK:0.1902834008; KO:0.0020242915; CSCO:0.0040485830; MCD:0.0121457490; NKE:0.0020242915; VZ:0.0161943320; AMGN:0.0040485830; HON:0.0040485830; IBM:0.0931174089; CRM:0.0020242915; GS:0.0020242915; INTC:0.0141700405; BA:0.0161943320; MMM:0.2125506073; 
33076.4328990959,20531.7128722440,0.0000000000,AAPL:0.0977198697; V:0.0977198697; PG:0.1042345277; HD:0.2052117264; MRK:0.2052117264; KO:0.0016286645; CSCO:0.0032573290; MCD:0.0097719870; VZ:0.0065146580; AMGN:0.0032573290; IBM:0.0749185668; GS:0.0016286645; INTC:0.0048859935; BA:0.0130293160; MMM:0.1710097720; 
33200.2875411157,20675.2897251586,0.0000000000,AAPL:0.0958466454; V:0.0958466454; PG:0.1022364217; HD:0.2012779553; MRK:0.2012779553; KO:0.0015974441; CSCO:0.0031948882; MCD:0.0095846645; NKE:0.0015974441; VZ:0.0063897764; AMGN:0.0031948882; IBM:0.0734824281; GS:0.0015974441; INTC:0.0047923323; AXP:0.0031948882; BA:0.0127795527; MMM:0.1805111821; TRV:0.0015974441; 
33652.7720720395,21609.6819954697,0.0000000000,AAPL:0.0933734940; V:0.0903614458; WMT:0.0120481928; PG:0.0963855422; HD:0.1867469880; MRK:0.1897590361; KO:0.0015060241; CSCO:0.0030120482; MCD:0.0331325301; NKE:0.0015060241; AMGN:0.0271084337; HON:0.0030120482; IBM:0.0692771084; CRM:0.0015060241; GS:0.0015060241; INTC:0.0045180723; AXP:0.0030120482; BA:0.0361445783; MMM:0.1460843373; 
34963.0224653449,22266.0442996074,0.0000000000,AAPL:0.0508474576; V:0.0593220339; WMT:0.0042372881; PG:0.0677966102; HD:0.2627118644; MRK:0.2669491525; KO:0.0021186441; CSCO:0.0042372881; MCD:0.0127118644; NKE:0.0021186441; VZ:0.0169491525; AMGN:0.0042372881; IBM:0.0169491525; CRM:0.0021186441; GS:0.0021186441; CAT:0.0021186441; INTC:0.0063559322; AXP:0.0042372881; BA:0.0296610169; MMM:0.1800847458; TRV:0.0021186441; 
34990.1449243262,22725.7443530655,0.0000000000,AAPL:0.0502092050; V:0.0585774059; WMT:0.0041841004; PG:0.0669456067; CVX:0.0041841004; HD:0.2594142259; MRK:0.2635983264; KO:0.0020920502; CSCO:0.0041841004; MCD:0.0041841004; NKE:0.0020920502; AMGN:0.0041841004; IBM:0.0292887029; CRM:0.0020920502; GS:0.0020920502; INTC:0.0062761506; BA:0.0167364017; MMM:0.2196652720; 
35182.3357023362,23221.1367230444,0.0000000000,AAPL:0.1036789298; V:0.1003344482; PG:0.1137123746; HD:0.2073578595; MRK:0.2107023411; KO:0.0016722408; CSCO:0.0033444816; MCD:0.0200668896; VZ:0.0133779264; AMGN:0.0033444816; IBM:0.0234113712; GS:0.0016722408; INTC:0.0050167224; AXP:0.0033444816; BA:0.0133779264; MMM:0.1755852843; 
35691.2498451431,23519.9956085774,0.0000000000,AAPL:0.1059829060; V:0.1025641026; PG:0.1094017094; HD:0.2119658120; MRK:0.2153846154; KO:0.0017094017; CSCO:0.0034188034; MCD:0.0205128205; VZ:0.0136752137; AMGN:0.0034188034; IBM:0.0188034188; CRM:0.0017094017; CAT:0.0068376068; INTC:0.0051282051; BA:0.0136752137; MMM:0.1658119658; 
36127.4723558183,24195.1482893386,0.0000000000,AAPL:0.0998336106; V:0.0998336106; WMT:0.0133111481; PG:0.1064891847; HD:0.2063227953; MRK:0.2096505824; KO:0.0016638935; CSCO:0.0033277870; MCD:0.0049916805; NKE:0.0016638935; DIS:0.0016638935; AMGN:0.0299500832; IBM:0.0232945092; CRM:0.0016638935; CAT:0.0033277870; INTC:0.0049916805; BA:0.0133111481; MMM:0.1747088186; 
36253.2370014684,24337.8730368469,0.0000000000,AAPL:0.1028192371; V:0.0995024876; WMT:0.0132669983; PG:0.1061359867; HD:0.2056384743; MRK:0.2089552239; KO:0.0016583748; CSCO:0.0033167496; MCD:0.0049751244; NKE:0.0016583748; DIS:0.0016583748; AMGN:0.0298507463; IBM:0.0232172471; CRM:0.0016583748; CAT:0.0033167496; INTC:0.0049751244; BA:0.0132669983; MMM:0.1741293532; 
36781.2650389148,24864.8729447297,0.0000000000,AAPL:0.1080139373; V:0.1045296167; PG:0.1114982578; HD:0.2195121951; MRK:0.2195121951; KO:0.0017421603; CSCO:0.0034843206; MCD:0.0104529617; NKE:0.0017421603; AMGN:0.0034843206; IBM:0.0191637631; CRM:0.0017421603; CAT:0.0069686411; INTC:0.0052264808; BA:0.0139372822; MMM:0.1689895470; 
36815.6521777140,25408.7917641196,0.0000000000,AAPL:0.1231732777; V:0.0250521921; WMT:0.0041753653; PG:0.0876826722; HD:0.2275574113; MRK:0.2630480167; KO:0.0020876827; CSCO:0.0041753653; MCD:0.0041753653; NKE:0.0020876827; AMGN:0.0041753653; HON:0.0041753653; IBM:0.0167014614; CRM:0.0020876827; INTC:0.0187891441; AXP:0.0041753653; BA:0.0292275574; MMM:0.1774530271; 
37676.7288822942,25637.8032787677,0.0000000000,AAPL:0.1275720165; V:0.0288065844; WMT:0.0041152263; PG:0.0864197531; HD:0.2222222222; MRK:0.2592592593; KO:0.0020576132; CSCO:0.0041152263; MCD:0.0041152263; NKE:0.0020576132; AMGN:0.0041152263; HON:0.0144032922; IBM:0.0164609053; CRM:0.0020576132; INTC:0.0226337449; AXP:0.0041152263; BA:0.0288065844; MMM:0.1666666667; 
38489.9895105423,26628.5341709453,0.0000000000,AAPL:0.1165048544; V:0.0543689320; WMT:0.0194174757; JPM:0.0038834951; PG:0.0660194175; HD:0.2427184466; MRK:0.2446601942; KO:0.0019417476; CSCO:0.0038834951; MCD:0.0038834951; NKE:0.0019417476; AMGN:0.0038834951; IBM:0.0155339806; CRM:0.0019417476; GS:0.0019417476; INTC:0.0058252427; AXP:0.0038834951; BA:0.0155339806; MMM:0.1922330097; 
39032.1463170104,26865.7280513440,0.0000000000,AAPL:0.1201550388; V:0.0542635659; WMT:0.0038759690; PG:0.0658914729; HD:0.2403100775; MRK:0.2441860465; KO:0.0019379845; CSCO:0.0038759690; MCD:0.0038759690; NKE:0.0019379845; AMGN:0.0038759690; IBM:0.0155038760; CRM:0.0019379845; GS:0.0019379845; INTC:0.0058139535; AXP:0.0038759690; BA:0.0155038760; MMM:0.2112403101; 
39979.4721303054,27367.5201679251,0.0000000000,AAPL:0.1225296443; V:0.0553359684; WMT:0.0039525692; PG:0.0671936759; HD:0.2450592885; MRK:0.2490118577; KO:0.0019762846; CSCO:0.0039525692; MCD:0.0039525692; NKE:0.0019762846; AMGN:0.0039525692; IBM:0.0158102767; CRM:0.0019762846; GS:0.0019762846; INTC:0.0217391304; AXP:0.0039525692; BA:0.0276679842; MMM:0.1679841897; 
