After EL,,,Gbest ratio:,0.729945,#in front,4437
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,64396.84949,41315.9174,0.641583,7,WMT{22.557726%} MCD{11.367673%} NKE{21.669627%} IBM{11.190053%} CAT{11.367673%} INTC{16.163410%} MMM{5.683837%} ,
2,64444.35153,44974.33589,0.697879,6,WMT{25.502008%} NKE{24.698795%} IBM{6.224900%} CAT{6.425703%} INTC{17.871486%} MMM{19.277108%} ,
3,64490.04238,45079.55519,0.699016,6,WMT{25.502008%} NKE{24.698795%} IBM{9.437751%} CAT{3.212851%} INTC{17.871486%} MMM{19.277108%} ,
4,64562.40685,45139.51672,0.699161,6,WMT{26.348548%} NKE{25.518672%} IBM{6.431535%} CAT{3.319502%} INTC{18.464730%} MMM{19.917012%} ,
5,64715.61695,45162.29734,0.697858,6,WMT{25.918367%} NKE{25.102041%} IBM{9.591837%} CAT{1.632653%} INTC{18.163265%} MMM{19.591837%} ,
6,64852.33481,45225.51065,0.697361,6,WMT{26.793249%} NKE{25.949367%} IBM{6.540084%} CAT{1.687764%} INTC{18.776371%} MMM{20.253165%} ,
7,64938.78903,45271.40339,0.69714,6,WMT{25.098814%} NKE{24.308300%} IBM{12.450593%} CAT{3.162055%} INTC{16.007905%} MMM{18.972332%} ,
8,65073.47363,45355.31959,0.696986,6,WMT{25.502008%} NKE{24.698795%} IBM{12.650602%} CAT{1.606426%} INTC{16.265060%} MMM{19.277108%} ,
9,65195.03088,45397.932,0.69634,6,WMT{25.708502%} NKE{24.898785%} IBM{12.753036%} CAT{0.809717%} INTC{16.396761%} MMM{19.433198%} ,
10,65195.60718,45525.3757,0.698289,6,WMT{25.502008%} NKE{24.698795%} IBM{12.650602%} CAT{3.212851%} INTC{14.658635%} MMM{19.277108%} ,
11,65288.34377,45615.03492,0.69867,6,WMT{25.918367%} NKE{25.102041%} IBM{12.857143%} CAT{1.632653%} INTC{14.897959%} MMM{19.591837%} ,
12,65293.16076,45756.36016,0.700783,6,WMT{27.912088%} NKE{24.835165%} IBM{15.604396%} CAT{7.032967%} INTC{14.065934%} MMM{10.549451%} ,
13,65470.5118,45921.73952,0.701411,6,WMT{28.668172%} NKE{25.959368%} IBM{15.575621%} CAT{7.223476%} INTC{14.446953%} MMM{8.126411%} ,
14,65499.17845,45965.20421,0.701768,6,WMT{28.929385%} NKE{25.740319%} IBM{16.173121%} CAT{3.644647%} INTC{14.578588%} MMM{10.933941%} ,
15,65583.97612,46029.17635,0.701836,8,WMT{26.906780%} CSCO{0.211864%} NKE{25.847458%} VZ{0.211864%} IBM{15.677966%} CAT{3.389831%} INTC{13.983051%} MMM{13.771186%} ,
16,65622.76013,46183.52644,0.703773,7,WMT{26.078029%} NKE{26.078029%} IBM{13.141684%} CAT{6.570842%} INTC{14.373717%} BA{0.205339%} MMM{13.552361%} ,
