Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
32,25456.47299,9066.095781,0.356141,13,MSFT{7.328605%} UNH{26.477541%} JNJ{0.472813%} V{3.782506%} WMT{1.891253%} CVX{27.423168%} KO{7.565012%} NKE{3.782506%} DIS{4.491726%} AMGN{14.893617%} GS{0.236407%} INTC{1.182033%} TRV{0.472813%} ,
33,25458.32536,9067.141401,0.356156,12,MSFT{6.336088%} UNH{24.793388%} WMT{0.275482%} CVX{34.435262%} KO{17.906336%} NKE{0.550964%} DIS{2.479339%} VZ{0.550964%} AMGN{10.743802%} GS{0.275482%} INTC{1.377410%} TRV{0.275482%} ,
34,25484.68465,9177.694105,0.360126,16,MSFT{6.802721%} UNH{27.210884%} JNJ{0.226757%} V{3.628118%} WMT{0.680272%} JPM{0.226757%} CVX{28.798186%} KO{7.936508%} NKE{3.628118%} DIS{1.360544%} AMGN{14.285714%} HON{0.907029%} IBM{0.226757%} GS{0.226757%} INTC{2.947846%} TRV{0.907029%} ,
35,25485.06329,9294.30209,0.364696,12,MSFT{6.199461%} UNH{22.102426%} WMT{0.269542%} CVX{33.692722%} KO{17.520216%} NKE{0.539084%} DIS{2.425876%} VZ{0.539084%} AMGN{14.824798%} GS{0.269542%} INTC{1.347709%} TRV{0.269542%} ,
36,25557.19269,9295.000828,0.363694,11,AAPL{0.477327%} MSFT{10.023866%} UNH{24.821002%} CVX{30.071599%} KO{7.637232%} NKE{3.818616%} DIS{3.579952%} AMGN{15.751790%} CRM{0.954654%} INTC{1.431981%} TRV{1.431981%} ,
37,25588.42387,9347.117255,0.365287,11,AAPL{0.477327%} MSFT{10.023866%} UNH{24.821002%} CVX{30.071599%} KO{7.637232%} NKE{3.818616%} DIS{3.341289%} AMGN{15.990453%} CRM{0.954654%} INTC{1.431981%} TRV{1.431981%} ,
38,25592.32852,9364.80395,0.365922,11,AAPL{0.478469%} MSFT{10.047847%} UNH{24.880383%} CVX{30.143541%} KO{7.655502%} NKE{3.827751%} DIS{3.110048%} AMGN{16.028708%} CRM{0.956938%} INTC{1.435407%} TRV{1.435407%} ,
39,25623.13596,9399.818538,0.366849,11,AAPL{0.480769%} MSFT{10.096154%} UNH{25.000000%} CVX{30.288462%} KO{7.692308%} NKE{3.846154%} DIS{2.644231%} AMGN{16.105769%} CRM{0.961538%} INTC{1.442308%} TRV{1.442308%} ,
40,25673.23736,9436.291999,0.367554,11,AAPL{0.478469%} MSFT{10.047847%} UNH{24.880383%} CVX{30.143541%} KO{7.655502%} NKE{3.827751%} DIS{3.588517%} AMGN{16.028708%} CRM{0.956938%} INTC{0.956938%} TRV{1.435407%} ,
41,25702.18294,9437.916551,0.367203,11,AAPL{0.478469%} MSFT{9.569378%} UNH{24.880383%} CVX{30.143541%} KO{7.655502%} NKE{3.827751%} DIS{3.588517%} AMGN{16.028708%} CRM{0.956938%} INTC{1.435407%} TRV{1.435407%} ,
42,25728.15191,9630.080948,0.374301,10,MSFT{10.047847%} UNH{24.880383%} CVX{30.143541%} KO{7.655502%} NKE{3.827751%} DIS{3.588517%} AMGN{16.028708%} CRM{0.956938%} INTC{1.435407%} TRV{1.435407%} ,
43,25915.37073,9748.076339,0.37615,10,AAPL{0.480769%} MSFT{10.096154%} UNH{25.000000%} CVX{30.288462%} KO{7.692308%} NKE{3.846154%} DIS{3.605769%} AMGN{16.105769%} INTC{1.442308%} TRV{1.442308%} ,
44,25924.28876,9872.885279,0.380835,11,MSFT{10.096154%} UNH{25.000000%} CVX{30.288462%} KO{7.932692%} NKE{3.846154%} DIS{3.605769%} AMGN{15.625000%} HON{0.480769%} GS{0.240385%} INTC{1.442308%} TRV{1.442308%} ,
45,25999.83523,9906.374464,0.381017,10,MSFT{9.855769%} UNH{24.278846%} JPM{0.240385%} CVX{29.567308%} KO{7.692308%} NKE{3.846154%} DIS{3.605769%} AMGN{15.384615%} INTC{1.682692%} TRV{3.846154%} ,
46,26075.66182,9999.586536,0.383484,9,MSFT{9.832134%} UNH{24.220624%} CVX{29.496403%} KO{7.673861%} NKE{3.836930%} DIS{3.597122%} AMGN{15.827338%} INTC{1.678657%} TRV{3.836930%} ,
47,26078.68891,10051.05925,0.385413,10,MSFT{9.903382%} UNH{24.396135%} JPM{0.241546%} CVX{29.710145%} KO{7.729469%} NKE{3.864734%} DIS{2.657005%} AMGN{15.942029%} INTC{1.690821%} TRV{3.864734%} ,
48,26090.08694,10059.42628,0.385565,10,MSFT{11.210762%} UNH{26.008969%} CVX{28.475336%} KO{9.192825%} NKE{2.690583%} DIS{1.569507%} AMGN{14.349776%} GS{0.672646%} INTC{2.242152%} TRV{3.587444%} ,
49,26125.25011,10106.92558,0.386864,10,MSFT{9.785203%} UNH{24.105012%} V{3.818616%} CVX{28.878282%} KO{7.637232%} NKE{1.909308%} DIS{1.670644%} AMGN{16.706444%} INTC{1.670644%} TRV{3.818616%} ,
50,26158.3783,10128.9401,0.387216,11,MSFT{10.023866%} UNH{25.775656%} CVX{30.071599%} KO{7.637232%} NKE{3.818616%} DIS{3.579952%} AMGN{15.513126%} HON{0.477327%} GS{0.238663%} INTC{1.431981%} TRV{1.431981%} ,
51,26183.37916,10129.63409,0.386873,10,MSFT{10.000000%} UNH{24.634146%} JPM{0.243902%} CVX{30.000000%} KO{7.804878%} NKE{3.902439%} DIS{1.707317%} AMGN{16.097561%} INTC{1.707317%} TRV{3.902439%} ,
52,26259.29606,10131.45992,0.385824,11,MSFT{11.210762%} UNH{26.008969%} CVX{28.475336%} KO{9.192825%} NKE{1.793722%} DIS{1.569507%} AMGN{14.349776%} GS{0.672646%} INTC{2.242152%} TRV{3.587444%} WBA{0.896861%} ,
53,26284.88741,10150.22693,0.386162,10,MSFT{9.929078%} UNH{24.586288%} CVX{29.787234%} KO{7.801418%} NKE{3.782506%} DIS{3.546099%} AMGN{17.257683%} HON{0.472813%} INTC{1.418440%} TRV{1.418440%} ,
54,26287.28465,10196.32564,0.387881,12,MSFT{9.907834%} UNH{24.654378%} WMT{0.691244%} CVX{29.262673%} KO{11.059908%} MCD{0.230415%} NKE{1.843318%} DIS{3.456221%} AMGN{16.129032%} GS{0.230415%} INTC{1.382488%} TRV{1.152074%} ,
55,26360.39784,10218.6031,0.38765,11,MSFT{10.000000%} UNH{24.761905%} CVX{30.000000%} KO{7.857143%} NKE{3.809524%} DIS{2.619048%} AMGN{17.380952%} HON{0.476190%} GS{0.238095%} INTC{1.428571%} TRV{1.428571%} ,
56,26376.89247,10240.50844,0.388238,11,MSFT{10.227273%} UNH{27.727273%} V{7.272727%} CVX{27.045455%} KO{0.454545%} NKE{3.636364%} DIS{1.590909%} AMGN{15.909091%} GS{0.909091%} INTC{1.590909%} TRV{3.636364%} ,
57,26394.16546,10374.74076,0.393069,10,MSFT{11.261261%} UNH{26.126126%} CVX{28.603604%} KO{9.234234%} NKE{2.252252%} DIS{1.576577%} AMGN{14.414414%} GS{0.675676%} INTC{2.252252%} TRV{3.603604%} ,
58,26448.30899,10461.78982,0.395556,11,MSFT{10.817308%} UNH{24.519231%} V{1.923077%} CVX{28.605769%} KO{7.692308%} NKE{1.923077%} DIS{1.682692%} VZ{0.480769%} AMGN{16.826923%} INTC{1.682692%} TRV{3.846154%} ,
59,26528.94319,10660.97867,0.401862,9,MSFT{8.985507%} UNH{25.507246%} CVX{31.594203%} KO{9.275362%} NKE{2.318841%} DIS{5.217391%} AMGN{14.782609%} INTC{1.449275%} TRV{0.869565%} ,
60,26621.86557,10774.78523,0.404734,10,MSFT{9.429280%} UNH{25.310174%} WMT{0.992556%} CVX{30.769231%} KO{7.940447%} NKE{2.977667%} DIS{3.225806%} AMGN{16.625310%} INTC{1.736973%} TRV{0.992556%} ,
61,26738.13572,10856.27707,0.406022,10,MSFT{9.245742%} UNH{24.817518%} WMT{0.973236%} CVX{30.170316%} KO{11.678832%} NKE{0.973236%} DIS{3.163017%} AMGN{16.301703%} INTC{1.703163%} TRV{0.973236%} ,
62,26792.08902,10890.4588,0.40648,9,MSFT{8.831909%} UNH{25.071225%} CVX{31.054131%} KO{9.116809%} NKE{2.279202%} DIS{5.128205%} AMGN{16.239316%} INTC{1.424501%} TRV{0.854701%} ,
63,26841.72222,10949.56964,0.407931,10,MSFT{9.336609%} UNH{26.044226%} WMT{0.982801%} CVX{30.466830%} KO{7.862408%} NKE{2.948403%} DIS{3.194103%} AMGN{16.461916%} INTC{1.719902%} TRV{0.982801%} ,
64,26862.03054,10988.68407,0.409079,10,MSFT{10.243902%} UNH{25.365854%} CVX{30.731707%} KO{7.804878%} NKE{1.951220%} DIS{3.658537%} AMGN{16.341463%} CRM{0.975610%} INTC{1.463415%} TRV{1.463415%} ,
65,26886.66907,10993.56954,0.408886,10,MSFT{9.156627%} UNH{26.506024%} V{3.855422%} CVX{29.879518%} KO{7.710843%} NKE{0.963855%} DIS{3.132530%} AMGN{16.144578%} INTC{1.686747%} TRV{0.963855%} ,
66,26902.2183,11016.36391,0.409496,9,MSFT{8.831909%} UNH{25.071225%} CVX{31.054131%} KO{9.116809%} NKE{2.279202%} DIS{4.558405%} AMGN{16.809117%} INTC{1.424501%} TRV{0.854701%} ,
67,26903.62416,11026.35456,0.409846,10,MSFT{9.156627%} UNH{25.542169%} WMT{0.963855%} CVX{29.879518%} KO{11.566265%} NKE{0.963855%} DIS{3.132530%} AMGN{16.144578%} INTC{1.686747%} TRV{0.963855%} ,
68,26926.45828,11092.95901,0.411972,10,MSFT{10.869565%} UNH{24.396135%} WMT{0.241546%} CVX{29.710145%} KO{8.695652%} NKE{1.932367%} DIS{1.690821%} AMGN{16.908213%} INTC{1.690821%} TRV{3.864734%} ,
69,27000.16047,11115.99674,0.411701,10,AAPL{0.490196%} MSFT{10.294118%} UNH{25.490196%} CVX{30.882353%} KO{7.843137%} NKE{1.960784%} DIS{3.676471%} AMGN{16.421569%} INTC{1.470588%} TRV{1.470588%} ,
70,27014.92391,11131.0044,0.412032,10,MSFT{9.112710%} UNH{26.378897%} WMT{0.959233%} CVX{29.736211%} KO{11.510791%} NKE{0.959233%} DIS{3.117506%} AMGN{15.587530%} INTC{1.678657%} TRV{0.959233%} ,
71,27036.8959,11147.34821,0.412301,9,MSFT{9.156627%} UNH{26.506024%} WMT{0.963855%} CVX{29.879518%} KO{11.566265%} NKE{0.963855%} DIS{3.132530%} AMGN{16.144578%} INTC{1.686747%} ,
72,27037.11905,11242.86266,0.415831,11,MSFT{10.294118%} UNH{25.490196%} CVX{30.882353%} KO{8.088235%} NKE{1.960784%} DIS{3.676471%} AMGN{15.931373%} HON{0.490196%} GS{0.245098%} INTC{1.470588%} TRV{1.470588%} ,
73,27157.8272,11249.49384,0.414227,9,MSFT{9.156627%} UNH{26.506024%} CVX{29.879518%} KO{11.566265%} NKE{0.963855%} DIS{3.132530%} AMGN{16.144578%} INTC{1.686747%} TRV{0.963855%} ,
74,27170.20978,11276.48555,0.415031,10,MSFT{10.049020%} UNH{24.754902%} JPM{0.245098%} CVX{30.147059%} KO{7.843137%} NKE{1.960784%} DIS{3.676471%} AMGN{15.686275%} INTC{1.715686%} TRV{3.921569%} ,
75,27191.7573,11310.92584,0.415969,10,MSFT{10.073710%} UNH{24.815725%} V{3.931204%} CVX{29.729730%} KO{3.931204%} NKE{1.965602%} DIS{2.702703%} AMGN{17.199017%} INTC{1.719902%} TRV{3.931204%} ,
76,27237.21455,11386.71238,0.418057,11,MSFT{9.429280%} UNH{25.310174%} V{1.985112%} WMT{0.992556%} CVX{30.769231%} KO{7.940447%} NKE{0.992556%} DIS{3.225806%} AMGN{16.625310%} INTC{1.736973%} TRV{0.992556%} ,
77,27241.74888,11404.28891,0.418633,10,MSFT{10.173697%} UNH{25.062035%} V{3.970223%} CVX{30.024814%} KO{3.970223%} NKE{1.985112%} DIS{1.736973%} AMGN{17.369727%} INTC{1.736973%} TRV{3.970223%} ,
78,27283.2088,11431.37818,0.41899,10,MSFT{10.098522%} UNH{24.876847%} JPM{0.246305%} CVX{30.295567%} KO{7.881773%} NKE{1.970443%} DIS{2.709360%} AMGN{16.256158%} INTC{1.724138%} TRV{3.940887%} ,
79,27288.77883,11493.24563,0.421171,11,MSFT{10.218978%} UNH{26.277372%} CVX{30.656934%} KO{7.785888%} NKE{1.946472%} DIS{3.649635%} AMGN{15.815085%} HON{0.486618%} GS{0.243309%} INTC{1.459854%} TRV{1.459854%} ,
80,27306.38213,11518.79771,0.421835,10,MSFT{9.429280%} UNH{25.310174%} WMT{0.992556%} CVX{30.769231%} KO{9.925558%} NKE{0.992556%} DIS{3.225806%} AMGN{16.625310%} INTC{1.736973%} TRV{0.992556%} ,
81,27375.90885,11555.00896,0.422087,11,MSFT{9.336609%} UNH{26.044226%} V{1.965602%} WMT{0.982801%} CVX{30.466830%} KO{7.862408%} NKE{0.982801%} DIS{3.194103%} AMGN{16.461916%} INTC{1.719902%} TRV{0.982801%} ,
82,27464.54884,11638.58756,0.423768,11,MSFT{9.290954%} UNH{26.405868%} V{1.955990%} WMT{0.977995%} CVX{30.317848%} KO{7.823961%} NKE{0.977995%} DIS{3.178484%} AMGN{16.381418%} INTC{1.711491%} TRV{0.977995%} ,
83,27491.38969,11660.50176,0.424151,11,MSFT{9.290954%} UNH{26.894866%} V{1.955990%} WMT{0.977995%} CVX{30.317848%} KO{7.823961%} NKE{0.977995%} DIS{3.178484%} AMGN{15.892421%} INTC{1.711491%} TRV{0.977995%} ,
84,27504.01491,11685.71057,0.424873,10,MSFT{9.336609%} UNH{26.044226%} WMT{0.982801%} CVX{30.466830%} KO{9.828010%} NKE{0.982801%} DIS{3.194103%} AMGN{16.461916%} INTC{1.719902%} TRV{0.982801%} ,
85,27525.47575,11690.01488,0.424698,11,MSFT{9.268293%} UNH{26.829268%} V{1.951220%} WMT{0.975610%} CVX{30.243902%} KO{7.804878%} NKE{0.975610%} DIS{3.170732%} AMGN{16.097561%} INTC{1.707317%} TRV{0.975610%} ,
86,27552.27274,11707.99864,0.424938,9,MSFT{8.933718%} UNH{25.360231%} CVX{31.412104%} KO{9.221902%} NKE{1.152738%} DIS{5.187320%} AMGN{16.426513%} INTC{1.440922%} TRV{0.864553%} ,
87,27563.69459,11720.4216,0.425212,11,MSFT{9.245742%} UNH{26.763990%} V{1.946472%} WMT{0.973236%} CVX{30.170316%} KO{7.785888%} NKE{0.973236%} DIS{3.163017%} AMGN{16.301703%} INTC{1.703163%} TRV{0.973236%} ,
88,27574.21533,11793.49416,0.4277,11,MSFT{9.523810%} UNH{25.563910%} V{1.002506%} WMT{1.002506%} CVX{31.077694%} KO{8.020050%} NKE{1.002506%} DIS{3.258145%} AMGN{16.791980%} INTC{1.754386%} TRV{1.002506%} ,
89,27607.31474,11844.60957,0.429039,10,MSFT{9.571788%} UNH{25.692695%} WMT{1.007557%} CVX{31.234257%} KO{8.060453%} NKE{1.511335%} DIS{3.274559%} AMGN{16.876574%} INTC{1.763224%} TRV{1.007557%} ,
90,27632.46827,11860.22868,0.429214,10,MSFT{9.523810%} UNH{25.563910%} WMT{1.002506%} CVX{31.077694%} KO{9.022556%} NKE{1.002506%} DIS{3.258145%} AMGN{16.791980%} INTC{1.754386%} TRV{1.002506%} ,
91,27675.38781,11872.28003,0.428983,10,MSFT{9.819121%} UNH{24.289406%} WMT{1.033592%} CVX{32.041344%} KO{8.268734%} NKE{1.033592%} DIS{3.359173%} AMGN{17.312661%} INTC{1.808786%} TRV{1.033592%} ,
92,27710.84565,11884.99509,0.428893,11,MSFT{9.571788%} UNH{25.692695%} WMT{1.007557%} CVX{31.234257%} KO{8.060453%} NKE{1.007557%} DIS{3.274559%} AMGN{16.876574%} INTC{1.763224%} TRV{1.007557%} WBA{0.503778%} ,
93,27740.79569,11911.89359,0.4294,9,MSFT{9.144543%} UNH{25.958702%} CVX{32.153392%} KO{9.439528%} NKE{0.589971%} DIS{5.309735%} AMGN{15.044248%} INTC{1.474926%} TRV{0.884956%} ,
94,27745.7061,11948.47554,0.430642,11,MSFT{10.396040%} UNH{25.742574%} CVX{31.188119%} KO{8.168317%} NKE{0.990099%} DIS{3.712871%} AMGN{16.089109%} HON{0.495050%} GS{0.247525%} INTC{1.485149%} TRV{1.485149%} ,
95,27759.54463,11959.20117,0.430814,11,MSFT{9.429280%} UNH{26.302730%} V{0.992556%} WMT{0.992556%} CVX{30.769231%} KO{7.940447%} NKE{0.992556%} DIS{3.225806%} AMGN{16.625310%} INTC{1.736973%} TRV{0.992556%} ,
96,27771.46635,11999.71717,0.432088,11,MSFT{9.571788%} UNH{25.692695%} V{0.503778%} WMT{1.007557%} CVX{31.234257%} KO{8.060453%} NKE{1.007557%} DIS{3.274559%} AMGN{16.876574%} INTC{1.763224%} TRV{1.007557%} ,
97,27795.31852,12026.58498,0.432684,10,MSFT{9.595960%} UNH{25.757576%} WMT{1.010101%} CVX{31.313131%} KO{8.080808%} NKE{1.262626%} DIS{3.282828%} AMGN{16.919192%} INTC{1.767677%} TRV{1.010101%} ,
98,27806.51327,12033.27411,0.43275,10,MSFT{9.571788%} UNH{25.692695%} WMT{1.007557%} CVX{31.234257%} KO{8.564232%} NKE{1.007557%} DIS{3.274559%} AMGN{16.876574%} INTC{1.763224%} TRV{1.007557%} ,
99,27844.58735,12047.14844,0.432657,11,MSFT{9.595960%} UNH{25.757576%} WMT{1.010101%} CVX{31.313131%} KO{8.080808%} NKE{1.010101%} DIS{3.282828%} AMGN{16.919192%} INTC{1.767677%} TRV{1.010101%} WBA{0.252525%} ,
100,27870.94377,12050.08286,0.432353,9,MSFT{13.970588%} UNH{24.509804%} CVX{30.147059%} KO{3.921569%} NKE{1.960784%} DIS{2.696078%} AMGN{17.156863%} INTC{1.225490%} TRV{4.411765%} ,
101,27878.68094,12105.11538,0.434207,11,MSFT{9.595960%} UNH{25.757576%} V{0.252525%} WMT{1.010101%} CVX{31.313131%} KO{8.080808%} NKE{1.010101%} DIS{3.282828%} AMGN{16.919192%} INTC{1.767677%} TRV{1.010101%} ,
102,27881.59393,12172.45636,0.436577,9,MSFT{14.039409%} UNH{24.630542%} CVX{30.295567%} KO{3.940887%} NKE{1.970443%} DIS{2.709360%} AMGN{17.241379%} INTC{0.738916%} TRV{4.433498%} ,
