After EL,,,Gbest ratio:,0.434725,#in front,919
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,35603.37321,11479.66276,0.322432,6,MSFT{4.610951%} V{12.680115%} WMT{36.599424%} CVX{18.443804%} AMGN{9.221902%} CRM{18.443804%} ,
2,35862.67554,11571.37534,0.322658,6,MSFT{4.584527%} V{13.753582%} WMT{35.816619%} CVX{18.338109%} AMGN{9.169054%} CRM{18.338109%} ,
3,36228.62667,11639.79122,0.321287,6,MSFT{4.833837%} UNH{4.833837%} V{13.293051%} WMT{38.368580%} CVX{19.335347%} CRM{19.335347%} ,
4,36295.20996,12164.53023,0.335155,6,MSFT{4.833837%} V{13.293051%} WMT{38.368580%} CVX{19.335347%} AMGN{4.833837%} CRM{19.335347%} ,
5,36355.99124,12544.88621,0.345057,7,MSFT{5.298013%} UNH{5.298013%} V{14.238411%} WMT{42.052980%} CVX{10.596026%} AMGN{1.324503%} CRM{21.192053%} ,
6,36647.83851,12742.52268,0.347702,6,MSFT{5.387205%} UNH{5.387205%} V{14.141414%} WMT{42.760943%} CVX{10.774411%} CRM{21.548822%} ,
7,36668.38026,12981.41288,0.354022,7,MSFT{3.793103%} UNH{5.517241%} V{13.448276%} WMT{43.793103%} CVX{11.034483%} CSCO{0.344828%} CRM{22.068966%} ,
8,37327.54659,13044.29377,0.349455,7,MSFT{6.976744%} V{14.534884%} WMT{36.918605%} CVX{18.895349%} AMGN{1.162791%} CRM{20.930233%} DD{0.581395%} ,
9,37397.06856,13255.27204,0.354447,7,MSFT{5.442177%} UNH{2.721088%} V{14.625850%} WMT{43.197279%} CVX{10.884354%} AMGN{1.360544%} CRM{21.768707%} ,
10,37399.01344,13762.59913,0.367994,5,MSFT{4.953560%} V{13.622291%} WMT{39.318885%} CVX{19.814241%} CRM{22.291022%} ,
11,37542.0138,13814.99543,0.367988,7,MSFT{6.818182%} V{14.204545%} WMT{36.079545%} CVX{18.465909%} AMGN{1.136364%} CRM{22.727273%} DD{0.568182%} ,
12,37603.6005,13846.45941,0.368222,5,MSFT{4.923077%} V{14.769231%} WMT{38.461538%} CVX{19.692308%} CRM{22.153846%} ,
13,38008.96947,14564.78389,0.383193,5,MSFT{4.833837%} V{13.293051%} WMT{38.368580%} CVX{19.335347%} CRM{24.169184%} ,
14,38220.22661,14643.04873,0.383123,5,MSFT{4.804805%} V{14.414414%} WMT{37.537538%} CVX{19.219219%} CRM{24.024024%} ,
15,38544.0096,14892.49649,0.386376,5,MSFT{2.515723%} V{12.264151%} WMT{39.937107%} CVX{20.125786%} CRM{25.157233%} ,
16,38595.13378,14902.6869,0.386129,6,MSFT{5.442177%} V{14.625850%} WMT{43.197279%} CVX{10.884354%} AMGN{1.360544%} CRM{24.489796%} ,
17,38839.42683,15076.93837,0.388186,9,MSFT{5.111821%} V{13.418530%} WMT{40.575080%} JPM{0.319489%} CVX{13.099042%} DIS{0.319489%} CRM{25.559105%} INTC{0.319489%} DD{1.277955%} ,
18,38988.51821,15145.70544,0.388466,5,MSFT{5.536332%} V{14.532872%} WMT{43.944637%} CVX{11.072664%} CRM{24.913495%} ,
19,39021.79515,15450.34723,0.395941,6,MSFT{3.900709%} V{13.829787%} WMT{45.035461%} CVX{11.347518%} CSCO{0.354610%} CRM{25.531915%} ,
20,39040.53258,15752.01967,0.403479,6,MSFT{5.298013%} V{14.238411%} WMT{42.052980%} CVX{10.596026%} AMGN{1.324503%} CRM{26.490066%} ,
21,39388.60817,16003.51192,0.406298,5,MSFT{5.387205%} V{14.141414%} WMT{42.760943%} CVX{10.774411%} CRM{26.936027%} ,
22,39716.17542,16202.68183,0.407962,6,MSFT{5.351171%} V{14.046823%} WMT{42.474916%} JPM{0.668896%} CVX{10.702341%} CRM{26.755853%} ,
23,39724.42756,16320.88159,0.410853,6,MSFT{3.793103%} V{13.448276%} WMT{43.793103%} CVX{11.034483%} CSCO{0.344828%} CRM{27.586207%} ,
24,39748.74228,16425.13113,0.413224,5,MSFT{2.797203%} V{13.636364%} WMT{44.405594%} CVX{11.188811%} CRM{27.972028%} ,
25,40694.69561,16708.66876,0.410586,6,MSFT{5.653710%} V{14.840989%} WMT{44.876325%} CVX{5.653710%} AMGN{0.706714%} CRM{28.268551%} ,
26,40912.90324,16846.34611,0.411761,5,MSFT{5.693950%} V{14.946619%} WMT{45.195730%} CVX{5.693950%} CRM{28.469751%} ,
27,41016.69623,17070.75061,0.41619,5,MSFT{4.332130%} V{15.162455%} WMT{45.848375%} CVX{5.776173%} CRM{28.880866%} ,
28,41043.98135,17135.23738,0.417485,5,MSFT{4.000000%} V{14.909091%} WMT{46.181818%} CVX{5.818182%} CRM{29.090909%} ,
29,41204.13703,17327.68856,0.420533,5,MSFT{2.962963%} V{14.444444%} WMT{47.037037%} CVX{5.925926%} CRM{29.629630%} ,
30,41819.96442,17338.20649,0.414592,4,V{11.956522%} WMT{46.014493%} CVX{11.594203%} CRM{30.434783%} ,
31,41890.06543,17370.14771,0.41466,5,MSFT{3.053435%} UNH{3.053435%} V{14.885496%} WMT{48.473282%} CRM{30.534351%} ,
32,42090.46741,17551.68068,0.416999,6,MSFT{5.555556%} V{14.583333%} WMT{44.097222%} JPM{2.430556%} CVX{5.555556%} CRM{27.777778%} ,
33,42207.78055,17820.28722,0.422204,5,MSFT{3.053435%} V{14.885496%} WMT{48.473282%} CVX{3.053435%} CRM{30.534351%} ,
34,42310.61163,17838.80384,0.421615,6,MSFT{3.886926%} V{14.840989%} WMT{44.876325%} JPM{2.473498%} CVX{5.653710%} CRM{28.268551%} ,
35,42540.77901,17850.20667,0.419602,5,MSFT{3.100775%} UNH{1.550388%} V{15.116279%} WMT{49.224806%} CRM{31.007752%} ,
36,42638.80986,18109.72695,0.424724,4,V{12.790698%} WMT{49.224806%} CVX{6.201550%} CRM{31.782946%} ,
37,42684.11657,18129.50565,0.424737,5,MSFT{0.746269%} V{14.552239%} WMT{47.388060%} CVX{5.970149%} CRM{31.343284%} ,
38,42796.78239,18177.04374,0.424729,5,MSFT{0.757576%} V{13.257576%} WMT{48.106061%} CVX{6.060606%} CRM{31.818182%} ,
39,42890.51427,18202.32409,0.42439,5,MSFT{0.763359%} V{12.595420%} WMT{48.473282%} CVX{6.106870%} CRM{32.061069%} ,
40,42944.54576,18214.22983,0.424134,5,MSFT{0.766284%} V{12.260536%} WMT{48.659004%} CVX{6.130268%} CRM{32.183908%} ,
41,42994.53355,18255.85397,0.424609,4,V{14.661654%} WMT{47.744361%} CVX{6.015038%} CRM{31.578947%} ,
42,43114.35852,18306.50883,0.424604,4,V{13.358779%} WMT{48.473282%} CVX{6.106870%} CRM{32.061069%} ,
43,43209.37728,18332.31481,0.424267,4,V{12.692308%} WMT{48.846154%} CVX{6.153846%} CRM{32.307692%} ,
44,43423.69317,18343.92568,0.42244,4,MSFT{3.149606%} V{15.354331%} WMT{50.000000%} CRM{31.496063%} ,
45,43562.08127,18455.8616,0.423668,4,MSFT{3.137255%} V{15.294118%} WMT{49.803922%} CRM{31.764706%} ,
46,43625.14423,18651.88337,0.427549,4,V{13.200000%} WMT{50.800000%} CVX{3.200000%} CRM{32.800000%} ,
47,43671.17935,18665.78507,0.427417,4,V{12.851406%} WMT{51.004016%} CVX{3.212851%} CRM{32.931727%} ,
48,43763.0483,18707.9059,0.427482,5,MSFT{0.781250%} V{13.671875%} WMT{49.609375%} CVX{3.125000%} CRM{32.812500%} ,
49,43861.03658,18738.27418,0.427219,5,MSFT{0.787402%} V{12.992126%} WMT{50.000000%} CVX{3.149606%} CRM{33.070866%} ,
50,43917.68675,18752.84818,0.427,5,MSFT{0.790514%} V{12.648221%} WMT{50.197628%} CVX{3.162055%} CRM{33.201581%} ,
51,43955.84027,18784.31528,0.427345,4,V{15.116279%} WMT{49.224806%} CVX{3.100775%} CRM{32.558140%} ,
52,44081.34832,18787.66117,0.426204,4,MSFT{3.100775%} V{15.116279%} WMT{49.224806%} CRM{32.558140%} ,
53,44082.16657,18845.44945,0.427507,4,V{13.779528%} WMT{50.000000%} CVX{3.149606%} CRM{33.070866%} ,
