After EL,,,Gbest ratio:,1.159635,#in front,945
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,16584.7471,16260.0829,0.980424,14,AAPL{7.413249%} PG{2.996845%} CVX{2.523659%} HD{4.731861%} KO{20.031546%} CSCO{1.419558%} MCD{9.936909%} NKE{11.356467%} DIS{10.094637%} VZ{0.946372%} HON{9.936909%} IBM{7.570978%} CRM{10.094637%} TRV{0.946372%} ,
2,16705.17498,16546.50974,0.990502,15,AAPL{7.230769%} PG{2.923077%} CVX{2.461538%} HD{4.615385%} KO{19.538462%} CSCO{6.307692%} MCD{9.692308%} NKE{11.076923%} DIS{9.846154%} VZ{0.923077%} HON{7.230769%} IBM{2.461538%} CRM{9.846154%} INTC{4.923077%} TRV{0.923077%} ,
3,16705.51288,17566.02688,1.051511,15,AAPL{7.413249%} PG{2.996845%} CVX{2.523659%} HD{4.731861%} KO{20.031546%} CSCO{6.466877%} MCD{9.936909%} NKE{11.356467%} DIS{10.094637%} VZ{0.946372%} HON{7.413249%} IBM{2.523659%} CRM{10.094637%} INTC{2.523659%} TRV{0.946372%} ,
4,16746.42996,17832.64806,1.064863,16,AAPL{7.241911%} WMT{1.232666%} PG{2.619414%} CVX{2.465331%} HD{2.311248%} KO{19.568567%} CSCO{6.163328%} MCD{9.707242%} NKE{11.093991%} DIS{9.861325%} VZ{0.924499%} HON{9.090909%} IBM{6.163328%} CRM{9.861325%} BA{0.616333%} TRV{1.078582%} ,
5,16775.93398,18161.06051,1.082566,14,AAPL{7.507987%} PG{3.035144%} CVX{2.555911%} HD{2.236422%} KO{20.287540%} CSCO{6.549521%} MCD{10.063898%} NKE{11.501597%} DIS{10.223642%} VZ{0.958466%} HON{10.063898%} IBM{3.833866%} CRM{10.223642%} TRV{0.958466%} ,
6,16787.75963,18501.89775,1.102106,16,AAPL{7.332293%} WMT{1.248050%} PG{2.652106%} CVX{2.496100%} HD{4.836193%} KO{19.812793%} CSCO{4.992200%} MCD{9.828393%} NKE{11.232449%} DIS{9.984399%} VZ{0.936037%} HON{9.204368%} IBM{3.744150%} CRM{9.984399%} BA{0.624025%} TRV{1.092044%} ,
7,16800.42357,18548.03878,1.104022,17,AAPL{7.332293%} WMT{1.248050%} PG{2.964119%} CVX{2.496100%} HD{2.340094%} KO{19.812793%} CSCO{6.240250%} MCD{9.828393%} NKE{11.232449%} DIS{9.984399%} VZ{0.936037%} HON{9.828393%} IBM{3.744150%} CRM{9.984399%} BA{0.624025%} MMM{0.312012%} TRV{1.092044%} ,
8,16831.12872,18583.95949,1.104142,16,AAPL{7.424961%} WMT{1.263823%} PG{2.685624%} CVX{2.527646%} HD{2.369668%} KO{20.063191%} CSCO{6.319115%} MCD{9.952607%} NKE{11.374408%} DIS{10.110585%} VZ{0.947867%} HON{9.320695%} IBM{3.791469%} CRM{10.110585%} BA{0.631912%} TRV{1.105845%} ,
9,16864.3452,18653.41883,1.106086,16,AAPL{7.332293%} WMT{1.248050%} PG{2.652106%} CVX{2.496100%} HD{3.588144%} KO{19.812793%} CSCO{6.240250%} MCD{9.828393%} NKE{11.232449%} DIS{9.984399%} VZ{0.936037%} HON{9.204368%} IBM{3.744150%} CRM{9.984399%} BA{0.624025%} TRV{1.092044%} ,
