After EL,,,Gbest ratio:,0.883905,#in front,715
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,32566.34679,19924.74026,0.61182,17,MSFT{3.402187%} JNJ{14.945322%} WMT{11.907655%} JPM{0.243013%} PG{1.093560%} CVX{0.121507%} KO{15.431349%} MCD{15.066829%} DIS{0.121507%} VZ{0.972053%} IBM{1.093560%} CRM{12.029162%} GS{0.243013%} INTC{10.449575%} BA{8.140948%} TRV{0.729040%} WBA{4.009721%} ,
2,32748.12742,23137.33015,0.706524,17,MSFT{3.274854%} JNJ{14.385965%} WMT{11.461988%} JPM{0.233918%} PG{1.052632%} CVX{0.116959%} KO{14.853801%} MCD{14.502924%} DIS{0.116959%} VZ{0.935673%} IBM{8.538012%} CRM{11.578947%} GS{0.233918%} INTC{10.058480%} BA{7.836257%} TRV{0.701754%} WBA{0.116959%} ,
3,32750.69995,23701.67174,0.7237,11,MSFT{3.822630%} JNJ{11.009174%} V{0.305810%} WMT{14.678899%} CVX{0.152905%} KO{19.418960%} MCD{19.418960%} CRM{14.678899%} INTC{10.397554%} BA{1.223242%} WBA{4.892966%} ,
4,32783.21847,23876.53682,0.728316,10,MSFT{4.281346%} JNJ{11.314985%} WMT{14.984709%} HD{0.152905%} KO{19.418960%} MCD{18.501529%} IBM{1.223242%} CRM{14.831804%} INTC{10.397554%} WBA{4.892966%} ,
5,32972.59692,26261.28987,0.796458,9,MSFT{1.433692%} JNJ{11.469534%} WMT{11.648746%} KO{22.759857%} MCD{22.580645%} IBM{1.433692%} CRM{11.469534%} INTC{11.469534%} BA{5.734767%} ,
6,33990.99224,27215.43323,0.800666,9,MSFT{1.476015%} JNJ{11.808118%} WMT{11.992620%} KO{23.431734%} MCD{23.247232%} IBM{1.476015%} CRM{11.808118%} INTC{11.808118%} BA{2.952030%} ,
7,34475.9873,27243.14342,0.790206,8,MSFT{3.906250%} JNJ{13.281250%} WMT{15.000000%} KO{19.843750%} MCD{19.843750%} CRM{15.000000%} INTC{10.625000%} BA{2.500000%} ,
8,34478.39352,27625.50994,0.801241,10,MSFT{2.431118%} JNJ{11.993517%} WMT{15.883306%} HD{0.162075%} KO{20.583468%} MCD{19.611021%} IBM{1.296596%} CRM{15.721232%} INTC{11.021070%} BA{1.296596%} ,
9,34754.07759,27644.08912,0.79542,11,MSFT{2.495840%} JNJ{12.312812%} WMT{10.981697%} HD{0.166389%} KO{21.131448%} MCD{20.133111%} IBM{1.331115%} CRM{16.139767%} INTC{11.314476%} BA{1.331115%} WBA{2.662230%} ,
10,34782.12616,27667.4594,0.79545,11,MSFT{4.458599%} JNJ{11.783439%} WMT{15.605096%} PG{0.159236%} KO{19.904459%} MCD{19.267516%} IBM{1.433121%} CRM{15.445860%} INTC{10.828025%} BA{0.955414%} WBA{0.159236%} ,
11,34854.71874,27977.24133,0.802682,8,MSFT{1.393728%} JNJ{11.149826%} WMT{16.898955%} KO{22.125436%} MCD{19.163763%} IBM{1.393728%} CRM{16.724739%} INTC{11.149826%} ,
12,34917.33059,28183.486,0.807149,8,MSFT{1.374570%} JNJ{10.996564%} WMT{16.666667%} KO{21.821306%} MCD{20.274914%} IBM{1.374570%} CRM{16.494845%} INTC{10.996564%} ,
13,34957.19077,28326.19161,0.810311,7,JNJ{10.996564%} WMT{16.666667%} KO{21.821306%} MCD{21.649485%} IBM{1.374570%} CRM{16.494845%} INTC{10.996564%} ,
14,35011.59755,28334.70101,0.809295,8,MSFT{1.360544%} JNJ{10.884354%} WMT{16.496599%} KO{21.598639%} MCD{21.088435%} IBM{1.360544%} CRM{16.326531%} INTC{10.884354%} ,
15,35051.55401,28384.63952,0.809797,8,MSFT{1.355932%} JNJ{10.847458%} WMT{16.440678%} KO{21.525424%} MCD{21.355932%} IBM{1.355932%} CRM{16.271186%} INTC{10.847458%} ,
16,35094.86188,28455.53028,0.810818,7,MSFT{1.374570%} JNJ{10.996564%} WMT{16.666667%} KO{21.821306%} MCD{21.649485%} CRM{16.494845%} INTC{10.996564%} ,
17,35116.97058,28460.82676,0.810458,8,MSFT{1.358234%} JNJ{10.865874%} WMT{16.298812%} KO{21.561969%} MCD{21.392190%} IBM{1.358234%} CRM{16.298812%} INTC{10.865874%} ,
18,35314.81919,28467.62009,0.80611,7,MSFT{4.091653%} JNJ{11.783961%} WMT{15.711948%} KO{20.785597%} MCD{20.785597%} CRM{15.711948%} INTC{11.129296%} ,
19,35347.01948,28575.80604,0.808436,9,MSFT{3.953871%} JNJ{10.378913%} WMT{15.815486%} KO{20.922570%} MCD{20.922570%} IBM{0.658979%} CRM{15.815486%} INTC{11.202636%} BA{0.329489%} ,
20,35427.09302,28654.35027,0.808826,8,MSFT{3.940887%} JNJ{10.344828%} WMT{15.763547%} KO{20.853859%} MCD{20.853859%} IBM{1.313629%} CRM{15.763547%} INTC{11.165846%} ,
21,35456.81384,28687.78547,0.809091,8,MSFT{3.980100%} JNJ{10.613599%} WMT{15.920398%} KO{21.061360%} MCD{21.061360%} IBM{0.165837%} CRM{15.920398%} INTC{11.276949%} ,
22,35459.85627,28793.22314,0.811995,10,MSFT{2.495840%} JNJ{12.312812%} WMT{13.643927%} HD{0.166389%} KO{21.131448%} MCD{20.133111%} IBM{1.331115%} CRM{16.139767%} INTC{11.314476%} BA{1.331115%} ,
23,35575.63432,28793.65645,0.809365,7,MSFT{4.166667%} JNJ{10.166667%} WMT{16.000000%} KO{21.166667%} MCD{21.166667%} CRM{16.000000%} INTC{11.333333%} ,
24,35582.40402,28937.22063,0.813245,8,MSFT{1.498127%} JNJ{11.985019%} WMT{12.172285%} KO{23.782772%} MCD{23.595506%} IBM{1.498127%} CRM{13.483146%} INTC{11.985019%} ,
25,35591.4647,29626.03584,0.832392,8,MSFT{1.476015%} JNJ{11.808118%} WMT{11.992620%} KO{23.431734%} MCD{23.247232%} IBM{1.476015%} CRM{14.760148%} INTC{11.808118%} ,
26,36142.1099,30407.37065,0.841328,7,MSFT{3.193613%} JNJ{6.187625%} WMT{12.774451%} KO{25.349301%} MCD{25.349301%} CRM{14.371257%} INTC{12.774451%} ,
27,36252.82666,30566.38104,0.843145,7,MSFT{3.219316%} JNJ{5.432596%} WMT{12.877264%} KO{25.553320%} MCD{25.553320%} CRM{14.486922%} INTC{12.877264%} ,
28,36361.79902,30571.73265,0.840765,7,MSFT{3.212851%} JNJ{5.421687%} WMT{12.851406%} KO{25.502008%} MCD{25.502008%} CRM{14.457831%} INTC{13.052209%} ,
29,36482.45914,30732.04791,0.842379,7,MSFT{3.238866%} JNJ{4.655870%} WMT{12.955466%} KO{25.708502%} MCD{25.708502%} CRM{14.574899%} INTC{13.157895%} ,
30,36734.48608,30732.77342,0.836619,7,MSFT{4.123711%} JNJ{3.092784%} WMT{13.195876%} KO{25.979381%} MCD{26.185567%} CRM{14.020619%} INTC{13.402062%} ,
31,36749.8577,30749.31848,0.836719,7,MSFT{4.123711%} JNJ{2.886598%} WMT{13.195876%} KO{26.185567%} MCD{26.185567%} CRM{14.020619%} INTC{13.402062%} ,
32,36752.05568,30757.74804,0.836899,7,MSFT{4.132231%} JNJ{3.099174%} WMT{13.223140%} KO{25.826446%} MCD{26.239669%} CRM{14.049587%} INTC{13.429752%} ,
33,36782.25798,30791.20173,0.837121,7,MSFT{4.132231%} JNJ{2.685950%} WMT{13.223140%} KO{26.239669%} MCD{26.239669%} CRM{14.049587%} INTC{13.429752%} ,
34,36792.24796,30807.48485,0.837336,7,MSFT{4.149378%} JNJ{3.112033%} WMT{13.278008%} KO{25.518672%} MCD{26.348548%} CRM{14.107884%} INTC{13.485477%} ,
35,36799.13166,31013.18033,0.842769,7,MSFT{3.305785%} JNJ{3.099174%} WMT{13.223140%} KO{26.239669%} MCD{25.826446%} CRM{14.876033%} INTC{13.429752%} ,
36,36823.98549,31025.92053,0.842547,7,MSFT{4.098361%} JNJ{3.073770%} WMT{13.114754%} KO{26.024590%} MCD{25.614754%} CRM{14.754098%} INTC{13.319672%} ,
37,36872.34958,31038.1701,0.841774,7,MSFT{4.878049%} JNJ{3.048780%} WMT{13.008130%} KO{25.813008%} MCD{25.406504%} CRM{14.634146%} INTC{13.211382%} ,
38,36968.31779,31106.62993,0.84144,7,MSFT{6.387226%} JNJ{2.994012%} WMT{12.774451%} KO{25.349301%} MCD{25.349301%} CRM{14.371257%} INTC{12.774451%} ,
39,37028.57908,31111.20119,0.840194,7,MSFT{6.374502%} JNJ{2.988048%} WMT{12.749004%} KO{25.298805%} MCD{25.298805%} CRM{14.342629%} INTC{12.948207%} ,
40,37062.83181,31151.70617,0.840511,7,MSFT{6.387226%} JNJ{2.794411%} WMT{12.774451%} KO{25.349301%} MCD{25.349301%} CRM{14.371257%} INTC{12.974052%} ,
41,37110.54492,31163.14097,0.839738,7,MSFT{6.095238%} JNJ{5.904762%} WMT{12.190476%} KO{24.190476%} MCD{24.190476%} CRM{15.238095%} INTC{12.190476%} ,
42,37313.98433,31244.14902,0.837331,7,MSFT{3.298969%} JNJ{2.268041%} WMT{13.195876%} KO{26.185567%} MCD{26.185567%} CRM{14.845361%} INTC{14.020619%} ,
43,37470.04231,31247.52936,0.833934,7,MSFT{3.292181%} JNJ{2.263374%} WMT{13.168724%} KO{26.131687%} MCD{26.131687%} CRM{14.814815%} INTC{14.197531%} ,
44,37586.9589,31247.5569,0.83134,7,MSFT{4.132231%} JNJ{3.099174%} WMT{13.223140%} KO{24.586777%} MCD{25.826446%} CRM{14.876033%} INTC{14.256198%} ,
45,37595.60576,31258.63999,0.831444,7,MSFT{4.918033%} JNJ{3.073770%} WMT{13.114754%} KO{24.385246%} MCD{25.614754%} CRM{14.754098%} INTC{14.139344%} ,
