After EL,,,Gbest ratio:,0.203645,#in front,4830
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,91546.18612,1134.915853,0.012397,9,JNJ{0.318471%} WMT{35.668790%} CVX{1.592357%} KO{10.191083%} MCD{0.636943%} VZ{14.968153%} IBM{15.923567%} CAT{0.636943%} WBA{20.063694%} ,
2,93517.53785,1415.868469,0.01514,5,WMT{23.003195%} KO{20.447284%} VZ{21.086262%} IBM{15.335463%} WBA{20.127796%} ,
3,93666.99467,1664.167935,0.017767,4,WMT{36.705202%} VZ{18.497110%} IBM{19.653179%} WBA{25.144509%} ,
4,93750.68223,1847.128053,0.019703,7,AAPL{0.511509%} WMT{19.948849%} KO{16.624041%} MCD{0.255754%} VZ{16.879795%} IBM{16.368286%} WBA{29.411765%} ,
5,93913.61251,1943.022091,0.020689,4,WMT{36.811594%} VZ{18.550725%} IBM{19.420290%} WBA{25.217391%} ,
6,94383.04869,2072.259177,0.021956,9,MSFT{0.262467%} WMT{26.509186%} KO{8.398950%} DIS{0.262467%} VZ{18.897638%} IBM{17.322835%} CRM{0.262467%} AXP{0.262467%} WBA{27.821522%} ,
7,94568.00824,2154.863779,0.022786,7,WMT{26.027397%} KO{10.958904%} MCD{0.342466%} VZ{26.027397%} IBM{13.698630%} CAT{2.739726%} WBA{20.205479%} ,
8,94599.58295,3174.275608,0.033555,5,WMT{32.565789%} KO{10.526316%} VZ{21.052632%} IBM{15.789474%} WBA{20.065789%} ,
9,95231.11448,3211.357424,0.033722,4,WMT{36.285714%} VZ{20.571429%} IBM{18.285714%} WBA{24.857143%} ,
10,95257.13937,4029.579662,0.042302,9,JNJ{0.289017%} WMT{32.369942%} CVX{1.445087%} KO{9.248555%} MCD{0.578035%} VZ{13.583815%} IBM{14.450867%} CAT{0.578035%} WBA{27.456647%} ,
11,96054.74528,4293.360042,0.044697,5,WMT{20.869565%} KO{18.550725%} VZ{19.130435%} IBM{13.913043%} WBA{27.536232%} ,
12,96683.8858,4355.892118,0.045053,6,WMT{38.620690%} KO{0.689655%} VZ{22.413793%} IBM{16.551724%} TRV{0.689655%} WBA{21.034483%} ,
13,96836.70678,4763.709167,0.049193,7,AAPL{0.557103%} WMT{21.727019%} KO{18.105850%} MCD{0.278552%} VZ{18.384401%} IBM{13.370474%} WBA{27.576602%} ,
14,97301.03162,4987.691744,0.05126,6,WMT{19.891008%} KO{17.438692%} DIS{0.544959%} VZ{18.528610%} IBM{13.623978%} WBA{29.972752%} ,
15,97445.49327,5285.964928,0.054245,9,JNJ{0.276243%} WMT{30.939227%} CVX{1.381215%} KO{8.839779%} MCD{0.552486%} VZ{12.983425%} IBM{13.812155%} CAT{0.552486%} WBA{30.662983%} ,
16,97446.96569,5959.793363,0.061159,5,WMT{29.464286%} KO{9.523810%} VZ{19.047619%} IBM{14.285714%} WBA{27.678571%} ,
17,98474.49045,6105.776889,0.062004,6,WMT{20.911528%} KO{17.426273%} MCD{0.268097%} VZ{17.694370%} IBM{12.868633%} WBA{30.831099%} ,
18,98635.197,6208.944662,0.062949,8,WMT{33.928571%} CVX{0.595238%} HD{0.595238%} KO{2.976190%} VZ{19.345238%} IBM{14.285714%} TRV{0.595238%} WBA{27.678571%} ,
19,98809.19067,6238.902641,0.063141,7,JNJ{0.320513%} WMT{33.333333%} KO{1.602564%} VZ{21.153846%} IBM{15.384615%} BA{0.320513%} WBA{27.884615%} ,
20,98929.12927,6523.664334,0.065943,8,MSFT{0.274725%} WMT{27.747253%} KO{8.791209%} DIS{0.274725%} VZ{19.780220%} IBM{13.736264%} AXP{0.274725%} WBA{29.120879%} ,
21,99333.68687,7163.989635,0.07212,5,WMT{28.125000%} KO{9.090909%} VZ{18.181818%} IBM{13.636364%} WBA{30.965909%} ,
22,100039.2492,7314.135056,0.073113,5,WMT{24.814815%} KO{8.888889%} VZ{24.074074%} IBM{13.333333%} WBA{28.888889%} ,
23,100340.548,7725.375784,0.076992,5,WMT{27.500000%} KO{8.888889%} VZ{17.777778%} IBM{13.333333%} WBA{32.500000%} ,
24,100361.6541,7903.347627,0.078749,6,WMT{28.859060%} KO{10.738255%} VZ{21.476510%} IBM{12.080537%} BA{0.335570%} WBA{26.510067%} ,
25,100855.7629,7997.324059,0.079295,5,WMT{27.197802%} KO{8.791209%} VZ{17.582418%} IBM{13.186813%} WBA{33.241758%} ,
26,100961.3686,8121.15583,0.080438,5,WMT{38.076923%} VZ{24.615385%} IBM{12.307692%} CAT{1.538462%} WBA{23.461538%} ,
27,101231.8752,8348.198592,0.082466,7,WMT{27.710843%} KO{9.638554%} MCD{0.301205%} VZ{22.891566%} IBM{9.638554%} CAT{2.409639%} WBA{27.409639%} ,
