After EL,,,Gbest ratio:,1.116024,#in front,1110
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,38978.4582,37689.63768,0.966935,17,AAPL{9.668110%} UNH{13.997114%} JNJ{2.741703%} V{0.144300%} JPM{1.154401%} PG{2.597403%} MRK{1.443001%} KO{14.141414%} NKE{18.326118%} DIS{13.708514%} VZ{15.728716%} AMGN{0.288600%} CRM{0.288600%} INTC{0.577201%} MMM{0.144300%} TRV{0.577201%} DD{4.473304%} ,
2,39134.8334,38440.81488,0.982266,16,AAPL{9.476662%} UNH{13.719943%} JNJ{2.687412%} V{0.141443%} JPM{1.131542%} PG{2.545969%} MRK{1.414427%} KO{13.861386%} NKE{17.963225%} DIS{13.437058%} VZ{15.417256%} CRM{0.282885%} INTC{2.828854%} MMM{0.141443%} TRV{0.565771%} DD{4.384724%} ,
3,39145.01064,38520.49049,0.984046,16,AAPL{9.476662%} UNH{13.719943%} JNJ{2.687412%} V{0.141443%} JPM{1.131542%} PG{2.545969%} MRK{1.414427%} KO{13.861386%} NKE{17.963225%} DIS{13.437058%} VZ{15.417256%} AMGN{0.282885%} INTC{2.828854%} MMM{0.141443%} TRV{0.565771%} DD{4.384724%} ,
4,39173.06996,38752.15067,0.989255,16,AAPL{9.557775%} UNH{13.837375%} JNJ{2.710414%} V{0.142653%} PG{2.567760%} MRK{1.426534%} KO{13.980029%} NKE{18.116976%} DIS{13.552068%} VZ{15.549215%} AMGN{0.285307%} CRM{0.285307%} INTC{2.853067%} MMM{0.142653%} TRV{0.570613%} DD{4.422254%} ,
5,39490.81566,42055.2974,1.064939,16,AAPL{8.476821%} UNH{12.847682%} JNJ{9.668874%} V{0.132450%} CVX{0.264901%} HD{0.529801%} MRK{0.132450%} KO{12.715232%} NKE{16.688742%} DIS{16.158940%} VZ{9.933775%} AMGN{0.132450%} GS{0.132450%} INTC{1.721854%} TRV{2.251656%} DD{8.211921%} ,
6,39512.16228,42181.08308,1.067547,16,AAPL{8.476821%} UNH{12.847682%} JNJ{9.668874%} V{0.132450%} CVX{0.264901%} HD{0.529801%} MRK{0.132450%} KO{8.476821%} NKE{16.688742%} DIS{16.158940%} VZ{14.172185%} AMGN{0.132450%} GS{0.132450%} INTC{3.841060%} TRV{0.132450%} DD{8.211921%} ,
7,39541.15886,42193.18273,1.06707,16,AAPL{8.660352%} UNH{13.125846%} JNJ{9.878214%} V{0.135318%} CVX{0.270636%} HD{0.541272%} MRK{0.135318%} KO{10.825440%} NKE{17.050068%} DIS{16.508796%} VZ{10.148850%} AMGN{0.135318%} GS{0.135318%} INTC{1.759134%} TRV{2.300406%} DD{8.389716%} ,
8,39554.66833,42281.40121,1.068936,15,AAPL{9.566517%} UNH{14.499253%} JNJ{5.530643%} V{0.149477%} CVX{0.298954%} MRK{0.149477%} KO{9.566517%} NKE{17.638266%} DIS{18.983558%} VZ{11.061286%} AMGN{0.149477%} GS{0.149477%} INTC{2.242152%} TRV{0.747384%} DD{9.267564%} ,
9,39570.7512,42302.22126,1.069028,15,AAPL{9.566517%} UNH{14.499253%} JNJ{0.747384%} V{0.149477%} CVX{0.298954%} MRK{0.149477%} KO{9.566517%} NKE{17.638266%} DIS{18.983558%} VZ{15.844544%} AMGN{0.149477%} GS{0.149477%} INTC{2.242152%} TRV{0.747384%} DD{9.267564%} ,
