After EL,,,Gbest ratio:,0.428197,#in front,1426
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,25240.19711,2010.749178,0.079665,7,WMT{9.217877%} PG{17.318436%} CVX{0.279330%} KO{21.229050%} VZ{18.156425%} BA{11.173184%} DD{22.625698%} ,
2,26774.33265,4901.710317,0.183075,9,JNJ{14.096916%} WMT{14.096916%} PG{13.876652%} CVX{0.440529%} HD{9.251101%} KO{14.096916%} VZ{14.096916%} BA{5.506608%} DD{14.537445%} ,
3,27521.7617,5148.286291,0.187062,11,AAPL{0.420168%} JNJ{0.420168%} WMT{10.294118%} PG{23.319328%} CVX{0.210084%} HD{5.252101%} KO{20.168067%} VZ{13.865546%} BA{8.403361%} TRV{0.420168%} DD{17.226891%} ,
4,27668.89106,5539.337475,0.200201,10,WMT{12.524462%} PG{24.853229%} HD{3.522505%} MRK{0.195695%} KO{18.786693%} VZ{12.328767%} GS{0.195695%} CAT{0.195695%} BA{7.827789%} DD{19.569472%} ,
5,27910.70937,6347.291558,0.227414,8,JNJ{10.578512%} WMT{10.578512%} PG{20.991736%} HD{10.578512%} KO{15.867769%} VZ{10.247934%} BA{5.289256%} DD{15.867769%} ,
6,28251.82244,6485.199396,0.22955,10,WMT{12.929293%} PG{12.727273%} HD{16.565657%} MRK{0.202020%} KO{19.393939%} VZ{12.727273%} GS{0.202020%} CAT{0.202020%} BA{4.848485%} DD{20.202020%} ,
7,28360.94293,7224.445421,0.254732,8,JNJ{11.829945%} WMT{11.829945%} PG{11.645102%} HD{14.787431%} KO{17.744917%} VZ{11.460259%} BA{2.957486%} DD{17.744917%} ,
8,28597.12564,7675.40801,0.268398,9,JNJ{14.479638%} WMT{14.479638%} PG{14.253394%} CVX{0.452489%} HD{9.502262%} KO{14.479638%} VZ{14.479638%} BA{2.941176%} DD{14.932127%} ,
9,29174.32593,8212.013881,0.281481,8,JNJ{11.169284%} WMT{11.169284%} PG{16.579407%} HD{13.961606%} KO{16.753927%} VZ{10.820244%} BA{2.792321%} DD{16.753927%} ,
