After EL,,,Gbest ratio:,1.717706,#in front,784
Non-Dominant Set,Risk,Profit,TrendRaio,# of Portfolio,Portfolio{%},
1,10698.25294,16073.19995,1.502414,18,AAPL{12.090680%} MSFT{15.994962%} UNH{8.060453%} JPM{13.727960%} PG{8.060453%} HD{1.007557%} MRK{2.896725%} KO{8.060453%} CSCO{3.274559%} DIS{3.652393%} AMGN{0.125945%} IBM{2.141058%} CRM{8.060453%} GS{2.896725%} INTC{2.015113%} AXP{3.022670%} MMM{4.030227%} WBA{0.881612%} ,
2,10700.04955,16373.52675,1.530229,18,AAPL{11.970075%} MSFT{15.835411%} UNH{7.980050%} JPM{13.591022%} PG{7.980050%} HD{0.997506%} MRK{1.870324%} KO{7.980050%} CSCO{3.241895%} DIS{3.615960%} AMGN{0.124688%} IBM{4.114713%} CRM{7.980050%} GS{2.867830%} INTC{1.995012%} AXP{2.992519%} MMM{3.990025%} WBA{0.872818%} ,
3,10813.27858,17370.85308,1.606437,17,AAPL{12.749004%} MSFT{16.865870%} UNH{8.499336%} JPM{16.069057%} PG{7.304117%} MRK{1.992032%} KO{6.241700%} CSCO{4.116866%} DIS{4.249668%} VZ{0.929615%} HON{0.929615%} IBM{8.499336%} CRM{7.304117%} GS{0.265604%} INTC{1.062417%} AXP{1.992032%} WBA{0.929615%} ,
4,10834.14901,17409.85321,1.606942,17,AAPL{12.817089%} MSFT{16.955941%} UNH{8.544726%} JPM{16.154873%} PG{7.343124%} MRK{2.002670%} KO{6.275033%} CSCO{4.138852%} DIS{4.272363%} VZ{0.934579%} HON{0.934579%} IBM{8.544726%} CRM{7.343124%} GS{0.267023%} INTC{0.534045%} AXP{2.002670%} WBA{0.934579%} ,
5,10851.97051,17429.51664,1.606115,17,AAPL{12.851406%} MSFT{17.001339%} UNH{8.567604%} JPM{16.198126%} PG{7.362784%} MRK{2.008032%} KO{6.291834%} CSCO{4.149933%} DIS{4.283802%} VZ{0.937082%} HON{0.937082%} IBM{8.567604%} CRM{7.362784%} GS{0.267738%} INTC{0.267738%} AXP{2.008032%} WBA{0.937082%} ,
6,10862.55357,17439.14788,1.605437,17,AAPL{12.868633%} MSFT{17.024129%} UNH{8.579088%} JPM{16.219839%} PG{7.372654%} MRK{2.010724%} KO{6.300268%} CSCO{4.155496%} DIS{4.289544%} VZ{0.938338%} HON{0.938338%} IBM{8.579088%} CRM{7.372654%} GS{0.268097%} INTC{0.134048%} AXP{2.010724%} WBA{0.938338%} ,
7,10871.09363,17443.64161,1.604589,17,AAPL{12.868633%} MSFT{17.024129%} UNH{8.579088%} JPM{16.219839%} PG{7.372654%} MRK{2.010724%} KO{6.300268%} CSCO{4.155496%} DIS{4.289544%} VZ{0.938338%} HON{0.938338%} IBM{8.579088%} CRM{7.372654%} GS{0.268097%} AXP{2.010724%} MMM{0.134048%} WBA{0.938338%} ,
8,10874.99014,17450.92104,1.604684,16,AAPL{12.885906%} MSFT{17.046980%} UNH{8.590604%} JPM{16.241611%} PG{7.382550%} MRK{2.013423%} KO{6.308725%} CSCO{4.161074%} DIS{4.295302%} VZ{0.939597%} HON{0.939597%} IBM{8.590604%} CRM{7.382550%} GS{0.268456%} AXP{2.013423%} WBA{0.939597%} ,
9,10878.49106,17461.53367,1.605143,16,AAPL{12.868633%} MSFT{17.024129%} UNH{8.579088%} JPM{16.219839%} PG{7.372654%} MRK{2.010724%} KO{6.300268%} CSCO{4.155496%} DIS{4.289544%} VZ{0.938338%} HON{0.938338%} IBM{8.713137%} CRM{7.372654%} GS{0.268097%} AXP{2.010724%} WBA{0.938338%} ,
